GEO_ID,C24060_001E,C24060_001M,C24060_002E,C24060_002M,C24060_003E,C24060_003M,C24060_004E,C24060_004M,C24060_005E,C24060_005M,C24060_006E,C24060_006M,C24060_007E,C24060_007M,C24060_008E,C24060_008M,C24060_009E,C24060_009M,C24060_010E,C24060_010M,C24060_011E,C24060_011M,C24060_012E,C24060_012M,C24060_013E,C24060_013M,C24060_014E,C24060_014M,C24060_015E,C24060_015M,C24060_016E,C24060_016M,C24060_017E,C24060_017M,C24060_018E,C24060_018M,C24060_019E,C24060_019M,C24060_020E,C24060_020M,C24060_021E,C24060_021M,C24060_022E,C24060_022M,C24060_023E,C24060_023M,C24060_024E,C24060_024M,C24060_025E,C24060_025M,C24060_026E,C24060_026M,C24060_027E,C24060_027M,C24060_028E,C24060_028M,C24060_029E,C24060_029M,C24060_030E,C24060_030M,C24060_031E,C24060_031M,C24060_032E,C24060_032M,C24060_033E,C24060_033M,C24060_034E,C24060_034M,C24060_035E,C24060_035M,C24060_036E,C24060_036M,NAME,C24060_001EA,C24060_001MA,C24060_002EA,C24060_002MA,C24060_003EA,C24060_003MA,C24060_004MA,C24060_004EA,C24060_005EA,C24060_005MA,C24060_006MA,C24060_006EA,C24060_007EA,C24060_007MA,C24060_008EA,C24060_008MA,C24060_009EA,C24060_009MA,C24060_010EA,C24060_010MA,C24060_011MA,C24060_011EA,C24060_012EA,C24060_012MA,C24060_013EA,C24060_013MA,C24060_014EA,C24060_014MA,C24060_015EA,C24060_015MA,C24060_016EA,C24060_016MA,C24060_017MA,C24060_017EA,C24060_018EA,C24060_018MA,C24060_019EA,C24060_019MA,C24060_020MA,C24060_020EA,C24060_021MA,C24060_021EA,C24060_022MA,C24060_022EA,C24060_023MA,C24060_023EA,C24060_024EA,C24060_024MA,C24060_025EA,C24060_025MA,C24060_026MA,C24060_026EA,C24060_027EA,C24060_027MA,C24060_028MA,C24060_028EA,C24060_029EA,C24060_029MA,C24060_030EA,C24060_030MA,C24060_031MA,C24060_031EA,C24060_032EA,C24060_032MA,C24060_033MA,C24060_033EA,C24060_034MA,C24060_034EA,C24060_035EA,C24060_035MA,C24060_036EA,C24060_036MA,state
0400000US13,4347839,24667,1546641,17227,770736,16571,1071279,16822,389282,13600,569901,13508,3010895,27003,869118,12860,515512,14647,849436,15023,282554,11447,494275,13200,177111,8734,86779,5028,21502,4301,37927,3135,20853,2776,10050,2132,257059,9240,160146,7302,37041,3644,42832,3577,6325,1380,10715,2034,655610,15423,352400,10988,130696,5762,105466,5601,30787,3187,36261,3516,247164,10864,78198,5928,65985,5501,35618,3277,48763,4352,18600,2248,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,643571,7883,220337,7259,144245,5588,161443,6868,60000,3749,57546,3734,389038,8147,87478,5219,100729,4951,114814,5624,42287,3325,43730,3429,23908,2594,13231,2128,2635,720,5247,1171,1596,485,1199,700,49074,3691,30049,3295,8337,1682,7686,1268,1324,570,1678,704,135462,5737,70858,4002,23792,2227,24736,2598,9093,1530,6983,1413,46089,3429,18721,2321,8752,1471,8960,1633,5700,1075,3956,990,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,710293,9330,234648,8097,123189,4930,176952,7231,85582,5489,89922,5692,463753,8036,115979,6289,77009,4430,130218,5882,62974,4913,77573,5261,32276,3420,15591,2079,2895,1163,8710,1730,3460,958,1620,595,47446,3946,24238,2786,8956,1754,9437,1924,2744,811,2071,824,112202,5639,60302,4180,19938,2298,19516,2273,7015,1230,5431,1256,54616,4213,18538,2056,14391,1999,9071,1609,9389,1882,3227,711,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6074089,20530,2220501,19833,1062871,16788,1502769,18499,434858,9444,853090,18637,4297313,22591,1291941,16879,716751,14325,1196908,16700,331041,8769,760672,17489,203111,7489,100070,5521,19505,2069,41840,3282,24844,2721,16852,1976,531442,10341,329778,8171,81134,4312,91729,4357,8504,1372,20297,2089,747018,12326,392040,9223,165601,6177,126265,5091,29636,2742,33476,3022,295205,7898,106672,4417,79880,5305,46027,3559,40833,2963,21793,2540,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3025786,15743,970923,14145,523911,12164,698858,11428,260316,9400,571778,12256,2171678,18120,544958,11958,356371,10829,552303,11629,201541,8079,516505,11520,91939,5522,40654,3017,9155,1636,20182,2561,15492,2689,6456,1020,271186,7767,162394,6207,45178,3122,44543,2667,5357,1054,13714,1958,347470,9161,179604,6184,75414,4937,59620,4288,11434,1418,21398,2392,143513,5989,43313,3082,37793,2946,22210,2187,26492,2829,13705,2085,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1576091,8695,540531,10335,269825,6268,367595,8315,142753,5014,255387,6539,1067105,8789,273080,7722,169549,5398,287654,7333,109854,4181,226968,6467,49582,3199,24448,2337,5078,1068,10502,1332,5334,906,4220,860,144420,5053,84060,3805,29025,2392,21489,1874,2629,678,7217,1175,212917,6278,118542,5109,39285,2684,36093,2852,9812,1254,9185,1155,102067,4310,40401,2488,26888,2049,11857,1479,15124,1545,7797,1371,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1399578,10271,523437,9238,229870,7084,322340,7329,135752,5726,188179,5770,934971,11030,275372,6087,145191,6196,245289,7035,103549,5258,165570,5242,45652,2700,23685,1891,3198,783,11459,1477,4858,909,2452,663,115005,4863,71130,3823,19107,2008,18138,2066,1726,541,4904,941,217681,7114,118929,5641,42350,2758,35098,2398,11271,1418,10033,1666,86269,3637,34321,2478,20024,1986,12356,1393,14348,1814,5220,841,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1894116,12461,619593,10383,315106,9758,456638,9484,181542,6278,321237,8057,1295363,12950,311443,7648,204888,7453,357696,7747,133467,5783,287869,7688,57112,4149,27258,2581,6452,1313,12528,2088,7427,1316,3447,1039,150526,6777,92226,4930,23997,3089,24904,2007,4123,856,5276,1064,285973,9762,154470,7231,54978,3960,47966,3475,11745,1654,16814,2022,105142,4792,34196,3029,24791,2282,13544,1527,24780,2347,7831,1130,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2011783,15819,645354,13046,389522,11929,478153,9896,246418,8951,252336,8976,1394469,16490,350907,10087,264224,9636,368871,9763,193414,8379,217053,9047,70633,5667,33737,3466,7712,1401,17033,2499,8010,1595,4141,901,127197,7073,72813,4924,20223,2346,22417,2448,5452,1648,6292,1223,303443,9543,153891,6974,64170,4607,55697,4155,14113,1947,15572,1925,116041,7277,34006,2894,33193,3680,14135,1861,25429,3756,9278,1798,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,643378,6579,222789,6895,122619,5916,150497,5488,71322,3555,76151,3950,386039,6026,92629,4539,74398,4464,112964,4481,44092,3238,61956,3406,22446,2576,10304,1460,1603,417,5054,1110,4164,937,1321,409,89521,4193,54227,3020,19531,2364,12337,1561,1374,528,2052,603,90928,4366,50931,3379,15313,1700,14333,1538,4356,986,5995,1320,54444,3329,14698,1444,11774,1727,5809,1229,17336,1923,4827,938,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2983367,14133,1327071,14556,515720,10282,681955,11904,235075,7016,223546,8302,1792787,16518,617371,10227,334062,8842,490427,9139,176399,6604,174528,7049,89804,4992,47769,3296,10608,1720,15200,2045,10060,1709,6167,1253,298453,8192,199873,7303,35051,3250,48959,3781,7379,1727,7191,1440,661667,11374,406740,8895,97329,4735,109409,4318,22031,2200,26158,2702,140656,6832,55318,4043,38670,3394,17960,1917,19206,2074,9502,1541,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3398003,20562,1493837,17709,610865,13258,761943,12332,225573,8575,305785,9733,2243577,19226,836148,13206,404614,11319,582333,10326,154524,7573,265958,9355,95413,4584,50974,3968,9336,1880,18856,1915,12367,1675,3880,1016,439156,9165,290870,9093,69460,4219,62847,3660,6787,1433,9192,1574,416618,11057,234093,8072,86033,5139,68705,3680,12319,2039,15468,2110,203239,6082,81752,4709,41422,3479,29202,2691,39576,3035,11287,1781,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4369787,19964,1502589,15033,796898,13993,1058736,13319,335217,8326,676347,11407,3088122,18965,854679,11942,548198,11551,826580,11433,249768,7201,608897,11392,143944,5680,70304,3701,14695,1733,32067,2834,17746,1752,9132,1307,415528,9532,240983,7015,73562,4486,74612,3609,7003,1034,19368,2171,486856,10250,262297,7862,98734,4401,85379,4630,16650,1829,23796,2294,235337,7297,74326,3874,61709,3879,40098,2649,44050,3212,15154,1585,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2828280,11413,1096862,11446,479740,9217,665055,10385,215459,5771,371164,7574,1910603,11784,601741,9161,320571,8507,506796,9937,157622,5126,323873,7249,109354,4583,52230,3041,8657,1375,26304,2218,16591,1818,5572,839,314344,7592,189975,6125,53914,3469,50930,2417,5083,1079,14442,1541,335090,6919,190389,4549,57929,3166,58034,3159,14706,1658,14032,1541,158889,5074,62527,3076,38669,2769,22991,1749,21457,1561,13245,1551,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1196784,12502,365254,9296,219677,8501,288376,7359,125472,5580,198005,7169,817352,11174,179364,6719,147742,7558,224877,6687,91014,4713,174355,7123,34994,3619,15845,2084,3200,1018,9099,1972,4605,1190,2245,869,63754,4318,39301,3145,9275,1815,10448,1746,1651,715,3079,1209,215739,7823,114480,5833,43394,3965,33229,3047,13210,2526,11426,1712,64945,5082,16264,2262,16066,2430,10723,2139,14992,2206,6900,1701,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2808535,14504,978581,13207,510713,11100,703122,13290,237365,7255,378754,9623,1917858,15755,533483,10741,340120,8790,537562,11911,174556,6545,332137,8938,81482,4222,37899,3251,8295,1308,20448,2192,8896,1512,5944,1476,294283,8146,174309,6215,48106,3865,50939,3099,6231,985,14698,2150,355981,10059,178969,7124,76458,4113,67784,3924,18334,2195,14436,1890,158931,5693,53921,3624,37734,2873,26389,2364,29348,2688,11539,1536,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,482603,6120,168059,5034,95348,4475,115204,5344,58039,3159,45953,3086,280214,6378,64824,3636,59084,3730,81358,4479,38821,2813,36127,2794,26220,2601,13672,1699,2158,814,4666,1061,3920,874,1804,602,43887,3247,24225,2281,8888,1555,8157,1532,1179,436,1438,505,89887,5048,48001,3187,17367,2210,15744,1832,5342,965,3433,930,42395,3098,17337,1791,7851,1231,5279,1238,8777,1492,3151,835,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,965779,6495,344451,7361,159334,5417,233919,5482,96206,3832,131869,4683,644382,7708,170090,5370,104127,4511,183125,5033,71797,3709,115243,4589,33898,2229,17022,1545,2625,672,8320,1148,4173,858,1758,528,87335,3611,53939,2958,13795,1622,13343,1645,2064,679,4194,991,135030,4960,74724,3653,23979,2246,21946,1856,8300,1171,6081,1044,65134,3095,28676,1949,14808,1516,7185,855,9872,1131,4593,860,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1262730,12070,353534,8561,349732,10350,320073,9268,111549,5682,127842,6709,954644,12636,207053,6561,281623,9322,261412,8650,92842,4987,111714,5773,37291,3482,19246,1954,4777,1509,8854,1563,2443,771,1971,852,51059,4108,26229,2553,7559,1521,11718,1910,1363,814,4190,1317,153711,6574,79763,4740,34242,3455,26345,2468,6972,1362,6389,1536,66025,4253,21243,2419,21531,2376,11744,1820,7929,1651,3578,876,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,694508,7769,270906,6650,110041,5621,168920,6901,66591,4678,78050,4949,458381,7843,146950,5392,70477,4503,129253,6122,43783,3688,67918,4613,22776,2632,11490,1839,1987,879,4357,942,3850,911,1092,533,72057,4124,43590,2788,12076,1867,11593,1802,1776,842,3022,1239,92649,4432,52605,3096,15951,2117,16585,2071,3965,923,3543,1024,48645,3182,16271,1819,9550,1667,7132,1152,13217,1817,2475,775,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4252626,20357,1717424,18744,734804,15976,1052292,17881,305168,9483,442938,11083,3024374,20839,1058417,16229,520264,14198,842097,15650,225240,8397,378356,10887,163260,5956,83370,4652,15531,2412,37400,2848,18039,2139,8920,1539,282358,7970,184082,6777,38072,3479,44134,3220,5557,1463,10513,1653,586297,10362,314592,8289,118132,5365,95291,4548,26273,2414,32009,3046,196337,7725,76963,3997,42805,3556,33370,3352,30059,2810,13140,1748,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
