GEO_ID,B17012_001E,B17012_001M,B17012_002E,B17012_002M,B17012_003E,B17012_003M,B17012_004E,B17012_004M,B17012_005E,B17012_005M,B17012_006E,B17012_008E,B17012_006M,B17012_007E,B17012_007M,B17012_008M,B17012_009E,B17012_009M,B17012_010E,B17012_010M,B17012_011E,B17012_011M,B17012_012E,B17012_012M,B17012_013E,B17012_013M,B17012_014E,B17012_014M,B17012_015E,B17012_015M,B17012_016E,B17012_016M,B17012_017E,B17012_017M,B17012_018E,B17012_018M,B17012_019E,B17012_019M,B17012_020E,B17012_020M,B17012_021E,B17012_021M,B17012_022E,B17012_022M,B17012_023E,B17012_023M,B17012_024E,B17012_024M,B17012_025E,B17012_025M,B17012_026E,B17012_026M,B17012_027E,B17012_027M,B17012_028E,B17012_028M,B17012_029E,B17012_029M,B17012_030E,B17012_030M,B17012_031E,B17012_031M,B17012_032E,B17012_032M,B17012_033E,B17012_033M,B17012_034E,B17012_034M,B17012_035E,B17012_035M,NAME,B17012_001EA,B17012_001MA,B17012_002EA,B17012_002MA,B17012_003MA,B17012_003EA,B17012_004EA,B17012_004MA,B17012_005MA,B17012_005EA,B17012_006EA,B17012_006MA,B17012_008EA,B17012_008MA,B17012_007EA,B17012_007MA,B17012_009MA,B17012_009EA,B17012_010MA,B17012_010EA,B17012_011EA,B17012_011MA,B17012_012EA,B17012_012MA,B17012_013MA,B17012_013EA,B17012_014MA,B17012_014EA,B17012_015EA,B17012_015MA,B17012_016MA,B17012_016EA,B17012_017EA,B17012_017MA,B17012_018EA,B17012_018MA,B17012_019EA,B17012_019MA,B17012_020EA,B17012_020MA,B17012_021EA,B17012_021MA,B17012_022MA,B17012_022EA,B17012_023EA,B17012_023MA,B17012_024MA,B17012_024EA,B17012_025MA,B17012_025EA,B17012_026EA,B17012_026MA,B17012_027MA,B17012_027EA,B17012_028MA,B17012_028EA,B17012_029EA,B17012_029MA,B17012_030MA,B17012_030EA,B17012_031EA,B17012_031MA,B17012_032EA,B17012_032MA,B17012_033MA,B17012_033EA,B17012_034EA,B17012_034MA,B17012_035EA,B17012_035MA,state
0400000US01,1222568,14007,174593,5454,50938,3329,21842,2372,20015,2375,8222,123655,1584,859,519,5176,16642,2341,5663,1219,8704,1661,2080,800,195,276,107013,4850,15026,1987,66019,4258,23130,2856,2838,878,1047975,12811,806927,13011,501320,8907,255429,8584,46966,3263,3212,913,241048,8506,63840,4466,33439,2976,27144,3217,3139,970,118,134,177208,6823,81885,4391,85041,5155,10067,2042,215,222,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,9814,1095,3224,535,961,371,1160,417,719,6590,274,384,136,957,1602,421,222,124,1054,374,300,156,26,22,4988,887,331,142,3018,611,1517,523,122,56,155617,3391,123278,3925,67061,2785,41927,2662,12550,1532,1740,460,32339,2400,12502,1764,4978,1155,6496,1307,826,335,202,258,19837,1610,7768,1140,10483,1234,1353,493,233,154,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,213512,6823,91562,4923,33256,2698,29184,2804,24033,121950,2900,5089,1234,5349,25835,2700,6728,1286,13125,2011,5027,1205,955,467,96115,4873,13843,1862,51528,3655,25088,2595,5656,1254,1358798,12983,1045031,11565,639669,9055,309248,7385,88105,4533,8009,1410,313767,10077,103626,6418,47357,4219,48819,4140,7007,1330,443,306,210141,7236,82928,4036,109429,5381,16488,2009,1296,522,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,108793,4870,39058,3020,14289,2007,14523,2079,7959,69735,1429,2287,812,4077,13064,2061,3385,1061,7268,1362,1942,1032,469,382,56671,3500,7506,1392,35163,2598,12477,1824,1525,630,642331,9468,509479,8797,311920,7014,161320,5334,32653,2362,3586,1177,132852,5003,39438,3104,18558,1896,18176,2308,2608,1030,96,160,93414,4501,43179,2856,45209,3738,5002,1050,24,46,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,1092977,14174,462770,10647,136143,5548,188009,6844,118460,630207,5812,20158,2532,11812,136695,5738,31111,2694,73585,4684,28426,2870,3573,1000,493512,9785,78879,4073,276169,8454,119553,5720,18911,2190,7552993,30734,5697544,28260,3052031,20084,2129745,20212,480983,12391,34785,2898,1855449,18633,621667,12504,319353,9549,255090,7969,43307,3447,3917,1086,1233782,13731,578537,10082,566185,10427,81871,4916,7189,1461,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,111594,5324,45912,3809,15235,1967,16278,2250,13127,65682,1737,1272,555,3667,11582,1915,3256,1089,6335,1458,1790,685,201,325,54100,3537,5481,1024,34063,3087,12965,2047,1591,768,1168347,10778,936290,11617,531768,9460,321320,7848,77679,4613,5523,1076,232057,7209,76804,5221,32361,2762,39851,3759,4230,1153,362,384,155253,5684,59301,3488,82256,4911,12856,2037,840,576,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,67625,4089,18952,2417,8841,1536,6594,1384,3165,48673,1078,352,253,3115,6060,1505,2149,943,2575,839,1336,665,0,201,42613,3022,6374,1247,24276,2489,11232,1655,731,431,822668,9009,638933,9589,373186,7651,215491,6853,47783,3280,2473,895,183735,6411,51208,3549,26854,2850,22225,2669,2080,856,49,80,132527,5470,56101,3309,69096,4755,7054,1365,276,294,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,19335,2274,6207,1349,2172,641,2311,867,1117,13128,618,607,510,1840,1747,768,449,300,873,516,384,469,41,69,11381,1673,1707,617,5982,1260,3194,976,498,312,209029,4873,158526,4790,100839,3178,48241,2981,8659,1345,787,460,50503,3510,12901,1748,5472,927,6532,1422,802,570,95,155,37602,3276,16044,2419,19179,2373,2039,667,340,352,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,18901,2027,3481,929,2202,846,1060,441,219,15420,177,0,203,2011,2054,714,305,197,1318,614,431,417,0,203,13366,1966,2580,885,8582,1516,2019,743,185,195,101566,3750,62324,3075,36749,2413,22643,2106,2814,804,118,112,39242,2530,9715,1504,5199,1300,4253,963,263,302,0,203,29527,2270,14233,1571,13783,1851,1286,637,225,267,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,573647,14621,233488,8547,109443,5487,80119,4934,38599,340159,3607,5327,1244,11393,62065,4527,17796,2504,35561,3456,7334,1620,1374,637,278094,10488,48452,3180,162787,7137,57483,5426,9372,1975,4052741,29605,3100895,28510,2029022,20879,893920,14998,166905,6667,11048,1984,951846,17055,273553,9186,143762,6820,114688,6162,14715,2460,388,318,678293,13031,314476,9939,327241,9564,34184,3858,2392,923,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
