GEO_ID,B18104_001E,B18104_001M,B18104_002E,B18104_002M,B18104_003E,B18104_003M,B18104_004E,B18104_004M,B18104_005E,B18104_005M,B18104_006E,B18104_006M,B18104_007E,B18104_007M,B18104_008E,B18104_008M,B18104_009E,B18104_009M,B18104_010E,B18104_010M,B18104_011E,B18104_011M,B18104_012E,B18104_012M,B18104_013E,B18104_013M,B18104_014E,B18104_014M,B18104_015E,B18104_015M,B18104_016E,B18104_016M,B18104_017E,B18104_017M,B18104_018E,B18104_018M,B18104_019E,B18104_019M,B18104_020E,B18104_020M,B18104_021E,B18104_021M,B18104_022E,B18104_022M,B18104_023E,B18104_023M,B18104_024E,B18104_024M,B18104_025E,B18104_025M,B18104_026E,B18104_026M,B18104_027E,B18104_027M,B18104_028E,B18104_028M,B18104_029E,B18104_029M,B18104_030E,B18104_030M,B18104_031E,B18104_031M,B18104_032E,B18104_032M,B18104_033E,B18104_033M,NAME,B18104_001MA,B18104_001EA,B18104_002MA,B18104_002EA,B18104_003EA,B18104_003MA,B18104_004EA,B18104_004MA,B18104_005EA,B18104_005MA,B18104_006EA,B18104_006MA,B18104_007MA,B18104_007EA,B18104_008EA,B18104_008MA,B18104_009EA,B18104_009MA,B18104_010MA,B18104_010EA,B18104_011EA,B18104_011MA,B18104_012MA,B18104_012EA,B18104_013MA,B18104_013EA,B18104_014EA,B18104_014MA,B18104_015EA,B18104_015MA,B18104_016MA,B18104_016EA,B18104_017MA,B18104_017EA,B18104_018MA,B18104_018EA,B18104_019MA,B18104_019EA,B18104_020EA,B18104_020MA,B18104_021MA,B18104_021EA,B18104_022EA,B18104_022MA,B18104_023MA,B18104_023EA,B18104_024MA,B18104_024EA,B18104_025EA,B18104_025MA,B18104_026EA,B18104_026MA,B18104_027MA,B18104_027EA,B18104_028MA,B18104_028EA,B18104_029MA,B18104_029EA,B18104_030EA,B18104_030MA,B18104_031EA,B18104_031MA,B18104_032MA,B18104_032EA,B18104_033EA,B18104_033MA,state
0400000US01,4463027,3655,2137360,5880,415809,3961,22735,2466,393074,4456,531617,4933,24042,2882,507575,5647,887106,4678,54736,3807,832370,5808,190180,1968,12334,1567,177846,2437,112648,1728,14841,1453,97807,1881,2325667,4666,399681,3242,12383,1629,387298,3575,552135,3993,21415,2667,530720,4970,974608,3537,62265,4043,912343,5811,224389,1875,14780,1797,209609,2458,174854,1842,32986,2169,141868,2620,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,657543,1921,339435,2514,69544,1700,2060,759,67484,1807,94246,2336,3279,1257,90967,2620,143384,1614,5975,1074,137409,1888,22353,942,1075,395,21278,941,9908,768,2183,766,7725,1045,318108,1895,63636,1571,2064,751,61572,1680,87427,1302,3103,949,84324,1697,134719,1425,6100,1329,128619,1897,20604,843,1069,442,19535,948,11722,617,2580,662,9142,815,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6091145,2050,2985697,2855,602505,1744,24568,2430,577937,2894,751798,3251,26378,2925,725420,3795,1168289,3029,54004,3937,1114285,5131,275142,1670,14371,1900,260771,2197,187963,1227,19779,2354,168184,2456,3105448,2613,580919,1609,10556,1856,570363,2369,744824,2254,25004,2820,719820,3584,1235989,2375,54695,3600,1181294,4366,310038,1235,15423,1908,294615,2259,233678,1241,30759,2267,202919,2263,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2716833,2704,1326964,4604,268655,3444,20410,2408,248245,3972,326777,4149,17835,2772,308942,4598,535726,3544,36106,2925,499620,4447,119768,1332,9299,1318,110469,1656,76038,1155,9610,1299,66428,1560,1389869,4311,250289,3194,9752,1996,240537,3631,327371,3255,14071,2277,313300,3916,570026,3297,37652,3217,532374,4392,137191,1477,9307,1419,127884,2006,104992,1495,19689,1736,85303,2089,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35331067,5998,17399664,7701,3406028,3716,133152,6187,3272876,6807,4752433,6837,153661,7490,4598772,11139,7165481,6126,279343,9535,6886138,10751,1239368,2545,71586,4123,1167782,4333,836354,2691,121663,4803,714691,5247,17931403,6353,3251441,3540,68439,5097,3183002,6471,4621321,4381,105604,6060,4515717,6985,7437283,4136,300234,9815,7137049,10664,1428312,2553,82070,5091,1346242,5584,1193046,2975,219451,7668,973595,8011,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4839699,3499,2399000,4366,460882,3139,17775,2209,443107,3736,631231,3992,22701,2409,608530,4611,1021905,3415,40275,3191,981630,4962,181353,1445,8614,1429,172739,2066,103629,1327,12044,1781,91585,2161,2440699,4220,444736,3321,9198,1512,435538,3605,613076,2786,16650,2391,596426,3816,1038728,2995,42123,3534,996605,4296,197218,1766,8314,1524,188904,2290,146941,1868,18833,1935,128108,2365,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3350671,1584,1621714,2540,301805,1678,14385,2087,287420,2557,383635,1995,14119,2137,369516,3096,709888,1833,24780,2767,685108,3496,133728,826,4866,1194,128862,1566,92658,1166,10076,1297,82582,1510,1728957,2490,291616,1458,7328,1362,284288,1938,384055,1748,10919,1978,373136,2733,758117,1793,27177,2694,730940,3565,154423,973,4975,1093,149448,1638,140746,1503,18350,1825,122396,2542,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,855267,1151,408863,1194,74358,711,4616,993,69742,1238,100496,928,4800,1188,95696,1294,170223,1060,6717,1115,163506,1518,39458,555,2008,645,37450,850,24328,538,2886,649,21442,810,446404,1126,72746,686,2548,850,70198,1094,105030,1268,3651,1103,101379,1771,189389,1229,10592,1712,178797,2207,45855,526,1926,591,43929,818,33384,540,5131,1065,28253,1254,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594772,656,277490,741,35045,410,2780,863,32265,961,101450,559,3423,976,98027,1148,111773,630,5708,1150,106065,1099,17648,534,1438,411,16210,632,11574,675,989,415,10585,691,317282,801,35181,411,1256,598,33925,717,121093,343,2557,864,118536,949,118837,521,6109,1271,112728,1363,22824,392,1466,571,21358,641,19347,497,3400,918,15947,991,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18171078,5381,8784022,8269,1510052,5559,84882,5785,1425170,7229,2048451,5131,82731,5225,1965720,7019,3615418,5769,170770,8069,3444648,10110,919338,3041,47606,3398,871732,5120,690763,3082,81492,4537,609271,5312,9387056,6304,1435734,4610,39988,4028,1395746,5900,2064048,4618,56246,4970,2007802,6917,3918978,5631,172749,7490,3746229,8982,1051243,2953,48105,4079,1003138,4965,917053,2929,139933,6264,777120,7080,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
