GEO_ID,B18101B_001E,B18101B_001M,B18101B_002E,B18101B_002M,B18101B_003E,B18101B_003M,B18101B_004E,B18101B_004M,B18101B_005E,B18101B_005M,B18101B_006E,B18101B_006M,B18101B_007E,B18101B_007M,B18101B_008E,B18101B_008M,B18101B_009E,B18101B_009M,B18101B_010E,B18101B_010M,NAME,B18101B_001MA,B18101B_001EA,B18101B_002EA,B18101B_002MA,B18101B_003EA,B18101B_003MA,B18101B_004EA,B18101B_004MA,B18101B_005MA,B18101B_005EA,B18101B_006MA,B18101B_006EA,B18101B_007MA,B18101B_007EA,B18101B_008EA,B18101B_008MA,B18101B_009EA,B18101B_009MA,B18101B_010MA,B18101B_010EA,state
0400000US01,1253347,5902,331300,3896,18410,2679,312890,4394,797699,3664,126918,5666,670781,6131,124348,1692,56409,2498,67939,2565,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22882,1958,7040,1194,232,215,6808,1168,14682,1375,2405,837,12277,1380,1160,447,605,333,555,339,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,264393,5932,75077,4120,3799,898,71278,4252,170026,3275,21181,2581,148845,4010,19290,1033,7583,1300,11707,1236,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,449770,4327,131602,3087,8671,1745,122931,3156,278848,2669,49599,3704,229249,4623,39320,1343,20418,1722,18902,1711,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2182041,13557,523221,8022,28042,2603,495179,8067,1420392,9140,200717,7904,1219675,10628,238428,3001,102152,4101,136276,4139,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,195902,5886,53279,3526,1870,691,51409,3547,126508,4260,15994,2344,110514,4495,16115,759,5559,1030,10556,1178,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,360068,6262,94999,3275,3598,1143,91401,3354,233198,4515,22115,2867,211083,5333,31871,1088,10786,1495,21085,1321,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,194596,4622,52698,3296,3078,1155,49620,3431,123151,2191,12490,2101,110661,3061,18747,621,6621,937,12126,929,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,309173,3267,67097,1498,4384,1043,62713,1672,199631,2247,30797,2816,168834,3743,42445,603,18100,1365,24345,1403,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3039675,18215,848037,9920,37412,4196,810625,9712,1905796,11371,210611,9332,1695185,13358,285842,3557,105116,5032,180726,5208,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
