GEO_ID,B01001I_001E,B01001I_001M,B01001I_002E,B01001I_002M,B01001I_003E,B01001I_003M,B01001I_004E,B01001I_004M,B01001I_005E,B01001I_005M,B01001I_006E,B01001I_006M,B01001I_007E,B01001I_007M,B01001I_008E,B01001I_008M,B01001I_009E,B01001I_009M,B01001I_010E,B01001I_010M,B01001I_011E,B01001I_011M,B01001I_012E,B01001I_012M,B01001I_013E,B01001I_013M,B01001I_014E,B01001I_014M,B01001I_015E,B01001I_015M,B01001I_016E,B01001I_016M,B01001I_017E,B01001I_017M,B01001I_018E,B01001I_018M,B01001I_019E,B01001I_019M,B01001I_020E,B01001I_020M,B01001I_021E,B01001I_021M,B01001I_022E,B01001I_022M,B01001I_023E,B01001I_023M,B01001I_024E,B01001I_024M,B01001I_025E,B01001I_025M,B01001I_026E,B01001I_026M,B01001I_027E,B01001I_027M,B01001I_028E,B01001I_028M,B01001I_029E,B01001I_029M,B01001I_030E,B01001I_030M,B01001I_031E,B01001I_031M,NAME,B01001I_001MA,B01001I_001EA,B01001I_002EA,B01001I_002MA,B01001I_003MA,B01001I_003EA,B01001I_004MA,B01001I_004EA,B01001I_005EA,B01001I_005MA,B01001I_006EA,B01001I_006MA,B01001I_007MA,B01001I_007EA,B01001I_008MA,B01001I_008EA,B01001I_009EA,B01001I_009MA,B01001I_010MA,B01001I_010EA,B01001I_011EA,B01001I_011MA,B01001I_012EA,B01001I_012MA,B01001I_013MA,B01001I_013EA,B01001I_014MA,B01001I_014EA,B01001I_015EA,B01001I_015MA,B01001I_016MA,B01001I_016EA,B01001I_017EA,B01001I_017MA,B01001I_018EA,B01001I_018MA,B01001I_019MA,B01001I_019EA,B01001I_020EA,B01001I_020MA,B01001I_021EA,B01001I_021MA,B01001I_022MA,B01001I_022EA,B01001I_023MA,B01001I_023EA,B01001I_024MA,B01001I_024EA,B01001I_025EA,B01001I_025MA,B01001I_026EA,B01001I_026MA,B01001I_027EA,B01001I_027MA,B01001I_028EA,B01001I_028MA,B01001I_029MA,B01001I_029EA,B01001I_030MA,B01001I_030EA,B01001I_031EA,B01001I_031MA,state
0400000US01,189934,1256,105909,3371,12063,1282,13810,1895,8577,1428,3744,1123,4932,1407,11021,2049,11070,2239,11691,2080,14482,1939,7658,1377,4235,930,1690,690,810,388,126,119,84025,3264,10556,1591,9657,1497,9060,1640,3151,1056,3285,1155,7462,1322,8523,1491,7114,1344,11628,1702,7296,1515,2682,822,2329,816,992,590,290,213,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,48501,-555555555,26267,811,2925,484,2447,506,2595,623,838,413,1356,639,3450,686,2628,499,2190,574,3211,773,2151,613,1463,403,560,243,369,290,84,158,22234,811,2318,491,2713,928,1866,975,783,497,1548,668,1865,712,2132,369,1367,251,2592,855,2308,665,1649,479,728,520,353,235,12,24,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2005114,-555555555,1012031,1047,97897,741,104768,3980,98750,3979,57476,860,38086,912,95971,1668,81663,1710,78073,909,135597,795,106600,990,64880,592,32820,838,13897,1080,5553,799,993083,1047,89479,742,101761,3930,94854,3935,54623,862,36496,1128,88301,1163,73421,1141,74984,1317,137016,1172,105841,1228,71714,727,39003,636,19325,998,6265,1093,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,203111,1538,107512,3119,12495,1815,15350,1778,10188,1503,5173,806,4540,1203,8794,1341,10061,1789,9096,1585,15268,1728,9135,1692,4514,859,2228,811,436,286,234,281,95599,2882,10661,1256,12510,1667,12027,1412,4564,914,2545,665,7202,1322,9530,1546,8731,2062,13218,1620,7991,1293,3791,992,1521,763,1109,678,199,287,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14719327,-555555555,7441128,2266,681771,1526,679813,9472,668641,9534,401465,1217,273940,1235,691636,1337,631250,1226,597811,1414,1068705,1458,856270,1581,509520,785,235950,934,107041,2908,37315,2763,7278199,2266,653681,1415,658647,11304,633784,11076,384393,1191,259588,1558,639394,1658,565400,1437,552100,870,1035534,1322,838747,1297,550804,885,289241,1110,154452,3557,62434,3475,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1108425,-555555555,567459,2839,55117,2223,54183,3051,60439,3134,28317,1121,21530,1396,49062,2458,46089,1975,46608,1442,80295,1515,60604,1690,37350,884,17900,806,7954,744,2011,558,540966,2839,50501,1247,55957,2879,53958,2822,28463,1431,18073,1358,43481,1477,41546,1144,42051,1148,76270,1756,56267,1610,39104,1675,19980,682,10963,1077,4352,969,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,527163,-555555555,263449,1126,24777,527,26125,1741,21709,1846,13633,464,10480,806,24980,837,22628,911,22456,1104,37909,880,30483,819,16663,361,7513,368,3034,524,1059,391,263714,1125,23766,377,24828,2025,22852,1851,12649,434,8659,445,22816,916,20630,812,22288,830,38845,888,31772,760,18871,610,9499,342,4300,723,1939,612,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,80944,-555555555,42029,661,4648,280,3955,661,4429,660,1821,330,575,338,4437,428,4073,365,4037,327,6572,532,3659,533,2484,443,826,256,356,236,157,159,38915,661,4050,280,4512,846,3765,870,1917,376,1412,302,3328,415,3459,423,3063,518,6738,782,3108,589,2225,449,1019,325,290,240,29,42,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,65560,-555555555,33408,370,3426,-555555555,2298,500,1284,500,661,371,943,540,3018,540,4151,-555555555,4392,-555555555,5974,-555555555,3807,-555555555,2111,-555555555,823,475,520,475,0,203,32152,370,3355,-555555555,1800,443,1899,443,1023,370,1069,596,2767,597,3914,-555555555,3762,-555555555,4982,-555555555,3197,-555555555,2341,-555555555,1238,-555555555,468,232,337,232,District of Columbia,*****,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,*****,*****,null,null,*****,null,*****,*****,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,*****,null,null,*****,null,*****,null,*****,null,*****,*****,null,null,null,null,null,11
0400000US12,4619316,-555555555,2289157,3526,165603,2488,160777,6031,173050,6199,100981,1739,72308,2614,181476,3188,182075,2353,177009,2002,355880,3120,314729,2448,194826,1647,122361,1744,65944,2208,22138,2102,2330159,3528,157895,1891,162717,5242,153988,5355,92742,1590,68139,2897,164277,2707,163705,1708,164772,2207,352603,2743,327602,2292,229436,1419,154285,1574,95389,3475,42609,3277,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
