GEO_ID,C24010H_001E,C24010H_001M,C24010H_002E,C24010H_002M,C24010H_003E,C24010H_003M,C24010H_004E,C24010H_004M,C24010H_005E,C24010H_005M,C24010H_006E,C24010H_006M,C24010H_007E,C24010H_007M,C24010H_008E,C24010H_008M,C24010H_009E,C24010H_009M,C24010H_010E,C24010H_010M,C24010H_011E,C24010H_011M,C24010H_012E,C24010H_012M,C24010H_013E,C24010H_013M,NAME,C24010H_001EA,C24010H_001MA,C24010H_002MA,C24010H_002EA,C24010H_003EA,C24010H_003MA,C24010H_004EA,C24010H_004MA,C24010H_005MA,C24010H_005EA,C24010H_006EA,C24010H_006MA,C24010H_007EA,C24010H_007MA,C24010H_008MA,C24010H_008EA,C24010H_009EA,C24010H_009MA,C24010H_010MA,C24010H_010EA,C24010H_011EA,C24010H_011MA,C24010H_012EA,C24010H_012MA,C24010H_013MA,C24010H_013EA,state
0400000US47,2208517,15605,1165021,10151,377279,8895,144808,6356,211621,7675,185826,6407,245487,7545,1043496,10000,420826,9093,197633,7385,349953,10062,7309,1342,67775,5006,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5719683,21385,3097141,15096,1308657,16911,308754,11421,580837,12579,458465,13037,440428,11968,2622542,15077,1233943,14979,390762,10849,903259,13502,17870,2581,76708,4318,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1080181,8840,603702,5351,239938,5831,64980,3613,124287,4654,82871,4258,91626,4147,476479,6699,192088,5422,85485,4084,172618,5234,2222,616,24066,2408,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,307066,4245,155352,3240,54207,2655,23148,2392,23261,2086,29236,2186,25500,2077,151714,2770,68295,2706,30830,2131,44485,2711,1305,422,6799,1102,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2605551,15575,1371353,10237,602791,9861,164739,6538,224536,6786,205218,7533,174069,5897,1234198,9672,617799,9357,201422,7546,363626,7223,7369,1395,43982,3066,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2375594,15617,1256724,8491,494177,9823,145400,7261,217634,7979,195358,7046,204155,6786,1118870,12082,487631,8697,220531,6767,356630,9010,8624,1280,45454,3625,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,706796,9094,378775,6346,97669,4325,51131,3849,59901,4014,86514,4988,83560,4320,328021,6029,122519,4257,78354,4152,110526,4438,2200,706,14422,2023,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2480494,13295,1280049,8549,406699,7123,148204,4820,211522,6096,202623,5668,311001,6690,1200445,8097,469732,7981,246298,6572,383192,7939,11600,1298,89623,3560,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,257386,3900,139995,3060,42247,2612,15253,1754,17920,2163,39729,2876,24846,2277,117391,3019,48632,2706,28831,2611,34438,2741,1715,644,3775,1039,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6587,1679,3688,1164,2059,705,886,740,230,226,228,136,285,256,2899,997,1671,715,414,325,652,356,0,225,162,189,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
