GEO_ID,C24010H_001E,C24010H_001M,C24010H_002E,C24010H_002M,C24010H_003E,C24010H_003M,C24010H_004E,C24010H_004M,C24010H_005E,C24010H_005M,C24010H_006E,C24010H_006M,C24010H_007E,C24010H_007M,C24010H_008E,C24010H_008M,C24010H_009E,C24010H_009M,C24010H_010E,C24010H_010M,C24010H_011E,C24010H_011M,C24010H_012E,C24010H_012M,C24010H_013E,C24010H_013M,NAME,C24010H_001EA,C24010H_001MA,C24010H_002MA,C24010H_002EA,C24010H_003EA,C24010H_003MA,C24010H_004EA,C24010H_004MA,C24010H_005MA,C24010H_005EA,C24010H_006EA,C24010H_006MA,C24010H_007EA,C24010H_007MA,C24010H_008MA,C24010H_008EA,C24010H_009EA,C24010H_009MA,C24010H_010MA,C24010H_010EA,C24010H_011EA,C24010H_011MA,C24010H_012EA,C24010H_012MA,C24010H_013MA,C24010H_013EA,state
0400000US01,1386837,11612,751967,8812,246418,6943,82077,5183,125298,4991,140106,5339,158068,6537,634870,7810,268768,6766,109636,5380,216044,6816,6165,1708,34257,3358,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,244332,4022,135582,2991,46898,2866,13833,1588,20240,2312,34122,2485,20489,2739,108750,2653,51390,2891,16413,1863,35520,2489,1484,716,3943,1155,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1677204,12275,883175,8270,355127,8077,121191,6021,186714,6808,120838,4950,99305,4760,794029,8711,352853,8571,141849,5494,269705,6902,6429,1486,23193,3002,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,947215,9590,505227,6160,151076,5884,57657,3660,85387,4102,99655,4367,111452,4996,441988,6651,174389,5978,82242,4671,155990,5254,3635,953,25732,2544,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7133349,26551,3833483,18479,1837078,17737,430781,9392,702661,14119,476553,12002,386410,11161,3299866,18549,1632979,15882,533851,13706,1035008,16722,17591,2269,80437,4425,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1903791,13508,1011386,8860,438762,8170,128625,5105,189012,6768,135651,5507,119336,5259,892405,8560,421912,8795,159888,6252,273366,9020,8131,1774,29108,2650,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1278959,8257,663447,5309,279157,7403,85391,5379,123548,5637,90833,5354,84518,4372,615512,7088,297407,7285,105620,4538,187368,6016,3187,697,21930,2166,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,283503,4382,145134,2596,54473,2815,21060,1972,24763,2193,25516,2341,19322,2107,138369,3338,61857,3145,24507,2744,46894,2819,651,341,4460,1063,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,160431,2241,82345,1599,68482,1848,4301,862,8227,1186,1211,704,124,127,78086,1713,62287,2468,4774,1098,10436,1608,303,251,286,287,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4771745,23578,2504956,15777,903524,14216,402051,10507,529654,10949,388006,11183,281721,8416,2266789,15781,942647,14941,426010,12058,813686,15041,13939,1826,70507,4430,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2491676,14514,1337477,10811,521462,9809,154924,6588,236740,7575,215779,8258,208572,7686,1154199,10077,518847,8498,194394,8315,379379,10886,8277,2045,53302,4048,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,153296,3922,86261,2959,40795,2585,14439,1955,11356,1829,12147,1576,7524,1537,67035,2464,32079,2715,12537,1742,19776,2231,587,355,2056,917,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,604930,8809,329977,5057,108429,4598,43262,3215,60963,4031,60947,4409,56376,4209,274953,6486,103438,4769,57226,3267,97091,4668,2518,841,14680,1686,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4100752,16433,2135074,12085,810681,11665,244410,6539,398314,7721,300926,6741,380743,10008,1965678,11082,860565,10373,356633,9148,649192,11028,10367,1701,88921,4172,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2538800,12477,1336664,9799,390311,7691,163101,5991,215001,7150,217322,8132,350929,8095,1202136,9916,459767,8866,239447,8061,383175,7978,8295,1394,111452,4784,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1416437,7885,731946,6382,227478,6433,83074,4045,122696,4908,124669,4830,174029,4729,684491,5925,271046,6134,147891,5104,216238,5892,5370,911,43946,3153,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1125633,8564,593646,5064,220687,5336,68687,3588,95110,4488,100435,4462,108727,4413,531987,6124,235502,6383,100567,4153,167185,5732,4673,1054,24060,2202,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1644798,11906,864652,8180,250501,6050,101990,4877,145042,5071,154736,5046,212383,6824,780146,8086,302315,6671,153207,6508,262628,6888,6395,1329,55601,3194,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1284214,12194,705474,7163,227672,6430,82587,4788,109609,5749,153176,7216,132430,6670,578740,8996,245760,7184,101149,5024,211803,6136,4894,1156,15134,1899,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,611890,6637,304725,4706,90655,3964,42077,3161,48396,2867,65536,3378,58061,3414,307165,4786,122135,4304,71282,3915,96280,4057,2688,775,14780,2189,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1644491,12329,854207,7941,402326,7478,99788,4828,140079,5408,126866,4469,85148,3670,790284,7638,421930,8491,113364,4363,232499,6355,4090,932,18401,1646,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2637173,16459,1339614,10757,574188,8787,187112,6934,232323,6636,182831,7268,163160,7015,1297559,10571,647681,9264,223508,7140,375744,8768,5830,1401,44796,3481,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3497406,13898,1834348,10051,610512,8439,232237,7430,308293,7457,270550,6645,412756,7345,1663058,9684,640717,9527,350479,7342,550597,9805,11922,1626,109343,4400,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2419296,11115,1244329,7684,464241,7511,140478,4622,221990,5643,185533,5029,232087,5511,1174967,7097,514510,6541,229440,6083,363270,7426,7349,930,60398,2746,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,740925,8692,398828,5871,121381,5118,43853,3651,68707,4632,86120,4384,78767,4423,342097,6512,142776,5576,57047,4009,120964,4644,3157,958,18153,2173,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2331898,14043,1212804,8398,391168,7844,161202,6083,212679,6884,202625,5913,245130,7269,1119094,10707,454152,8307,223052,6567,371255,8705,6658,968,63977,3628,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,438414,5498,229702,3772,75435,3143,33390,2705,37373,2962,49617,2964,33887,2936,208712,3699,82036,3537,48255,2635,67880,3741,3028,751,7513,1256,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,814768,6314,423322,4381,151320,4779,45682,2893,76189,3385,74136,3428,75995,3326,391446,4197,160998,4345,80294,3260,128228,4326,3566,752,18360,1641,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,690470,7272,370718,5291,121556,4567,73088,4218,71029,4300,53168,3870,51877,3603,319752,5617,121186,4286,69237,3925,113624,3913,3104,1078,12601,1886,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,644141,7536,334310,4449,115820,4315,42812,3215,61965,3318,61593,4544,52120,3624,309831,4971,136567,4321,56976,4147,96601,5006,2423,808,17264,2320,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2519696,12181,1319086,8235,559465,8577,159679,6308,259456,6418,188668,7114,151818,6129,1200610,9400,571766,8972,182649,6420,408916,10562,3747,922,33532,3068,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,375513,5985,204494,4412,87125,3191,26259,3137,33715,3003,34683,2887,22712,2659,171019,4159,84352,4486,26550,2515,53613,3746,1598,614,4906,1209,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5558577,20462,2879083,13586,1211519,15700,396773,8553,517380,8081,384458,10617,368953,8285,2679494,14886,1319792,15178,438925,10255,817486,12677,14459,1732,88832,4804,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2937130,17908,1530556,11512,564170,11225,193327,6403,282169,7452,247918,8812,242972,7876,1406574,10849,636474,7912,253164,7167,438119,9238,10350,1741,68467,3803,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,353173,3613,190544,2553,59185,2984,18112,2432,30617,2736,42417,2819,40213,2636,162629,3022,66352,2973,37895,2373,50886,3063,1361,440,6135,1121,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4466799,18817,2322356,12435,753754,10624,285512,7287,388773,8796,349687,9857,544630,9626,2144443,13004,856878,13882,446047,9845,670961,10555,15865,1943,154692,5838,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1215239,8014,660049,5637,209275,5807,81531,4128,116776,4530,125059,4710,127408,4042,555190,5739,228004,5348,104708,4546,194278,4828,6491,1110,21709,1970,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1409672,11876,731703,8861,278048,6468,91912,5299,130754,5665,104991,5236,125998,5695,677969,8325,278628,6565,144318,6008,220922,6557,5265,1361,28836,3063,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4926522,20106,2569376,12447,882510,10267,318643,8126,441501,9373,406386,9316,520336,10786,2357146,14221,978727,13490,462242,9938,774712,9238,15827,1764,125638,4236,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,402087,6249,204409,4245,74216,4209,31573,2858,39488,3043,27384,2184,31748,3038,197678,4283,87212,3594,37791,2814,63178,3657,1658,814,7839,1538,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1392504,11454,732449,7219,244222,7818,104954,5964,133503,5683,121200,5667,128570,5877,660055,8291,279382,6439,118103,6160,224700,5947,4355,1005,33515,3337,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,384406,4320,200351,3223,66296,3034,22456,2355,34058,2359,41434,3003,36107,2601,184055,2716,68036,3256,41264,2735,64496,3214,1578,425,8681,1348,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
