GEO_ID,B27013_001E,B27013_001M,B27013_002E,B27013_002M,B27013_003E,B27013_003M,B27013_004E,B27013_004M,B27013_005E,B27013_005M,B27013_006E,B27013_006M,B27013_007E,B27013_007M,B27013_008E,B27013_008M,B27013_009E,B27013_009M,B27013_010E,B27013_010M,B27013_011E,B27013_011M,B27013_012E,B27013_012M,B27013_013E,B27013_013M,B27013_014E,B27013_014M,B27013_015E,B27013_015M,B27013_016E,B27013_016M,B27013_017E,B27013_017M,B27013_018E,B27013_018M,B27013_019E,B27013_019M,B27013_020E,B27013_020M,B27013_021E,B27013_021M,B27013_022E,B27013_022M,B27013_023E,B27013_023M,B27013_024E,B27013_024M,B27013_025E,B27013_025M,B27013_026E,B27013_026M,B27013_027E,B27013_027M,B27013_028E,B27013_028M,B27013_029E,B27013_029M,B27013_030E,B27013_030M,B27013_031E,B27013_031M,B27013_032E,B27013_032M,B27013_033E,B27013_033M,B27013_034E,B27013_034M,B27013_035E,B27013_035M,B27013_036E,B27013_036M,B27013_037E,B27013_037M,B27013_038E,B27013_038M,B27013_039E,B27013_039M,B27013_040E,B27013_040M,B27013_041E,B27013_041M,B27013_042E,B27013_042M,B27013_043E,B27013_043M,B27013_044E,B27013_044M,B27013_045E,B27013_045M,B27013_046E,B27013_046M,NAME,B27013_001MA,B27013_001EA,B27013_002EA,B27013_002MA,B27013_003MA,B27013_003EA,B27013_004MA,B27013_004EA,B27013_005EA,B27013_005MA,B27013_006MA,B27013_006EA,B27013_007MA,B27013_007EA,B27013_008EA,B27013_008MA,B27013_009MA,B27013_009EA,B27013_010MA,B27013_010EA,B27013_011EA,B27013_011MA,B27013_012EA,B27013_012MA,B27013_013EA,B27013_013MA,B27013_014EA,B27013_014MA,B27013_015MA,B27013_015EA,B27013_016EA,B27013_016MA,B27013_017EA,B27013_017MA,B27013_018EA,B27013_018MA,B27013_019EA,B27013_019MA,B27013_020EA,B27013_020MA,B27013_021MA,B27013_021EA,B27013_022MA,B27013_022EA,B27013_023EA,B27013_023MA,B27013_024MA,B27013_024EA,B27013_025EA,B27013_025MA,B27013_026EA,B27013_026MA,B27013_027EA,B27013_027MA,B27013_028MA,B27013_028EA,B27013_029MA,B27013_029EA,B27013_030MA,B27013_030EA,B27013_031MA,B27013_031EA,B27013_032EA,B27013_032MA,B27013_033EA,B27013_033MA,B27013_034EA,B27013_034MA,B27013_035EA,B27013_035MA,B27013_036EA,B27013_036MA,B27013_037MA,B27013_037EA,B27013_038EA,B27013_038MA,B27013_039MA,B27013_039EA,B27013_040EA,B27013_040MA,B27013_041EA,B27013_041MA,B27013_042EA,B27013_042MA,B27013_043MA,B27013_043EA,B27013_044MA,B27013_044EA,B27013_045EA,B27013_045MA,B27013_046EA,B27013_046MA,state
0400000US01,3647537,3371,1443438,16734,809999,11489,778951,10945,651928,9802,127023,6915,31048,2715,25323,2439,5725,1042,633439,11651,609419,11461,528080,11572,81339,5616,24020,2364,20158,2067,3862,914,789246,13587,353000,9658,318430,9099,188110,7634,130320,7322,34570,2505,23943,2009,10627,1736,436246,9593,402297,9711,265060,7448,137237,6345,33949,2410,23446,1917,10503,1484,1414853,14414,558552,11467,321342,9604,129029,5675,192313,7146,237210,3959,153662,4278,83548,3650,856301,9614,515027,9112,250204,6885,264823,9915,341274,3711,213904,4436,127370,3948,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,524363,2065,231589,5912,131975,4343,125973,4180,99835,4286,26138,2691,6002,1066,4752,936,1250,455,99614,3697,95822,3614,78300,3781,17522,2395,3792,863,3426,874,366,193,169253,4699,85755,3357,80255,3325,45615,2832,34640,2324,5500,963,3610,801,1890,684,83498,3061,78827,2945,49862,2835,28965,2366,4671,882,3059,720,1612,507,123521,4327,52161,2945,31402,2714,11336,1780,20066,2185,20759,1310,13672,1375,7087,1111,71360,2971,47497,2506,25523,2261,21974,1826,23863,1125,14311,1120,9552,1113,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4907721,1948,1925101,17003,1102748,11034,1066005,11497,816965,12252,249040,7882,36743,2637,24570,2409,12173,1699,822353,12050,795992,12468,647456,12514,148536,7956,26361,2245,18946,1845,7415,1342,1148117,18548,530514,13267,472016,12370,241599,8388,230417,8437,58498,3626,35317,3053,23181,1874,617603,11588,563036,11419,338083,7690,224953,9068,54567,3174,31956,2762,22611,2224,1834503,15737,749930,10170,382066,9773,135058,4938,247008,9027,367864,4284,210208,4354,157656,4647,1084573,10716,621785,10714,269933,7987,351852,9650,462788,3605,265393,4459,197395,4664,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2197889,2534,895469,11142,502332,7797,480918,7738,378568,6670,102350,5263,21414,1971,15722,1677,5692,1162,393137,8035,378394,7495,321184,7224,57210,4295,14743,1746,11461,1450,3282,890,466296,9974,210818,6606,186068,6408,93100,4996,92968,5183,24750,1753,14429,1442,10321,1385,255478,7859,232008,7446,132932,6737,99076,4935,23470,2081,15018,1906,8452,1129,836124,12404,345159,7439,195517,6904,63905,4353,131612,6570,149642,2588,84343,3069,65299,3039,490965,8550,286995,7380,119151,4830,167844,6322,203970,3018,114546,3442,89424,3918,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28673598,5547,11376821,48529,6701758,34251,6450151,34279,4930106,31949,1520045,24519,251607,6118,178731,6046,72876,3903,4675063,28830,4514311,27145,3704679,26842,809632,16435,160752,6071,119627,5296,41125,3229,7455091,41595,3457313,28075,3184829,26429,1662990,21712,1521839,23366,272484,7372,165181,5219,107303,4931,3997778,27032,3742030,26997,2286549,24206,1455481,18296,255748,7645,156499,5813,99249,4897,9841686,37814,3834565,26950,2282934,24721,914699,14673,1368235,21810,1551631,9766,798944,9708,752687,10100,6007121,26468,3802263,24563,1731488,18550,2070775,22003,2204858,9386,1090038,11312,1114820,11092,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3934081,4210,1754226,15821,1026615,12091,991807,11533,809651,10336,182156,7463,34808,2292,23712,1792,11096,1428,727611,9861,706855,9619,606699,9377,100156,5880,20756,1870,16288,1820,4468,765,1107035,15790,498289,11457,449046,11060,270155,7220,178891,8587,49243,2543,30292,2087,18951,1844,608746,10705,561284,10394,377593,8555,183691,6978,47462,2739,29936,2209,17526,2024,1072820,12726,413214,7606,212283,6754,98701,5254,113582,5131,200931,3067,125877,3647,75054,3590,659606,10471,383665,9704,221400,7310,162265,6585,275941,3367,170097,3925,105844,3835,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2757250,1455,1184273,12438,676005,9026,639864,8926,553002,9794,86862,5556,36141,2174,28316,2109,7825,1333,508268,8863,489289,8732,430297,8886,58992,3789,18979,1526,16261,1481,2718,656,749657,12600,322332,8709,285592,8220,180804,5639,104788,6161,36740,2218,25505,2095,11235,1361,427325,6948,390104,6583,276045,5842,114059,5881,37221,2446,24884,2235,12337,1674,823320,9510,321572,6685,168067,5830,71793,3892,96274,5778,153505,3041,94538,3209,58967,3210,501748,8085,262779,7449,141679,4997,121100,5892,238969,2737,145518,3823,93451,3846,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,708163,1158,301052,6737,162648,4744,156645,4686,135131,4189,21514,2716,6003,970,5027,878,976,453,138404,4326,134668,4256,116642,4211,18026,2222,3736,730,3256,689,480,272,177726,5674,81422,4368,70834,4086,41289,2908,29545,3364,10588,1032,7713,933,2875,731,96304,3307,86990,3157,56044,2944,30946,3061,9314,1174,6670,942,2644,686,229385,4788,90435,2788,43240,2728,19847,1742,23393,2324,47195,1330,35109,1627,12086,1412,138950,3652,72761,3612,36413,2988,36348,2816,66189,1434,47826,1897,18363,1770,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,524546,632,249938,5705,125956,3706,120661,3538,105852,3391,14809,2252,5295,785,4671,813,624,311,123982,4344,120166,4282,106989,4311,13177,1950,3816,797,3440,753,376,228,127053,5515,57664,3486,53170,3386,34267,2749,18903,2201,4494,735,3006,578,1488,540,69389,3867,64184,3705,44824,3172,19360,1946,5205,1033,4306,972,899,360,147555,4721,58825,3058,39392,2915,13606,1782,25786,2583,19433,1056,11125,1037,8308,1265,88730,3181,55580,3143,22676,1985,32904,2919,33150,1189,22121,1502,11029,1366,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15225292,4755,5888749,33035,3243454,24491,3095797,22684,2232565,23060,863232,18447,147657,5523,95312,4608,52345,3418,2645295,22529,2545414,22186,2008882,21189,536532,13522,99881,5277,64706,3672,35175,3527,3378977,31319,1558031,22668,1364164,20940,637480,13438,726684,16917,193867,7382,109460,4423,84407,5295,1820946,19637,1640870,19033,919899,15854,720971,15446,180076,5816,98542,4552,81534,4397,5957566,30547,2472485,20767,1203908,20503,427749,11165,776159,18355,1268577,9274,691323,11460,577254,10539,3485081,22760,1796742,21961,771692,13895,1025050,19525,1688339,8323,873852,9721,814487,10937,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
