GEO_ID,B28009B_001E,B28009B_001M,B28009B_002E,B28009B_002M,B28009B_003E,B28009B_003M,B28009B_004E,B28009B_004M,B28009B_005E,B28009B_005M,B28009B_006E,B28009B_006M,NAME,B28009B_001EA,B28009B_001MA,B28009B_002MA,B28009B_002EA,B28009B_003EA,B28009B_003MA,B28009B_004EA,B28009B_004MA,B28009B_005MA,B28009B_005EA,B28009B_006EA,B28009B_006MA,state
0400000US01,1238759,6045,931110,17107,10498,2677,711364,15268,209248,12298,307649,15873,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,23310,1908,21678,2006,159,200,18528,2059,2991,1678,1632,746,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,261832,5938,223699,7111,578,461,187948,7820,35173,5548,38133,5226,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,440992,4431,331585,10335,4870,2203,235178,10607,91537,8675,109407,8885,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2146952,13652,1841952,19380,13310,3115,1560471,22349,268171,14693,305000,13685,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,194666,5918,174684,6167,1766,1207,152141,7343,20777,4515,19982,3264,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,352951,6287,298111,7855,203,202,256691,10737,41217,6050,54840,5819,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,191044,4600,166170,5535,602,605,143992,6698,21576,4630,24874,3851,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,295860,3796,229602,6826,1907,738,179646,7984,48049,6279,66258,5674,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3014239,18089,2460112,22245,17202,4301,1979949,28575,462961,17154,554127,19601,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2982313,12481,2485076,18836,15825,3354,2028206,27800,441045,24525,497237,17338,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,27682,2265,27104,2149,24,37,25446,2306,1634,886,578,458,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8547,1823,7954,1866,0,193,7163,2074,791,824,593,408,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1752347,9685,1399441,15382,12195,2840,1127149,19162,260097,13556,352906,15432,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,573818,7473,468972,10552,2546,1206,368723,11168,97703,8122,104846,7257,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,95651,3162,81858,4044,415,596,71603,4228,9840,2836,13793,2882,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,158169,4034,131107,4992,1085,754,99982,5187,30040,4514,27062,3589,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,325783,6525,264700,7168,1931,993,213689,8511,49080,6002,61083,5697,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1433655,6865,1055298,18084,9883,2651,811513,17638,233902,15533,378357,16298,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12193,1220,10839,1562,144,161,9012,1797,1683,1212,1354,823,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
