GEO_ID,B20017F_001E,B20017F_001M,B20017F_002E,B20017F_002M,B20017F_003E,B20017F_003M,B20017F_004E,B20017F_004M,B20017F_005E,B20017F_005M,B20017F_006E,B20017F_006M,B20017F_007E,B20017F_007M,NAME,B20017F_001EA,B20017F_001MA,B20017F_002MA,B20017F_002EA,B20017F_003MA,B20017F_003EA,B20017F_004EA,B20017F_004MA,B20017F_005MA,B20017F_005EA,B20017F_006EA,B20017F_006MA,B20017F_007MA,B20017F_007EA,state
0400000US15,29983,6501,40597,12278,46628,7531,15282,11877,13483,11391,30132,8123,6733,4162,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,21158,1740,25403,3380,30290,2875,8010,3839,15601,3713,21187,1662,3951,1378,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,21710,474,25204,721,30502,806,13446,1157,17941,937,24194,1440,9780,830,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,19680,1224,21569,944,25455,1621,14101,2519,15685,1283,21100,1711,7148,1542,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,20454,2601,21809,2328,26197,970,8813,6196,15978,5043,24194,5668,4886,2100,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,21150,2211,25597,2176,32492,4422,11446,1212,18370,3387,25384,1778,10035,3427,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,20296,1776,21145,1233,22342,3537,11324,2226,16461,1328,20900,2270,9251,4297,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,21148,1387,22217,3751,25895,3480,14932,3593,16728,2186,22502,3257,8736,3855,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17154,10926,16236,8821,24188,15899,6272,5012,22695,2362,24304,5801,2499,-333333333,Maine,null,null,null,null,null,null,null,null,null,null,null,null,***,"2,500-",23
0400000US24,24919,995,27948,1958,35029,2650,12521,3066,20017,2082,27976,2572,9912,1695,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,21395,793,23960,3647,31983,1809,11222,1089,18957,2234,30991,1085,10036,1195,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,20985,1533,23101,4235,31898,3165,7448,1504,18505,1808,29350,3048,7812,2265,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,19825,1597,21504,1966,27359,4759,10365,2805,16565,2075,26056,2183,8978,1867,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,21257,3523,22932,2306,24409,2043,10671,1570,14973,4165,17451,8289,4671,7507,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20420,1891,22274,2658,27471,2355,11795,2497,16336,1453,22005,6522,9473,1620,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21847,8406,31422,41457,95015,85331,20595,15042,19069,13842,21178,1539,6172,767,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,22297,1383,23553,2195,31224,2386,10009,2774,21082,1206,25553,2176,8661,4193,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,23020,1159,23653,1338,30559,786,11948,1155,22118,1698,28479,1737,10214,1664,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,23584,4647,25353,19224,37460,7469,8291,10932,22486,4295,25850,2831,8965,5917,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,21393,636,23138,1321,30867,1292,12366,972,18025,1298,28783,1534,9710,811,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22809,1582,25311,2843,32130,2466,7354,1505,20995,1570,29092,2522,7892,1616,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,21919,437,24223,1032,30749,546,11126,574,19243,1288,30744,687,10552,386,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,19083,820,20962,506,23461,1255,12781,1287,15211,935,20260,1326,7714,1357,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,31108,9849,42517,18707,51592,4576,9856,17419,11138,12625,21832,15398,5385,3295,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,21118,1028,23469,3371,32454,6647,11019,2483,16874,1934,25806,1578,8303,925,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,20661,1239,23681,1748,30281,2026,10566,1105,16573,1626,22609,2169,8865,1068,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,18110,1775,23729,1668,30450,1787,11492,1289,14014,1727,20419,1925,8248,2340,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,20434,970,23055,3055,31925,1445,8876,2079,16844,1710,25626,1540,8800,1308,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20771,2384,21239,3371,30679,7812,12945,4656,18063,5978,32237,2603,11525,1196,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,19211,1890,21345,1264,25481,1142,12280,3981,12809,2089,20293,3023,9310,1873,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,27086,6139,28307,4700,30007,2129,9967,9539,21843,6848,28890,3936,6843,11169,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,19432,1432,20904,823,22311,2164,13837,1675,15369,1935,19511,3027,6844,1395,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,21452,363,24903,656,30261,583,10683,487,16438,517,23127,1202,8495,533,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,20279,1180,22676,2404,27982,2753,11616,4201,17166,1064,22242,2634,10567,1111,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,25012,11906,12255,13221,36250,54864,11942,11749,30258,8089,30863,8424,2499,-333333333,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,***,"2,500-",50
0400000US51,24217,1692,26500,2064,35482,3848,15897,1998,20326,1580,30090,3671,13833,1948,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,20229,852,22047,734,29777,2463,11944,767,16249,1269,24615,1795,9821,1542,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,16795,1541,16399,1380,17926,5900,2499,-333333333,18729,5428,23750,45508,11059,5388,West Virginia,null,null,null,null,null,null,"2,500-",***,null,null,null,null,null,null,54
0400000US55,19862,1444,21888,1334,26764,1522,13658,3048,16027,1252,22730,2015,8971,1292,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,23659,4617,27405,15182,48049,7864,11062,7809,21777,3275,30375,11285,3656,26138,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,15464,482,15696,584,19930,1096,6229,942,15142,671,19809,1176,7846,469,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
