GEO_ID,B20017B_001E,B20017B_001M,B20017B_002E,B20017B_002M,B20017B_003E,B20017B_003M,B20017B_004E,B20017B_004M,B20017B_005E,B20017B_005M,B20017B_006E,B20017B_006M,B20017B_007E,B20017B_007M,NAME,B20017B_001EA,B20017B_001MA,B20017B_002EA,B20017B_002MA,B20017B_003EA,B20017B_003MA,B20017B_004EA,B20017B_004MA,B20017B_005MA,B20017B_005EA,B20017B_006EA,B20017B_006MA,B20017B_007EA,B20017B_007MA,state
0400000US29,23575,1193,25911,912,36211,1328,6953,525,21833,864,31065,816,9383,923,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21641,4977,21681,9102,21835,16309,6602,20554,17336,15780,26671,21555,6989,21791,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,21317,1151,23474,2537,31929,5253,6375,1943,18867,2558,26506,3110,9377,1715,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,25579,1308,26216,1465,34517,2289,8741,2647,24996,2254,33611,3277,10356,2083,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,27470,7789,31860,4002,33799,10550,4236,3411,25179,16001,32250,9820,4498,2189,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,30513,470,31292,822,45797,1622,9943,799,29893,1016,41223,982,11069,722,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,23253,4487,26381,5918,43102,14876,6648,1957,20071,7721,35607,9636,7841,3534,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,30078,459,30089,730,40807,641,10231,426,30069,585,40203,486,10745,335,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,22362,407,24989,965,34127,1715,7407,604,21325,418,30378,497,8348,446,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,16097,4868,19246,5478,22099,7218,6076,2401,14073,1925,26989,8266,12805,12564,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,21780,433,22159,661,34875,1848,6649,479,21476,525,32188,604,9103,617,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,21311,679,22273,1357,31412,1686,8709,1170,20348,1131,29275,1883,8786,1185,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,19794,5298,17180,6857,42431,12226,7165,2361,21725,5394,34439,5068,4976,3219,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,24685,846,25605,906,36787,830,8484,940,23821,951,35409,752,9321,735,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20870,2584,24157,5836,33920,4608,9378,4165,20020,2100,28614,5610,10714,2071,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,20887,350,22348,618,31779,691,6911,466,19706,592,28034,1031,8322,622,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,22530,4055,23768,4491,29678,2887,18247,1731,20198,8390,25802,3186,6667,6232,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,22940,746,24188,1259,34492,1816,8293,903,22244,656,31462,525,8943,697,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26154,420,27604,918,37370,846,8820,542,24615,870,35551,441,8850,426,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,24832,4608,29363,7896,39375,7703,6177,3849,21816,2570,26927,4401,10195,6362,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,17279,5836,20050,4630,31890,16084,7191,12938,10210,11249,28831,26205,6270,1969,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,26534,531,30155,733,40575,609,9345,966,24513,995,35299,970,9432,547,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,27936,1678,29845,2065,41780,1999,9406,1752,25884,2485,36843,3792,10226,1223,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,16209,2651,17037,2598,36907,6358,3579,1786,13899,5095,30679,2111,4915,1346,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,20914,565,22536,1335,35871,3607,10212,1177,19243,1223,30302,842,8793,941,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,22624,5897,24287,5899,32032,16248,7467,29818,7292,9031,46466,16996,5224,3812,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16049,693,16011,849,21812,1344,7155,924,16121,1529,23311,2019,7656,965,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
