GEO_ID,C17010H_001E,C17010H_001M,C17010H_002E,C17010H_002M,C17010H_003E,C17010H_003M,C17010H_004E,C17010H_004M,C17010H_005E,C17010H_005M,C17010H_006E,C17010H_006M,C17010H_007E,C17010H_007M,C17010H_008E,C17010H_008M,C17010H_009E,C17010H_009M,C17010H_010E,C17010H_010M,C17010H_011E,C17010H_011M,C17010H_012E,C17010H_012M,C17010H_013E,C17010H_013M,C17010H_014E,C17010H_014M,C17010H_015E,C17010H_015M,C17010H_016E,C17010H_016M,C17010H_017E,C17010H_017M,NAME,C17010H_001MA,C17010H_001EA,C17010H_002EA,C17010H_002MA,C17010H_003MA,C17010H_003EA,C17010H_004MA,C17010H_004EA,C17010H_005EA,C17010H_005MA,C17010H_006MA,C17010H_006EA,C17010H_007EA,C17010H_007MA,C17010H_008MA,C17010H_008EA,C17010H_009MA,C17010H_009EA,C17010H_010MA,C17010H_010EA,C17010H_011MA,C17010H_011EA,C17010H_012EA,C17010H_012MA,C17010H_013MA,C17010H_013EA,C17010H_014EA,C17010H_014MA,C17010H_015MA,C17010H_015EA,C17010H_016MA,C17010H_016EA,C17010H_017EA,C17010H_017MA,state
0400000US01,858655,9739,79477,4172,31972,2651,17770,2124,47505,3704,8861,1590,5992,1191,38644,3319,32342,2959,779178,9348,649936,9441,234230,6385,129242,5655,41732,3483,20671,2717,87510,4814,43639,4043,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,117646,2940,4042,744,1476,428,937,359,2566,593,441,273,392,264,2125,536,2079,527,113604,2823,94860,3302,38672,2612,18744,2095,7395,1315,4190,954,11349,1449,6465,1107,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,999724,8706,74518,4298,38531,3305,16591,2264,35987,3263,8094,1584,4821,1330,27893,2839,22909,2712,925206,9326,758743,8965,239471,5820,166463,5631,53100,4014,27052,3033,113363,4438,61956,3918,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,589098,8112,61925,3597,24816,2234,15046,1882,37109,3007,7312,1433,4920,1049,29797,2407,24981,2277,527173,7232,436072,7301,158915,4832,91101,4012,29494,2527,15247,2152,61607,3594,30387,2784,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3840311,17404,249033,7327,112202,5015,53422,3792,136831,5809,31301,2871,21259,2448,105530,4923,79098,4937,3591278,17167,2910911,17744,1058846,14095,680367,13599,220771,8054,99491,5097,459596,9892,213904,6521,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,950947,9362,51554,3610,21880,2186,10564,1483,29674,2952,5835,1348,3912,1018,23839,2691,20536,2503,899393,9561,746669,10048,293279,7282,152724,5436,50737,3637,28937,2788,101987,4694,58590,3906,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,653676,7589,22700,2462,9206,1424,4047,1142,13494,1969,1959,700,1082,503,11535,1829,9003,1475,630976,7478,520174,8341,197031,5513,110802,4934,34378,3059,15056,2239,76424,3896,40682,3439,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,156119,3316,8296,1326,2948,783,1214,485,5348,1183,930,421,481,303,4418,1044,3093,874,147823,3645,119525,3701,37891,2388,28298,2145,8136,1206,4404,867,20162,2000,10041,1435,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,37865,2235,996,681,521,330,255,270,475,576,0,203,0,203,475,576,475,576,36869,2176,33051,1886,12039,1281,3818,1043,1535,705,1028,584,2283,722,1451,623,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2827155,18235,212084,9087,104310,5716,41405,3317,107774,6051,20376,2340,14051,2038,87398,5764,68367,4934,2615071,20252,2159129,18812,606696,12051,455942,11315,139921,6990,64483,4940,316021,8438,152004,6221,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1425256,12392,124880,5739,59860,4043,29922,2967,65020,4237,13579,2051,9114,1811,51441,3947,42406,3315,1300376,11840,1088472,12356,432821,9314,211904,7751,69620,4292,36276,3253,142284,6163,75188,4434,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,85951,3216,5128,1181,2268,766,661,456,2860,916,1179,714,849,657,1681,579,1420,570,80823,2930,70168,2987,27825,2167,10655,1476,3366,756,2063,705,7289,1153,3491,778,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,356275,6148,32562,2947,14723,1910,8089,1293,17839,2113,4170,1238,3620,1221,13669,1964,12504,1871,323713,5764,269932,5481,109326,4585,53781,3548,18405,2222,11462,1916,35376,2963,21042,2517,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2134311,12098,131949,5394,54223,3432,29815,2799,77726,3888,15188,2076,10982,1700,62538,3795,53400,3257,2002362,11931,1669562,12501,641989,8484,332800,7400,106003,4223,51869,3396,226797,6121,114400,4491,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1387970,11016,122547,5205,44191,3277,24839,2191,78356,4126,14505,2006,11297,1771,63851,3827,54981,3774,1265423,11007,1043155,10311,404538,7561,222268,7228,72343,3675,40091,3082,149925,6156,84334,4413,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
