GEO_ID,B17017_001E,B17017_001M,B17017_002E,B17017_002M,B17017_003E,B17017_003M,B17017_004E,B17017_004M,B17017_005E,B17017_005M,B17017_006E,B17017_006M,B17017_007E,B17017_007M,B17017_008E,B17017_008M,B17017_009E,B17017_009M,B17017_010E,B17017_010M,B17017_011E,B17017_011M,B17017_012E,B17017_012M,B17017_013E,B17017_013M,B17017_014E,B17017_014M,B17017_015E,B17017_015M,B17017_016E,B17017_016M,B17017_017E,B17017_017M,B17017_018E,B17017_018M,B17017_019E,B17017_019M,B17017_020E,B17017_020M,B17017_021E,B17017_021M,B17017_022E,B17017_022M,B17017_023E,B17017_023M,B17017_024E,B17017_024M,B17017_025E,B17017_025M,B17017_026E,B17017_026M,B17017_027E,B17017_027M,B17017_028E,B17017_028M,B17017_029E,B17017_029M,B17017_030E,B17017_030M,B17017_031E,B17017_031M,B17017_032E,B17017_032M,B17017_033E,B17017_033M,B17017_034E,B17017_034M,B17017_035E,B17017_035M,B17017_036E,B17017_036M,B17017_037E,B17017_037M,B17017_038E,B17017_038M,B17017_039E,B17017_039M,B17017_040E,B17017_040M,B17017_041E,B17017_041M,B17017_042E,B17017_042M,B17017_043E,B17017_043M,B17017_044E,B17017_044M,B17017_045E,B17017_045M,B17017_046E,B17017_046M,B17017_047E,B17017_047M,B17017_048E,B17017_048M,B17017_049E,B17017_049M,B17017_050E,B17017_050M,B17017_051E,B17017_051M,B17017_052E,B17017_052M,B17017_053E,B17017_053M,B17017_054E,B17017_054M,B17017_055E,B17017_055M,B17017_056E,B17017_056M,B17017_057E,B17017_057M,B17017_058E,B17017_058M,B17017_059E,B17017_059M,NAME,B17017_001MA,B17017_001EA,B17017_002MA,B17017_002EA,B17017_003MA,B17017_003EA,B17017_004EA,B17017_004MA,B17017_005EA,B17017_005MA,B17017_006EA,B17017_006MA,B17017_007MA,B17017_007EA,B17017_008EA,B17017_008MA,B17017_009MA,B17017_009EA,B17017_010EA,B17017_010MA,B17017_011MA,B17017_011EA,B17017_012MA,B17017_012EA,B17017_013MA,B17017_013EA,B17017_014MA,B17017_014EA,B17017_015EA,B17017_015MA,B17017_016MA,B17017_016EA,B17017_017MA,B17017_017EA,B17017_018MA,B17017_018EA,B17017_019MA,B17017_019EA,B17017_020EA,B17017_020MA,B17017_021EA,B17017_021MA,B17017_022MA,B17017_022EA,B17017_023MA,B17017_023EA,B17017_024MA,B17017_024EA,B17017_025EA,B17017_025MA,B17017_026MA,B17017_026EA,B17017_027MA,B17017_027EA,B17017_028EA,B17017_028MA,B17017_029MA,B17017_029EA,B17017_030EA,B17017_030MA,B17017_031EA,B17017_031MA,B17017_032MA,B17017_032EA,B17017_033MA,B17017_033EA,B17017_034EA,B17017_034MA,B17017_035EA,B17017_035MA,B17017_036EA,B17017_036MA,B17017_037EA,B17017_037MA,B17017_038EA,B17017_038MA,B17017_039MA,B17017_039EA,B17017_040EA,B17017_040MA,B17017_041MA,B17017_041EA,B17017_042EA,B17017_042MA,B17017_043EA,B17017_043MA,B17017_044MA,B17017_044EA,B17017_045EA,B17017_045MA,B17017_046MA,B17017_046EA,B17017_047EA,B17017_047MA,B17017_048MA,B17017_048EA,B17017_049EA,B17017_049MA,B17017_050MA,B17017_050EA,B17017_051EA,B17017_051MA,B17017_052EA,B17017_052MA,B17017_053MA,B17017_053EA,B17017_054EA,B17017_054MA,B17017_055EA,B17017_055MA,B17017_056MA,B17017_056EA,B17017_057MA,B17017_057EA,B17017_058MA,B17017_058EA,B17017_059EA,B17017_059MA,state
0400000US01,1822439,11200,330971,6656,174593,5454,50938,3329,3440,1447,21150,2227,19819,1955,6529,1186,123655,5176,16642,2341,1872,736,8532,1713,4682,1056,1556,600,107013,4850,12098,1819,63285,3696,24552,2560,7078,1109,156378,5681,65209,4354,10279,1756,14429,2026,28409,2309,12092,1528,91169,4136,10798,1856,12087,2090,36487,3203,31797,2149,1491468,11471,1047975,12811,806927,13011,11186,2011,249427,6776,359163,7760,187151,4526,241048,8506,63840,4466,3158,895,24590,3203,26047,2933,10045,1499,177208,6823,5628,1407,67558,4605,62987,4260,41035,2644,443493,10535,211383,7762,11149,2005,67070,3934,82450,4054,50714,3181,232110,6620,6963,1265,38876,2941,77350,4226,108921,3596,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,19714,1929,9814,1095,3224,535,90,75,1271,387,1442,448,421,227,6590,957,1602,421,282,252,590,214,630,233,100,53,4988,887,511,225,3153,709,1092,387,232,90,9900,1524,5572,1142,513,404,1556,600,2741,728,762,482,4328,886,656,321,582,274,2483,788,607,265,226301,2844,155617,3391,123278,3925,2764,736,47869,2854,54974,2452,17671,1212,32339,2400,12502,1764,1073,696,5716,1158,4422,966,1291,442,19837,1610,1268,697,7191,1226,8535,1180,2843,567,70684,3324,39503,2617,2274,911,13542,1603,17449,1572,6238,1131,31181,2077,1856,596,7149,1247,12565,1429,9611,1210,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,382321,9328,213512,6823,91562,4923,3365,918,42481,3573,31533,2551,14183,1838,121950,5349,25835,2700,3473,995,13107,2259,7109,1234,2146,713,96115,4873,11907,1863,54299,4030,23631,2398,6278,1322,168809,6481,77630,4249,12763,1883,20755,2455,33356,2937,10756,1360,91179,5032,15680,2189,15427,2739,33274,3083,26798,2638,2018488,13326,1358798,12983,1045031,11565,16189,2085,333742,7204,410232,7503,284868,4407,313767,10077,103626,6418,9529,1668,43775,4108,38703,3566,11619,1933,210141,7236,9422,1954,88248,4521,76993,4084,35478,2766,659690,11515,325578,8074,20285,2743,116789,6101,111867,4529,76637,3971,334112,8197,13472,1839,65819,3980,115126,5145,139695,4716,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,211218,7125,108793,4870,39058,3020,2772,1041,19352,2192,12550,1661,4384,833,69735,4077,13064,2061,1236,695,6514,1296,4036,1125,1278,635,56671,3500,8457,1609,33337,2700,12003,1643,2874,655,102425,5888,43738,3727,7199,1671,9733,1836,19778,2166,7028,1244,58687,4257,7972,1488,8858,1796,21101,2172,20756,2163,914681,8263,642331,9468,509479,8797,9628,1476,164034,4918,213367,5029,122450,3199,132852,5003,39438,3104,2218,684,15059,2078,16518,1770,5643,957,93414,4501,3288,955,34204,3006,35166,2490,20756,2353,272350,7237,128529,4818,7634,1372,41772,3653,48201,2955,30922,2087,143821,5364,8915,1554,24680,3166,44189,2864,66037,3095,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,1900322,17608,1092977,14174,462770,10647,14635,2250,228863,7201,165315,6733,53957,3529,630207,11812,136695,5738,15145,2225,73084,4718,40562,3355,7904,1291,493512,9785,40376,3316,290946,7466,134228,5389,27962,2524,807345,14328,345452,8789,51917,3757,99872,5285,129963,5038,63700,3601,461893,10088,62519,3811,78486,4668,153328,6699,167560,6045,10750270,23368,7552993,30734,5697544,28260,52169,3637,1964284,16872,2565595,19400,1115496,11243,1855449,18633,621667,12504,34604,2626,269354,8326,239710,7480,77999,4341,1233782,13731,35123,2791,443167,11144,520896,10252,234596,6644,3197277,25242,1553076,19034,63601,4051,617547,13045,537547,11277,334381,8525,1644201,18957,57169,3726,410966,9672,531656,11512,644410,10479,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,239917,7220,111594,5324,45912,3809,2665,868,23818,2737,13446,1750,5983,952,65682,3667,11582,1915,1679,733,5509,1463,3590,1140,804,534,54100,3537,6105,1277,34268,2746,11179,1754,2548,545,128323,4867,55560,3640,12886,1672,14684,1841,21245,2352,6745,1295,72763,3752,16652,1723,11240,1857,25962,2524,18909,1797,1762883,10209,1168347,10778,936290,11617,15293,2302,336660,5907,407286,7363,177051,3794,232057,7209,76804,5221,3670,1098,33974,3401,31748,3109,7412,1288,155253,5684,5167,1178,63811,3844,63989,3992,22286,1926,594536,10223,302081,7972,21363,2227,124094,5044,103224,4779,53400,2710,292455,6847,14339,1886,76274,4467,98194,4130,103648,3975,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,140795,5343,67625,4089,18952,2417,138,143,7625,1391,7204,1365,3985,900,48673,3115,6060,1505,425,307,3758,1251,1758,777,119,142,42613,3022,2720,991,27652,2423,10164,1487,2077,750,73170,3935,28517,2744,3180,858,5217,1008,14129,2043,5991,1153,44653,2864,3966,997,5644,1255,16960,2105,18083,1565,1199065,7966,822668,9009,638933,9589,2509,993,193582,5454,308525,5583,134317,3014,183735,6411,51208,3549,2661,976,18845,2175,21606,2366,8096,1501,132527,5470,2698,971,49982,3628,59370,3416,20477,1900,376397,8609,171102,4715,5944,1238,54760,3615,67828,3362,42570,2833,205295,6599,4549,902,37407,3263,68154,3637,95185,3715,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,37710,3050,19335,2274,6207,1349,73,104,3575,1093,1514,632,1045,456,13128,1840,1747,768,394,467,446,279,782,507,125,104,11381,1673,750,397,6406,1335,3243,788,982,518,18375,1880,7926,1353,1267,548,1340,461,3705,884,1614,589,10449,1458,805,375,1899,746,3717,868,4028,950,301361,3952,209029,4873,158526,4790,1696,786,45987,3062,70123,3003,40720,1570,50503,3510,12901,1748,629,429,5478,1345,5072,981,1722,521,37602,3276,1556,645,13942,1875,16104,2081,6000,1015,92332,3769,41731,2766,1818,710,14847,1868,14459,1653,10607,1333,50601,2941,1879,698,9295,1856,17280,2024,22147,1396,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,45372,2820,18901,2027,3481,929,32,53,1172,550,1164,535,1113,612,15420,2011,2054,714,421,372,733,491,749,426,151,197,13366,1966,1010,441,7711,1331,3624,979,1021,540,26471,2265,10848,1418,1859,588,2354,689,4288,1014,2347,614,15623,1770,2155,532,3486,1021,4838,1038,5144,1077,226279,3428,101566,3750,62324,3075,184,152,29008,2174,20523,1872,12609,874,39242,2530,9715,1504,441,341,4642,1087,3317,887,1315,502,29527,2270,688,387,9873,1409,13751,1561,5215,831,124713,4212,56375,3176,1564,458,28539,2675,19370,1786,6902,1045,68338,3086,3153,808,35581,2360,15940,1689,13664,1422,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,1123499,18488,573647,14621,233488,8547,4395,1249,87628,5569,88145,4630,53320,3843,340159,11393,62065,4527,6025,1161,28236,3023,22661,2691,5143,1356,278094,10488,22734,2635,161571,8231,73160,4949,20629,2240,549852,12799,230935,9347,30441,3061,55445,5735,94171,4945,50878,3355,318917,9270,35510,3069,43778,3562,110276,5654,129353,6045,6088085,31887,4052741,29605,3100895,28510,24992,3209,846466,14067,1295156,16764,934281,9788,951846,17055,273553,9186,15496,2117,108408,6531,107168,5762,42481,3142,678293,13031,20026,2836,249114,7698,279795,9264,129358,5341,2035344,23943,954573,15284,34337,3256,294005,9770,352173,10019,274058,7046,1080771,15677,31887,2908,192807,8007,339863,8146,516214,10669,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
