GEO_ID,B27022_001E,B27022_001M,B27022_002E,B27022_002M,B27022_003E,B27022_003M,B27022_004E,B27022_004M,B27022_005E,B27022_005M,B27022_006E,B27022_006M,B27022_007E,B27022_007M,B27022_008E,B27022_008M,B27022_009E,B27022_009M,B27022_010E,B27022_010M,B27022_011E,B27022_011M,B27022_012E,B27022_012M,B27022_013E,B27022_013M,B27022_014E,B27022_014M,B27022_015E,B27022_015M,NAME,B27022_001MA,B27022_001EA,B27022_002EA,B27022_002MA,B27022_003MA,B27022_003EA,B27022_004EA,B27022_004MA,B27022_005MA,B27022_005EA,B27022_006MA,B27022_006EA,B27022_007EA,B27022_007MA,B27022_008MA,B27022_008EA,B27022_009EA,B27022_009MA,B27022_010MA,B27022_010EA,B27022_011MA,B27022_011EA,B27022_012EA,B27022_012MA,B27022_013MA,B27022_013EA,B27022_014MA,B27022_014EA,B27022_015MA,B27022_015EA,state
0400000US01,473462,7648,232585,5226,85373,5352,70314,4786,15059,2254,147212,6907,94399,4732,52813,5141,240877,4877,98604,4162,82273,3435,16331,2510,142273,5906,99226,4717,43047,4369,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,74441,3060,39221,2250,12448,2278,9595,2075,2853,1140,26773,1682,15450,1736,11323,1333,35220,2041,11842,1565,9300,1384,2542,739,23378,2126,16430,1914,6948,1302,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,638949,6975,320956,4899,118316,5715,92695,5555,25621,2916,202640,5835,117675,6001,84965,5225,317993,4336,128117,5072,102229,4880,25888,3123,189876,6055,132004,5521,57872,4662,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,278976,5385,139572,3889,52120,4332,41117,4058,11003,2047,87452,4453,51092,4098,36360,3589,139404,3424,56489,3928,46287,3610,10202,1571,82915,4069,51077,3773,31838,2998,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3955658,16331,2014088,12225,888289,14653,685581,14229,202708,8177,1125799,15399,670639,13762,455160,11845,1941570,10751,950134,13850,736577,13412,213557,7571,991436,13976,696650,12638,294786,11015,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,496445,5967,252147,4967,94823,4658,82001,4224,12822,1717,157324,5579,107870,4912,49454,4893,244298,4784,106906,4307,92630,4501,14276,2156,137392,5052,101412,4594,35980,3299,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,327844,4447,166344,3319,71149,3765,63280,3354,7869,1853,95195,4550,72026,4426,23169,2673,161500,2966,83041,4135,75808,3983,7233,1371,78459,4197,66364,4049,12095,1999,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,87435,2659,44180,1760,17136,1990,15595,1939,1541,582,27044,1923,21276,2078,5768,1394,43255,1715,20816,2013,18662,1918,2154,891,22439,1874,19537,1895,2902,910,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,85745,3092,38813,1932,18310,1869,16507,1780,1803,651,20503,2003,16922,1714,3581,986,46932,2041,23412,2001,21913,1910,1499,685,23520,2062,22413,2071,1107,455,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1767603,11277,882004,8420,353471,10030,254582,8812,98889,5919,528533,11038,279740,9927,248793,9123,885599,8171,416181,9945,306776,8972,109405,6223,469418,10238,301553,9790,167865,7104,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,970467,12235,480149,8641,184324,7985,142104,6582,42220,4221,295825,8637,167727,6348,128098,6729,490318,7024,219153,6774,167572,6710,51581,4583,271165,8407,172235,7157,98930,6480,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,125764,3364,64070,2290,24134,2859,21144,2684,2990,1269,39936,2995,33008,2891,6928,1464,61694,2359,26481,2350,24381,2210,2100,931,35213,2298,30700,2179,4513,1180,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,152436,3686,79079,2870,27090,2707,23232,2434,3858,1348,51989,3587,33067,4120,18922,2345,73357,2398,30072,2338,25583,2146,4489,1193,43285,2743,28344,2596,14941,2358,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1235954,7374,622946,6068,270814,7433,223271,6841,47543,3584,352132,8215,232857,7888,119275,5301,613008,4942,288276,6333,242871,6333,45405,3846,324732,6938,255206,6961,69526,4594,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,648690,6328,325602,4790,134433,4420,115351,4380,19082,2155,191169,5106,125573,4293,65596,3897,323088,4190,147424,4407,129869,4395,17555,2464,175664,5409,125121,4710,50543,3722,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,309030,4591,154969,3198,64674,3377,57724,3298,6950,1327,90295,3531,68503,3157,21792,2223,154061,3312,75737,3745,70705,3741,5032,1077,78324,3827,64163,3570,14161,2153,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,282492,4531,142884,3540,63530,3595,55649,3340,7881,1819,79354,3896,54237,3812,25117,2894,139608,3120,68826,3145,59580,3025,9246,1599,70782,3701,52653,3743,18129,2377,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,410814,6442,207665,4391,71694,3500,60810,3475,10884,1797,135971,5284,85867,4574,50104,3422,203149,3947,89904,4447,74700,4112,15204,2137,113245,4132,77319,3997,35926,3149,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,466089,7046,227668,5179,77170,5308,61972,4918,15198,2192,150498,5216,86065,4949,64433,4183,238421,4656,97207,5331,78349,5051,18858,2318,141214,5696,93283,4912,47931,4024,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,111367,2418,57478,1703,21229,2107,18327,1967,2902,1111,36249,2576,26401,2314,9848,1635,53889,1615,25553,1908,21531,1731,4022,1171,28336,1833,21159,1756,7177,1431,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,545840,6744,274017,5053,114351,4392,101522,4321,12829,2029,159666,5255,122842,5128,36824,3346,271823,4837,128600,5705,114297,5497,14303,2321,143223,5700,119803,5650,23420,2618,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,685415,6825,336877,4816,160613,5117,152725,4788,7888,1773,176264,6754,153253,6851,23011,3080,348538,4744,195152,5629,185489,5719,9663,2090,153386,5796,143704,5356,9682,1609,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,974018,7039,487176,4571,211889,6753,182526,6549,29363,2919,275287,7642,192318,6352,82969,4775,486842,4926,229820,6321,197266,6451,32554,2775,257022,6372,202171,5756,54851,3109,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,499549,5997,252738,4134,95382,3940,84423,3975,10959,1555,157356,4753,120663,4459,36693,2855,246811,4280,121107,4341,110913,4077,10194,1640,125704,4877,105123,4516,20581,2318,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,300804,6907,145898,4618,54131,4299,39616,3211,14515,2527,91767,4720,53769,4183,37998,2981,154906,4723,74589,4120,56565,3788,18024,2013,80317,4536,53713,4241,26604,3368,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,583229,7109,287908,5082,109701,4994,94022,4559,15679,2338,178207,5532,116365,4681,61842,4725,295321,5313,130232,5022,111782,4500,18450,2158,165089,5740,121470,4643,43619,3572,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,95893,2715,48854,1799,18743,2337,16133,2267,2610,1001,30111,2635,18227,2022,11884,1661,47039,1931,19066,2019,17223,1971,1843,621,27973,2086,18574,1871,9399,1621,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,182540,3470,91513,2649,41344,2844,35471,2753,5873,1227,50169,3099,35873,2660,14296,1958,91027,2298,46787,2615,41043,2494,5744,1342,44240,2798,33556,2469,10684,1744,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,250545,4721,128630,3522,38830,3079,29469,2713,9361,2018,89800,4292,53937,3900,35863,2844,121915,2682,44179,3132,34485,2632,9694,1736,77736,3484,50030,3063,27706,2477,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,122641,3402,61708,2009,27354,2711,23072,2647,4282,1359,34354,2500,25282,2284,9072,1496,60933,2451,28493,2312,24471,2323,4022,1149,32440,2624,26164,2866,6276,1215,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,778125,6671,402015,5055,173216,5132,144396,4608,28820,3246,228799,6247,154755,5343,74044,4981,376110,4845,182066,6392,153379,5965,28687,3585,194044,6548,147759,5933,46285,3596,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,200644,4220,101990,3196,37789,3445,25991,2876,11798,2260,64201,3941,34509,3270,29692,3049,98654,2757,43316,3051,29610,2370,13706,2374,55338,3196,36210,3379,19128,2622,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
