GEO_ID,C07401_001E,C07401_001M,C07401_002E,C07401_002M,C07401_003E,C07401_003M,C07401_004E,C07401_004M,C07401_005E,C07401_005M,C07401_006E,C07401_006M,C07401_007E,C07401_007M,C07401_008E,C07401_008M,C07401_009E,C07401_009M,C07401_010E,C07401_010M,C07401_011E,C07401_011M,C07401_012E,C07401_012M,C07401_013E,C07401_013M,C07401_014E,C07401_014M,C07401_015E,C07401_015M,C07401_016E,C07401_016M,C07401_017E,C07401_017M,C07401_018E,C07401_018M,C07401_019E,C07401_019M,C07401_020E,C07401_020M,C07401_021E,C07401_021M,C07401_022E,C07401_022M,C07401_023E,C07401_023M,C07401_024E,C07401_024M,C07401_025E,C07401_025M,C07401_026E,C07401_026M,C07401_027E,C07401_027M,C07401_028E,C07401_028M,C07401_029E,C07401_029M,C07401_030E,C07401_030M,C07401_031E,C07401_031M,C07401_032E,C07401_032M,C07401_033E,C07401_033M,C07401_034E,C07401_034M,C07401_035E,C07401_035M,C07401_036E,C07401_036M,C07401_037E,C07401_037M,C07401_038E,C07401_038M,C07401_039E,C07401_039M,C07401_040E,C07401_040M,C07401_041E,C07401_041M,C07401_042E,C07401_042M,C07401_043E,C07401_043M,C07401_044E,C07401_044M,C07401_045E,C07401_045M,C07401_046E,C07401_046M,C07401_047E,C07401_047M,C07401_048E,C07401_048M,C07401_049E,C07401_049M,C07401_050E,C07401_050M,NAME,C07401_001MA,C07401_001EA,C07401_002EA,C07401_002MA,C07401_003MA,C07401_003EA,C07401_004MA,C07401_004EA,C07401_005EA,C07401_005MA,C07401_006MA,C07401_006EA,C07401_007MA,C07401_007EA,C07401_008EA,C07401_008MA,C07401_009MA,C07401_009EA,C07401_010MA,C07401_010EA,C07401_011MA,C07401_011EA,C07401_012MA,C07401_012EA,C07401_013EA,C07401_013MA,C07401_014EA,C07401_014MA,C07401_015EA,C07401_015MA,C07401_016MA,C07401_016EA,C07401_017EA,C07401_017MA,C07401_018EA,C07401_018MA,C07401_019EA,C07401_019MA,C07401_020EA,C07401_020MA,C07401_021EA,C07401_021MA,C07401_022EA,C07401_022MA,C07401_023EA,C07401_023MA,C07401_024EA,C07401_024MA,C07401_025MA,C07401_025EA,C07401_026EA,C07401_026MA,C07401_027MA,C07401_027EA,C07401_028MA,C07401_028EA,C07401_029EA,C07401_029MA,C07401_030MA,C07401_030EA,C07401_031MA,C07401_031EA,C07401_032EA,C07401_032MA,C07401_033MA,C07401_033EA,C07401_034EA,C07401_034MA,C07401_035MA,C07401_035EA,C07401_036MA,C07401_036EA,C07401_037MA,C07401_037EA,C07401_038MA,C07401_038EA,C07401_039EA,C07401_039MA,C07401_040MA,C07401_040EA,C07401_041MA,C07401_041EA,C07401_042EA,C07401_042MA,C07401_043MA,C07401_043EA,C07401_044MA,C07401_044EA,C07401_045EA,C07401_045MA,C07401_046EA,C07401_046MA,C07401_047MA,C07401_047EA,C07401_048EA,C07401_048MA,C07401_049EA,C07401_049MA,C07401_050MA,C07401_050EA,state
0400000US01,4759485,10551,238588,3990,816897,4989,489492,6765,611491,6585,605833,5880,658150,4745,621536,3141,416810,2895,300688,2526,4067683,20967,188396,4607,697184,8609,355244,7811,465103,8786,512058,6317,595489,5495,573220,5646,397048,3479,283941,3119,437486,16645,35363,3495,83018,6406,76275,4901,88691,6181,60645,4131,39435,2979,30676,3716,12297,1780,11086,1764,157097,8661,9155,1900,22794,3390,37412,2926,35757,3384,19594,2505,14322,2346,9975,1955,4905,1167,3183,876,97219,6480,5674,1375,13901,2323,20561,2607,21940,2925,13536,2062,8904,1775,7665,1685,2560,789,2478,837,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,783683,10241,47500,2376,146485,4221,92406,3327,121618,3516,99447,3594,108338,2993,96737,1782,46842,1652,24310,1641,583799,9191,31027,1957,111151,3347,55447,2700,75280,3538,73608,2788,90893,1959,85011,1615,40727,1226,20655,1051,80919,7810,8912,1989,13978,2775,14542,2080,22288,3092,9039,1916,6132,1384,3469,843,1720,530,839,417,19034,3150,1607,708,3374,994,3697,854,4338,1120,2490,778,1562,502,1297,495,323,330,346,201,99931,9018,5954,1544,17982,3656,18720,2878,19712,2815,14310,2616,9751,2206,6960,1511,4072,1358,2470,1375,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6445683,16030,345590,5505,1177407,5180,648469,6288,862175,6561,823212,5034,830249,4190,761639,4043,573087,4227,423855,3002,5321158,29468,260494,5586,981715,10342,437540,8213,625163,8338,679349,8151,721537,6804,688080,4946,533364,5035,393916,3700,817002,24944,63929,4803,154132,9910,147630,6816,170491,6837,107428,6645,77508,4997,50161,3570,26324,2920,19399,2327,124345,9072,7580,1685,16783,3379,30254,3282,27401,3436,15734,2157,11121,1561,7767,1720,4911,1186,2794,843,183178,10138,13587,2456,24777,4097,33045,3492,39120,4086,20701,2710,20083,2280,15631,2502,8488,1479,7746,1810,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2920607,11398,153106,4091,517543,4733,289444,4961,385344,7148,366149,4979,388554,4093,366377,2691,260456,2185,193634,1971,2475807,16481,118060,5045,437739,6083,196988,5838,292761,7440,315492,5577,351017,4222,340067,3688,242600,2910,181083,2199,264994,12601,22177,2815,53177,5284,50709,4749,53026,5037,30350,3280,24865,2943,15305,2577,8268,1654,7117,1209,102843,7925,7732,2057,15113,2948,25039,2334,22387,3227,10603,2036,6304,1016,6683,1373,6367,1828,2615,844,76963,7366,5137,1405,11514,2403,16708,2405,17170,2963,9704,2135,6368,1434,4322,1187,3221,1065,2819,880,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37677943,29829,2032953,10773,6658108,9883,3987240,11221,5510778,12986,5136154,11380,5190106,6874,4391688,6703,2680923,5498,2089993,4433,32197933,60116,1646579,14131,5794117,22251,2985595,16198,4248659,20944,4378481,14823,4646716,14458,4038475,11182,2508086,7462,1951225,6927,3825262,58143,293208,11039,677717,21318,604494,15256,864865,19127,541934,13345,391716,12239,236844,9673,115168,5903,99316,5170,1073069,24084,61094,4795,113018,7267,256656,9431,262824,9367,140691,6573,102461,5694,73455,4525,36642,3130,26228,2647,581679,20638,32072,3881,73256,7357,140495,6747,134430,7494,75048,6656,49213,4070,42914,3414,21027,2574,13224,1994,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5131511,16110,267282,5272,896087,5678,492526,5558,754686,7408,711041,5724,712854,4527,653414,3324,381968,3067,261653,2368,4186643,26465,205400,6241,758738,9625,296225,7037,524571,7495,584750,6646,624639,6362,594646,5385,356578,3631,241096,2474,523267,23311,37032,3638,88340,7474,103427,6401,121498,7823,73392,5006,47572,4534,28821,3069,11153,1610,12032,1858,255253,11338,15104,2304,29148,3694,57901,3846,68992,4606,30442,2916,23957,2772,17446,2360,7231,1666,5032,1123,166348,9656,9746,2191,19861,2822,34973,3340,39625,3955,22457,3380,16686,2124,12501,1745,7006,1268,3493,916,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3544916,11759,152904,3723,591345,3401,351848,4585,430162,3925,444059,3373,555929,2911,474154,2632,293668,1697,250847,2092,3127421,14790,128481,3854,534690,4819,269965,5263,328038,6141,394709,3748,509705,4321,446454,3547,279797,2201,235582,2202,256086,11811,17999,2366,42058,4252,33239,3207,64359,4424,31339,3043,32728,3598,16332,2375,8215,1461,9817,1483,69809,4939,2960,1071,5151,1633,20302,2331,19816,2518,6922,1370,5484,995,5299,1184,1907,806,1968,660,91600,7900,3464,1083,9446,2180,28342,3184,17949,2688,11089,2372,8012,1387,6069,1689,3749,940,3480,1231,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,897412,6279,43582,1893,146688,2403,87869,1914,116882,2523,110281,2114,130839,1876,117672,1634,83717,1309,59882,649,791278,8053,35924,1982,131106,2733,65169,2086,90711,3219,99877,2091,119711,2197,110659,2081,80702,1308,57419,851,72316,6212,5950,1610,11311,2320,14596,1785,17565,2273,6608,1497,7240,1665,5787,1373,1641,564,1618,434,9047,1808,254,227,987,493,2445,846,2217,843,857,592,631,367,806,443,349,285,501,292,24771,3563,1454,675,3284,1723,5659,1078,6389,1281,2939,1073,3257,1186,420,267,1025,634,344,231,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635962,6075,32565,1837,70034,1562,74611,3165,146255,3241,91211,2037,77962,1535,68901,1140,41070,844,33353,725,509958,6417,26691,1671,61216,2110,45759,2994,102644,3088,75660,1877,66652,1350,61442,1496,38060,986,31834,641,68917,5785,2877,1274,5999,2024,16690,2651,22278,3089,7534,1178,6212,1359,4626,1268,2001,682,700,289,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,0,203,57087,4816,2997,999,2819,1074,12162,1996,21333,2231,8017,1478,5098,1113,2833,795,1009,423,819,441,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19065475,27354,857926,9315,2913470,9957,1771383,9101,2404939,10152,2376979,10311,2698111,8661,2464312,7271,1934414,7369,1643941,6248,16199361,50810,674350,10868,2476577,17481,1300290,14210,1802363,17951,1992477,14687,2381110,12205,2237541,10211,1804085,9403,1530568,7577,1844378,37626,129836,8001,309464,14217,266028,10162,381757,12101,255221,11043,207660,9909,145913,8233,81288,5378,67211,5081,597741,22637,29279,4316,77769,7488,127814,7550,127994,7998,75919,6659,65158,4715,45030,3578,27345,3198,21433,2764,423995,16587,24461,3093,49660,5625,77251,5787,92825,5485,53362,4822,44183,3759,35828,3386,21696,2664,24729,2695,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
