GEO_ID,C16006_001E,C16006_001M,C16006_002E,C16006_002M,C16006_003E,C16006_003M,C16006_004E,C16006_004M,C16006_005E,C16006_005M,C16006_006E,C16006_006M,NAME,C16006_001MA,C16006_001EA,C16006_002MA,C16006_002EA,C16006_003MA,C16006_003EA,C16006_004MA,C16006_004EA,C16006_005MA,C16006_005EA,C16006_006MA,C16006_006EA,state
0400000US23,16795,676,9985,1261,6226,1363,4614,1120,1612,626,584,491,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,474760,1029,120655,7493,350568,7559,187615,7251,162953,7273,3537,1116,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,634765,767,135711,6815,492531,6919,278693,7980,213838,7545,6523,1543,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,416069,1418,209335,7411,202739,7334,128517,6038,74222,4856,3995,1248,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,235872,1305,78487,5294,156583,5304,80466,4978,76117,4602,802,416,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,72546,3780,26474,3719,44912,4258,24453,2927,20459,2800,1160,777,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,204196,2172,95770,5537,107926,5379,61307,4764,46619,4856,500,273,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,30265,1075,23701,1706,6469,1285,4706,1075,1763,656,95,163,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,161607,1232,51428,4907,107806,4790,54020,3842,53786,3966,2373,1552,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,694616,766,171261,10419,520557,10769,305039,9388,215518,8895,2798,909,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,38013,643,14246,1950,23518,1982,13817,1669,9701,2098,249,313,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1534867,978,290932,10967,1234696,10955,667908,12636,566788,12554,9239,2063,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,904699,555,375462,12927,526977,13023,371816,14036,155161,8750,2260,869,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3302996,1563,684357,19492,2599691,20240,1392945,20393,1206746,20614,18948,3167,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,764421,3091,145692,10218,616190,9906,301024,11626,315166,10059,2539,989,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,15632,1073,9956,1033,5662,998,4167,808,1495,568,14,25,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,340104,2513,159750,6774,178510,6430,98994,5286,79516,5824,1844,631,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,325515,1051,105498,4879,218486,4896,116135,4249,102351,4211,1531,647,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,431982,1211,134448,8186,295640,8224,164654,7550,130986,6815,1894,833,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,721054,1586,236192,9732,478553,9762,278490,8552,200063,8850,6309,1386,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,129361,509,19101,2666,109855,2648,66801,3255,43054,3250,405,301,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,224498,1750,56312,5352,167085,5678,86580,5386,80505,5215,1101,498,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23137,1011,11268,1154,11619,1222,7319,1457,4300,1268,250,273,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,270083,2559,78130,6446,189078,6149,90882,5992,98196,5395,2875,2177,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9175176,2589,2262202,34264,6897515,34216,3970153,37590,2927362,35904,15459,2967,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,342808,840,126254,8495,215586,8677,128141,5990,87445,6484,968,467,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8763,501,6297,778,2451,585,1549,468,902,358,15,33,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,636962,3177,190027,10105,444081,9586,255349,7141,188732,8079,2854,1227,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,734691,1045,234717,10958,495719,11088,281329,10198,214390,9080,4255,1441,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23734,1560,11831,1730,11700,1804,6020,1306,5680,1547,203,251,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,321946,1785,107691,7194,213477,7166,121069,5138,92408,4859,778,380,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,46724,1400,29775,2128,16861,1921,10791,1751,6070,1118,88,87,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3384833,3533,195266,11497,3186898,11646,528321,14170,2658577,18070,2669,649,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
