GEO_ID,C08524_001E,C08524_001M,C08524_002E,C08524_002M,C08524_003E,C08524_003M,C08524_004E,C08524_004M,C08524_005E,C08524_005M,C08524_006E,C08524_006M,C08524_007E,C08524_007M,C08524_008E,C08524_008M,C08524_009E,C08524_009M,C08524_010E,C08524_010M,C08524_011E,C08524_011M,C08524_012E,C08524_012M,C08524_013E,C08524_013M,C08524_014E,C08524_014M,C08524_015E,C08524_015M,C08524_016E,C08524_016M,C08524_017E,C08524_017M,C08524_018E,C08524_018M,C08524_019E,C08524_019M,C08524_020E,C08524_020M,C08524_021E,C08524_021M,C08524_022E,C08524_022M,C08524_023E,C08524_023M,C08524_024E,C08524_024M,C08524_025E,C08524_025M,C08524_026E,C08524_026M,C08524_027E,C08524_027M,C08524_028E,C08524_028M,C08524_029E,C08524_029M,C08524_030E,C08524_030M,C08524_031E,C08524_031M,C08524_032E,C08524_032M,C08524_033E,C08524_033M,C08524_034E,C08524_034M,C08524_035E,C08524_035M,C08524_036E,C08524_036M,C08524_037E,C08524_037M,C08524_038E,C08524_038M,C08524_039E,C08524_039M,C08524_040E,C08524_040M,C08524_041E,C08524_041M,C08524_042E,C08524_042M,NAME,C08524_001EA,C08524_001MA,C08524_002MA,C08524_002EA,C08524_003MA,C08524_003EA,C08524_004EA,C08524_004MA,C08524_005MA,C08524_005EA,C08524_006EA,C08524_006MA,C08524_007EA,C08524_007MA,C08524_008EA,C08524_008MA,C08524_009EA,C08524_009MA,C08524_010EA,C08524_010MA,C08524_011EA,C08524_011MA,C08524_012MA,C08524_012EA,C08524_013MA,C08524_013EA,C08524_014EA,C08524_014MA,C08524_015EA,C08524_015MA,C08524_016MA,C08524_016EA,C08524_017EA,C08524_017MA,C08524_018EA,C08524_018MA,C08524_019EA,C08524_019MA,C08524_020EA,C08524_020MA,C08524_021MA,C08524_021EA,C08524_022EA,C08524_022MA,C08524_023EA,C08524_023MA,C08524_024MA,C08524_024EA,C08524_025EA,C08524_025MA,C08524_026EA,C08524_026MA,C08524_027MA,C08524_027EA,C08524_028MA,C08524_028EA,C08524_029EA,C08524_029MA,C08524_030MA,C08524_030EA,C08524_031MA,C08524_031EA,C08524_032EA,C08524_032MA,C08524_033MA,C08524_033EA,C08524_034MA,C08524_034EA,C08524_035EA,C08524_035MA,C08524_036MA,C08524_036EA,C08524_037EA,C08524_037MA,C08524_038EA,C08524_038MA,C08524_039MA,C08524_039EA,C08524_040MA,C08524_040EA,C08524_041EA,C08524_041MA,C08524_042MA,C08524_042EA,state
0400000US01,1932727,18015,643064,12539,334282,9735,459861,10388,190133,7032,302720,8797,2667,765,1666104,16636,562546,11162,282143,8608,405249,10188,156170,6450,257779,8803,2217,721,166532,7567,44435,3649,33298,3267,31741,3134,24057,3025,32856,3067,145,161,9328,1493,2392,915,2792,746,2425,769,410,267,1309,664,0,192,40708,3859,10430,1928,9484,1583,7735,1474,5557,1687,7244,1481,258,315,50055,3837,23261,2578,6565,1485,12711,1859,3939,1333,3532,1127,47,75,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366809,5441,128972,5345,56585,3809,86153,4951,47003,2765,39639,3447,8457,1347,240883,6349,88978,4325,33181,2807,62248,4103,28109,2556,23229,2553,5138,1230,47159,3880,15631,2270,8491,1894,9589,1522,7130,1277,5158,1936,1160,585,6712,1189,1484,681,1603,663,2022,756,780,418,823,400,0,147,56684,4082,16348,2115,10491,1677,9243,1569,9744,1420,9164,1318,1694,694,15371,2129,6531,1416,2819,828,3051,1116,1240,380,1265,636,465,343,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2727448,17333,955181,15677,545723,12181,708033,12450,258300,7974,253034,9333,7177,1133,2080926,16932,744301,14019,395988,11171,551136,11278,189508,6704,196029,8470,3964,993,300368,12248,86766,5098,68982,5710,69283,4252,42652,4824,32036,3274,649,399,64758,5527,13812,2368,20311,3030,20234,3110,4380,1103,6021,1422,0,203,131049,7063,35146,3184,40493,4227,27680,2920,13129,2307,12509,1813,2092,506,150347,7170,75156,4441,19949,2227,39700,3691,8631,1919,6439,1408,472,335,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225755,12155,389365,9263,206143,8106,291892,7520,127790,5835,209317,7463,1248,497,1023919,11729,330080,9474,165040,7487,250589,7062,102383,5099,174651,7051,1176,523,124218,6827,34259,3148,24040,2813,24347,2703,18052,2634,23503,2798,17,31,5754,1314,1542,674,1607,647,1315,703,236,266,1054,549,0,192,37275,3119,10244,1702,8524,1506,7377,1217,3489,847,7641,1782,0,192,34589,3457,13240,1869,6932,1392,8264,1426,3630,1184,2468,820,55,97,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16740038,39419,6146529,32396,3142408,31880,3994813,33852,1566010,22077,1827610,21245,62668,4916,12262665,43018,4597963,28471,2141771,27482,3019722,28325,1099511,19120,1369081,18257,34617,4117,1824947,24455,520771,12218,377603,10770,383702,10432,292833,10765,243363,9082,6675,1546,886923,17701,299729,8092,230579,8643,213613,7446,47225,4251,94529,6256,1248,563,887670,18034,291379,8781,219150,9238,190503,8000,86400,6410,87750,4705,12488,2405,877833,17079,436687,9343,173305,7410,187273,7888,40041,3854,32887,3577,7640,2048,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2564044,16271,1016244,14934,453067,10611,605110,12742,233870,8040,232595,8212,23158,2056,1917766,18291,764724,13665,325849,9555,459926,11725,169731,6586,182975,7242,14561,2019,247383,8812,71672,4133,52388,4257,53350,3948,44157,4269,24120,2382,1696,854,85858,4515,30527,2635,20912,2776,21783,2306,3742,1038,8894,2082,0,195,135417,5899,50841,3567,31600,3185,27148,2687,7929,1638,11048,1702,6851,791,177620,7065,98480,4326,22318,2196,42903,3672,8311,1691,5558,1299,50,83,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1719042,11585,684106,11440,323419,9067,408700,10722,129278,6119,168655,7225,4884,938,1362261,13434,565412,10822,237169,8070,321869,8661,102070,5539,134270,6579,1471,631,146064,6905,39874,3528,39605,3457,32194,3068,16335,2535,18020,2747,36,63,61529,4431,14863,1862,18067,2610,19125,2549,2871,1243,6603,1392,0,201,74059,4641,23092,2473,18888,2564,17426,2268,4823,1323,7521,2016,2309,753,75129,4216,40865,2722,9690,1865,18086,2379,3179,1048,2241,664,1068,611,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,424042,7520,167712,6078,79567,5269,102323,5202,32323,3170,41268,3739,849,607,344378,8116,139877,5829,61660,4668,83861,4850,25602,2769,32538,3552,840,607,38007,3569,11896,1839,8551,1903,8650,1563,3938,1192,4972,1327,0,189,11755,1913,3183,893,3426,1005,3145,1013,615,651,1386,593,0,189,14056,1975,4556,1044,4247,1339,2392,716,1348,675,1504,789,9,24,15846,1986,8200,1278,1683,743,4275,1071,820,474,868,413,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,799166,13648,476498,9517,122667,6389,132507,6122,35257,3995,29324,2708,2913,635,333043,10568,181027,7743,55783,3939,52804,3526,23033,2817,19059,1922,1337,425,72349,4666,43106,3269,11331,1930,10848,1739,4765,1413,2057,937,242,225,306122,8284,192170,6101,44285,3945,56016,4566,5902,1203,6962,1343,787,375,73178,4633,49926,3575,9117,1533,11690,1689,1147,659,965,421,333,287,14474,2265,10269,1719,2151,980,1149,558,410,525,281,259,214,232,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8313689,34529,2774091,26701,1723823,28070,2289373,26473,758903,18797,737559,15899,29940,3162,6628307,35438,2268919,24268,1321726,22853,1861269,23969,561994,15009,596662,14993,17737,3081,783491,19087,205614,8055,196503,11188,189039,8021,115610,9099,74799,5215,1926,768,174603,7504,26648,2454,65154,4763,46308,4341,17894,3575,18186,2488,413,276,303107,10722,72481,4541,91571,6093,69619,5164,36283,4780,31480,4020,1673,1620,424181,12099,200429,8036,48869,4512,123138,6915,27122,3310,16432,2197,8191,2588,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
