GEO_ID,B17023_001E,B17023_001M,B17023_002E,B17023_002M,B17023_003E,B17023_003M,B17023_004E,B17023_004M,B17023_005E,B17023_005M,B17023_006E,B17023_006M,B17023_007E,B17023_007M,B17023_008E,B17023_008M,B17023_009E,B17023_009M,B17023_010E,B17023_010M,B17023_011E,B17023_011M,B17023_012E,B17023_012M,B17023_013E,B17023_013M,B17023_014E,B17023_014M,B17023_015E,B17023_015M,B17023_016E,B17023_016M,B17023_017E,B17023_017M,B17023_018E,B17023_018M,B17023_019E,B17023_019M,B17023_020E,B17023_020M,B17023_021E,B17023_021M,B17023_022E,B17023_022M,B17023_023E,B17023_023M,B17023_024E,B17023_024M,B17023_025E,B17023_025M,B17023_026E,B17023_026M,B17023_027E,B17023_027M,B17023_028E,B17023_028M,B17023_029E,B17023_029M,B17023_030E,B17023_030M,B17023_031E,B17023_031M,B17023_032E,B17023_032M,B17023_033E,B17023_033M,B17023_034E,B17023_034M,B17023_035E,B17023_035M,NAME,B17023_001MA,B17023_001EA,B17023_002MA,B17023_002EA,B17023_003MA,B17023_003EA,B17023_004EA,B17023_004MA,B17023_005EA,B17023_005MA,B17023_006MA,B17023_006EA,B17023_007MA,B17023_007EA,B17023_008EA,B17023_008MA,B17023_009EA,B17023_009MA,B17023_010EA,B17023_010MA,B17023_011EA,B17023_011MA,B17023_012EA,B17023_012MA,B17023_013EA,B17023_013MA,B17023_014EA,B17023_014MA,B17023_015EA,B17023_015MA,B17023_016EA,B17023_016MA,B17023_017EA,B17023_017MA,B17023_018MA,B17023_018EA,B17023_019MA,B17023_019EA,B17023_020MA,B17023_020EA,B17023_021EA,B17023_021MA,B17023_022MA,B17023_022EA,B17023_023MA,B17023_023EA,B17023_024MA,B17023_024EA,B17023_025EA,B17023_025MA,B17023_026EA,B17023_026MA,B17023_027EA,B17023_027MA,B17023_028MA,B17023_028EA,B17023_029EA,B17023_029MA,B17023_030EA,B17023_030MA,B17023_031EA,B17023_031MA,B17023_032EA,B17023_032MA,B17023_033EA,B17023_033MA,B17023_034MA,B17023_034EA,B17023_035EA,B17023_035MA,state
0400000US01,1222568,14007,174593,5454,50938,3329,25244,2438,18306,2250,6654,1442,734,525,123655,5176,16642,2341,7152,1398,7455,1416,1847,783,188,275,107013,4850,28856,2925,56792,3983,18966,2285,2399,881,1047975,12811,806927,13011,527177,9068,235208,8079,42300,3063,2242,640,241048,8506,63840,4466,38440,3195,22767,3079,2605,967,28,48,177208,6823,103145,4364,67163,4735,6864,1687,36,62,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,9814,1095,3224,535,1115,376,1154,416,654,270,301,129,6590,957,1602,421,442,210,895,325,253,152,12,15,4988,887,858,270,2723,569,1307,490,100,52,155617,3391,123278,3925,70537,2738,39770,2498,11579,1463,1392,433,32339,2400,12502,1764,5807,1234,6161,1210,520,247,14,17,19837,1610,9754,1205,9140,1280,840,336,103,108,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,213512,6823,91562,4923,37677,2838,27797,2824,21899,2731,4189,1163,121950,5349,25835,2700,9847,1410,11116,1779,4083,1150,789,424,96115,4873,22862,2560,48091,3686,20787,2258,4375,1136,1358798,12983,1045031,11565,669131,9208,286426,7155,82681,4569,6793,1376,313767,10077,103626,6418,54903,4551,42604,4034,5856,1308,263,270,210141,7236,106390,4327,91605,5435,11419,1659,727,419,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,108793,4870,39058,3020,16163,2149,13253,2013,7591,1397,2051,784,69735,4077,13064,2061,4092,1094,6771,1363,1732,1011,469,382,56671,3500,13570,1694,30942,2521,10878,1653,1281,583,642331,9468,509479,8797,327549,6785,149256,4967,29816,2258,2858,981,132852,5003,39438,3104,21969,1987,15325,2115,2048,933,96,160,93414,4501,54343,3459,35270,3235,3777,948,24,46,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,1092977,14174,462770,10647,155660,5706,182910,7039,108631,5971,15569,2304,630207,11812,136695,5738,43410,3054,65559,4506,25017,2713,2709,881,493512,9785,118451,5421,256345,8263,105597,5440,13119,2011,7552993,30734,5697544,28260,3250720,21357,1998228,20248,427452,12541,21144,2564,1855449,18633,621667,12504,375879,9589,210945,7811,32783,3311,2060,870,1233782,13731,717276,10623,459886,9566,53746,3928,2874,897,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,111594,5324,45912,3809,16836,2033,16088,2259,12068,1707,920,460,65682,3667,11582,1915,4715,1267,5290,1335,1577,669,0,195,54100,3537,9491,1363,31392,2999,11975,1899,1242,729,1168347,10778,936290,11617,553771,9327,305465,7175,72185,4384,4869,1071,232057,7209,76804,5221,36917,3038,36054,3664,3543,1046,290,285,155253,5684,74125,3633,70485,4475,10171,1925,472,387,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,67625,4089,18952,2417,9508,1652,6048,1236,3096,1040,300,252,48673,3115,6060,1505,2255,959,2637,845,1168,609,0,201,42613,3022,9402,1478,22213,2346,10480,1659,518,382,822668,9009,638933,9589,385982,7804,205594,6777,45530,3186,1827,742,183735,6411,51208,3549,31233,3011,18162,2413,1764,769,49,80,132527,5470,67841,3518,58604,4348,5827,1221,255,289,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,19335,2274,6207,1349,2444,704,2299,888,944,583,520,498,13128,1840,1747,768,575,335,1032,658,99,134,41,69,11381,1673,2917,814,5358,1335,2698,891,408,305,209029,4873,158526,4790,106348,3360,43244,2885,8191,1354,743,452,50503,3510,12901,1748,6714,1137,5385,1301,802,570,0,189,37602,3276,21152,2742,14733,2087,1628,604,89,151,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,18901,2027,3481,929,2308,827,954,415,219,177,0,203,15420,2011,2054,714,517,244,1312,704,225,262,0,203,13366,1966,4039,1115,7486,1487,1656,671,185,195,101566,3750,62324,3075,38279,2449,21477,2052,2478,725,90,103,39242,2530,9715,1504,5803,1312,3783,919,129,212,0,203,29527,2270,18244,1897,10214,1672,922,479,147,234,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,573647,14621,233488,8547,118700,5427,74552,4541,35635,3438,4601,1132,340159,11393,62065,4527,24357,3113,30685,3156,5907,1419,1116,592,278094,10488,76957,4481,144517,6658,49915,4948,6705,1779,4052741,29605,3100895,28510,2106235,20831,832105,14411,153865,6619,8690,1849,951846,17055,273553,9186,165401,7116,96651,5882,11145,2213,356,315,678293,13031,380866,10960,269391,8761,26747,3344,1289,747,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
