GEO_ID,C18130_001E,C18130_001M,C18130_002E,C18130_002M,C18130_003E,C18130_003M,C18130_004E,C18130_004M,C18130_005E,C18130_005M,C18130_006E,C18130_006M,C18130_007E,C18130_007M,C18130_008E,C18130_008M,C18130_009E,C18130_009M,C18130_010E,C18130_010M,C18130_011E,C18130_011M,C18130_012E,C18130_012M,C18130_013E,C18130_013M,C18130_014E,C18130_014M,C18130_015E,C18130_015M,C18130_016E,C18130_016M,C18130_017E,C18130_017M,C18130_018E,C18130_018M,C18130_019E,C18130_019M,C18130_020E,C18130_020M,C18130_021E,C18130_021M,C18130_022E,C18130_022M,NAME,C18130_001EA,C18130_001MA,C18130_002MA,C18130_002EA,C18130_003EA,C18130_003MA,C18130_004EA,C18130_004MA,C18130_005MA,C18130_005EA,C18130_006EA,C18130_006MA,C18130_007EA,C18130_007MA,C18130_008MA,C18130_008EA,C18130_009EA,C18130_009MA,C18130_010EA,C18130_010MA,C18130_011MA,C18130_011EA,C18130_012EA,C18130_012MA,C18130_013EA,C18130_013MA,C18130_014MA,C18130_014EA,C18130_015MA,C18130_015EA,C18130_016MA,C18130_016EA,C18130_017MA,C18130_017EA,C18130_018MA,C18130_018EA,C18130_019MA,C18130_019EA,C18130_020MA,C18130_020EA,C18130_021MA,C18130_021EA,C18130_022MA,C18130_022EA,state
0400000US01,4706844,2723,1094482,3811,46853,3495,18626,2227,28227,2953,1047629,5569,278965,10380,768664,10902,2910291,4434,416728,10112,120981,5232,295747,8405,2493563,10867,390058,11861,2103505,15288,702071,2771,290424,6401,39579,2968,250845,6048,411647,5853,34810,2997,376837,5961,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,707088,2393,184661,1396,6711,1389,823,450,5888,1321,177950,1939,21554,2362,156396,3014,457840,2191,46622,3709,8064,1524,38558,3344,411218,4103,33117,2718,378101,4514,64587,1146,25636,1892,1537,561,24099,1871,38951,1787,1814,716,37137,1685,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6467526,3889,1589602,3544,51698,3457,17134,2674,34564,2740,1537904,4327,403966,15567,1133938,15795,3871103,2552,398366,12387,118769,6906,279597,10856,3472737,11955,576752,17556,2895985,21393,1006821,1666,347919,8231,39471,3147,308448,7731,658902,8180,50079,3858,608823,8782,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2869223,3273,697422,3137,40125,3497,15024,2424,25101,2827,657297,4627,187432,9237,469865,8813,1733812,3161,267974,7802,77364,5058,190610,6067,1465838,9055,239575,8916,1226263,11624,437989,2282,185630,4828,25934,2348,159696,4469,252359,5165,20140,2206,232219,5169,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37514516,9930,9029269,9420,293400,9727,94188,5186,199212,7972,8735869,13690,2027163,33979,6708706,33958,23788167,6710,1980201,26821,538141,14002,1442060,22878,21807966,27463,3178734,37731,18629232,46505,4697080,3683,1734106,16952,241019,8349,1493087,17087,2962974,16729,247174,7649,2715800,17305,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5127247,3317,1226054,3825,39815,3527,9813,1875,30002,2964,1186239,5098,196829,11050,989410,10653,3272052,4490,301970,9023,70718,4908,231252,7636,2970082,9940,343417,10308,2626665,15228,629141,2142,215935,5734,21667,2267,194268,5577,413206,5861,24677,2480,388529,6382,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3481261,2617,775131,2346,28617,2684,7207,1361,21410,2568,746514,3541,105516,6913,640998,7251,2184594,1728,178882,8727,41119,3877,137763,7363,2005712,9041,181405,8798,1824307,12073,521536,1355,167450,4244,16780,2095,150670,4320,354086,4394,21824,1932,332262,4511,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,898021,1651,200654,1074,9274,1614,1553,788,7721,1572,191380,1974,34507,5331,156873,5251,554342,1332,59181,4094,12487,2049,46694,3599,495161,4260,52406,5121,442755,6727,143025,657,45864,2365,4567,1128,41297,2213,97161,2585,5766,1152,91395,2851,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,610255,986,109340,878,5132,1164,2336,774,2796,841,104208,1371,27369,3849,76839,3939,429522,911,38901,3437,14348,2008,24553,2804,390621,3640,59019,4207,331602,5201,71393,513,23873,1626,6334,1069,17539,1573,47520,1637,6145,1234,41375,2044,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19092715,8210,3954275,7498,162743,8132,58648,5185,104095,6498,3791532,10842,910117,28641,2881415,30421,11560043,6117,1193586,22000,339227,11588,854359,19075,10366457,22381,1562337,30918,8804120,35132,3578397,4016,1219925,14757,152741,6675,1067184,13453,2358472,14733,229151,8683,2129321,17054,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
