GEO_ID,B01002I_001E,B01002I_001M,B01002I_002E,B01002I_002M,B01002I_003E,B01002I_003M,NAME,B01002I_001MA,B01002I_001EA,B01002I_002EA,B01002I_002MA,B01002I_003MA,B01002I_003EA,state
0400000US01,24.5,0.6,24.5,1.0,24.4,1.1,Alabama,null,null,null,null,null,null,01
0400000US02,24.5,1.0,24.4,1.1,25.1,2.4,Alaska,null,null,null,null,null,null,02
0400000US04,26.4,0.2,25.7,0.2,27.0,0.2,Arizona,null,null,null,null,null,null,04
0400000US05,23.0,1.2,23.0,1.5,23.2,1.7,Arkansas,null,null,null,null,null,null,05
0400000US06,28.0,0.1,27.5,0.2,28.6,0.1,California,null,null,null,null,null,null,06
0400000US08,26.9,0.3,26.6,0.3,27.4,0.4,Colorado,null,null,null,null,null,null,08
0400000US09,28.1,0.3,27.2,0.4,29.0,0.4,Connecticut,null,null,null,null,null,null,09
0400000US10,26.2,0.4,26.3,0.5,26.1,1.0,Delaware,null,null,null,null,null,null,10
0400000US11,30.3,0.2,30.7,0.4,30.1,0.1,District of Columbia,null,null,null,null,null,null,11
0400000US12,34.5,0.2,33.0,0.3,36.0,0.2,Florida,null,null,null,null,null,null,12
0400000US13,25.5,0.2,25.7,0.4,25.1,0.5,Georgia,null,null,null,null,null,null,13
0400000US15,24.9,0.4,24.1,0.7,25.4,0.6,Hawaii,null,null,null,null,null,null,15
0400000US16,23.0,0.6,23.3,0.9,22.6,0.9,Idaho,null,null,null,null,null,null,16
0400000US17,27.3,0.1,27.3,0.2,27.3,0.2,Illinois,null,null,null,null,null,null,17
0400000US18,24.3,0.4,24.5,0.4,24.2,0.5,Indiana,null,null,null,null,null,null,18
0400000US19,22.5,0.7,23.4,1.1,21.8,0.8,Iowa,null,null,null,null,null,null,19
0400000US20,23.3,0.5,23.6,0.7,23.1,0.6,Kansas,null,null,null,null,null,null,20
0400000US21,24.3,0.8,25.4,0.7,21.5,1.5,Kentucky,null,null,null,null,null,null,21
0400000US22,29.7,0.7,30.1,0.5,28.6,1.3,Louisiana,null,null,null,null,null,null,22
0400000US23,25.5,3.7,23.8,5.8,26.9,4.4,Maine,null,null,null,null,null,null,23
0400000US24,28.6,0.2,28.3,0.4,28.9,0.4,Maryland,null,null,null,null,null,null,24
0400000US25,26.9,0.2,26.0,0.2,27.9,0.3,Massachusetts,null,null,null,null,null,null,25
0400000US26,24.4,0.4,24.2,0.5,24.6,0.5,Michigan,null,null,null,null,null,null,26
0400000US27,23.5,0.5,23.8,0.6,23.3,0.6,Minnesota,null,null,null,null,null,null,27
0400000US28,27.6,0.9,28.5,0.9,24.4,3.9,Mississippi,null,null,null,null,null,null,28
0400000US29,24.3,0.7,24.4,1.0,24.2,0.8,Missouri,null,null,null,null,null,null,29
0400000US30,22.4,2.0,23.2,3.5,21.8,2.8,Montana,null,null,null,null,null,null,30
0400000US31,23.2,0.6,24.5,1.2,22.2,1.1,Nebraska,null,null,null,null,null,null,31
0400000US32,27.0,0.2,26.9,0.3,27.1,0.3,Nevada,null,null,null,null,null,null,32
0400000US33,26.2,1.5,26.6,2.4,25.9,2.3,New Hampshire,null,null,null,null,null,null,33
0400000US34,30.7,0.1,29.9,0.1,31.8,0.2,New Jersey,null,null,null,null,null,null,34
0400000US35,30.6,0.2,29.8,0.1,31.6,0.4,New Mexico,null,null,null,null,null,null,35
0400000US36,30.8,0.2,29.8,0.2,32.1,0.2,New York,null,null,null,null,null,null,36
0400000US37,24.3,0.4,24.7,0.7,24.0,0.4,North Carolina,null,null,null,null,null,null,37
0400000US38,22.7,1.8,23.0,2.2,22.5,3.8,North Dakota,null,null,null,null,null,null,38
0400000US39,25.0,0.4,25.1,0.5,25.0,0.6,Ohio,null,null,null,null,null,null,39
0400000US40,23.4,0.4,23.8,0.4,22.8,0.7,Oklahoma,null,null,null,null,null,null,40
0400000US41,24.4,0.3,24.5,0.5,24.3,0.6,Oregon,null,null,null,null,null,null,41
0400000US42,25.8,0.2,25.6,0.3,26.1,0.3,Pennsylvania,null,null,null,null,null,null,42
0400000US44,26.2,0.6,25.6,0.9,26.9,0.9,Rhode Island,null,null,null,null,null,null,44
0400000US45,26.4,0.6,27.2,0.8,24.9,1.4,South Carolina,null,null,null,null,null,null,45
0400000US46,23.0,1.4,23.1,1.4,22.7,3.1,South Dakota,null,null,null,null,null,null,46
0400000US47,24.6,0.5,25.5,0.6,23.5,0.5,Tennessee,null,null,null,null,null,null,47
0400000US48,27.6,0.1,27.1,0.2,28.1,0.2,Texas,null,null,null,null,null,null,48
0400000US49,23.8,0.4,23.9,0.4,23.8,0.4,Utah,null,null,null,null,null,null,49
0400000US50,25.7,2.1,25.6,2.3,26.6,5.2,Vermont,null,null,null,null,null,null,50
0400000US51,28.0,0.3,28.1,0.5,27.9,0.5,Virginia,null,null,null,null,null,null,51
0400000US53,24.0,0.3,24.4,0.3,23.7,0.3,Washington,null,null,null,null,null,null,53
0400000US54,25.4,1.6,29.8,4.7,23.2,2.7,West Virginia,null,null,null,null,null,null,54
0400000US55,24.3,0.5,24.8,0.7,23.9,0.6,Wisconsin,null,null,null,null,null,null,55
0400000US56,26.4,2.1,26.1,3.0,26.8,2.9,Wyoming,null,null,null,null,null,null,56
0400000US72,38.5,0.2,36.7,0.1,40.3,0.2,Puerto Rico,null,null,null,null,null,null,72
