GEO_ID,C17010_001E,C17010_001M,C17010_002E,C17010_002M,C17010_003E,C17010_003M,C17010_004E,C17010_004M,C17010_005E,C17010_005M,C17010_006E,C17010_006M,C17010_007E,C17010_007M,C17010_008E,C17010_008M,C17010_009E,C17010_009M,C17010_010E,C17010_010M,C17010_011E,C17010_011M,C17010_012E,C17010_012M,C17010_013E,C17010_013M,C17010_014E,C17010_014M,C17010_015E,C17010_015M,C17010_016E,C17010_016M,C17010_017E,C17010_017M,NAME,C17010_001EA,C17010_001MA,C17010_002MA,C17010_002EA,C17010_003EA,C17010_003MA,C17010_004EA,C17010_004MA,C17010_005MA,C17010_005EA,C17010_006MA,C17010_006EA,C17010_007EA,C17010_007MA,C17010_008MA,C17010_008EA,C17010_009EA,C17010_009MA,C17010_010EA,C17010_010MA,C17010_011MA,C17010_011EA,C17010_012MA,C17010_012EA,C17010_013EA,C17010_013MA,C17010_014MA,C17010_014EA,C17010_015MA,C17010_015EA,C17010_016MA,C17010_016EA,C17010_017MA,C17010_017EA,state
0400000US01,1222568,14007,174593,5454,50938,3329,29096,2749,123655,5176,16642,2341,10979,1839,107013,4850,91987,4558,1047975,12811,806927,13011,305607,8782,241048,8506,63840,4466,30401,3250,177208,6823,95323,5507,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,9814,1095,3224,535,2263,481,6590,957,1602,421,1380,389,4988,887,4657,876,155617,3391,123278,3925,56217,2934,32339,2400,12502,1764,7524,1276,19837,1610,12069,1299,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,213512,6823,91562,4923,58306,4333,121950,5349,25835,2700,19107,2474,96115,4873,82272,4541,1358798,12983,1045031,11565,405362,7630,313767,10077,103626,6418,56269,4641,210141,7236,127213,5587,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,108793,4870,39058,3020,24769,2461,69735,4077,13064,2061,9679,1659,56671,3500,49165,3349,642331,9468,509479,8797,197559,5561,132852,5003,39438,3104,20880,2507,93414,4501,50235,4032,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,1092977,14174,462770,10647,326627,9258,630207,11812,136695,5738,105584,5379,493512,9785,414633,9208,7552993,30734,5697544,28260,2645513,21111,1855449,18633,621667,12504,302314,8488,1233782,13731,655245,11600,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,111594,5324,45912,3809,30677,2999,65682,3667,11582,1915,8326,1745,54100,3537,48619,3531,1168347,10778,936290,11617,404522,8429,232057,7209,76804,5221,44443,3870,155253,5684,95952,5054,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,67625,4089,18952,2417,10111,1676,48673,3115,6060,1505,3911,1127,42613,3022,36239,2775,822668,9009,638933,9589,265747,6686,183735,6411,51208,3549,24354,2666,132527,5470,76426,5021,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,19335,2274,6207,1349,4035,1105,13128,1840,1747,768,1298,717,11381,1673,9674,1548,209029,4873,158526,4790,57687,3327,50503,3510,12901,1748,7429,1555,37602,3276,21558,2405,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,18901,2027,3481,929,1279,503,15420,2011,2054,714,1749,736,13366,1966,10786,1728,101566,3750,62324,3075,25575,2238,39242,2530,9715,1504,4516,1017,29527,2270,15294,1897,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,573647,14621,233488,8547,124045,6419,340159,11393,62065,4527,44269,3852,278094,10488,229642,10031,4052741,29605,3100895,28510,1071873,17512,951846,17055,273553,9186,129791,6197,678293,13031,363817,10098,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2389803,16893,346652,9098,121547,6217,75308,4975,225105,7304,36259,3715,26126,3355,188846,7307,161329,6605,2043151,17369,1551157,16529,672900,10917,491994,12413,139443,6317,75160,5328,352551,9633,207139,7421,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311203,4720,22104,2150,9098,1355,4650,994,13006,1611,3288,984,2287,899,9718,1365,8065,1371,289099,4979,226092,4799,100071,4208,63007,3971,19756,2125,10028,1661,43251,3488,20598,2477,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,410061,6537,42621,3508,20025,2292,12287,1792,22596,2518,5339,1542,4765,1535,17257,2240,15976,2105,367440,6439,304897,6146,132375,4885,62543,3665,22279,2407,14051,2182,40264,3045,24031,2437,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3128369,16865,336300,8797,114178,5289,75048,4268,222122,6513,38918,3214,29394,2646,183204,6098,157625,5717,2792069,16410,2185466,17613,933900,13026,606603,11632,183341,5881,91008,4891,423262,9450,231097,7399,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1647941,12570,195995,6985,66213,4206,41770,3049,129782,5588,22096,2619,17406,2295,107686,5389,93192,5285,1451946,12889,1159991,12181,467737,8969,291955,8414,92177,4459,51519,3848,199778,7560,116766,5738,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793749,7802,64097,3688,20459,1867,11087,1425,43638,2894,7450,1116,6171,1038,36188,2512,33447,2404,729652,7685,604648,7402,237271,5476,125004,5124,45582,3176,27891,2221,79422,3915,48717,3218,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,735596,7493,70937,4162,27616,2432,17849,2149,43321,3714,5850,1173,4252,1018,37471,3467,34127,3136,664659,8088,540549,7886,231458,5874,124110,4907,42494,3195,25669,2387,81616,4034,48097,3280,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1139596,10907,165026,5325,61993,3848,34683,2875,103033,4941,19050,2336,13762,2072,83983,4090,72078,3897,974570,10050,771347,8914,299742,7502,203223,6723,67821,4643,33843,3267,135402,5445,73820,4014,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129437,12269,173115,5872,41715,3054,21821,2277,131400,5137,15795,2153,10299,1887,115605,5018,97872,5033,956322,11629,703917,11605,291143,9341,252405,6243,75010,5466,36707,3990,177395,5878,100068,5010,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,338609,6098,32477,2997,12059,1586,5397,1085,20418,2331,3813,997,3172,988,16605,2265,13871,2080,306132,5500,251454,5302,82171,3725,54678,4018,19898,2682,13214,2303,34780,2749,20603,2292,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
