GEO_ID,C27001A_001E,C27001A_001M,C27001A_002E,C27001A_002M,C27001A_003E,C27001A_003M,C27001A_004E,C27001A_004M,C27001A_005E,C27001A_005M,C27001A_006E,C27001A_006M,C27001A_007E,C27001A_007M,C27001A_008E,C27001A_008M,C27001A_009E,C27001A_009M,C27001A_010E,C27001A_010M,NAME,C27001A_001MA,C27001A_001EA,C27001A_002MA,C27001A_002EA,C27001A_003EA,C27001A_003MA,C27001A_004MA,C27001A_004EA,C27001A_005MA,C27001A_005EA,C27001A_006MA,C27001A_006EA,C27001A_007MA,C27001A_007EA,C27001A_008EA,C27001A_008MA,C27001A_009EA,C27001A_009MA,C27001A_010MA,C27001A_010EA,state
0400000US01,3285404,8104,696911,4276,667910,5353,29001,4345,2024123,5548,1664200,11893,359923,12103,564370,1635,562441,1654,1929,769,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,472224,3009,104532,1422,95243,2550,9289,2178,317941,2175,261008,4284,56933,4432,49751,734,49320,789,431,285,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5161863,20562,1178768,9410,1049028,12347,129740,9789,3069362,12974,2392588,17054,676774,16979,913733,3332,908059,3525,5674,1123,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2268911,6674,506801,3740,478885,4893,27916,3929,1373354,4193,1063332,10504,310022,10969,388756,1356,387814,1570,942,858,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23440958,60751,5260004,24784,4883653,27852,376351,15697,14757163,42910,11494371,44089,3262792,40912,3423791,8247,3384088,8831,39703,3435,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4345599,16745,970266,8659,891539,8834,78727,5400,2796624,11491,2301446,14779,495178,14048,578709,2052,575435,2207,3274,858,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2743764,12202,548640,5671,528371,5896,20269,3113,1726936,7716,1553237,10334,173699,9568,468188,1665,466015,1839,2173,854,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,629712,4991,121397,2444,115548,2803,5849,1879,389133,3399,340786,4607,48347,3960,119182,628,119018,651,164,155,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,260484,4797,29986,1706,29260,1800,726,502,205544,3235,195453,3677,10091,1876,24954,877,24954,877,0,203,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14706736,24723,2724828,11962,2433998,16456,290830,13963,8806567,16567,6404861,28782,2401706,29729,3175341,4434,3137166,5798,38175,4701,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5942191,18805,1349939,9008,1227592,11516,122347,8645,3715051,12267,2883405,17164,831646,18731,877201,2814,869328,3298,7873,1993,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,324634,5043,52383,2689,51322,2678,1061,495,214650,3340,190859,3905,23791,2656,57601,750,57331,765,270,158,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1458744,6295,377909,3467,345621,5034,32288,4225,869962,3466,678295,9194,191667,9661,210873,942,209330,1426,1543,1091,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9252796,22922,2010587,11011,1934490,11828,76097,5669,5861226,15418,4978370,17320,882856,19263,1380983,3472,1368837,3733,12146,2075,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5457368,10279,1240679,5654,1139941,8349,100738,7180,3407500,6690,2811129,13386,596371,13653,809189,2164,806509,2075,2680,720,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2784885,6634,624955,3658,600489,4944,24466,3211,1715055,3820,1530001,6749,185054,6476,444875,1317,443749,1468,1126,500,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2432711,7246,585606,3973,555092,5273,30514,3811,1487694,4513,1245470,9207,242224,8886,359411,1399,358449,1460,962,325,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3792529,4849,845426,3245,793876,5276,51550,4925,2375443,3502,1912859,12180,462584,11788,571660,1458,570236,1630,1424,546,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2858720,7579,618203,3274,581562,4669,36641,3951,1800499,5640,1437639,12665,362860,12630,440018,1511,437852,1651,2166,767,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1247632,1936,237165,1412,223244,2546,13921,2412,786524,1392,663153,5937,123371,5939,223943,692,223666,731,277,202,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3366520,14295,680807,5715,655320,5906,25487,3424,2141448,9882,1912926,11088,228522,9428,544265,2161,541359,2554,2906,1042,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5272398,13770,1013195,6516,999185,6951,14010,2770,3399429,9185,3252400,11941,147029,7487,859774,2201,858489,2329,1285,618,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7761272,8083,1639559,4799,1579280,7416,60279,4980,4858393,5385,4160143,13738,698250,13319,1263320,1819,1259235,2236,4085,1337,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4550754,7353,978672,4105,931776,5427,46896,3972,2881250,4477,2617157,7757,264093,7836,690832,1289,689371,1289,1461,609,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1732298,5028,379143,2394,351822,4695,27321,4097,1055634,3521,835391,9963,220243,9634,297521,1325,296964,1405,557,340,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4921843,7177,1081676,4086,1009623,7148,72053,5410,3053370,5124,2547568,13499,505802,13029,786797,1567,783738,1845,3059,918,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,892921,2652,183817,1402,168801,2791,15016,2734,556064,1809,443234,5852,112830,5923,153040,544,152590,573,450,251,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1627211,5829,386671,3166,366566,3902,20105,2790,999919,3486,856091,7303,143828,7266,240621,949,239614,1086,1007,473,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1887549,16694,406844,7923,348314,8704,58530,6342,1177556,10421,889322,12577,288234,10822,303149,2298,300249,2287,2900,911,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1223852,3489,243371,1843,233801,2494,9570,1840,790231,2456,671829,6933,118402,6394,190250,746,190229,750,21,25,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6007236,24411,1265350,9752,1205133,11034,60217,6372,3731255,17027,3173799,16641,557456,14660,1010631,3294,1002321,3471,8310,1975,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1545917,13135,355638,6155,328632,6963,27006,4177,931916,8571,712079,9232,219837,10723,258363,2130,255169,2394,3194,1181,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12550812,29212,2469494,12704,2375813,12731,93681,7008,7982240,19403,7062098,27165,920142,20754,2099078,5893,2089062,6052,10016,1868,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6683398,16196,1408584,7847,1325986,10226,82598,6785,4164654,10849,3361360,17423,803294,17340,1110160,2638,1106349,2783,3811,992,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,630385,1536,133874,821,125618,2032,8256,1792,402905,1273,359119,3785,43786,3930,93606,430,93458,447,148,96,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9422130,8400,2031020,4512,1919509,8913,111511,7869,5885288,5762,5033952,17404,851336,15873,1505822,2534,1500125,2637,5697,1177,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2762552,6510,601980,3773,554786,4894,47194,3421,1706081,4220,1338822,9309,367259,9516,454491,1247,452178,1208,2313,574,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3343285,10968,685787,5997,646414,6861,39373,4776,2098789,6089,1667772,13156,431017,12006,558709,1497,557143,1665,1566,614,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10298842,15393,2027186,7674,1915679,10149,111507,7805,6447535,9032,5691546,14230,755989,14408,1824121,2880,1815463,3224,8658,1540,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,833164,6678,152029,3229,145004,3529,7025,1689,538385,4208,468968,5574,69417,4390,142750,1114,142550,1137,200,171,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
