GEO_ID,C27001A_001E,C27001A_001M,C27001A_002E,C27001A_002M,C27001A_003E,C27001A_003M,C27001A_004E,C27001A_004M,C27001A_005E,C27001A_005M,C27001A_006E,C27001A_006M,C27001A_007E,C27001A_007M,C27001A_008E,C27001A_008M,C27001A_009E,C27001A_009M,C27001A_010E,C27001A_010M,NAME,C27001A_001MA,C27001A_001EA,C27001A_002MA,C27001A_002EA,C27001A_003EA,C27001A_003MA,C27001A_004MA,C27001A_004EA,C27001A_005MA,C27001A_005EA,C27001A_006MA,C27001A_006EA,C27001A_007MA,C27001A_007EA,C27001A_008EA,C27001A_008MA,C27001A_009EA,C27001A_009MA,C27001A_010MA,C27001A_010EA,state
0400000US45,3157127,7369,649543,3716,599556,5962,49987,5801,1951639,4567,1556466,11958,395173,12161,555945,1396,553778,1460,2167,753,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,705806,2481,159211,1194,152469,1860,6742,1506,434161,1873,381524,3807,52637,3490,112434,448,111920,636,514,408,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4992777,9752,1069309,4819,1011352,7171,57957,5741,3112060,6601,2541938,14714,570122,14703,811408,1619,809092,1780,2316,779,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19520064,43655,5113510,21425,4457116,26744,656394,21474,11985150,29750,8522098,42556,3463052,39050,2421404,6574,2382121,6551,39283,3948,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2512888,11674,753900,6290,694768,6081,59132,5309,1492926,6392,1249464,9312,243462,9563,266062,1102,264296,1352,1766,851,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,589794,677,112509,452,108881,1448,3628,1328,380344,620,342370,2901,37974,2944,96941,277,96683,319,258,164,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5599741,11379,1179218,5238,1117137,7468,62081,5837,3559188,8751,3025415,15459,533773,15320,861335,2265,855936,2390,5399,1264,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5359426,17213,1131102,8835,1070314,10342,60788,6084,3399975,9832,2796982,15251,602993,14654,828349,1776,824335,2131,4014,1258,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1716458,2326,348792,1338,330122,3695,18670,3443,1067724,2041,848981,8625,218743,8418,299942,998,299290,1069,652,390,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4920489,8570,1037095,4614,990646,5658,46449,3835,3104163,4944,2755190,9459,348973,9104,779231,1302,777575,1440,1656,520,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,521025,4054,119915,1986,114185,2217,5730,1325,328268,2449,268130,4604,60138,4255,72842,891,72603,873,239,238,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2581960,21419,572692,9648,553733,9735,18959,2893,1552032,14820,1423800,14886,128232,6095,457236,5076,453868,5093,3368,1102,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
