GEO_ID,B27002_001E,B27002_001M,B27002_002E,B27002_002M,B27002_003E,B27002_003M,B27002_004E,B27002_004M,B27002_005E,B27002_005M,B27002_006E,B27002_006M,B27002_007E,B27002_007M,B27002_008E,B27002_008M,B27002_009E,B27002_009M,B27002_010E,B27002_010M,B27002_011E,B27002_011M,B27002_012E,B27002_012M,B27002_013E,B27002_013M,B27002_014E,B27002_014M,B27002_015E,B27002_015M,B27002_016E,B27002_016M,B27002_017E,B27002_017M,B27002_018E,B27002_018M,B27002_019E,B27002_019M,B27002_020E,B27002_020M,B27002_021E,B27002_021M,B27002_022E,B27002_022M,B27002_023E,B27002_023M,B27002_024E,B27002_024M,B27002_025E,B27002_025M,B27002_026E,B27002_026M,B27002_027E,B27002_027M,B27002_028E,B27002_028M,B27002_029E,B27002_029M,B27002_030E,B27002_030M,B27002_031E,B27002_031M,B27002_032E,B27002_032M,B27002_033E,B27002_033M,B27002_034E,B27002_034M,B27002_035E,B27002_035M,B27002_036E,B27002_036M,B27002_037E,B27002_037M,B27002_038E,B27002_038M,B27002_039E,B27002_039M,B27002_040E,B27002_040M,B27002_041E,B27002_041M,B27002_042E,B27002_042M,B27002_043E,B27002_043M,B27002_044E,B27002_044M,B27002_045E,B27002_045M,B27002_046E,B27002_046M,B27002_047E,B27002_047M,B27002_048E,B27002_048M,B27002_049E,B27002_049M,B27002_050E,B27002_050M,B27002_051E,B27002_051M,B27002_052E,B27002_052M,B27002_053E,B27002_053M,B27002_054E,B27002_054M,B27002_055E,B27002_055M,B27002_056E,B27002_056M,B27002_057E,B27002_057M,NAME,B27002_001MA,B27002_001EA,B27002_002EA,B27002_002MA,B27002_003MA,B27002_003EA,B27002_004EA,B27002_004MA,B27002_005MA,B27002_005EA,B27002_006MA,B27002_006EA,B27002_007MA,B27002_007EA,B27002_008EA,B27002_008MA,B27002_009EA,B27002_009MA,B27002_010EA,B27002_010MA,B27002_011EA,B27002_011MA,B27002_012EA,B27002_012MA,B27002_013EA,B27002_013MA,B27002_014EA,B27002_014MA,B27002_015EA,B27002_015MA,B27002_016MA,B27002_016EA,B27002_017EA,B27002_017MA,B27002_018EA,B27002_018MA,B27002_019MA,B27002_019EA,B27002_020EA,B27002_020MA,B27002_021MA,B27002_021EA,B27002_022MA,B27002_022EA,B27002_023EA,B27002_023MA,B27002_024MA,B27002_024EA,B27002_025MA,B27002_025EA,B27002_026EA,B27002_026MA,B27002_027EA,B27002_027MA,B27002_028MA,B27002_028EA,B27002_029EA,B27002_029MA,B27002_030MA,B27002_030EA,B27002_031MA,B27002_031EA,B27002_032EA,B27002_032MA,B27002_033MA,B27002_033EA,B27002_034MA,B27002_034EA,B27002_035EA,B27002_035MA,B27002_036MA,B27002_036EA,B27002_037MA,B27002_037EA,B27002_038MA,B27002_038EA,B27002_039MA,B27002_039EA,B27002_040MA,B27002_040EA,B27002_041EA,B27002_041MA,B27002_042EA,B27002_042MA,B27002_043EA,B27002_043MA,B27002_044EA,B27002_044MA,B27002_045EA,B27002_045MA,B27002_046EA,B27002_046MA,B27002_047MA,B27002_047EA,B27002_048EA,B27002_048MA,B27002_049EA,B27002_049MA,B27002_050MA,B27002_050EA,B27002_051EA,B27002_051MA,B27002_052MA,B27002_052EA,B27002_053MA,B27002_053EA,B27002_054EA,B27002_054MA,B27002_055EA,B27002_055MA,B27002_056MA,B27002_056EA,B27002_057EA,B27002_057MA,state
0400000US01,4755381,1814,2284668,5599,179773,4207,85777,4715,93996,5152,383344,4647,224306,6542,159038,6459,243352,4259,157098,4830,86254,5491,288265,4614,180777,4834,107488,5165,279410,3586,192609,5397,86801,4521,313967,2963,225530,4058,88437,4501,293729,1999,213053,3833,80676,3504,190180,1968,126071,2989,64109,3283,112648,1728,76857,2642,35791,2350,2470713,5159,175160,3797,84016,3898,91144,4970,369567,3768,212858,5414,156709,5950,244927,3282,157071,4602,87856,4658,307208,4066,190228,4641,116980,5639,314523,3522,213665,4920,100858,5438,337379,2481,245932,5235,91447,5015,322706,1851,236448,4605,86258,4463,224389,1875,144057,3482,80332,3682,174854,1842,113451,2877,61403,2672,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,32520,1140,18078,1380,14442,1441,64453,1770,40917,2433,23536,2048,41124,1698,25478,2340,15646,1697,53122,1828,32115,2349,21007,2076,44886,1749,29330,2050,15556,2153,50630,1328,35510,1556,15120,1516,47868,960,34353,1591,13515,1431,22353,942,15582,1037,6771,1101,9908,768,6452,1022,3456,889,345384,2157,32990,1529,17655,1810,15335,1670,57922,1803,34516,2284,23406,2161,36049,1261,22504,1604,13545,1646,51378,1318,33289,1950,18089,1558,42352,1227,29787,1734,12565,1624,49128,1073,35563,1548,13565,1469,43239,814,32542,1308,10697,1236,20604,843,14369,1005,6235,741,11722,617,6427,732,5295,881,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,265183,4042,135895,4483,129288,5055,558687,4205,309921,7408,248766,8064,326762,2780,185244,6378,141518,5715,425036,3282,242650,5991,182386,5674,401090,2253,257579,5804,143511,5852,403433,1984,259793,5091,143640,5405,363766,1445,248356,4565,115410,4482,275142,1670,153263,3483,121879,3614,187963,1227,116832,3332,71131,3254,3314164,2699,255713,3782,130920,5240,124793,5294,533922,3863,292193,7355,241729,7330,319421,1819,175197,5110,144224,4929,425403,2362,246529,5852,178874,6027,409803,1821,257912,5419,151891,5471,418774,1670,283839,5656,134935,5320,407412,1292,291995,4607,115417,4572,310038,1235,176093,3671,133945,3871,233678,1241,140202,3566,93476,3679,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,125825,3669,50244,3493,75581,4741,243712,4285,117854,4856,125858,5690,143084,3384,85000,4253,58084,4081,183693,4213,109084,4730,74609,3980,173279,3081,108972,3932,64307,3794,187840,3143,121960,4537,65880,3716,174607,1658,110557,3527,64050,3146,119768,1332,68141,2823,51627,2720,76038,1155,46353,2147,29685,2089,1479168,4700,110963,3302,44635,3301,66328,3872,228625,3962,111821,4815,116804,4920,138908,2462,81373,3178,57535,3257,188463,3491,109571,5103,78892,5003,186682,3062,121203,3884,65479,3645,194570,2228,132018,2870,62552,3411,188774,1745,129102,3627,59672,3087,137191,1477,81378,2340,55813,2402,104992,1495,59647,2177,45345,2683,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,1544605,9273,795532,11552,749073,12078,3140230,9566,1747763,16854,1392467,17862,1990437,5393,1160532,14319,829905,14634,2761996,5444,1574882,15902,1187114,14982,2516012,5082,1603616,13745,912396,12518,2544631,3997,1728154,13258,816477,12866,2104838,2803,1440611,9609,664227,9296,1239368,2545,677324,8105,562044,7856,836354,2691,465532,6872,370822,6539,19153082,6595,1474376,8848,750813,12079,723563,11902,2998744,9025,1660029,15063,1338715,14794,1922021,3846,1112646,12718,809375,11978,2699300,3515,1622526,12054,1076774,12400,2563856,3779,1660038,13169,903818,13017,2604238,2991,1777381,13301,826857,12972,2269189,2414,1550125,11638,719064,11305,1428312,2553,754304,8892,674008,8841,1193046,2975,611860,7723,581186,7708,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,207533,3668,124186,4094,83347,4765,425567,4242,279156,5309,146411,5530,253817,3558,177313,4736,76504,4920,377414,3735,242255,5891,135159,6663,355744,3044,254515,4622,101229,4793,347512,2629,262533,4459,84979,3809,318649,1686,241891,3768,76758,3212,181353,1445,108465,3133,72888,3224,103629,1327,71416,2261,32213,2017,2602054,4073,196257,3886,117904,3881,78353,3645,409834,4312,264989,6334,144845,5896,240889,2145,163391,3843,77498,3639,372187,3081,251601,5047,120586,4595,346376,2587,253849,4659,92527,4133,357361,2122,277000,4164,80361,4335,334991,1945,259851,3975,75140,3768,197218,1766,121119,3210,76099,3048,146941,1868,95202,2782,51739,2643,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,118865,2752,73428,3389,45437,3285,279925,2900,186768,4647,93157,4715,171600,1501,123936,3542,47664,3454,212035,1698,137525,4551,74510,4757,213632,1589,154377,3606,59255,3776,267654,1488,209586,4260,58068,3833,228602,913,180175,3336,48427,3429,133728,826,85651,2658,48077,2698,92658,1166,62708,2161,29950,1820,1822710,2714,114793,2384,68560,3581,46233,3256,270576,2866,186494,4801,84082,4613,166172,1517,119089,3916,47083,3531,217883,1625,142830,3667,75053,3767,227989,1482,169073,3060,58916,3093,284237,1091,222810,3966,61427,3928,245891,926,194219,3103,51672,3173,154423,973,95841,2645,58582,2659,140746,1503,90822,2676,49924,2552,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,35754,1466,20282,1859,15472,1927,67333,1523,42732,2371,24601,2170,44355,663,30949,1956,13406,1929,56141,1006,38683,2258,17458,2097,52652,888,37656,1761,14996,1887,61152,756,45070,1869,16082,1804,56419,677,43909,1405,12510,1346,39458,555,28945,1235,10513,1276,24328,538,18904,820,5424,767,473910,1235,33363,1495,19778,2187,13585,2116,66889,1553,43057,2428,23832,2611,45687,714,29443,2001,16244,1945,59343,1106,38364,2340,20979,2416,57455,1112,41279,2031,16176,1953,68179,944,50299,2151,17880,1981,63755,729,49714,1671,14041,1454,45855,526,33074,1291,12781,1363,33384,540,24678,1157,8706,1191,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,23832,809,14345,1532,9487,1568,32035,891,15921,1693,16114,1734,36013,593,25004,1296,11009,1223,65437,642,50334,2055,15103,1950,43171,546,32323,1475,10848,1293,37719,426,24768,1309,12951,1358,30883,390,21296,1012,9587,976,17648,534,11102,1077,6546,987,11574,675,7700,785,3874,837,337521,821,24158,1108,14613,1452,9545,1333,31262,1118,15923,1562,15339,1921,43536,160,30856,1596,12680,1562,77557,268,61439,1704,16118,1681,44988,130,32493,1662,12495,1643,37282,373,25241,1433,12041,1389,36567,274,24460,1536,12107,1530,22824,392,16271,891,6553,878,19347,497,13596,950,5751,938,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,664760,6663,290551,8029,374209,9919,1395215,7113,742059,12534,653156,14036,874610,5099,474233,10748,400377,10810,1173841,6011,592429,11976,581412,12412,1146955,5913,664828,8454,482127,10235,1301898,5130,810298,11553,491600,12006,1166565,3295,756006,8835,410559,8737,919338,3041,486933,7934,432405,7902,690763,3082,409162,7142,281601,6640,9911182,7269,635168,7689,277640,9190,357528,9605,1324692,7203,693697,14342,630995,12982,869636,4841,492316,10067,377320,9100,1194412,4768,655557,10187,538855,9176,1212030,4534,754089,9860,457941,9674,1385275,4376,905346,11421,479929,11123,1321673,3135,893165,9975,428508,9771,1051243,2953,544025,7738,507218,7810,917053,2929,493075,7046,423978,6910,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
