GEO_ID,B20017G_001E,B20017G_001M,B20017G_002E,B20017G_002M,B20017G_003E,B20017G_003M,B20017G_004E,B20017G_004M,B20017G_005E,B20017G_005M,B20017G_006E,B20017G_006M,B20017G_007E,B20017G_007M,NAME,B20017G_001MA,B20017G_001EA,B20017G_002EA,B20017G_002MA,B20017G_003MA,B20017G_003EA,B20017G_004MA,B20017G_004EA,B20017G_005MA,B20017G_005EA,B20017G_006MA,B20017G_006EA,B20017G_007EA,B20017G_007MA,state
0400000US32,26154,1505,28801,3725,40565,2576,12494,2972,23473,3521,31967,3576,10313,2745,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,24653,4837,30186,11374,42677,9228,11139,3581,22788,8717,34896,7777,7100,2189,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,24800,2754,26451,2638,47531,6156,8847,1622,21478,2545,45455,6598,7669,1572,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,20836,2616,22486,7859,41831,7871,11407,1400,17931,5095,37153,6269,6675,2167,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,26261,1091,28767,2706,41129,798,10559,1036,23245,2388,41638,1226,9067,1205,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,19709,2081,22698,3359,33465,5037,7996,1917,16362,3511,29859,2161,6763,1009,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12807,8614,9571,8133,36738,9628,7656,1380,16402,8627,36000,5998,4724,5734,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,19188,1918,21374,1837,35955,2990,6811,964,17256,1817,33140,2494,6516,1243,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,21600,718,24538,1963,38095,3376,6578,794,19510,1368,28578,3311,7150,797,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,17986,1556,20959,3319,46314,3484,6430,1690,15946,2195,34356,2149,8216,1658,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,20916,1124,22310,2459,37057,3748,7514,1305,19383,1799,35600,2934,7383,1208,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,16262,7282,11126,4119,35619,27315,4071,1033,24235,9580,37583,10938,4439,1805,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,17836,2680,20265,3504,30875,3374,6997,2489,16034,3232,29596,3826,6888,2180,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21118,2520,22147,6860,35606,6175,7862,3842,17241,8174,27973,4762,6855,2443,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,20885,1492,24959,4288,35017,6746,8237,1821,14088,2500,29862,3878,5306,1416,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,23734,1443,27727,2281,42061,1558,7320,1170,20492,1381,35401,1640,7610,936,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,17325,4202,24360,4981,39533,7587,9151,5342,12497,4453,26918,3624,5954,1688,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,16463,10279,21221,6700,29454,24871,14755,11347,13305,17581,35525,14265,2499,-333333333,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,"2,500-",***,50
0400000US51,31070,1450,36723,3176,53675,5446,9705,2835,25252,2697,41145,2246,7199,1849,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,25635,1445,30439,1782,50185,4165,10439,1244,21230,1850,40683,1864,8535,1582,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,17659,3215,20315,3553,42030,11244,6045,1760,15813,5319,36396,10692,8205,4722,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,16877,1817,18805,3063,35141,5528,8267,2167,15308,2672,29692,3232,8342,1985,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,23643,4658,26920,18114,39027,14245,4367,2874,19635,13735,27000,12176,8613,1030,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,15514,631,15681,675,22269,1418,6666,717,15237,1063,24558,1870,7650,696,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
