GEO_ID,B20017G_001E,B20017G_001M,B20017G_002E,B20017G_002M,B20017G_003E,B20017G_003M,B20017G_004E,B20017G_004M,B20017G_005E,B20017G_005M,B20017G_006E,B20017G_006M,B20017G_007E,B20017G_007M,NAME,B20017G_001MA,B20017G_001EA,B20017G_002EA,B20017G_002MA,B20017G_003MA,B20017G_003EA,B20017G_004MA,B20017G_004EA,B20017G_005MA,B20017G_005EA,B20017G_006MA,B20017G_006EA,B20017G_007EA,B20017G_007MA,state
0400000US01,23608,4721,31181,8077,45215,6997,7953,3259,14485,6184,37145,11097,5994,1741,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,27185,6173,31012,8838,42264,7614,12439,6624,24480,5680,37982,4077,12215,6331,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,21996,2252,26308,3546,42229,3780,8999,2215,18887,2782,37108,3433,7769,1183,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,21054,1936,25652,4428,34911,8356,8398,1618,16866,3234,26264,5735,5605,2869,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25625,635,30017,1597,50669,1041,10404,569,21972,984,43364,2377,9380,600,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,24722,2817,29284,2664,44623,4941,6975,1086,20714,2155,36586,2583,7373,1077,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,20959,1656,21422,2207,48170,7111,7649,2816,20249,3401,41568,5560,8206,2148,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,15622,3132,15979,14223,48556,13472,4465,4520,15444,2454,33412,12504,5537,2773,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,51073,6344,51127,16497,80794,27261,11745,9176,51029,9271,65043,9622,8986,3092,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,21427,769,22381,1503,35501,2388,10295,912,20488,1744,35153,2987,8468,1577,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,22630,2440,27810,5596,44578,8586,10322,2344,19840,2814,39053,2669,8573,2420,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,27137,1148,31778,1071,46756,4382,11107,1236,22466,2185,36989,1715,9251,1642,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,16289,3832,22324,4951,35346,5611,9472,1933,12088,3399,21806,6770,4576,2450,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,22640,2198,25688,1694,42305,3679,6574,1214,20782,1861,40821,2435,6847,722,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,20286,2161,23008,3772,37705,4434,5964,2626,18622,2550,34339,5867,8463,1554,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,18130,3358,20730,4005,37446,9511,5639,1883,15758,4222,32043,7297,6226,1951,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,21378,2037,23417,4659,34418,2777,6790,1179,17185,4675,36477,3268,6734,1787,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19943,4736,25120,6979,34017,5645,7856,1850,15145,3858,32212,7113,6596,969,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,21377,3514,27269,9664,45096,6476,9835,5977,16096,5057,26060,2069,7155,1585,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,15767,4260,13223,8459,36798,9840,5033,2849,17258,7532,30234,5319,6366,6185,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,31565,1433,36228,2292,51548,5596,8558,2657,27668,5529,51364,1699,7859,1966,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,24114,3166,28635,3653,41665,1593,10835,1159,17581,2523,38064,3441,7709,1869,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,16172,1164,20356,1624,39315,4967,7776,1318,12843,1387,31346,1482,6200,877,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,20944,1777,22223,3816,41796,2573,6014,1649,20304,3052,37051,2420,6718,1311,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,20301,4126,31184,5062,40560,5285,11364,5260,13244,5995,22307,7780,7599,5040,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18818,1952,20065,2607,38809,4439,6388,2648,16359,3442,32243,5817,4877,1485,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14635,5517,20408,9393,40352,5325,5380,1583,11994,5463,24169,10635,6532,1999,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,19924,3173,16530,7970,36108,4719,5732,1575,20808,2843,29075,3727,5867,3368,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
