GEO_ID,C15010H_001E,C15010H_001M,C15010H_002E,C15010H_002M,C15010H_003E,C15010H_003M,C15010H_004E,C15010H_004M,C15010H_005E,C15010H_005M,C15010H_006E,C15010H_006M,NAME,C15010H_001EA,C15010H_001MA,C15010H_002EA,C15010H_002MA,C15010H_003EA,C15010H_003MA,C15010H_004MA,C15010H_004EA,C15010H_005EA,C15010H_005MA,C15010H_006EA,C15010H_006MA,state
0400000US01,584417,11242,172453,6446,57598,3703,128318,4971,111913,4762,114135,5394,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,106534,4131,44322,3284,9922,1355,13766,1846,15950,1718,22574,1911,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,941674,13459,305743,8641,86199,4562,199512,6506,149100,4370,201120,6983,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,340354,9544,92266,4601,36832,2943,71236,4361,73879,4550,66141,4424,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4546088,25750,1785445,21459,314065,8479,783331,14627,356045,8641,1307202,17072,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1146803,11009,425392,8146,92009,4531,229860,6683,123076,4486,276466,7744,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,758068,11106,259404,6904,63413,3952,153949,6158,92213,3814,189089,5887,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,137196,4300,45729,2848,11378,1903,29982,2783,21589,2107,28518,2566,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,160308,2229,79467,3598,5685,1242,13167,1586,4194,872,57795,3141,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2555009,26959,769904,14349,227694,8325,607750,14563,407373,12087,542288,12372,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1228756,13557,362194,8541,104601,5598,301405,8536,195145,7473,265411,8022,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,107817,4115,41437,3016,9306,1586,18702,2219,11320,1615,27052,2421,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,249179,8147,78784,5296,25728,2286,43712,3106,46017,3781,54938,3821,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2085683,18283,626182,9093,185631,5822,470855,10070,307940,7427,495075,9631,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,896040,12744,241911,7309,110569,5101,179464,6091,172974,6225,191122,7629,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
