GEO_ID,B13008_001E,B13008_001M,B13008_002E,B13008_002M,B13008_003E,B13008_003M,B13008_004E,B13008_004M,B13008_005E,B13008_005M,B13008_006E,B13008_006M,B13008_007E,B13008_007M,B13008_008E,B13008_008M,B13008_009E,B13008_009M,B13008_010E,B13008_010M,B13008_011E,B13008_011M,B13008_012E,B13008_012M,B13008_013E,B13008_013M,B13008_014E,B13008_014M,B13008_015E,B13008_015M,NAME,B13008_001EA,B13008_001MA,B13008_002MA,B13008_002EA,B13008_003EA,B13008_003MA,B13008_004MA,B13008_004EA,B13008_005MA,B13008_005EA,B13008_006EA,B13008_006MA,B13008_007EA,B13008_007MA,B13008_008MA,B13008_008EA,B13008_009MA,B13008_009EA,B13008_010EA,B13008_010MA,B13008_011MA,B13008_011EA,B13008_012MA,B13008_012EA,B13008_013EA,B13008_013MA,B13008_014MA,B13008_014EA,B13008_015MA,B13008_015EA,state
0400000US26,2313979,4610,121880,5987,70996,3948,60051,3733,10945,1720,50884,4709,48625,4615,2259,891,2192099,7726,913466,10721,801945,9639,111521,4346,1278633,12218,1222771,12646,55862,4041,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1271452,3673,71629,4884,49616,3535,40724,3080,8892,1600,22013,2714,18058,2342,3955,1033,1199823,5975,553913,6960,477780,6777,76133,3833,645910,8427,592634,8166,53276,3431,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,721943,4225,38631,3378,19631,2556,18551,2496,1080,411,19000,2459,18962,2453,38,90,683312,5885,281621,7098,270195,7037,11426,2047,401691,7994,395420,8074,6271,1643,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1417380,4629,77139,4375,48802,3421,44753,3216,4049,1000,28337,2876,26939,2816,1398,811,1340241,6289,597595,8073,557089,7883,40506,2341,742646,9774,713518,9631,29128,3135,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,224888,2234,12242,1732,7993,1358,7908,1377,85,71,4249,1032,4249,1032,0,165,212646,2661,94657,3804,91752,3676,2905,691,117989,4248,115582,4312,2407,797,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,433122,2497,26077,2487,18654,2077,16147,1817,2507,678,7423,1244,6252,1076,1171,687,407045,3167,190889,4879,165993,3944,24896,2159,216156,4740,201094,4502,15062,1840,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,670257,2466,35476,2943,23896,2526,16085,1878,7811,1603,11580,1915,9560,1685,2020,789,634781,3726,277517,7438,178810,5524,98707,4899,357264,7516,297202,7399,60062,4946,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,308318,2421,15795,2089,10268,1607,9432,1535,836,409,5527,1520,5418,1530,109,134,292523,3207,129860,4892,115277,4778,14583,1622,162663,5409,155670,5375,6993,1474,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2138567,3887,100877,5095,68097,4088,41363,3190,26734,2566,32780,3210,24916,2951,7864,1429,2037690,6729,898082,10760,566133,9252,331949,7779,1139608,11554,924857,12293,214751,9201,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,481706,2573,28496,2643,15412,2180,12410,1917,3002,927,13084,1935,11329,1827,1755,687,453210,3290,180101,5150,142256,4557,37845,3547,273109,5551,249878,5998,23231,3304,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4901261,7123,231584,7305,155024,6780,101673,5330,53351,4269,76560,4046,60599,3603,15961,1909,4669677,10709,1848966,17013,1189969,14805,658997,11825,2820711,20050,2265908,20594,554803,12332,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2393153,5751,118248,5759,75086,4486,60006,3634,15080,2115,43162,3560,37751,3454,5411,1473,2274905,8243,1014280,12331,871806,11949,142474,5146,1260625,14646,1167555,13704,93070,5351,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,165888,1555,10066,1534,6776,1157,6482,1151,294,182,3290,916,3287,916,3,8,155822,2266,74370,2513,70317,2538,4053,1006,81452,2956,78532,2905,2920,1054,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2696291,5702,136831,5775,81830,4380,73096,3711,8734,1859,55001,3754,53291,3894,1710,670,2559460,8180,1084426,14074,1003793,13843,80633,4478,1475034,15025,1426385,15602,48649,4093,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,905512,2738,52382,2708,33621,2517,29955,2442,3666,760,18761,1770,17454,1633,1307,597,853130,3857,405547,5499,362581,5717,42966,2282,447583,6016,424595,5893,22988,2361,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,922053,3861,45186,3949,31315,3092,23775,2548,7540,1608,13871,2078,12209,1771,1662,849,876867,5271,392187,8515,318894,7202,73293,4462,484680,8031,439275,7851,45405,3766,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2956073,5528,141870,4883,87048,3666,75424,3319,11624,1602,54822,3957,51290,3978,3532,1313,2814203,7647,1167316,11361,1034009,10530,133307,4942,1646887,11548,1555323,11914,91564,6404,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,256478,1857,11650,2018,6424,1354,4964,1224,1460,632,5226,1350,4857,1342,369,330,244828,2670,93670,4192,74834,3401,18836,2223,151158,4065,132730,3951,18428,2062,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1139993,4430,58531,4203,32870,3016,29009,2803,3861,1153,25661,3114,24682,3058,979,772,1081462,5322,461165,8989,419554,8959,41611,3153,620297,9483,596480,9399,23817,2575,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,188896,1869,13341,1561,8268,1208,7605,1123,663,389,5073,860,4910,867,163,251,175555,2458,81565,2912,77193,2719,4372,1099,93990,3200,91752,3254,2238,601,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1558401,5296,83742,5084,47652,3403,40613,3194,7039,1524,36090,3745,34451,3710,1639,764,1474659,7179,679613,9271,622299,8822,57314,3933,795046,9522,764772,9960,30274,3241,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6588884,9281,387079,9902,253350,8681,178061,6983,75289,4854,133729,7399,114556,6639,19173,2425,6201805,12773,2871240,22721,2015724,21638,855516,15224,3330565,26631,2881803,23245,448762,13658,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,721862,2284,52145,3088,43302,2776,39165,2956,4137,1007,8843,1687,7483,1595,1360,766,669717,3805,348317,5568,298220,5433,50097,2706,321400,5647,294541,5791,26859,3375,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,143023,1416,5068,821,3634,734,3338,693,296,224,1434,497,1291,453,143,172,137955,1621,56331,2207,52250,2215,4081,922,81624,2741,79765,2593,1859,626,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2043963,4969,102576,4827,70788,3997,55476,3599,15312,2008,31788,3305,27124,3030,4664,1501,1941387,7218,888057,10300,698953,10642,189104,5410,1053330,12630,949486,11402,103844,6047,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1663461,4065,85373,5131,61334,4102,44011,3174,17323,2222,24039,3099,19630,2644,4409,1402,1578088,5922,724022,11455,542635,9411,181387,7011,854066,12109,751270,11732,102796,6075,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,410893,2496,16687,1964,9901,1455,9811,1434,90,97,6786,1435,6668,1416,118,183,394206,3001,178363,4877,174489,4702,3874,873,215843,5472,212381,5433,3462,1003,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1325161,3204,63908,3956,43230,3288,38364,2819,4866,1507,20678,2124,19686,1932,992,584,1261253,5046,551551,7859,502803,7573,48748,3148,709702,9190,679606,8293,30096,2926,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,133086,2405,7179,1219,5350,1102,5005,1038,345,252,1829,562,1829,562,0,193,125907,2503,62493,3203,58116,3084,4377,1168,63414,3741,61376,3630,2038,734,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,891126,3124,33517,2572,14378,1830,13643,1814,735,391,19139,2053,18441,2138,698,357,857609,4190,278664,7327,265765,7255,12899,1950,578945,8240,565338,8338,13607,1985,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
