GEO_ID,B14005_001E,B14005_001M,B14005_002E,B14005_002M,B14005_003E,B14005_003M,B14005_004E,B14005_004M,B14005_005E,B14005_005M,B14005_006E,B14005_006M,B14005_007E,B14005_007M,B14005_008E,B14005_008M,B14005_009E,B14005_009M,B14005_010E,B14005_010M,B14005_011E,B14005_011M,B14005_012E,B14005_012M,B14005_013E,B14005_013M,B14005_014E,B14005_014M,B14005_015E,B14005_015M,B14005_016E,B14005_016M,B14005_017E,B14005_017M,B14005_018E,B14005_018M,B14005_019E,B14005_019M,B14005_020E,B14005_020M,B14005_021E,B14005_021M,B14005_022E,B14005_022M,B14005_023E,B14005_023M,B14005_024E,B14005_024M,B14005_025E,B14005_025M,B14005_026E,B14005_026M,B14005_027E,B14005_027M,B14005_028E,B14005_028M,B14005_029E,B14005_029M,NAME,B14005_001EA,B14005_001MA,B14005_002MA,B14005_002EA,B14005_003EA,B14005_003MA,B14005_004MA,B14005_004EA,B14005_005EA,B14005_005MA,B14005_006EA,B14005_006MA,B14005_007EA,B14005_007MA,B14005_008MA,B14005_008EA,B14005_009EA,B14005_009MA,B14005_010MA,B14005_010EA,B14005_011EA,B14005_011MA,B14005_012EA,B14005_012MA,B14005_013MA,B14005_013EA,B14005_014MA,B14005_014EA,B14005_015MA,B14005_015EA,B14005_016MA,B14005_016EA,B14005_017MA,B14005_017EA,B14005_018MA,B14005_018EA,B14005_019EA,B14005_019MA,B14005_020EA,B14005_020MA,B14005_021EA,B14005_021MA,B14005_022MA,B14005_022EA,B14005_023MA,B14005_023EA,B14005_024EA,B14005_024MA,B14005_025EA,B14005_025MA,B14005_026EA,B14005_026MA,B14005_027EA,B14005_027MA,B14005_028MA,B14005_028EA,B14005_029MA,B14005_029EA,state
0400000US01,264851,6376,132194,4946,107323,4506,19203,2124,6887,1141,81233,4584,24871,2647,17880,2396,10234,1875,3897,1026,3749,1032,6991,1410,1668,677,1648,813,3675,1066,132657,4364,113736,4278,25546,2513,9493,1660,78697,3763,18921,2711,12467,1904,4932,1170,2401,871,5134,1378,6454,1694,1114,720,1566,678,3774,1176,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,42317,2798,23746,2013,18656,1984,5438,1452,2003,838,11215,1778,5090,962,4036,846,2960,840,555,240,521,231,1054,378,381,309,161,210,512,236,18571,1898,15545,1894,4300,1082,1383,746,9862,1539,3026,934,1683,459,874,328,238,146,571,321,1343,774,337,358,68,81,938,572,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,364600,5011,187893,2975,152743,3750,30685,2883,11324,1711,110734,3455,35150,2630,22094,2388,13338,1974,3716,992,5040,1135,13056,1812,3583,1137,2597,908,6876,1228,176707,4028,146524,4875,39238,3000,10805,1598,96481,4603,30183,3116,22106,2678,10322,1770,4268,1103,7516,1488,8077,1442,1748,638,1376,620,4953,1181,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,158421,5343,84836,3909,66837,3396,16099,1654,6449,1424,44289,3094,17999,2571,13583,2173,6496,1733,2195,719,4892,1402,4416,1318,1589,884,645,330,2182,765,73585,3562,63039,3394,14894,2137,2981,863,45164,2912,10546,1725,7805,1349,3582,1013,1444,614,2779,802,2741,933,311,234,381,225,2049,892,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2140046,10712,1106341,6858,941800,8850,133309,6080,77393,4161,731098,9095,164541,6328,119796,5119,54694,4020,24681,2820,40421,3660,44745,3429,13398,2107,9434,1511,21913,2460,1033705,8392,906446,9876,164829,6396,66584,4273,675033,9352,127259,5698,99435,4571,42825,3614,19597,2391,37013,3001,27824,3316,5649,1232,5176,1170,16999,2668,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,271685,5640,142680,3902,120659,3805,28976,3032,11644,1789,80039,3308,22021,2190,15033,1658,10027,1444,2178,729,2828,847,6988,1532,2656,780,2128,795,2204,761,129005,3701,113622,3658,34946,2595,10716,1483,67960,3627,15383,1874,11375,1512,6694,1257,1950,744,2731,719,4008,1104,1000,456,793,522,2215,789,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,206145,2847,105079,2219,90820,2473,24117,2390,10249,1928,56454,3289,14259,1726,10447,1545,7265,1330,1884,726,1298,577,3812,856,800,403,1530,732,1482,707,101066,2298,92310,2434,29517,2234,8588,1523,54205,2287,8756,1402,6991,1292,3972,1029,868,472,2151,714,1765,726,725,601,225,244,815,378,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,45246,1465,21628,1035,18936,1150,4733,1001,1014,527,13189,1362,2692,687,2018,637,1384,510,540,343,94,97,674,349,243,219,133,151,298,230,23618,1136,21474,1161,6326,1157,1217,427,13931,1232,2144,680,1480,521,688,386,444,317,348,262,664,376,0,189,90,108,574,367,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,32042,2669,15933,1656,13720,1703,2044,706,746,465,10930,1378,2213,597,1282,577,473,376,436,370,373,312,931,403,63,109,122,197,746,412,16109,1611,13895,1659,2852,817,933,477,10110,1535,2214,947,1269,752,422,319,568,516,279,295,945,865,0,203,55,92,890,857,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,966362,9778,498189,6298,413365,7551,69447,5018,33993,3452,309925,7641,84824,5667,59079,5358,32768,3931,8723,1815,17588,2896,25745,2956,7122,1480,4616,1199,14007,2123,468173,6924,399811,8064,83457,4942,30587,3183,285767,7339,68362,5867,46591,4267,22146,2774,5785,1384,18660,3223,21771,3187,4733,1362,4659,1435,12379,2161,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,582016,8005,299550,6189,244061,6578,43271,3816,23093,2919,177697,5838,55489,4567,34827,3964,19169,2774,7212,1834,8446,1566,20662,2435,4140,1344,4407,1086,12115,2127,282466,6717,243864,6628,50177,3705,20516,2592,173171,5794,38602,3053,26561,2748,11111,2186,5534,1397,9916,1718,12041,1951,3357,1147,1997,649,6687,1324,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
