GEO_ID,B23002H_001E,B23002H_001M,B23002H_002E,B23002H_002M,B23002H_003E,B23002H_003M,B23002H_004E,B23002H_004M,B23002H_005E,B23002H_005M,B23002H_006E,B23002H_006M,B23002H_007E,B23002H_007M,B23002H_008E,B23002H_008M,B23002H_009E,B23002H_009M,B23002H_010E,B23002H_010M,B23002H_011E,B23002H_011M,B23002H_012E,B23002H_012M,B23002H_013E,B23002H_013M,B23002H_014E,B23002H_014M,B23002H_015E,B23002H_015M,B23002H_016E,B23002H_016M,B23002H_017E,B23002H_017M,B23002H_018E,B23002H_018M,B23002H_019E,B23002H_019M,B23002H_020E,B23002H_020M,B23002H_021E,B23002H_021M,B23002H_022E,B23002H_022M,B23002H_023E,B23002H_023M,B23002H_024E,B23002H_024M,B23002H_025E,B23002H_025M,B23002H_026E,B23002H_026M,B23002H_027E,B23002H_027M,B23002H_028E,B23002H_028M,B23002H_029E,B23002H_029M,B23002H_030E,B23002H_030M,B23002H_031E,B23002H_031M,B23002H_032E,B23002H_032M,B23002H_033E,B23002H_033M,B23002H_034E,B23002H_034M,B23002H_035E,B23002H_035M,B23002H_036E,B23002H_036M,B23002H_037E,B23002H_037M,B23002H_038E,B23002H_038M,B23002H_039E,B23002H_039M,B23002H_040E,B23002H_040M,B23002H_041E,B23002H_041M,B23002H_042E,B23002H_042M,B23002H_043E,B23002H_043M,B23002H_044E,B23002H_044M,B23002H_045E,B23002H_045M,B23002H_046E,B23002H_046M,B23002H_047E,B23002H_047M,B23002H_048E,B23002H_048M,B23002H_049E,B23002H_049M,B23002H_050E,B23002H_050M,B23002H_051E,B23002H_051M,B23002H_052E,B23002H_052M,B23002H_053E,B23002H_053M,B23002H_054E,B23002H_054M,B23002H_055E,B23002H_055M,B23002H_056E,B23002H_056M,B23002H_057E,B23002H_057M,B23002H_058E,B23002H_058M,B23002H_059E,B23002H_059M,B23002H_060E,B23002H_060M,B23002H_061E,B23002H_061M,B23002H_062E,B23002H_062M,B23002H_063E,B23002H_063M,B23002H_064E,B23002H_064M,B23002H_065E,B23002H_065M,B23002H_066E,B23002H_066M,B23002H_067E,B23002H_067M,B23002H_068E,B23002H_068M,B23002H_069E,B23002H_069M,B23002H_070E,B23002H_070M,B23002H_071E,B23002H_071M,B23002H_072E,B23002H_072M,B23002H_073E,B23002H_073M,B23002H_074E,B23002H_074M,B23002H_075E,B23002H_075M,B23002H_076E,B23002H_076M,B23002H_077E,B23002H_077M,B23002H_078E,B23002H_078M,B23002H_079E,B23002H_079M,NAME,B23002H_001MA,B23002H_001EA,B23002H_002EA,B23002H_002MA,B23002H_003MA,B23002H_003EA,B23002H_004MA,B23002H_004EA,B23002H_005MA,B23002H_005EA,B23002H_006EA,B23002H_006MA,B23002H_007EA,B23002H_007MA,B23002H_008MA,B23002H_008EA,B23002H_009MA,B23002H_009EA,B23002H_010EA,B23002H_010MA,B23002H_011MA,B23002H_011EA,B23002H_012EA,B23002H_012MA,B23002H_013MA,B23002H_013EA,B23002H_014MA,B23002H_014EA,B23002H_015MA,B23002H_015EA,B23002H_016MA,B23002H_016EA,B23002H_017EA,B23002H_017MA,B23002H_018EA,B23002H_018MA,B23002H_019MA,B23002H_019EA,B23002H_020EA,B23002H_020MA,B23002H_021MA,B23002H_021EA,B23002H_022MA,B23002H_022EA,B23002H_023EA,B23002H_023MA,B23002H_024MA,B23002H_024EA,B23002H_025EA,B23002H_025MA,B23002H_026EA,B23002H_026MA,B23002H_027EA,B23002H_027MA,B23002H_028EA,B23002H_028MA,B23002H_029EA,B23002H_029MA,B23002H_030EA,B23002H_030MA,B23002H_031EA,B23002H_031MA,B23002H_032MA,B23002H_032EA,B23002H_033MA,B23002H_033EA,B23002H_034EA,B23002H_034MA,B23002H_035MA,B23002H_035EA,B23002H_036EA,B23002H_036MA,B23002H_037EA,B23002H_037MA,B23002H_038MA,B23002H_038EA,B23002H_039EA,B23002H_039MA,B23002H_040MA,B23002H_040EA,B23002H_041EA,B23002H_041MA,B23002H_042EA,B23002H_042MA,B23002H_043MA,B23002H_043EA,B23002H_044MA,B23002H_044EA,B23002H_045EA,B23002H_045MA,B23002H_046MA,B23002H_046EA,B23002H_047EA,B23002H_047MA,B23002H_048EA,B23002H_048MA,B23002H_049MA,B23002H_049EA,B23002H_050EA,B23002H_050MA,B23002H_051MA,B23002H_051EA,B23002H_052MA,B23002H_052EA,B23002H_053EA,B23002H_053MA,B23002H_054MA,B23002H_054EA,B23002H_055EA,B23002H_055MA,B23002H_056EA,B23002H_056MA,B23002H_057MA,B23002H_057EA,B23002H_058MA,B23002H_058EA,B23002H_059EA,B23002H_059MA,B23002H_060EA,B23002H_060MA,B23002H_061EA,B23002H_061MA,B23002H_062EA,B23002H_062MA,B23002H_063MA,B23002H_063EA,B23002H_064EA,B23002H_064MA,B23002H_065MA,B23002H_065EA,B23002H_066EA,B23002H_066MA,B23002H_067EA,B23002H_067MA,B23002H_068MA,B23002H_068EA,B23002H_069MA,B23002H_069EA,B23002H_070MA,B23002H_070EA,B23002H_071MA,B23002H_071EA,B23002H_072EA,B23002H_072MA,B23002H_073EA,B23002H_073MA,B23002H_074MA,B23002H_074EA,B23002H_075MA,B23002H_075EA,B23002H_076MA,B23002H_076EA,B23002H_077EA,B23002H_077MA,B23002H_078MA,B23002H_078EA,B23002H_079EA,B23002H_079MA,state
0400000US01,2628426,3182,1271990,2384,77613,3148,26976,2152,39,54,26937,2153,19620,1878,7317,1218,50637,3339,108590,2172,80937,3193,2323,726,78614,3322,66068,3223,12546,1914,27653,2900,616440,1514,525299,5130,5977,1363,519322,5308,486044,5869,33278,2874,91141,4824,217639,21,141910,3512,145,235,141765,3493,134720,3750,7045,1344,75729,3510,88236,2913,27772,2373,26542,2345,1230,514,60464,2871,163472,2923,19930,1934,18973,1899,957,367,143542,3150,1356436,2237,78163,2688,28367,2342,0,192,28367,2342,21082,2170,7285,1420,49796,2682,102786,2459,71435,3196,0,192,71435,3196,60560,3330,10875,2222,31351,2384,622680,1442,435888,5396,677,318,435211,5427,405618,5489,29593,2836,186792,5088,230583,272,117366,4299,6,12,117360,4300,111163,4369,6197,1413,113217,4343,99044,3407,21356,1923,20739,1877,617,391,77688,3437,223180,3361,16110,1879,15708,1904,402,236,207070,3515,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,373028,875,200180,794,12603,1148,6528,1169,692,267,5836,1177,4935,1217,901,463,6075,1016,18729,1145,15602,1344,3121,759,12481,1451,10857,1147,1624,678,3127,765,106785,348,98267,1473,5908,1076,92359,1801,87656,2010,4703,1063,8518,1440,36979,160,26657,1370,32,42,26625,1373,25054,1478,1571,750,10322,1338,11092,971,4406,811,3669,571,737,520,6686,914,13992,979,3523,843,3411,842,112,104,10469,1047,172848,844,9530,1197,3356,780,0,147,3356,780,2366,621,990,737,6174,1116,14411,870,11497,1101,467,248,11030,1075,9618,1123,1412,471,2914,933,93032,141,75598,1525,764,411,74834,1584,71747,1780,3087,679,17434,1513,31926,97,21234,1193,0,147,21234,1193,20373,1120,861,395,10692,1194,9081,890,3122,790,2931,769,191,157,5959,814,14868,901,1748,447,1715,455,33,54,13120,907,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3168732,3058,1555113,1952,81315,1877,32909,2328,810,286,32099,2311,24137,2190,7962,1379,48406,2766,112895,936,87682,2741,2676,710,85006,2891,73200,2997,11806,2015,25213,2693,705722,910,609632,5049,4848,1006,604784,4888,564499,5485,40285,3167,96090,4911,268029,248,171252,4094,26,43,171226,4096,161105,4168,10121,1445,96777,4055,125714,3665,37084,2451,34336,2489,2748,623,88630,3738,261438,3676,27657,2208,25898,2130,1759,578,233781,4194,1613619,2226,76259,2393,31246,2206,92,165,31154,2186,24984,2112,6170,1025,45013,2680,107372,1413,80216,2763,527,323,79689,2735,71939,3100,7750,1507,27156,2759,689019,811,521448,5640,686,387,520762,5692,491048,6312,29714,2876,167571,5752,294676,396,166147,3823,0,203,166147,3823,156433,4190,9714,1548,128529,3809,136247,3968,33030,2220,30928,2051,2102,708,103217,4155,310046,4005,20291,1989,18697,1937,1594,653,289755,4102,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1775059,1824,863329,1855,55770,2937,21792,2026,0,192,21792,2026,16861,1841,4931,1095,33978,2556,72129,2298,54445,2663,501,345,53944,2667,43957,2490,9987,1588,17684,2466,415245,1325,349071,3977,2076,766,346995,4033,326951,4559,20044,2394,66174,3913,142993,52,87799,3082,0,192,87799,3082,83697,3078,4102,794,55194,3080,60876,2441,19375,1708,18678,1677,697,424,41501,2198,116316,2451,15633,1667,15083,1648,550,258,100683,2279,911730,1555,50640,2728,16842,2134,0,192,16842,2134,13981,1972,2861,798,33798,2311,70396,2038,49094,2221,159,137,48935,2224,44458,2295,4477,1229,21302,2355,416516,1156,296809,4735,404,368,296405,4779,278921,4596,17484,2230,119707,4579,153279,10,80468,3136,0,192,80468,3136,77772,3199,2696,703,72811,3136,67928,2457,16067,1706,15708,1696,359,219,51861,2544,152971,2445,11631,1442,11148,1410,483,289,141340,2529,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12759623,6644,6333890,4808,317887,3757,96260,4362,4093,1058,92167,4081,62310,3492,29857,2464,221627,5415,484597,1949,354022,5857,26742,2353,327280,6337,274523,6808,52757,3481,130575,5565,3085533,2807,2696337,11454,38240,3591,2658097,11813,2452703,13614,205394,6978,389196,11628,1148939,808,816230,7266,192,133,816038,7259,755618,7648,60420,3778,332709,7277,441179,7025,176572,5049,165579,5067,10993,1617,264607,6410,855755,6997,131879,5104,122750,4860,9129,1271,723876,7566,6425733,4088,293114,3553,100423,4141,473,374,99950,4205,77538,3913,22412,2174,192691,4749,442205,2124,323746,4810,3770,1195,319976,4834,282486,5234,37490,3247,118459,4914,2924367,2399,2218172,11661,4228,1137,2213944,11680,2054368,12295,159576,6820,706195,12045,1173672,652,708298,7801,29,49,708269,7808,662540,7875,45729,3305,465374,7717,485222,6064,148774,5752,138643,5474,10131,1411,336448,6200,1107153,6051,90458,4357,84291,4261,6167,1155,1016695,6829,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3015688,3821,1500053,2656,87356,2461,36829,2885,2149,549,34680,2787,25148,2474,9532,1429,50527,2571,123479,1273,99896,2657,7514,1218,92382,2652,78685,3281,13697,2175,23583,2563,781132,1993,709573,4702,12724,1837,696849,5026,663728,5639,33121,2600,71559,4306,261403,235,193395,3345,51,84,193344,3341,183976,3413,9368,1335,68008,3320,96961,2532,40975,2229,39243,2014,1732,655,55986,2223,149722,2562,22026,2256,20606,2113,1420,570,127696,2398,1515635,2537,77861,2212,35252,2323,205,191,35047,2349,26991,2065,8056,1408,42609,2658,112315,1366,87419,2980,880,411,86539,3038,81357,3134,5182,1113,24896,2710,757359,1450,605135,6022,920,359,604215,6063,574848,6133,29367,2879,152224,5786,270999,474,171537,3329,0,195,171537,3329,162602,3660,8935,1550,99462,3283,98955,2639,32334,1968,30977,2079,1357,472,66621,2713,198146,2671,16085,1473,15630,1470,455,252,182061,2613,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2099765,2605,1010503,1681,66654,1487,29608,2057,1121,670,28487,2128,21517,2130,6970,1373,37046,2317,73654,251,57652,1806,1380,315,56272,1931,47444,2098,8828,1353,16002,1791,478253,627,435862,3341,2530,835,433332,3336,402668,4332,30664,2609,42391,3336,189379,188,149465,2548,0,201,149465,2548,138826,2590,10639,1777,39914,2554,66814,2449,33375,1822,31618,1786,1757,522,33439,2376,135749,2493,22579,1860,21374,1900,1205,644,113170,2528,1089262,1757,66368,1489,28581,1935,125,283,28456,1940,24169,1750,4287,891,37787,1816,67928,277,52403,1716,67,94,52336,1713,46444,2013,5892,1321,15525,1735,488961,739,397391,4379,90,93,397301,4410,373373,4919,23928,2317,91570,4391,198353,324,138742,2458,0,201,138742,2458,131015,2766,7727,1219,59611,2436,76202,2297,26645,1792,24945,1828,1700,515,49557,2341,191450,2297,16566,1616,15566,1567,1000,413,174884,2655,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,498518,1358,238588,1130,13064,742,5305,865,131,208,5174,903,4315,799,859,414,7759,988,18784,189,14987,878,207,146,14780,883,12128,1044,2652,820,3797,878,110031,977,98928,1751,871,544,98057,1809,90461,2028,7596,1212,11103,1561,42908,189,29385,1303,0,189,29385,1303,27488,1267,1897,668,13523,1303,17459,1213,6652,960,6353,937,299,184,10807,1194,36342,1206,4698,775,4389,786,309,230,31644,1393,259930,814,13093,796,5348,874,0,189,5348,874,4147,908,1201,462,7745,900,18821,31,15006,946,0,189,15006,946,14065,1050,941,473,3815,944,114146,243,91459,2286,194,297,91265,2270,85186,2399,6079,1320,22687,2249,47409,123,28848,1790,0,189,28848,1790,26949,1754,1899,677,18561,1783,20248,1136,4722,728,4432,724,290,190,15526,1126,46213,1132,3869,770,3590,727,279,232,42344,1208,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,208761,485,103545,331,4061,1079,868,504,94,237,774,450,736,407,38,85,3193,869,10181,1048,6820,1240,953,399,5867,1241,5318,1161,549,309,3361,1024,67948,203,64644,781,502,314,64142,831,62306,1154,1836,939,3304,781,10344,149,9167,630,0,203,9167,630,8915,682,252,249,1177,611,3597,569,2359,492,2107,481,252,237,1238,410,7414,587,3074,594,2963,593,111,137,4340,543,105216,271,4418,1154,1493,580,0,203,1493,580,1309,541,184,195,2925,935,13251,1127,9293,1316,78,155,9215,1307,9143,1295,72,91,3958,1052,64938,170,58664,1041,215,231,58449,1056,56764,1329,1685,659,6274,1050,9943,203,7207,616,0,203,7207,616,6926,649,281,240,2736,616,4169,486,2227,471,2191,474,36,58,1942,417,8497,486,1753,621,1753,621,0,203,6744,723,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9439127,5752,4592095,3757,223972,3291,76881,3795,3768,2176,73113,3869,53614,3572,19499,2344,147091,3959,317641,2151,242943,6020,7835,1539,235108,6066,199715,6483,35393,3793,74698,5811,1979216,2395,1701720,8209,19369,2659,1682351,8177,1553584,9521,128767,7453,277496,7499,801961,1042,524694,6849,172,171,524522,6857,486384,7476,38138,3241,277267,6753,394966,6057,124645,4323,115332,3900,9313,1723,270321,6783,874339,6048,102334,5291,96327,5095,6007,1160,772005,6807,4847032,4606,212072,4151,75644,3424,316,376,75328,3383,59696,3353,15632,1967,136428,4506,302170,2380,220326,5165,1485,815,218841,5311,194529,5446,24312,2855,81844,4841,1956205,2419,1486044,10843,2690,897,1483354,10828,1379678,11387,103676,6059,470161,11037,873302,804,493376,7350,0,218,493376,7350,461431,8036,31945,2713,379926,7395,434460,6542,109336,5515,102476,5249,6860,1375,325124,7067,1068823,6636,74233,4071,68979,3546,5254,1309,994590,7005,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
