GEO_ID,B23022_001E,B23022_001M,B23022_002E,B23022_002M,B23022_003E,B23022_003M,B23022_004E,B23022_004M,B23022_005E,B23022_005M,B23022_006E,B23022_006M,B23022_007E,B23022_007M,B23022_008E,B23022_008M,B23022_009E,B23022_009M,B23022_010E,B23022_010M,B23022_011E,B23022_011M,B23022_012E,B23022_012M,B23022_013E,B23022_013M,B23022_014E,B23022_014M,B23022_015E,B23022_015M,B23022_016E,B23022_016M,B23022_017E,B23022_017M,B23022_018E,B23022_018M,B23022_019E,B23022_019M,B23022_020E,B23022_020M,B23022_021E,B23022_021M,B23022_022E,B23022_022M,B23022_023E,B23022_023M,B23022_024E,B23022_024M,B23022_025E,B23022_025M,B23022_026E,B23022_026M,B23022_027E,B23022_027M,B23022_028E,B23022_028M,B23022_029E,B23022_029M,B23022_030E,B23022_030M,B23022_031E,B23022_031M,B23022_032E,B23022_032M,B23022_033E,B23022_033M,B23022_034E,B23022_034M,B23022_035E,B23022_035M,B23022_036E,B23022_036M,B23022_037E,B23022_037M,B23022_038E,B23022_038M,B23022_039E,B23022_039M,B23022_040E,B23022_040M,B23022_041E,B23022_041M,B23022_042E,B23022_042M,B23022_043E,B23022_043M,B23022_044E,B23022_044M,B23022_045E,B23022_045M,B23022_046E,B23022_046M,B23022_047E,B23022_047M,B23022_048E,B23022_048M,B23022_049E,B23022_049M,NAME,B23022_001EA,B23022_001MA,B23022_002MA,B23022_002EA,B23022_003EA,B23022_003MA,B23022_004MA,B23022_004EA,B23022_005EA,B23022_005MA,B23022_006EA,B23022_006MA,B23022_007EA,B23022_007MA,B23022_008MA,B23022_008EA,B23022_009MA,B23022_009EA,B23022_010EA,B23022_010MA,B23022_011EA,B23022_011MA,B23022_012EA,B23022_012MA,B23022_013EA,B23022_013MA,B23022_014EA,B23022_014MA,B23022_015MA,B23022_015EA,B23022_016EA,B23022_016MA,B23022_017EA,B23022_017MA,B23022_018EA,B23022_018MA,B23022_019MA,B23022_019EA,B23022_020MA,B23022_020EA,B23022_021MA,B23022_021EA,B23022_022EA,B23022_022MA,B23022_023EA,B23022_023MA,B23022_024EA,B23022_024MA,B23022_025MA,B23022_025EA,B23022_026MA,B23022_026EA,B23022_027EA,B23022_027MA,B23022_028MA,B23022_028EA,B23022_029EA,B23022_029MA,B23022_030EA,B23022_030MA,B23022_031EA,B23022_031MA,B23022_032EA,B23022_032MA,B23022_033MA,B23022_033EA,B23022_034EA,B23022_034MA,B23022_035EA,B23022_035MA,B23022_036EA,B23022_036MA,B23022_037MA,B23022_037EA,B23022_038EA,B23022_038MA,B23022_039MA,B23022_039EA,B23022_040EA,B23022_040MA,B23022_041EA,B23022_041MA,B23022_042MA,B23022_042EA,B23022_043EA,B23022_043MA,B23022_044MA,B23022_044EA,B23022_045EA,B23022_045MA,B23022_046EA,B23022_046MA,B23022_047MA,B23022_047EA,B23022_048MA,B23022_048EA,B23022_049EA,B23022_049MA,state
0400000US01,3124017,5503,1528876,5198,1129835,11883,943555,12586,791640,11037,13641,2229,39566,3536,34773,3184,30674,2598,33261,3219,153448,7061,66574,5099,4436,1123,13864,2358,18598,2560,22340,2199,27636,2868,32832,3210,8128,1372,511,264,1520,538,3123,765,5245,1340,14305,2229,399041,9970,1595141,4457,1026865,9856,731016,10542,610400,11481,9062,1485,33815,3207,31517,3073,22404,2900,23818,3153,241844,7397,114688,5678,6986,1286,20803,2323,34811,3472,25800,2718,38756,3116,54005,3234,14176,1800,1070,618,3976,1071,7104,1113,7502,1123,20177,2123,568276,10017,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,500140,2006,266426,1839,226602,3206,194271,3857,140577,4283,3302,874,9122,1464,16547,2023,15146,1583,9577,1213,26582,2413,9586,1793,514,219,2426,728,4276,1073,3622,812,6158,1363,5749,1056,1307,467,116,143,716,408,747,430,391,213,2472,756,39824,3020,233714,1799,180306,2717,128504,3484,98011,3641,2881,692,7967,1260,8284,1307,6441,1042,4920,914,40829,2473,16796,1729,1167,541,4941,1007,6244,1056,5166,948,6515,1252,10973,1457,1982,583,161,141,884,458,2412,950,1509,545,4025,762,53408,2867,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4172962,4697,2097238,3376,1592243,10093,1298967,9716,1087033,11602,21489,2560,53686,3674,51234,4521,37515,3350,48010,4039,242427,8453,110540,5763,6519,1057,21887,2122,36324,3582,29541,2524,37616,3487,50849,3712,11878,1755,1260,628,3103,843,5341,1125,7989,1548,21278,2346,504995,10495,2075724,3672,1382382,11364,966925,12149,798748,12546,15560,1980,46267,3574,41411,3710,31344,3723,33595,3829,337779,8331,174319,6570,7754,1452,32899,2586,42942,3866,38658,3379,41207,3477,77678,4631,21268,2620,2147,812,7151,1366,9225,1455,11434,1708,26453,2587,693342,11025,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1871626,4042,932041,3934,685461,7437,571727,7149,484944,7765,8054,1716,22310,2601,19140,2109,18853,2487,18426,2371,91530,4351,41694,3671,2365,676,7831,1520,10847,1647,10521,1710,18272,2400,22204,2178,5509,1284,909,616,1586,645,2684,748,2677,747,8839,1441,246580,7712,939585,3680,620824,8089,450342,7958,379282,7544,6404,1446,17384,2459,18233,1766,14778,2277,14261,1769,139854,6079,74596,4234,3503,1042,12180,1870,14936,2347,15826,2188,18813,2403,30628,2443,8244,1308,946,468,1994,615,4137,949,4291,981,11016,1625,318761,7855,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25415009,10463,12803858,7625,9849418,24830,7937583,29581,6563439,34188,169826,6945,354463,10249,340319,9227,252129,7849,257407,8719,1567170,18757,748097,12057,44166,3305,152179,7053,221340,8680,171828,6923,229560,8682,344665,9523,89781,4044,5982,1128,21704,2498,38929,2782,48295,3712,139974,5775,2954440,24671,12611151,8447,8344380,25755,5567154,29664,4531073,27342,112654,4506,283621,9600,249035,9458,193746,7257,197025,6790,2216557,21991,1213731,18898,71283,4091,217823,8152,253639,8371,204704,7640,255377,8909,560669,10659,163550,6161,12407,1714,45030,2981,74415,4250,78216,4182,187051,6324,4266771,24949,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3509451,5018,1786433,4036,1503664,7551,1243777,10036,1022370,11260,26689,2626,59368,3360,55274,4160,42668,3717,37408,3643,210973,9055,87082,5125,4188,978,21431,1947,32522,3649,28552,3065,37198,3591,48914,3496,8929,1367,780,376,4111,1046,5559,1002,8700,1442,20835,2550,282769,7244,1723018,4045,1294346,9833,864721,10004,710288,9719,17841,2036,41610,3318,39868,3277,26766,2517,28348,2850,336608,8076,171568,6384,11258,1928,31777,2779,43180,3309,40148,3218,38677,2720,93017,4642,23747,2640,1820,613,8195,1149,13653,1998,14149,1574,31453,2645,428672,9761,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2364376,2725,1168955,2128,954189,6023,775618,9689,646218,8894,13471,1620,32587,3214,31525,3224,26082,2873,25735,2797,137496,6701,60349,4279,2846,910,11615,1694,17578,2211,19253,2422,25855,2863,41075,2942,8352,1577,740,395,2474,722,5407,1088,8168,1408,15934,1823,214766,5835,1195421,2492,897702,8270,583705,8238,491079,8685,10178,1502,31256,2689,17703,1981,14092,1687,19397,2350,245643,7162,136691,5922,6274,1155,26099,2464,28242,2796,21003,2084,27334,2848,68354,4443,18127,2054,1866,797,7291,1253,9824,1405,8868,1251,22378,2454,297719,7884,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,595180,1450,288977,1229,234721,3241,191186,4227,159227,4796,3787,957,7285,1553,7740,1385,6842,1441,6305,1359,35217,3126,12699,1725,916,483,4022,1070,5841,1362,5393,1297,6346,1082,8318,1520,1806,648,0,189,710,506,908,537,1366,475,3528,1045,54256,2964,306203,1319,226039,3789,160135,4539,135427,4276,1565,551,7098,1333,5330,1274,4106,954,6609,1411,52590,3323,27199,2246,910,414,5188,1111,7615,1669,6021,1178,5657,1202,13314,1572,2647,910,562,341,1070,403,1482,619,2460,794,5093,1025,80164,3891,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,471473,966,225648,790,179808,2905,147906,3352,123827,3516,2040,763,5813,1284,4072,1017,5404,1192,6750,1313,25040,2519,8095,1539,525,477,1654,709,3092,782,3802,1150,7872,1508,6862,1296,1219,563,0,203,578,443,952,463,1116,515,2997,953,45840,2914,245825,729,185827,3215,144440,3828,120698,4254,2699,675,6796,1505,7023,1485,3045,845,4179,1164,31456,2837,12951,1691,649,379,2965,843,4375,1312,4235,963,6281,1670,9931,1283,2852,780,0,203,786,398,1578,653,1889,552,2826,783,59998,3341,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12352418,9025,6109980,5685,4572776,21431,3708235,24785,3140757,23503,64451,5548,137651,7003,143655,8004,111544,6934,110177,6547,729075,16121,348010,12559,18408,2260,65189,4772,99148,5533,93811,5716,104509,5972,135466,6889,37365,4064,3481,1032,8714,1341,13955,2049,17931,2323,54020,3535,1537204,21110,6242438,6733,4240161,23216,3031261,22822,2553913,22235,47079,3420,146025,7211,114303,5914,81058,5519,88883,5687,1009052,16808,537324,14330,26274,2700,103233,6077,121751,6253,98877,6539,121593,6500,199848,7960,52741,3679,4923,1149,16887,2102,27998,2714,30191,3275,67108,4437,2002277,23302,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
