GEO_ID,C18107_001E,C18107_001M,C18107_002E,C18107_002M,C18107_003E,C18107_003M,C18107_004E,C18107_004M,C18107_005E,C18107_005M,C18107_006E,C18107_006M,C18107_007E,C18107_007M,C18107_008E,C18107_008M,C18107_009E,C18107_009M,C18107_010E,C18107_010M,C18107_011E,C18107_011M,C18107_012E,C18107_012M,C18107_013E,C18107_013M,C18107_014E,C18107_014M,C18107_015E,C18107_015M,NAME,C18107_001MA,C18107_001EA,C18107_002MA,C18107_002EA,C18107_003EA,C18107_003MA,C18107_004MA,C18107_004EA,C18107_005MA,C18107_005EA,C18107_006EA,C18107_006MA,C18107_007EA,C18107_007MA,C18107_008MA,C18107_008EA,C18107_009EA,C18107_009MA,C18107_010EA,C18107_010MA,C18107_011EA,C18107_011MA,C18107_012MA,C18107_012EA,C18107_013MA,C18107_013EA,C18107_014MA,C18107_014EA,C18107_015EA,C18107_015MA,state
0400000US01,3647537,3371,1721551,4563,1418723,4731,61796,4197,1356927,6589,302828,1900,41659,2792,261169,3043,1925986,3443,1526743,3765,81478,4894,1445265,5807,399243,1967,82933,3293,316310,3464,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,524363,2065,269891,1943,237630,1974,7545,1827,230085,2701,32261,848,3152,768,29109,973,254472,1210,222146,1283,6699,1309,215447,1707,32326,832,5264,969,27062,1318,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4907721,1948,2383192,2584,1920087,2842,65105,5040,1854982,5351,463105,1334,48066,3506,415039,3762,2524529,2042,1980813,2354,72435,5156,1908378,5616,543716,1448,87799,4296,455917,4285,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2197889,2534,1058309,3408,862503,3593,46974,3773,815529,4993,195806,1562,23187,2229,172619,2609,1139580,2895,897397,3109,49049,3654,848348,4713,242183,2000,50364,2873,191819,3265,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28673598,5547,13993636,7406,11917914,6910,343332,10363,11574582,12652,2075722,3272,283579,7103,1792143,7251,14679962,5461,12058604,4800,387970,10673,11670634,11643,2621358,3316,562203,11670,2059155,12246,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3934081,4210,1938118,3945,1653136,3953,45315,3519,1607821,4873,284982,1510,27695,2214,257287,2737,1995963,2923,1651804,2894,49663,3139,1602141,4265,344159,1664,54807,2868,289352,3389,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2757250,1455,1319909,2112,1093523,1944,29456,2862,1064067,3229,226386,1298,23952,2552,202434,2777,1437341,1835,1142172,1698,33286,2751,1108886,3354,295169,1346,49117,2600,246052,2898,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,708163,1158,334505,1147,270719,1081,8573,1623,262146,2044,63786,493,6355,1030,57431,1123,373658,1030,294419,998,12733,1708,281686,1827,79239,492,12627,1258,66612,1389,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,524546,632,242445,681,213223,658,5199,1202,208024,1312,29222,519,2615,544,26607,776,282101,690,239930,641,6600,1349,233330,1513,42171,552,8103,1206,34068,1327,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15225292,4755,7273970,5880,5663869,6338,200267,9633,5463602,11492,1610101,3180,168760,5786,1441341,6947,7951322,4938,5983026,4806,223880,9470,5759146,10579,1968296,3245,318983,7730,1649313,8519,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7313808,5304,3458778,6363,2952986,6612,109142,6153,2843844,9920,505792,2817,58442,3478,447350,4025,3855030,4578,3198904,4639,121753,6967,3077151,8215,656126,2761,131715,5220,524411,5337,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1038320,3371,502907,2970,406345,3039,11144,1775,395201,3350,96562,764,12313,1568,84249,1807,535413,1534,416197,1526,11735,1832,404462,2444,119216,740,24439,1981,94777,2189,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1166224,1531,575199,1843,472071,2045,15971,2174,456100,2675,103128,1063,11347,1292,91781,1402,591025,1850,474872,1821,18909,2343,455963,2995,116153,1047,20530,1895,95623,2036,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9686656,2729,4674874,4741,3944682,4452,127592,6783,3817090,9053,730192,1870,85081,4430,645111,4588,5011782,3857,4066089,3904,134004,5903,3932085,7770,945693,2495,172270,4951,773423,5980,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4887536,3003,2357363,3758,1971787,3603,74699,4171,1897088,5110,385576,2103,42879,3074,342697,3820,2530173,2844,2037163,3120,87645,4884,1949518,5737,493010,2060,88401,3910,404609,4368,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2324020,2105,1135721,2547,934207,2350,24463,2194,909744,3490,201514,1379,16261,1371,185253,1945,1188299,2583,934645,2397,30216,2510,904429,3120,253654,1437,34069,2041,219585,2370,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2117799,2796,1031906,2999,860822,2848,26339,2794,834483,3686,171084,1296,17616,1579,153468,1927,1085893,2578,869547,2618,31498,2583,838049,3350,216346,1852,35045,2023,181301,2489,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3299980,3152,1586665,3435,1315811,3308,66417,3667,1249394,5061,270854,1649,38750,2191,232104,2507,1713315,3787,1371368,3652,83719,4527,1287649,6110,341947,2192,72247,3018,269700,3273,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3411933,2114,1615956,3278,1359668,3039,63416,4404,1296252,5130,256288,2011,38245,2366,218043,3146,1795977,2786,1465433,2823,68481,4541,1396952,5472,330544,1809,68272,2927,262272,3177,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1054364,1396,508346,1925,404804,1749,20546,1988,384258,2442,103542,903,9125,1138,94417,1404,546018,1489,420703,1445,20969,2272,399734,2718,125315,939,18619,1710,106696,2026,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4490921,2388,2124035,3225,1790937,3081,53904,4193,1737033,5438,333098,1601,34002,2479,299096,2840,2366886,2970,1931264,2835,53582,3503,1877682,4491,435622,1752,75857,3095,359765,3407,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5224489,1580,2487793,2061,2077396,2161,69442,5149,2007954,5418,410397,1522,44167,3003,366230,3267,2736696,1993,2195447,1966,78446,4830,2117001,5048,541249,1493,100526,4123,440723,3914,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7544448,2261,3635785,4081,2993301,3793,144415,5559,2848886,6902,642484,2055,71791,3411,570693,3508,3908663,4102,3103460,3883,152629,6416,2950831,7033,805203,1958,148340,4276,656863,4429,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4082445,2179,2004515,2811,1679652,2650,45085,3182,1634567,4441,324863,1570,29308,2044,295555,2614,2077930,2977,1677519,2746,50820,2763,1626699,3722,400411,1589,56123,2951,344288,3235,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2191136,1906,1027028,3309,854907,3621,48069,4565,806838,6683,172121,1842,29913,2570,142208,3062,1164108,3157,935839,3223,50659,4033,885180,5052,228269,1667,49930,2786,178339,2751,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4536089,3377,2173202,3991,1788252,3811,71075,4093,1717177,6024,384950,1563,42448,2499,342502,2731,2362887,3029,1877767,2891,88517,4362,1789250,5249,485120,2001,85972,4130,399148,4461,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,776347,1678,384052,1753,308076,1859,11049,1383,297027,2262,75976,747,6489,1323,69487,1511,392295,2028,308049,2003,13894,1873,294155,2834,84246,1001,12174,1286,72072,1484,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1378022,1829,675770,1689,562421,1713,13345,1792,549076,2332,113349,910,12008,1401,101341,1507,702252,1555,563004,1468,15053,1707,547951,2128,139248,1189,19974,1523,119274,1880,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2096110,1477,1039806,2054,862994,2075,27531,2558,835463,3227,176812,807,17292,1996,159520,2232,1056304,1703,856891,1547,34945,3730,821946,3711,199413,1101,32351,2587,167062,3008,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1038016,1115,507903,1903,419117,1905,12196,2147,406921,3077,88786,986,7354,1205,81432,1334,530113,1861,423763,1890,16395,2367,407368,2669,106350,1216,15759,1585,90591,1407,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6773940,1516,3241299,2535,2709556,2147,76617,4646,2632939,5358,531743,1580,56793,3370,474950,3482,3532641,1967,2819281,1844,83732,4657,2735549,4922,713360,1967,133957,4018,579403,4289,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1544949,1832,750357,1980,611782,1831,29807,3499,581975,3910,138575,1130,19977,2087,118598,2133,794592,1455,631571,1549,31363,2791,600208,3085,163021,1077,31013,2120,132008,2460,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15169094,3079,7208662,3908,6048931,4143,177197,6086,5871734,6945,1159731,2726,135722,4212,1024009,4741,7960432,3386,6391044,3547,204267,7218,6186777,8659,1569388,2475,292690,6665,1276698,7008,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7364771,4921,3476537,6152,2879124,5487,114537,5208,2764587,7952,597413,2776,80209,4351,517204,5098,3888234,4219,3121078,4214,137073,6809,2984005,7806,767156,2297,145126,4775,622030,5025,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,547751,1316,277881,1874,233881,1813,5485,1011,228396,2014,44000,544,4139,761,39861,895,269870,1291,217423,1290,6110,1155,211313,1750,52447,509,7075,922,45372,1091,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8753346,2912,4198198,3932,3465095,3632,143456,6194,3321639,7335,733103,2243,83145,3850,649958,4169,4555148,3577,3607019,3668,152619,5748,3454400,6899,948129,2723,172111,5616,776018,6082,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2824121,1928,1363663,3326,1127344,3140,48083,3139,1079261,3904,236319,1653,28232,2104,208087,2422,1460458,2886,1168390,2823,54976,2865,1113414,3970,292068,1505,54543,2729,237525,2970,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3034833,1629,1476983,2263,1207436,2441,47170,3708,1160266,4113,269547,1342,30387,2553,239160,2585,1557850,2241,1233316,2213,54727,4262,1178589,4688,324534,1643,57250,2898,267284,3230,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9860532,2434,4725226,3755,3853909,3598,142158,5411,3711751,6106,871317,2501,95040,4003,776277,4483,5135306,3233,3995607,3027,167544,5342,3828063,5728,1139699,2675,199807,5782,939892,5949,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,823616,1256,393935,1509,327071,1517,10291,1678,316780,2522,66864,941,6131,978,60733,1226,429681,1189,341377,1161,12704,1910,328673,2275,88304,885,17243,1849,71061,1974,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3601501,2877,1699114,3133,1386800,3194,59961,4264,1326839,5630,312314,1521,36008,2445,276306,2923,1902387,2425,1507042,2670,64931,4580,1442111,5104,395345,1782,75719,3479,319626,3919,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,619775,1184,307113,1596,253068,1506,7423,1511,245645,2136,54045,801,5658,963,48387,1049,312662,1446,248701,1417,8001,1448,240700,2038,63961,644,9493,1295,54468,1359,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4905070,3530,2338866,4252,1932335,3991,90099,5113,1842236,5252,406531,2135,49891,3251,356640,3382,2566204,3297,2051225,3307,107983,5909,1943242,7190,514979,2121,109153,4747,405826,5046,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18947780,5656,9188482,7391,7904075,7323,238901,9451,7665174,11511,1284407,3334,157793,5001,1126614,5751,9759298,5420,8161504,5415,275222,8534,7886282,9852,1597794,3660,322890,7298,1274904,7786,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1980528,1369,978528,1978,849890,1929,23117,2437,826773,3125,128638,892,12155,1303,116483,1503,1002000,1644,851815,1748,24934,2506,826881,2833,150185,936,24257,2278,125928,2226,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,497084,933,242058,1206,196359,1108,7081,1055,189278,1567,45699,541,4463,729,41236,837,255026,1073,201367,950,8659,1167,192708,1646,53659,586,8812,1032,44847,1183,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6192533,5214,2947559,5873,2471458,5727,73681,5070,2397777,8141,476101,2235,52331,3541,423770,4059,3244974,4210,2641465,4175,83164,4452,2558301,6058,603509,2952,108528,4065,494981,4376,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5269646,3393,2583400,3836,2159053,4250,79178,5342,2079875,7290,424347,2133,46904,3109,377443,3710,2686246,2738,2180146,3036,86653,5043,2093493,6287,506100,1765,95031,4372,411069,5172,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1443665,1382,701413,2051,561062,1961,36138,3059,524924,3640,140351,1024,20571,1852,119780,1792,742252,1827,571641,1874,39125,2691,532516,3402,170611,1305,38629,2341,131982,2717,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4364485,2309,2138161,3245,1769993,3074,53456,3939,1716537,4814,368168,1508,34737,2135,333431,2771,2226324,2401,1774110,2069,63940,3516,1710170,3884,452214,1583,71794,3302,380420,3674,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,433919,1693,218269,1898,182407,1715,4879,1001,177528,1891,35862,799,2967,911,32895,909,215650,1689,176119,1653,5689,1018,170430,1816,39531,827,5026,978,34505,1168,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
