GEO_ID,B07402_001E,B07402_001M,B07402_002E,B07402_002M,B07402_003E,B07402_003M,B07402_004E,B07402_004M,B07402_005E,B07402_005M,NAME,B07402_001MA,B07402_001EA,B07402_002MA,B07402_002EA,B07402_003EA,B07402_003MA,B07402_004MA,B07402_004EA,B07402_005EA,B07402_005MA,state
0400000US01,38.7,0.2,41.6,0.3,27.2,0.6,27.3,1.1,27.6,1.0,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,33.4,0.5,37.4,0.5,25.9,0.7,27.0,1.7,28.2,1.6,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,37.3,0.1,40.4,0.2,27.2,0.3,27.3,1.0,29.7,1.0,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38.3,0.3,41.4,0.4,26.0,0.8,26.1,0.9,27.7,1.2,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36.2,0.1,38.3,0.2,28.6,0.2,28.4,0.3,27.7,0.4,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,37.1,0.2,40.4,0.2,27.1,0.5,28.1,0.6,29.0,0.9,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40.9,0.2,43.0,0.2,30.2,0.6,27.4,0.7,26.9,1.3,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39.7,0.4,42.2,0.4,27.1,1.1,28.8,2.0,28.3,2.3,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34.6,0.3,37.2,0.5,28.1,0.9,-666666666.0,-222222222.0,29.0,1.1,District of Columbia,null,null,null,null,null,null,**,-,null,null,11
0400000US12,41.9,0.1,44.3,0.1,30.1,0.4,29.3,0.6,30.7,0.5,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,36.4,0.1,39.1,0.2,26.3,0.5,27.0,0.4,27.1,0.6,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38.9,0.3,41.7,0.4,29.6,1.3,27.1,4.5,26.7,0.8,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36.1,0.3,39.3,0.5,25.0,0.6,26.3,1.3,25.4,0.7,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,37.7,0.2,40.1,0.1,28.0,0.3,26.9,0.4,27.1,0.6,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37.9,0.2,40.9,0.2,26.2,0.4,25.6,0.5,28.4,1.0,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.7,0.3,42.2,0.2,25.6,0.4,25.1,0.6,27.5,1.1,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.6,0.2,39.9,0.3,25.7,0.6,24.8,0.5,27.3,1.2,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,39.1,0.2,41.9,0.3,27.0,0.6,26.1,0.8,29.2,1.0,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36.5,0.2,39.2,0.3,27.0,0.7,27.3,0.8,26.6,0.8,Louisiana,null,null,null,null,null,null,null,null,null,null,22
