GEO_ID,B12505_001E,B12505_001M,B12505_002E,B12505_002M,B12505_003E,B12505_003M,B12505_004E,B12505_004M,B12505_005E,B12505_005M,B12505_006E,B12505_006M,B12505_007E,B12505_007M,B12505_008E,B12505_008M,B12505_009E,B12505_009M,B12505_010E,B12505_010M,B12505_011E,B12505_011M,B12505_012E,B12505_012M,B12505_013E,B12505_013M,NAME,B12505_001EA,B12505_001MA,B12505_002MA,B12505_002EA,B12505_003MA,B12505_003EA,B12505_004MA,B12505_004EA,B12505_005MA,B12505_005EA,B12505_006EA,B12505_006MA,B12505_007EA,B12505_007MA,B12505_008MA,B12505_008EA,B12505_009EA,B12505_009MA,B12505_010MA,B12505_010EA,B12505_011EA,B12505_011MA,B12505_012EA,B12505_012MA,B12505_013MA,B12505_013EA,state
0400000US01,3910998,3826,1870698,4613,624137,9820,1246561,9266,850313,9570,287595,6447,108653,4589,2040300,3552,560067,8673,1480233,8311,1017743,9987,336657,7437,125833,4396,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,576379,1408,304721,1723,119349,4154,185372,4292,136425,4284,38541,2508,10406,1365,271658,1627,82025,3144,189633,2979,137503,3695,40549,2614,11581,1815,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5281089,1395,2609804,1840,952891,10839,1656913,10621,1197670,12983,348877,9315,110366,4860,2671285,1773,788288,9927,1882997,9707,1342796,13304,408984,8483,131217,5717,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2363879,3205,1151058,3436,357959,7844,793099,7560,520454,9473,188010,6149,84635,3664,1212821,3585,298052,7092,914769,6872,593609,9023,222018,6674,99142,4425,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30732852,3548,15182718,4293,6144649,26080,9038069,24815,7219442,27630,1465950,19627,352677,8287,15550134,4157,5158797,23383,10391337,24079,8312493,29408,1694689,19923,384155,9568,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4224677,3383,2110584,2715,744052,10278,1366532,10191,1010213,11325,286470,6998,69849,3473,2114093,3401,582322,8282,1531771,8576,1123053,9185,319598,6575,89120,4314,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2955331,1273,1426766,2000,533616,7587,893150,7661,720213,8895,148463,5950,24474,2288,1528565,1350,472375,7475,1056190,7455,853685,9613,176140,6366,26365,2342,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,754812,623,361111,1047,130211,3699,230900,3728,170223,3807,49613,2760,11064,1280,393701,1004,122516,3652,271185,3795,201364,3961,57980,3467,11841,1490,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,550110,307,257524,580,145319,3821,112205,3696,90500,3811,17964,2037,3741,997,292586,512,162736,3530,129850,3637,108771,3788,18647,2410,2432,626,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16226496,3939,7863088,4676,2762490,19078,5100598,19043,3559940,22738,1167068,16036,373590,10304,8363408,4668,2335383,21626,6028025,22132,4275031,25059,1346641,18347,406353,9286,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7916383,5465,3819234,6029,1410404,14484,2408830,14664,1731082,15677,516573,11436,161175,5535,4097149,5196,1273085,13197,2824064,12759,2047386,14134,589957,9957,186721,6324,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1145298,580,576976,1172,216508,5677,360468,5771,284353,5670,62321,3524,13794,1775,568322,1329,164423,5309,403899,4856,328256,5760,63537,3235,12106,1462,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1255359,1802,626569,2254,186505,5265,440064,5014,306365,5822,96937,4785,36762,2941,628790,2074,140221,4368,488569,4592,338823,6124,105865,4887,43881,3072,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10384284,2817,5049119,4117,1923606,17663,3125513,17496,2473942,19249,524860,10368,126711,5270,5335165,3542,1698611,15076,3636554,14050,2892303,14660,604187,9879,140064,4601,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5251594,2933,2552856,4027,842743,10353,1710113,10602,1208196,13814,371420,8745,130497,4919,2698738,3803,743422,10102,1955316,10025,1385203,12218,429096,9019,141017,5369,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2491492,2866,1221528,2870,398062,5415,823466,5258,632147,7685,150498,5354,40821,2889,1269964,3150,328721,6607,941243,6393,715685,7677,178545,4850,47013,2837,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2290928,2574,1130809,2750,359820,6554,770989,6273,571927,8185,151323,4899,47739,3067,1160119,2665,296352,5813,863767,6114,623224,6638,182413,5714,58130,3031,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3548465,3263,1729330,3231,547527,8385,1181803,8619,821853,9660,266673,7154,93277,3838,1819135,3680,445870,7171,1373265,7062,954760,8472,309178,6488,109327,4484,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3691400,2556,1786865,2976,670401,10854,1116464,10200,813321,10950,231408,7358,71735,4512,1904535,2462,604250,10002,1300285,10023,956041,12704,265297,8067,78947,4968,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1117118,1336,541865,1725,172441,4765,369424,4808,261956,4913,84037,3699,23431,1958,575253,1212,145948,3915,429305,3916,305314,4912,99629,4434,24362,1873,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4814206,1775,2306220,2592,871581,10614,1434639,10301,1108095,12632,273080,7170,53464,3746,2507986,2513,829558,9766,1678428,9562,1314369,11485,308916,8405,55143,3559,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5549790,1557,2659685,1971,1044106,12897,1615579,12537,1337708,12275,243084,6221,34787,2590,2890105,2081,972978,10455,1917127,10702,1606965,10572,271816,6916,38346,2669,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8059716,2742,3916804,3315,1408176,12508,2508628,12582,1891586,12925,491105,8725,125937,4390,4142912,2965,1241279,10612,2901633,10427,2197596,13035,560304,8388,143733,4310,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4350698,2252,2145450,2883,746571,8790,1398879,9058,1134013,9356,222909,6296,41957,2497,2205248,3106,623984,7705,1581264,7225,1286584,9945,248810,6528,45870,2855,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2375554,2600,1139779,3710,417902,6690,721877,7031,501431,8195,164810,5773,55636,3786,1235775,3486,377042,7110,858733,7110,600787,8240,190911,6218,67035,3572,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4880485,3218,2366221,3877,782693,9925,1583528,10219,1119703,13557,344862,8371,118963,4811,2514264,3213,691404,9081,1822860,8948,1288844,11736,392596,9734,141420,5670,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,829189,1614,412935,1795,128515,3121,284420,3271,206687,4755,58947,3258,18786,1697,416254,1957,105843,4034,310411,3850,221554,4179,66623,3581,22234,1943,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
