GEO_ID,B20001_001E,B20001_001M,B20001_002E,B20001_002M,B20001_003E,B20001_003M,B20001_004E,B20001_004M,B20001_005E,B20001_005M,B20001_006E,B20001_006M,B20001_007E,B20001_007M,B20001_008E,B20001_008M,B20001_009E,B20001_009M,B20001_010E,B20001_010M,B20001_011E,B20001_011M,B20001_012E,B20001_012M,B20001_013E,B20001_013M,B20001_014E,B20001_014M,B20001_015E,B20001_015M,B20001_016E,B20001_016M,B20001_017E,B20001_017M,B20001_018E,B20001_018M,B20001_019E,B20001_019M,B20001_020E,B20001_020M,B20001_021E,B20001_021M,B20001_022E,B20001_022M,B20001_023E,B20001_023M,B20001_024E,B20001_024M,B20001_025E,B20001_025M,B20001_026E,B20001_026M,B20001_027E,B20001_027M,B20001_028E,B20001_028M,B20001_029E,B20001_029M,B20001_030E,B20001_030M,B20001_031E,B20001_031M,B20001_032E,B20001_032M,B20001_033E,B20001_033M,B20001_034E,B20001_034M,B20001_035E,B20001_035M,B20001_036E,B20001_036M,B20001_037E,B20001_037M,B20001_038E,B20001_038M,B20001_039E,B20001_039M,B20001_040E,B20001_040M,B20001_041E,B20001_041M,B20001_042E,B20001_042M,B20001_043E,B20001_043M,NAME,B20001_001MA,B20001_001EA,B20001_002MA,B20001_002EA,B20001_003MA,B20001_003EA,B20001_004EA,B20001_004MA,B20001_005MA,B20001_005EA,B20001_006EA,B20001_006MA,B20001_007MA,B20001_007EA,B20001_008MA,B20001_008EA,B20001_009EA,B20001_009MA,B20001_010EA,B20001_010MA,B20001_011MA,B20001_011EA,B20001_012EA,B20001_012MA,B20001_013MA,B20001_013EA,B20001_014MA,B20001_014EA,B20001_015EA,B20001_015MA,B20001_016MA,B20001_016EA,B20001_017EA,B20001_017MA,B20001_018MA,B20001_018EA,B20001_019MA,B20001_019EA,B20001_020MA,B20001_020EA,B20001_021MA,B20001_021EA,B20001_022MA,B20001_022EA,B20001_023MA,B20001_023EA,B20001_024MA,B20001_024EA,B20001_025EA,B20001_025MA,B20001_026MA,B20001_026EA,B20001_027MA,B20001_027EA,B20001_028EA,B20001_028MA,B20001_029MA,B20001_029EA,B20001_030EA,B20001_030MA,B20001_031EA,B20001_031MA,B20001_032MA,B20001_032EA,B20001_033MA,B20001_033EA,B20001_034EA,B20001_034MA,B20001_035EA,B20001_035MA,B20001_036EA,B20001_036MA,B20001_037EA,B20001_037MA,B20001_038MA,B20001_038EA,B20001_039EA,B20001_039MA,B20001_040MA,B20001_040EA,B20001_041MA,B20001_041EA,B20001_042EA,B20001_042MA,B20001_043EA,B20001_043MA,state
0400000US01,2279568,15369,1194976,12972,70770,4259,46443,3645,49397,3995,36194,3553,55458,4670,31608,3400,51041,3923,32772,3143,56541,4295,32629,3479,79962,4610,80217,5627,66695,4233,69062,4782,52465,3388,63356,3991,76582,4119,60127,3903,75655,4518,108002,4291,1084592,10273,88354,4569,57368,3946,65963,4519,51393,3511,74241,5176,42048,3283,65765,4112,48816,3883,65645,3705,33874,3298,84040,5203,72235,4494,59302,3952,56333,4396,42809,3696,48921,3610,43130,3428,28402,2757,30628,2540,25325,2443,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,426451,4539,237939,3375,11395,1875,8324,1273,9358,1403,4428,908,8322,1100,3820,946,9166,1455,4774,1154,11491,1735,5951,1292,11540,1698,14491,1741,10587,1901,11899,1636,9888,1795,10962,1630,16994,2045,15945,1959,26791,2486,31813,2825,188512,3062,14575,1730,9212,1533,7703,995,5820,920,10277,1699,3968,1029,8552,1413,5165,1136,9728,1575,6101,1213,10990,1426,11446,1685,11410,1419,15166,2037,6688,1187,11118,1760,11765,1483,7752,1424,13847,1790,7229,1344,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3150330,15635,1687287,10627,93722,5082,68156,4567,65284,4060,47385,3821,86522,5082,44182,2905,76429,5635,47358,3397,96098,4815,44793,3604,107664,6163,112370,6276,88950,5795,101996,5202,58807,3992,81264,4467,102521,5623,72897,4433,124132,5242,166757,6344,1463043,11336,111803,5374,84140,5342,75353,4889,60562,4070,103871,6203,49780,4006,72849,4580,49741,3549,78191,5342,43053,3683,102647,5880,105287,4717,95427,4878,83023,5032,56479,4421,65427,4103,61526,3718,47786,3522,61358,3795,54740,4043,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1390210,12930,731388,7766,43800,3205,27918,2501,30199,2462,22163,2634,37534,3290,18298,2528,34768,3243,24479,2595,38156,4015,21240,2447,55266,3256,56501,3924,44623,3134,43426,3101,32661,2722,36286,3377,43609,3426,30305,3005,41200,2846,48956,2998,658822,8608,48934,3880,41244,3117,37050,3056,27084,2851,43957,3397,29509,2612,40778,2838,30673,3095,43637,4323,23942,2509,53228,3590,49900,3612,35266,3261,31468,3204,23653,2698,24830,2547,28081,2703,15154,1807,18195,2309,12239,1599,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,19130091,38001,10371787,26069,515908,11557,351768,11113,382268,10512,301701,8711,516410,11092,285986,8815,486915,12922,310101,9619,520009,13695,291722,9417,598238,12324,599480,14819,479786,12699,496860,12005,372927,10320,455761,11161,599383,12664,467707,12768,829201,16982,1509656,16639,8758304,27542,633842,14074,452990,11006,498836,11430,369190,8896,570253,10762,307886,9143,438751,10463,257995,7535,439821,10754,256678,9357,503557,11987,533667,12938,419158,10248,396801,9118,314019,8797,353794,8628,461230,11058,358390,9624,564474,11115,626972,14907,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2949534,13104,1587277,8022,82823,4237,57106,4255,62174,4229,40863,3279,71479,4973,29012,2744,53081,3786,35624,2937,72800,4942,38161,2736,86838,5375,105905,5207,82769,4357,89924,5137,71402,3640,78714,4364,103877,5088,80618,3899,134674,4810,209433,5878,1362257,10859,112967,4708,77429,4718,78731,4290,54824,4162,81681,5073,41043,3212,60985,4789,39651,2886,71101,4428,37056,2925,93183,4603,98897,5178,78404,4674,72088,3878,56425,3647,59128,3031,66239,3904,51421,3459,66295,3570,64709,3164,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1980281,10461,1026733,6553,64142,3691,39924,2660,32617,3191,21958,2670,38531,3608,17674,2425,32601,3197,16668,2108,39538,3511,21830,3021,48012,3595,50137,3928,41124,3344,51871,3906,38606,3183,59165,4479,70084,3980,57972,3801,101072,4896,183207,6404,953548,8845,78360,4470,44291,3453,42963,3035,28905,2629,49246,3870,29850,3276,38319,3508,25615,3077,44165,3721,22265,2655,54545,3801,63419,4125,52418,4294,53687,3397,38533,2959,42670,2943,58482,4087,48254,3282,75305,3418,62256,3698,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,490243,5078,251253,3247,15644,2038,9932,1784,9673,1696,9537,1544,11331,1818,5842,1280,9683,1732,4861,1201,9464,1734,4290,1128,13525,1843,16439,2122,13149,1908,14866,2039,10562,1598,13990,1817,18964,2412,12644,1763,19946,2114,26911,2271,238990,3780,19406,1790,12803,1919,11262,1664,8860,1575,13005,1563,6778,1282,11481,1717,6318,1159,12608,1863,6912,1587,16276,2361,18473,2070,11338,1427,13071,1791,10099,1743,13073,1931,12956,2106,8716,1503,12987,1949,12568,1736,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,384304,4704,189430,2920,14530,2038,7635,1297,5757,1082,4079,1162,6090,1186,3224,978,5759,1285,2545,970,6515,1355,2814,758,6544,1368,6952,1514,5608,1203,10602,1707,5395,1341,8836,1575,13533,1982,9363,1496,20497,2485,43152,2503,194874,3273,13653,1710,8034,1437,6193,1166,4283,1118,7167,1422,4025,1279,5882,1218,4961,1336,4432,1044,3414,937,7282,1206,9264,1379,8026,1503,11761,1707,9442,1580,8795,1356,14233,1806,12601,1689,22490,2535,28936,2260,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9432527,30536,4913115,21658,254547,8556,174177,7764,190650,8540,152709,7810,278961,8860,152642,7202,230369,10382,160570,7863,298955,11371,146050,8456,359260,10052,360581,11657,264956,9391,264909,9512,194517,8055,221788,8874,261511,8155,198275,8455,295833,9520,451855,10531,4519412,23482,294704,9385,218154,8941,237905,9254,182395,7996,334393,10515,164571,6468,260486,10454,166772,7500,279939,8736,166745,7477,363050,11253,343230,10342,285116,9205,255922,9807,161278,6611,165347,8000,206035,7079,131267,5868,159696,7030,142407,5676,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
