GEO_ID,C23022_001E,C23022_001M,C23022_002E,C23022_002M,C23022_003E,C23022_003M,C23022_004E,C23022_004M,C23022_005E,C23022_005M,C23022_006E,C23022_006M,C23022_007E,C23022_007M,C23022_008E,C23022_008M,C23022_009E,C23022_009M,C23022_010E,C23022_010M,C23022_011E,C23022_011M,NAME,C23022_001MA,C23022_001EA,C23022_002EA,C23022_002MA,C23022_003EA,C23022_003MA,C23022_004MA,C23022_004EA,C23022_005EA,C23022_005MA,C23022_006EA,C23022_006MA,C23022_007MA,C23022_007EA,C23022_008EA,C23022_008MA,C23022_009EA,C23022_009MA,C23022_010EA,C23022_010MA,C23022_011EA,C23022_011MA,state
0400000US21,2855715,4209,1423322,4089,1071412,7872,739636,9685,331776,8138,351910,8206,1432393,3770,963257,9221,552663,8961,410594,9436,469136,9044,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3028360,4320,1494095,4141,1118918,9171,795156,10474,323762,8308,375177,9863,1534265,3224,1015509,9043,616070,10063,399439,9995,518756,9601,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,864201,2600,426418,2014,339823,3841,222569,4060,117254,3995,86595,3594,437783,2014,334800,5237,183394,4628,151406,4791,102983,4964,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3945439,4025,1927981,3547,1570310,9316,1135049,9112,435261,9643,357671,9833,2017458,3405,1543231,9477,979371,10335,563860,10242,474227,9762,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4482387,3832,2198544,3096,1798384,10074,1229819,12521,568565,11275,400160,10460,2283843,3241,1754351,10010,939863,12182,814488,11580,529492,9833,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6436429,5273,3193531,4643,2432762,12625,1594772,12028,837990,10976,760769,12490,3242898,4309,2282894,10987,1191769,13193,1091125,12509,960004,11227,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3524442,3929,1775868,3549,1537734,7188,1054496,9485,483238,8323,238134,6695,1748574,3228,1431660,6878,792092,7555,639568,7975,316914,6846,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1918711,4370,940995,4420,656565,7328,455323,7380,201242,6786,284430,7344,977716,3503,628563,8865,377197,8232,251366,7406,349153,8954,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3890270,4834,1929985,4258,1523602,7750,1051321,9098,472281,9744,406383,7659,1960285,4230,1447283,9709,845511,10179,601772,9365,513002,10340,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,650914,2191,329046,1974,272606,3427,175274,4104,97332,3631,56440,3349,321868,2205,248583,3537,130945,4270,117638,4636,73285,3200,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1190470,2515,600098,1917,527674,4151,380257,4837,147417,5369,72424,3700,590372,1989,473763,4051,279060,5129,194703,5452,116609,3902,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1824944,2901,926852,2285,724866,6564,476688,8077,248178,7416,201986,6664,898092,2201,622411,8465,367869,7926,254542,7521,275681,9033,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,884594,2439,442475,2218,379444,4075,261603,5060,117841,4334,63031,3607,442119,2306,346658,4709,188898,5018,157760,4506,95461,4809,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5829225,4913,2887880,3665,2307378,9772,1655340,11934,652038,11052,580502,10542,2941345,3716,2107949,12993,1221821,12657,886128,12798,833396,12399,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1325117,3227,662240,2339,493320,5909,334324,5630,158996,5508,168920,5951,662877,2525,434040,6761,247187,6117,186853,5936,228837,6954,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,13078702,7222,6425807,5933,4969141,18392,3451902,20668,1517239,18583,1456666,19510,6652895,5419,4694687,18346,2784381,17176,1910306,16855,1958208,17803,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6405434,7221,3147611,5892,2426424,12248,1692355,13636,734069,12261,721187,11723,3257823,5317,2285437,12137,1331472,15139,953965,13355,972386,12802,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,475461,1839,249695,1952,223453,2590,161964,3322,61489,3023,26242,2025,225766,1655,185613,2687,108066,3869,77547,3559,40153,2542,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7474113,6125,3703630,4721,2926619,11927,2023540,15958,903079,13667,777011,11761,3770483,5449,2764975,12428,1541011,12980,1223964,14357,1005508,11233,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2452698,3294,1227599,2776,975297,6910,713846,8363,261451,7067,252302,7512,1225099,2910,841501,6886,512758,6979,328743,5852,383598,6860,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2564385,4347,1280397,3718,1013659,7919,640903,8429,372756,8962,266738,8097,1283988,3187,923760,8645,449744,9575,474016,9851,360228,8269,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8286555,6242,4122860,4438,3260448,12884,2260716,14810,999732,14257,862412,12964,4163695,4504,3047405,15183,1729898,15576,1317507,13569,1116290,15466,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,703941,1717,349038,1282,280433,4749,187989,4851,92444,5179,68605,4703,354903,1602,261612,4786,136407,4843,125205,4529,93291,4405,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3087651,4771,1513026,3876,1141586,8807,788823,10313,352763,9026,371440,8933,1574625,3460,1084661,11046,635083,9875,449578,11895,489964,10709,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,532374,2023,270323,1952,235798,3444,168571,4154,67227,3644,34525,2984,262051,1695,215193,2759,125252,3331,89941,3118,46858,2565,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4218085,4772,2077742,4288,1606122,9337,1107745,10616,498377,10431,471620,9440,2140343,4370,1468886,12813,873176,11877,595710,10647,671457,13472,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17201512,11256,8620727,9221,6937826,20795,5010177,25380,1927649,25173,1682901,20888,8580785,8986,5871242,22773,3541340,25240,2329902,21949,2709543,23559,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1814078,3129,914245,2557,786966,6207,540852,7425,246114,6221,127279,6219,899833,2266,638620,7974,305132,7740,333488,7796,261213,7905,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,416089,1313,206205,1265,172006,2538,109884,3118,62122,2780,34199,2722,209884,1238,166849,2687,92548,2638,74301,3165,43035,2584,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5496958,5380,2730009,4653,2231701,11578,1623388,13726,608313,12478,498308,11103,2766949,4555,2037747,13821,1220025,13890,817722,13239,729202,13885,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4599695,5480,2323346,4089,1880877,9879,1277158,12529,603719,11638,442469,9954,2276349,3673,1629959,13375,876770,12818,753189,12853,646390,13186,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1192714,2331,598532,2528,432934,6207,301829,6233,131105,5120,165598,5721,594182,2323,375852,4694,217199,5400,158653,4853,218330,4994,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3736438,4231,1883659,3655,1572135,8124,1079397,8885,492738,7524,311524,7548,1852779,3412,1468246,7760,800832,8337,667414,8864,384533,7847,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,381059,2083,196742,2035,173546,2980,119439,3341,54107,3531,23196,2624,184317,1800,145353,2883,82207,3476,63146,2941,38964,2769,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2306296,2919,1102698,2611,596799,8327,384744,8132,212055,7030,505899,8872,1203598,2573,534111,8502,320755,7555,213356,7170,669487,8829,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
