GEO_ID,B27001I_001E,B27001I_001M,B27001I_002E,B27001I_002M,B27001I_003E,B27001I_003M,B27001I_004E,B27001I_004M,B27001I_005E,B27001I_005M,B27001I_006E,B27001I_006M,B27001I_007E,B27001I_007M,B27001I_008E,B27001I_008M,B27001I_009E,B27001I_009M,B27001I_010E,B27001I_010M,B27001I_011E,B27001I_011M,B27001I_012E,B27001I_012M,B27001I_013E,B27001I_013M,B27001I_014E,B27001I_014M,B27001I_015E,B27001I_015M,B27001I_016E,B27001I_016M,B27001I_017E,B27001I_017M,B27001I_018E,B27001I_018M,B27001I_019E,B27001I_019M,B27001I_020E,B27001I_020M,B27001I_021E,B27001I_021M,B27001I_022E,B27001I_022M,B27001I_023E,B27001I_023M,B27001I_024E,B27001I_024M,B27001I_025E,B27001I_025M,B27001I_026E,B27001I_026M,B27001I_027E,B27001I_027M,B27001I_028E,B27001I_028M,NAME,B27001I_001EA,B27001I_001MA,B27001I_002EA,B27001I_002MA,B27001I_003EA,B27001I_003MA,B27001I_004EA,B27001I_004MA,B27001I_005MA,B27001I_005EA,B27001I_006EA,B27001I_006MA,B27001I_007MA,B27001I_007EA,B27001I_008EA,B27001I_008MA,B27001I_009EA,B27001I_009MA,B27001I_010EA,B27001I_010MA,B27001I_011MA,B27001I_011EA,B27001I_012MA,B27001I_012EA,B27001I_013MA,B27001I_013EA,B27001I_014MA,B27001I_014EA,B27001I_015MA,B27001I_015EA,B27001I_016EA,B27001I_016MA,B27001I_017MA,B27001I_017EA,B27001I_018MA,B27001I_018EA,B27001I_019EA,B27001I_019MA,B27001I_020MA,B27001I_020EA,B27001I_021MA,B27001I_021EA,B27001I_022EA,B27001I_022MA,B27001I_023EA,B27001I_023MA,B27001I_024MA,B27001I_024EA,B27001I_025EA,B27001I_025MA,B27001I_026EA,B27001I_026MA,B27001I_027MA,B27001I_027EA,B27001I_028EA,B27001I_028MA,state
0400000US13,888042,2770,127832,3738,109209,4686,18623,3264,207950,4502,162084,6063,45866,5214,102567,4095,41847,4005,60720,4441,158168,4452,51092,4938,107076,6141,143341,4601,55755,4589,87586,5164,82259,3942,44190,3364,38069,3373,41467,2161,23814,2575,17653,2213,15888,1825,13829,2014,2059,880,8570,1546,7290,1438,1280,757,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,129250,1428,21143,739,20690,749,453,336,29555,746,28698,1114,857,782,15064,1265,13156,1175,1908,850,20260,1362,17820,1523,2440,1144,16443,1121,15932,1243,511,417,11572,834,10467,868,1105,612,8100,506,7565,622,535,317,4450,488,4331,530,119,109,2663,542,2589,542,74,121,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,187101,593,27666,1789,24368,2076,3298,1533,48693,1856,42028,2271,6665,1651,23972,1889,14174,1858,9798,1709,28626,2774,15252,2336,13374,2509,21100,2020,10718,1705,10382,1627,20308,2318,11773,2089,8535,1708,9919,958,6239,1130,3680,895,5184,1010,4748,965,436,314,1633,559,1633,559,0,193,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2102742,1644,242739,4219,232887,4851,9852,1867,484400,4192,456879,5359,27521,3384,252130,2238,155075,5186,97055,4466,339707,2465,191102,6690,148605,6704,324727,2573,194187,5537,130540,5470,224411,2102,150202,5317,74209,4995,136815,1608,94835,3820,41980,3500,63647,1053,57125,1916,6522,1295,34166,968,32027,1095,2139,700,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,417632,2044,60972,2901,56566,2929,4406,1353,101771,2791,87237,3306,14534,2342,52286,2078,31299,2291,20987,2266,70444,2603,38934,3010,31510,3300,60327,2628,34675,2895,25652,2578,33989,1769,22826,1926,11163,1827,21930,1671,17065,1679,4865,1054,10202,1410,9718,1326,484,364,5711,854,5536,864,175,206,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,165367,1846,23109,1496,22487,1473,622,366,42694,1834,38567,2258,4127,1242,24511,2042,18056,2142,6455,1462,25575,1994,15603,2118,9972,1548,22647,2091,13744,1894,8903,1511,14680,1806,11011,1610,3669,1117,7480,1496,6758,1551,722,366,2871,904,2827,899,44,66,1800,759,1728,755,72,90,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,316499,1107,46490,1808,44049,2232,2441,1135,81083,2112,71144,2972,9939,1982,39558,2345,23731,1917,15827,2420,48196,2560,25541,2521,22655,2340,42992,1628,21317,2446,21675,2538,28286,1412,18396,1970,9890,1425,17611,1312,12389,1510,5222,898,7313,1055,6939,1057,374,260,4970,754,4970,754,0,170,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,138836,3168,22252,2134,20330,2165,1922,813,33927,2340,29872,2177,4055,1377,16816,1692,9381,1712,7435,1510,25211,2277,11268,1770,13943,2365,18777,2035,8324,1372,10453,1732,11538,1477,7201,1321,4337,873,6463,1039,4098,1020,2365,777,1753,562,1528,505,225,233,2099,726,1958,678,141,239,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,210556,2931,25240,1773,23147,1697,2093,961,36995,1726,30929,2093,6066,1940,27049,2661,14767,2456,12282,1707,40923,3270,13225,2094,27698,3161,29371,2472,13962,2164,15409,1909,23044,2171,12961,1691,10083,1880,14859,1367,10197,1174,4662,1077,7959,1063,7595,1171,364,438,5116,877,4682,986,434,335,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18395,512,1871,556,1776,554,95,126,4787,1030,4470,1057,317,229,2438,835,1609,761,829,507,2459,856,1821,712,638,572,1671,664,1149,518,522,406,1938,725,1382,637,556,452,1772,676,1485,623,287,199,547,328,547,328,0,165,912,499,912,499,0,165,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,527002,1022,65492,1868,61351,2143,4141,1383,105069,1938,95571,2631,9498,1940,58051,2003,37184,2398,20867,2728,101351,2151,51801,3589,49550,3305,86650,2081,48934,3136,37716,3303,58513,1720,37611,2935,20902,2595,31998,1109,23691,1686,8307,1602,12810,976,11107,988,1703,588,7068,755,6546,810,522,277,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,694131,1078,83955,2185,83288,2291,667,432,143437,2090,141231,2295,2206,774,95127,1155,81992,2278,13135,1874,117858,1533,101680,3005,16178,2568,95815,1444,85247,2137,10568,1857,77596,1476,72156,1747,5440,1156,45466,788,42960,1236,2506,840,22442,987,21763,1070,679,450,12435,1048,12092,1046,343,293,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,460772,1232,60506,2432,57746,2487,2760,891,115738,2434,108623,2915,7115,1581,59464,2104,41943,2407,17521,2267,66428,2920,42407,2665,24021,2111,63052,2887,42762,2841,20290,2213,43418,2173,32914,2279,10504,1636,29509,1336,24155,1440,5354,971,13778,1187,13203,1154,575,397,8879,1077,8693,1075,186,206,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,264730,1025,37953,1375,33545,1693,4408,1137,69301,1518,59302,2299,9999,2103,33143,1629,18893,1641,14250,1843,44352,1953,21340,2332,23012,2700,38123,1809,23432,2201,14691,1900,22486,1557,15594,1644,6892,1445,12713,1242,9252,1127,3461,739,4243,697,3855,647,388,312,2416,750,2412,751,4,12,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,74266,3285,10227,1386,9921,1437,306,256,16945,2417,12593,2386,4352,1074,8661,1805,5282,1535,3379,1113,14716,2233,4967,1310,9749,1822,9365,1698,4660,1285,4705,1286,6895,1736,4591,1276,2304,1181,3480,919,2336,746,1144,497,2232,899,2232,899,0,208,1745,937,1745,937,0,208,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,225805,2033,30782,1681,28092,1835,2690,1158,55414,1991,48832,2340,6582,1514,29918,2357,18001,2238,11917,1932,38093,2685,18760,2402,19333,2256,26841,2009,16820,1854,10021,1655,20726,2011,13413,2007,7313,1380,14161,1546,10642,1566,3519,1232,6244,945,6088,954,156,166,3626,627,3459,652,167,151,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,32451,807,3980,880,3711,851,269,316,7995,1154,6695,1256,1300,622,6087,1119,3860,864,2227,849,4590,1031,2503,879,2087,750,3141,1039,1808,786,1333,749,3422,864,2364,704,1058,427,1818,584,1568,554,250,211,549,334,549,334,0,165,869,442,869,442,0,165,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,181468,841,26253,1284,24526,1475,1727,828,47146,1442,43905,1544,3241,944,22349,1479,14580,1763,7769,1251,29192,2027,12604,1918,16588,2068,25003,1736,14813,2054,10190,1700,17378,1623,12084,1665,5294,1260,8280,803,6328,819,1952,592,3195,787,2738,694,457,386,2672,711,2289,693,383,277,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,760494,822,87981,2181,76177,2632,11804,2229,177869,2210,136531,5118,41338,4703,91299,1289,53534,2672,37765,2787,123320,1709,67108,3471,56212,3312,113010,1277,60955,4046,52055,4116,83179,1229,55263,2993,27916,3053,47646,851,31871,2026,15775,2011,23197,758,20611,1139,2586,958,12993,704,11081,1260,1912,1021,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,41293,481,4846,616,4783,641,63,100,9413,791,8927,890,486,428,5762,929,3901,1041,1861,616,5663,805,3347,847,2316,904,6154,1014,5205,992,949,542,4846,827,3310,809,1536,685,2423,724,2119,794,304,293,1556,722,1556,722,0,185,630,389,630,389,0,185,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1668947,1419,179932,3291,167628,3826,12304,2280,313438,3290,277312,4962,36126,3994,186169,1194,113495,3941,72674,3962,275560,1816,144474,6153,131086,6115,255843,1430,146216,4974,109627,4934,215184,979,145411,4175,69773,4113,132476,844,92068,2775,40408,2811,68126,1357,63829,1929,4297,1535,42219,1365,40875,1446,1344,619,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,969435,1162,98685,2349,93603,2471,5082,1492,200581,2401,180801,3522,19780,3059,113082,1750,67226,4283,45856,3991,131272,2869,84172,3683,47100,3312,120437,1968,74472,4433,45965,4106,116392,2143,83321,3577,33071,3078,93422,963,74503,2839,18919,2608,57050,1419,54487,1809,2563,902,38514,1224,38053,1314,461,354,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3566398,2403,360947,4800,345478,5669,15469,2672,638763,4941,607149,5721,31614,4032,428896,1929,317136,5555,111760,5654,594302,2253,370218,7802,224084,7644,515141,2380,344286,6440,170855,6495,445431,2186,346534,6497,98897,6080,303286,1518,251233,4170,52053,4035,169402,1225,162874,2189,6528,1831,110230,1613,108702,1789,1528,672,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,847769,2985,126845,3552,118516,3845,8329,2488,208420,3988,174947,5309,33473,3825,98737,3623,45223,3877,53514,3922,147515,5662,48209,4194,99306,6356,135995,4543,50299,4066,85696,5050,74732,3864,38242,3565,36490,4386,33944,2040,20223,1679,13721,2151,13031,1664,11643,1864,1388,753,8550,1650,7133,1538,1417,782,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,17000,918,2308,771,2160,790,148,179,3443,764,2882,740,561,433,3812,949,2942,840,870,451,2645,890,1805,767,840,480,2087,664,1428,599,659,450,1180,532,934,482,246,183,1196,453,1122,445,74,80,156,183,156,183,0,149,173,153,173,153,0,149,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,376577,2582,52165,2348,49300,2421,2865,1058,89758,2571,81758,2803,8000,1927,48591,2284,34407,2259,14184,1704,61085,2958,35296,2625,25789,2861,47663,1963,32364,2101,15299,1944,37682,2172,26376,2356,11306,1879,22537,1322,18289,1687,4248,1133,10457,1229,9986,1137,471,418,6639,938,6555,915,84,110,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,361174,1161,55075,1687,50123,1939,4952,1208,91256,1701,75749,2194,15507,1532,46202,1677,22910,2025,23292,1996,59656,2026,26160,2284,33496,1874,47522,1746,22483,2136,25039,1794,32462,1539,18740,1637,13722,1469,18436,1166,11743,1319,6693,905,6965,659,6119,861,846,565,3600,549,3197,481,403,288,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,478528,789,62009,2314,57732,2851,4277,1385,122502,2320,109934,3136,12568,2408,60485,2055,35759,2719,24726,2573,77541,3007,41221,3369,36320,3196,72492,2898,38492,3647,34000,3789,43632,2439,24447,2322,19185,2693,25865,1316,18200,1503,7665,1517,9584,1063,8860,1095,724,517,4418,1004,4335,983,83,145,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,789130,1597,105257,2155,98386,2480,6871,1513,177704,2127,164032,3461,13672,2394,105477,2400,74540,3138,30937,2782,123072,2385,78164,3643,44908,3485,110563,2431,74059,3448,36504,3077,80634,1577,62812,2752,17822,2100,49925,1541,39750,2383,10175,1775,22382,1782,21865,1750,517,287,14116,1323,14011,1319,105,169,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,141739,426,15893,948,14382,1206,1511,790,31423,1053,29074,1322,2349,823,20744,846,13153,1543,7591,1316,22896,898,12465,1663,10431,1619,19533,1190,11185,1472,8348,1951,15614,527,10222,1166,5392,1195,9200,406,5596,956,3604,938,4142,263,4142,263,0,210,2294,225,2076,288,218,183,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,244527,1596,35033,1844,32947,1982,2086,818,53936,2139,42941,2343,10995,1921,28079,2840,15142,2657,12937,2444,50213,3691,14568,2016,35645,3709,33274,2250,14492,2198,18782,2140,24206,2589,12697,1907,11509,2133,12330,1625,8305,1420,4025,1047,5145,1123,4761,1095,384,330,2311,733,2166,706,145,191,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,26049,859,4890,768,4467,823,423,314,5444,653,4645,861,799,557,4171,879,3033,873,1138,456,4837,1102,2453,658,2384,949,3507,729,2109,720,1398,517,1745,596,1149,527,596,330,954,450,453,282,501,428,335,249,335,249,0,155,166,160,166,160,0,155,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
