GEO_ID,C21001H_001E,C21001H_001M,C21001H_002E,C21001H_002M,C21001H_003E,C21001H_003M,C21001H_004E,C21001H_004M,C21001H_005E,C21001H_005M,C21001H_006E,C21001H_006M,C21001H_007E,C21001H_007M,C21001H_008E,C21001H_008M,C21001H_009E,C21001H_009M,C21001H_010E,C21001H_010M,C21001H_011E,C21001H_011M,C21001H_012E,C21001H_012M,C21001H_013E,C21001H_013M,C21001H_014E,C21001H_014M,C21001H_015E,C21001H_015M,NAME,C21001H_001MA,C21001H_001EA,C21001H_002EA,C21001H_002MA,C21001H_003EA,C21001H_003MA,C21001H_004EA,C21001H_004MA,C21001H_005EA,C21001H_005MA,C21001H_006MA,C21001H_006EA,C21001H_007EA,C21001H_007MA,C21001H_008EA,C21001H_008MA,C21001H_009EA,C21001H_009MA,C21001H_010MA,C21001H_010EA,C21001H_011MA,C21001H_011EA,C21001H_012EA,C21001H_012MA,C21001H_013MA,C21001H_013EA,C21001H_014EA,C21001H_014MA,C21001H_015EA,C21001H_015MA,state
0400000US01,2544511,2434,1225975,1781,974267,1763,126706,5650,847561,5844,251708,117,127119,3491,124589,3473,1318536,1192,996312,1194,15609,2283,980703,2466,322224,286,3620,718,318604,782,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352550,1343,185520,1293,160436,1289,30358,2390,130078,2720,25084,105,14501,1253,10583,1275,167030,508,143081,490,4774,953,138307,1119,23949,83,494,301,23455,315,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3080673,2337,1506646,1836,1119494,1845,159596,6658,959898,6732,387152,209,209883,4189,177269,4153,1574027,959,1127734,1011,20918,2620,1106816,2854,446293,252,7733,1431,438560,1424,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1719544,1237,832854,961,655662,973,82456,4231,573206,4230,177192,146,88030,2472,89162,2493,886690,691,665791,666,11224,1777,654567,1949,220899,159,2320,687,218579,702,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12382747,6709,6110169,5259,4813235,5178,447631,10016,4365604,10677,1296934,758,647826,7690,649108,7698,6272578,3323,4680203,3211,52707,3843,4627496,4606,1592375,587,25733,1951,1566642,2012,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2913795,3656,1436201,3044,1189518,3005,144709,5633,1044809,5914,246683,393,134106,2996,112577,3021,1477594,1434,1180493,1310,23548,2273,1156945,2561,297101,418,5461,1016,291640,1115,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2030161,1925,973504,1447,770941,1457,60151,3647,710790,4027,202563,158,98728,2900,103835,2893,1056657,897,789005,878,4791,1061,784214,1311,267652,103,2382,561,265270,547,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,485937,1322,231750,1110,177949,1109,19961,2163,157988,2318,53801,64,29091,1705,24710,1715,254187,415,187726,408,2381,717,185345,840,66461,62,530,221,65931,230,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,205641,716,101333,669,90322,649,4436,1088,85886,1149,11011,161,4474,757,6537,741,104308,258,91642,258,780,306,90862,357,12666,203,226,287,12440,287,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9185384,5094,4448664,3810,3179359,3766,424961,10578,2754398,10504,1269305,629,677373,8588,591932,8628,4736720,2589,3233437,2529,54275,3871,3179162,4508,1503283,540,20415,2173,1482868,2174,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4291664,4965,2077531,3490,1688751,3368,191537,7853,1497214,8690,388780,600,201491,5128,187289,5138,2214133,2143,1725320,2093,22356,2484,1702964,3195,488813,344,6050,1067,482763,1211,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,253728,2257,131207,2137,102587,2125,18964,2075,83623,2363,28620,98,14353,1073,14267,1055,122521,694,94506,690,3146,791,91360,1071,28015,70,707,347,27308,367,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1014635,815,500018,552,401650,551,49782,3005,351868,3209,98368,45,52932,2435,45436,2432,514617,495,402989,485,5193,1118,397796,1194,111628,108,1346,465,110282,493,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6484234,3458,3142500,2414,2551764,2345,218054,6851,2333710,7013,590736,377,281404,5355,309332,5298,3341734,1760,2564534,1621,19459,1859,2545075,2361,777200,446,8020,1660,769180,1599,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
