GEO_ID,B25095_001E,B25095_001M,B25095_002E,B25095_002M,B25095_003E,B25095_003M,B25095_004E,B25095_004M,B25095_005E,B25095_005M,B25095_006E,B25095_006M,B25095_007E,B25095_007M,B25095_008E,B25095_008M,B25095_009E,B25095_009M,B25095_010E,B25095_010M,B25095_011E,B25095_011M,B25095_012E,B25095_012M,B25095_013E,B25095_013M,B25095_014E,B25095_014M,B25095_015E,B25095_015M,B25095_016E,B25095_016M,B25095_017E,B25095_017M,B25095_018E,B25095_018M,B25095_019E,B25095_019M,B25095_020E,B25095_020M,B25095_021E,B25095_021M,B25095_022E,B25095_022M,B25095_023E,B25095_023M,B25095_024E,B25095_024M,B25095_025E,B25095_025M,B25095_026E,B25095_026M,B25095_027E,B25095_027M,B25095_028E,B25095_028M,B25095_029E,B25095_029M,B25095_030E,B25095_030M,B25095_031E,B25095_031M,B25095_032E,B25095_032M,B25095_033E,B25095_033M,B25095_034E,B25095_034M,B25095_035E,B25095_035M,B25095_036E,B25095_036M,B25095_037E,B25095_037M,B25095_038E,B25095_038M,B25095_039E,B25095_039M,B25095_040E,B25095_040M,B25095_041E,B25095_041M,B25095_042E,B25095_042M,B25095_043E,B25095_043M,B25095_044E,B25095_044M,B25095_045E,B25095_045M,B25095_046E,B25095_046M,B25095_047E,B25095_047M,B25095_048E,B25095_048M,B25095_049E,B25095_049M,B25095_050E,B25095_050M,B25095_051E,B25095_051M,B25095_052E,B25095_052M,B25095_053E,B25095_053M,B25095_054E,B25095_054M,B25095_055E,B25095_055M,B25095_056E,B25095_056M,B25095_057E,B25095_057M,NAME,B25095_001EA,B25095_001MA,B25095_002EA,B25095_002MA,B25095_003MA,B25095_003EA,B25095_004EA,B25095_004MA,B25095_005EA,B25095_005MA,B25095_006MA,B25095_006EA,B25095_007EA,B25095_007MA,B25095_008EA,B25095_008MA,B25095_009MA,B25095_009EA,B25095_010MA,B25095_010EA,B25095_011MA,B25095_011EA,B25095_012EA,B25095_012MA,B25095_013MA,B25095_013EA,B25095_014MA,B25095_014EA,B25095_015EA,B25095_015MA,B25095_016MA,B25095_016EA,B25095_017EA,B25095_017MA,B25095_018MA,B25095_018EA,B25095_019EA,B25095_019MA,B25095_020EA,B25095_020MA,B25095_021MA,B25095_021EA,B25095_022EA,B25095_022MA,B25095_023MA,B25095_023EA,B25095_024EA,B25095_024MA,B25095_025EA,B25095_025MA,B25095_026MA,B25095_026EA,B25095_027EA,B25095_027MA,B25095_028EA,B25095_028MA,B25095_029MA,B25095_029EA,B25095_030EA,B25095_030MA,B25095_031EA,B25095_031MA,B25095_032MA,B25095_032EA,B25095_033MA,B25095_033EA,B25095_034MA,B25095_034EA,B25095_035MA,B25095_035EA,B25095_036EA,B25095_036MA,B25095_037MA,B25095_037EA,B25095_038MA,B25095_038EA,B25095_039MA,B25095_039EA,B25095_040MA,B25095_040EA,B25095_041MA,B25095_041EA,B25095_042MA,B25095_042EA,B25095_043EA,B25095_043MA,B25095_044MA,B25095_044EA,B25095_045MA,B25095_045EA,B25095_046EA,B25095_046MA,B25095_047MA,B25095_047EA,B25095_048EA,B25095_048MA,B25095_049EA,B25095_049MA,B25095_050EA,B25095_050MA,B25095_051EA,B25095_051MA,B25095_052EA,B25095_052MA,B25095_053EA,B25095_053MA,B25095_054EA,B25095_054MA,B25095_055MA,B25095_055EA,B25095_056EA,B25095_056MA,B25095_057MA,B25095_057EA,state
0400000US01,1240017,12974,71045,3858,2736,676,2213,703,2493,571,3077,843,46214,3043,14312,1868,121301,5819,30689,2556,14361,1615,13310,1799,9457,1493,53484,3988,0,192,196478,5757,92386,4266,19855,1811,16932,1761,12925,1617,54380,3343,0,192,187676,6215,100081,4402,26031,2375,22545,2370,16214,1984,22805,2581,0,192,248449,7372,162893,5847,40531,3188,22247,2447,11679,1550,11099,1505,0,192,158790,5535,121387,4846,23358,2290,8160,1436,2836,739,3049,852,0,192,159749,6029,137304,5685,14314,1965,4767,1090,1369,604,1995,942,0,192,96529,3986,90838,3788,3029,814,1581,652,452,265,629,327,0,192,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,156107,3268,3372,733,213,151,68,70,21,21,45,38,2702,651,323,209,7509,969,1074,295,625,298,425,274,486,208,4899,910,0,147,11724,1369,4301,929,1061,381,1000,332,1021,345,4341,759,0,147,14867,1641,5059,949,1887,795,2450,778,1046,397,4425,868,0,147,26447,2560,12595,1827,2482,692,3435,1057,3212,750,4723,961,0,147,24802,2009,11462,1392,5151,1113,4476,1246,1976,635,1737,686,0,147,37140,2604,25041,2187,7462,1247,3245,908,948,424,444,273,0,147,30246,2649,26899,2374,1738,568,959,502,650,421,0,147,0,147,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1490031,12319,75081,4421,3918,870,1900,574,2389,675,1833,668,43316,3234,21725,2328,115598,4590,24707,2388,11979,1736,9694,1667,7270,1186,61948,4041,0,203,215638,6347,80748,4094,20795,2029,15887,1749,18480,1877,79728,4453,0,203,210473,6594,90514,4197,25639,2593,26567,2740,22164,2624,45589,3290,0,203,292036,8180,153111,5002,49976,3491,35567,2532,23321,2606,30061,2423,0,203,201096,5846,127892,4590,36023,3142,19622,1892,7842,1489,9717,1633,0,203,221518,7357,170697,6459,28750,2426,12004,1805,4564,1006,5503,1151,0,203,158591,6279,143967,6097,8364,1255,3736,886,1157,568,1367,513,0,203,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,739987,8706,38321,2663,2310,687,1547,519,1838,652,1683,592,23118,2218,7825,1452,80435,3847,24168,1926,10814,1417,6805,1238,6243,1190,32405,2633,0,192,125805,5038,62830,3758,13503,1717,12206,1552,9417,1515,27849,2733,0,192,116309,5128,70148,3690,17212,1757,11794,1529,7991,1295,9164,1483,0,192,149628,6136,107353,4644,22024,2478,10624,1689,4986,1253,4641,1362,0,192,92950,3988,77725,3759,9867,1682,2629,783,1800,727,929,461,0,192,87540,4614,77410,4488,7287,1659,1417,555,571,392,855,579,0,192,48999,2900,46298,2890,1449,660,781,347,260,191,211,264,0,192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6804639,28833,214446,6754,4451,815,2496,659,2455,676,3410,870,140641,5035,60993,4520,376828,9184,55174,3669,25114,2625,21908,2034,20856,2184,253776,7505,0,203,669855,10822,175114,5255,55170,3347,44244,2883,40584,2956,354743,8274,0,203,708729,11597,227423,6095,51611,3411,52965,3939,54150,4128,322580,7449,0,203,1142538,15304,386441,8257,118660,4910,134005,5628,124052,4534,379380,8771,0,203,935451,14189,361411,8448,144789,5671,137900,6730,108666,4830,182685,6274,0,203,1296062,17910,608946,12235,248052,7351,191500,6277,110297,5143,137267,5761,0,203,1460730,17731,1031639,14651,220265,6278,109023,4582,52186,3522,47617,3884,0,203,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1291945,10661,37346,2680,791,451,577,424,901,360,712,346,26152,2220,8213,1439,71968,3908,10296,1243,5960,1257,6732,1250,4331,1154,44649,3173,0,195,138830,5243,42254,2162,13118,1805,8872,1352,10394,1492,64192,3596,0,195,151122,5579,54685,3701,13986,1956,15280,1722,19119,2217,48052,3408,0,195,240522,6556,100389,3905,39472,2743,37456,2802,25226,2428,37979,3082,0,195,203593,7179,109198,5468,46497,3152,25239,2164,11247,1404,11412,1469,0,195,242568,6821,170125,5440,42222,3091,18121,2043,6551,1185,5549,1063,0,195,205996,5494,184871,5275,13457,1445,3948,874,1886,564,1834,767,0,195,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,888478,8542,20467,2117,23,37,0,201,0,201,268,264,14286,1621,5890,1188,36347,2950,708,427,950,455,1030,460,1102,405,32557,2758,0,201,75384,4501,4754,1018,6346,956,7638,1388,8114,1353,48532,3334,0,201,82727,3829,15243,1614,12483,1387,10386,1440,6597,1023,38018,2924,0,201,150807,6193,43504,2958,19318,1729,20767,1961,19093,1994,48125,3712,0,201,131513,4739,51027,3179,23866,2485,22425,2269,16884,2040,17311,2194,0,201,185181,5550,103069,4197,38133,3099,22926,2181,10547,1404,10506,1735,0,201,206052,6603,163245,5700,24735,2284,10295,1269,3949,947,3828,901,0,201,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,243047,3975,8374,1254,50,74,150,199,208,204,0,189,6075,1083,1891,660,15319,1903,1948,610,1516,493,1934,634,1009,485,8912,1532,0,189,29097,2370,9300,1189,2845,899,2438,622,2096,654,12418,1695,0,189,30919,2559,13044,1801,2920,680,2998,761,2916,764,9041,1391,0,189,48617,2726,22180,1999,7711,1422,6607,1185,5852,1252,6267,1173,0,189,35454,2561,19977,1846,6578,1207,5013,984,2306,866,1580,560,0,189,41402,3030,29553,2556,8345,1651,2206,664,896,363,402,252,0,189,33865,2465,31219,2378,1729,705,504,234,171,238,242,220,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110513,3814,3989,853,86,108,0,203,0,203,0,203,2717,704,1186,490,4031,836,291,172,127,133,237,196,198,113,3178,771,0,203,6717,1238,1801,629,433,276,409,258,370,244,3704,1005,0,203,6944,1052,2305,642,672,276,561,409,541,358,2865,805,0,203,14844,1819,5714,1059,1689,613,1636,617,2257,905,3548,854,0,203,13843,1879,4439,884,2423,761,2189,906,1492,614,3300,926,0,203,21253,1866,10700,1360,4927,1066,3131,749,1300,492,1195,574,0,203,38892,2173,29874,2146,5393,1128,2338,624,773,293,514,245,0,203,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4672482,24352,240723,6697,7894,1555,5510,1131,5046,1051,6758,1588,154276,5158,61239,3880,427692,10211,75435,3849,30119,2576,30581,2660,31796,3050,259761,9075,0,218,732743,14512,244384,7132,73928,3775,62380,3682,60812,3787,291239,9206,0,218,684147,13289,298075,9427,81201,4572,70371,4192,58712,4601,175788,7811,0,218,908297,16947,456471,11984,136542,5065,108765,4952,75371,4571,131148,5627,0,218,588295,12264,360154,8946,99164,4762,56738,4164,28812,2655,43427,3765,0,218,615877,12804,438107,10846,86677,4566,43774,3873,23019,2423,24300,2568,0,218,474708,10335,411119,9446,37373,2948,15485,2120,4524,897,6207,1231,0,218,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
