GEO_ID,B06009_001E,B06009_001M,B06009_002E,B06009_002M,B06009_003E,B06009_003M,B06009_004E,B06009_004M,B06009_005E,B06009_005M,B06009_006E,B06009_006M,B06009_007E,B06009_007M,B06009_008E,B06009_008M,B06009_009E,B06009_009M,B06009_010E,B06009_010M,B06009_011E,B06009_011M,B06009_012E,B06009_012M,B06009_013E,B06009_013M,B06009_014E,B06009_014M,B06009_015E,B06009_015M,B06009_016E,B06009_016M,B06009_017E,B06009_017M,B06009_018E,B06009_018M,B06009_019E,B06009_019M,B06009_020E,B06009_020M,B06009_021E,B06009_021M,B06009_022E,B06009_022M,B06009_023E,B06009_023M,B06009_024E,B06009_024M,B06009_025E,B06009_025M,B06009_026E,B06009_026M,B06009_027E,B06009_027M,B06009_028E,B06009_030E,B06009_028M,B06009_029E,B06009_029M,B06009_030M,NAME,B06009_001MA,B06009_001EA,B06009_002MA,B06009_002EA,B06009_003MA,B06009_003EA,B06009_004EA,B06009_004MA,B06009_005MA,B06009_005EA,B06009_006MA,B06009_006EA,B06009_007MA,B06009_007EA,B06009_008EA,B06009_008MA,B06009_009EA,B06009_009MA,B06009_010EA,B06009_010MA,B06009_011EA,B06009_011MA,B06009_012MA,B06009_012EA,B06009_013EA,B06009_013MA,B06009_014EA,B06009_014MA,B06009_015EA,B06009_015MA,B06009_016MA,B06009_016EA,B06009_017MA,B06009_017EA,B06009_018EA,B06009_018MA,B06009_019MA,B06009_019EA,B06009_020EA,B06009_020MA,B06009_021EA,B06009_021MA,B06009_022EA,B06009_022MA,B06009_023EA,B06009_023MA,B06009_024EA,B06009_024MA,B06009_025EA,B06009_025MA,B06009_026EA,B06009_026MA,B06009_027MA,B06009_027EA,B06009_028MA,B06009_028EA,B06009_030MA,B06009_030EA,B06009_029MA,B06009_029EA,state
0400000US01,3225447,5448,498648,11199,1001134,14815,968712,12845,476016,11067,280937,8325,2116215,14707,353113,9075,717248,14018,630145,10027,266848,8567,148861,6361,949038,14362,104420,5697,243612,8007,309172,9736,180553,6718,111281,5635,29954,3486,2065,949,6961,1759,9899,1610,8073,2107,2956,935,130240,6429,39050,3529,33313,4336,19496,17839,2346,20542,2521,2074,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,462659,1764,38677,2519,129029,4752,165540,4573,84038,4340,45375,3058,128666,4510,14856,1355,45226,2431,43279,3147,18458,2400,6847,1119,281770,4679,15102,1687,69157,3894,106415,4162,56641,3442,34455,2588,9106,1630,325,274,2412,1015,3746,1036,1939,761,684,370,43117,2749,8394,1535,12234,1709,12100,3389,1460,7000,1372,903,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4344737,3583,612204,13203,1079149,14393,1464943,14856,741982,11809,446459,11323,968192,17329,139940,6580,273490,9733,357778,10523,137636,5685,59348,3830,2546495,17132,173158,7558,614180,10943,937386,14174,505679,11487,316092,8939,57462,4494,5749,1254,12487,2004,19561,2344,11445,1908,8220,1993,772588,14088,293357,10433,178992,8103,150218,62799,6723,87222,5293,3810,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1960503,4652,305438,8434,691814,10847,559314,11801,262755,8175,141182,5967,1099816,11305,164722,5272,423074,9755,309952,6956,136008,5826,66060,4170,736938,11498,92804,5169,240149,7527,227723,8606,112573,5478,63689,3786,13671,1926,1192,554,3612,1063,4124,899,2813,891,1930,656,110078,4405,46720,3831,24979,2793,17515,9503,2487,11361,1866,1572,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25147232,5443,4608007,33639,5228893,38304,7504598,43011,4905468,31636,2900266,25455,9876955,49496,888090,15009,2338238,28403,3781592,35792,1934847,20983,934188,14423,5727785,35195,394024,9865,1047292,15064,1863225,23215,1406176,18437,1017068,16095,327834,8369,37131,2527,61937,4172,105137,5276,79536,4226,44093,2938,9214658,41892,3288762,31681,1781426,24366,1754644,904917,24780,1484909,21624,13710,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3514235,4596,332384,9170,761103,12648,1092467,13552,837913,11378,490368,10278,1065304,13862,95734,5955,298309,8866,367175,8812,209339,8008,94747,4819,1979059,13457,94831,4580,365034,9519,625086,12174,558165,9057,335943,7841,53750,3749,3389,1026,9650,1545,18292,2117,14101,1931,8318,1352,416122,9676,138430,6465,88110,5934,81914,51360,4661,56308,3976,3601,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2465315,2243,254990,9172,673455,11612,619416,11669,508487,10447,408967,9885,1159039,12528,85781,5024,383225,9605,326868,9077,221207,7195,141958,5093,775947,12352,44817,3262,153803,6629,183488,6473,206765,6918,187074,6467,95693,4654,33501,3180,27167,3145,20407,2748,8013,1509,6605,1246,434636,10689,90891,6796,109260,6674,88653,73330,5062,72502,4849,3666,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,629730,1121,73547,4252,196726,5342,172072,5904,108075,5152,79310,3249,229514,6606,28396,2863,89263,4465,62604,4124,32202,2652,17049,1737,321839,6319,27427,2851,92013,4348,95379,4590,61110,3711,45910,2545,11972,2156,2427,997,3055,877,3749,1299,1966,772,775,443,66405,3706,15297,2228,12395,1902,10340,15576,1787,12797,1946,1854,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,453014,428,44846,3643,84220,3589,74342,3536,102958,5690,146648,5412,126090,5164,18639,2194,44412,3050,33977,3150,17895,2357,11167,1345,240787,5911,13713,1778,25792,2605,28647,2678,67534,3838,105101,4927,8511,1545,797,570,439,397,778,428,2840,1011,3657,1047,77626,4334,11697,2427,13577,2045,10940,26723,2084,14689,2258,2794,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13726996,7120,1807169,22937,4042708,31787,4142944,29423,2409162,26123,1325013,20465,2990423,24203,381711,12008,975173,16871,949978,16635,468140,13041,215421,8167,6868716,28740,582547,13066,1972232,23563,2232095,22454,1312513,19613,769329,14726,509779,14643,87182,6322,139662,7413,160126,8945,82278,5784,40531,3635,3358078,33265,755729,16885,955641,20670,800745,299732,17539,546231,15639,8980,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
