GEO_ID,C17025_001E,C17025_001M,C17025_002E,C17025_002M,C17025_003E,C17025_003M,C17025_004E,C17025_004M,C17025_005E,C17025_005M,C17025_006E,C17025_006M,C17025_007E,C17025_007M,C17025_008E,C17025_008M,C17025_009E,C17025_009M,C17025_010E,C17025_010M,C17025_011E,C17025_011M,NAME,C17025_001EA,C17025_001MA,C17025_002MA,C17025_002EA,C17025_003MA,C17025_003EA,C17025_004EA,C17025_004MA,C17025_005MA,C17025_005EA,C17025_006MA,C17025_006EA,C17025_007EA,C17025_007MA,C17025_008MA,C17025_008EA,C17025_009EA,C17025_009MA,C17025_010EA,C17025_010MA,C17025_011EA,C17025_011MA,state
0400000US01,4716105,2548,883371,20758,848256,18857,35115,5718,9108,2135,26007,4828,3832734,21141,3709763,21130,122971,7070,49205,4277,73766,6334,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,718359,1166,67016,4778,63387,4451,3629,1044,1567,636,2062,720,651343,5197,604597,6334,46746,3407,26723,2431,20023,3258,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6477191,3417,1206460,32132,974809,27086,231651,11464,48767,4089,182884,10027,5270731,31828,4623931,32658,646800,16728,291103,11584,355697,14914,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2873340,3117,565469,16418,531485,15236,33984,3973,4885,1236,29099,3817,2307871,16913,2210318,16643,97553,5820,38297,4034,59256,4987,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37593091,8648,6328824,64631,4446560,49771,1882264,31069,544136,14834,1338128,25823,31264267,64133,22935309,67696,8328958,49274,4427723,31470,3901235,39559,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5151461,2077,667446,21463,566605,18730,100841,8403,19855,2779,80986,8356,4484015,21721,4091346,20375,392669,11260,176205,6885,216464,10003,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3485353,2242,373900,14722,314944,13700,58956,5881,18673,2605,40283,5103,3111453,14715,2678381,16760,433072,11721,222631,8084,210441,10041,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,900322,1123,111327,9589,99749,8395,11578,2538,2876,1258,8702,2467,788995,9661,724469,9540,64526,4262,31368,2877,33158,3387,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,611788,780,115551,7400,102264,7095,13287,2407,5020,1520,8267,2123,496237,7490,420292,7066,75945,4957,31785,3225,44160,4035,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19129950,7199,3253333,61090,2518346,52481,734987,22531,286755,11669,448232,17365,15876617,60744,12850029,58048,3026588,38463,1726177,27697,1300411,28306,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9720914,4997,1843768,35778,1645411,33428,198357,13479,43960,5247,154397,10796,7877146,36435,7124797,38674,752349,18732,327818,10208,424531,16464,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1367662,1488,148368,10323,121336,9075,27032,3681,10510,1684,16522,3652,1219294,10208,1004682,11784,214612,9603,127647,6077,86965,7072,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1582911,1262,246550,15129,225523,15004,21027,4028,5624,1380,15403,3540,1336361,15082,1263392,16269,72969,5783,30042,3371,42927,4320,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12576680,3928,1845393,34145,1571120,29436,274273,11781,81160,5564,193113,10669,10731287,34111,9219238,37647,1512049,22917,762365,16926,749684,20884,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6367890,3100,1015127,24249,941982,22899,73145,5704,12843,2604,60302,5142,5352763,24489,5118106,23557,234657,9965,96873,5678,137784,8227,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2991670,1604,379127,13393,349789,12745,29338,3709,6338,1790,23000,3066,2612543,13457,2497310,14544,115233,6340,47991,3910,67242,5135,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2811722,2188,393358,17298,348370,15379,44988,5049,8688,2108,36300,4227,2418364,17061,2270660,16202,147704,7725,57047,4388,90657,6750,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4266556,2510,800635,19947,766326,18875,34309,4376,6465,1723,27844,3892,3465921,19805,3354786,19817,111135,5985,48525,3696,62610,4823,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4494989,2903,888019,24140,846722,23301,41297,5218,8380,1595,32917,4788,3606970,23981,3471211,23147,135759,6853,66820,4657,68939,5256,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1293827,1147,180639,8805,170619,8538,10020,2778,4295,1859,5725,2086,1113188,8846,1079546,8856,33642,2280,20659,2012,12983,1871,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5788159,2967,585571,19629,495675,17104,89896,6126,31957,3268,57939,5488,5202588,19576,4457168,20296,745420,15316,385827,11630,359593,10252,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6456530,2610,770513,23021,616082,18678,154431,9231,59886,4798,94545,7358,5686017,22988,4821068,25123,864949,16470,477949,13847,387000,12621,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9669513,4111,1648436,25647,1524771,23759,123665,8357,42324,3821,81341,7727,8021077,25879,7537035,26570,484042,11290,270060,8791,213982,7475,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5292348,2336,592422,16554,513898,15315,78524,6620,32260,3909,46264,4889,4699926,16677,4381804,16820,318122,9948,173364,7943,144758,7617,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2893768,2850,695915,21951,682662,22436,13253,2441,3143,850,10110,2269,2197853,22087,2152724,23234,45129,5238,20196,2692,24933,4016,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5861009,3082,931066,25159,884535,24807,46531,4792,13263,2083,33268,4305,4929943,24927,4749628,27100,180315,8030,90396,5404,89919,6679,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
