GEO_ID,B24022_001E,B24022_001M,B24022_002E,B24022_002M,B24022_003E,B24022_003M,B24022_004E,B24022_004M,B24022_005E,B24022_005M,B24022_006E,B24022_006M,B24022_007E,B24022_007M,B24022_008E,B24022_008M,B24022_009E,B24022_009M,B24022_010E,B24022_010M,B24022_011E,B24022_011M,B24022_012E,B24022_012M,B24022_013E,B24022_013M,B24022_014E,B24022_014M,B24022_015E,B24022_015M,B24022_016E,B24022_016M,B24022_017E,B24022_017M,B24022_018E,B24022_018M,B24022_019E,B24022_019M,B24022_020E,B24022_020M,B24022_021E,B24022_021M,B24022_022E,B24022_022M,B24022_023E,B24022_023M,B24022_024E,B24022_024M,B24022_025E,B24022_025M,B24022_026E,B24022_026M,B24022_027E,B24022_027M,B24022_028E,B24022_028M,B24022_029E,B24022_029M,B24022_030E,B24022_030M,B24022_031E,B24022_031M,B24022_032E,B24022_032M,B24022_033E,B24022_033M,B24022_034E,B24022_034M,B24022_035E,B24022_035M,B24022_036E,B24022_036M,B24022_037E,B24022_037M,B24022_038E,B24022_038M,B24022_039E,B24022_039M,B24022_040E,B24022_040M,B24022_041E,B24022_041M,B24022_042E,B24022_042M,B24022_043E,B24022_043M,B24022_044E,B24022_044M,B24022_045E,B24022_045M,B24022_046E,B24022_046M,B24022_047E,B24022_047M,B24022_048E,B24022_048M,B24022_049E,B24022_049M,B24022_050E,B24022_050M,B24022_051E,B24022_051M,B24022_052E,B24022_052M,B24022_053E,B24022_053M,B24022_054E,B24022_054M,B24022_055E,B24022_055M,B24022_056E,B24022_056M,B24022_057E,B24022_057M,B24022_058E,B24022_058M,B24022_059E,B24022_059M,B24022_060E,B24022_060M,B24022_061E,B24022_061M,B24022_062E,B24022_062M,B24022_063E,B24022_063M,B24022_064E,B24022_064M,B24022_065E,B24022_065M,B24022_066E,B24022_066M,B24022_067E,B24022_067M,B24022_068E,B24022_068M,B24022_069E,B24022_069M,B24022_070E,B24022_070M,B24022_071E,B24022_071M,B24022_072E,B24022_072M,B24022_073E,B24022_073M,NAME,B24022_001MA,B24022_001EA,B24022_002MA,B24022_002EA,B24022_003EA,B24022_003MA,B24022_004MA,B24022_004EA,B24022_005MA,B24022_005EA,B24022_006MA,B24022_006EA,B24022_007MA,B24022_007EA,B24022_008EA,B24022_008MA,B24022_009MA,B24022_009EA,B24022_010MA,B24022_010EA,B24022_011EA,B24022_011MA,B24022_012EA,B24022_012MA,B24022_013EA,B24022_013MA,B24022_014EA,B24022_014MA,B24022_015MA,B24022_015EA,B24022_016MA,B24022_016EA,B24022_017EA,B24022_017MA,B24022_018EA,B24022_018MA,B24022_019EA,B24022_019MA,B24022_020MA,B24022_020EA,B24022_021MA,B24022_021EA,B24022_022EA,B24022_022MA,B24022_023EA,B24022_023MA,B24022_024EA,B24022_024MA,B24022_025EA,B24022_025MA,B24022_026MA,B24022_026EA,B24022_027MA,B24022_027EA,B24022_028MA,B24022_028EA,B24022_029EA,B24022_029MA,B24022_030EA,B24022_030MA,B24022_031MA,B24022_031EA,B24022_032MA,B24022_032EA,B24022_033MA,B24022_033EA,B24022_034MA,B24022_034EA,B24022_035EA,B24022_035MA,B24022_036EA,B24022_036MA,B24022_037EA,B24022_037MA,B24022_038MA,B24022_038EA,B24022_039EA,B24022_039MA,B24022_040MA,B24022_040EA,B24022_041MA,B24022_041EA,B24022_042EA,B24022_042MA,B24022_043MA,B24022_043EA,B24022_044MA,B24022_044EA,B24022_045EA,B24022_045MA,B24022_046EA,B24022_046MA,B24022_047MA,B24022_047EA,B24022_048EA,B24022_048MA,B24022_049MA,B24022_049EA,B24022_050EA,B24022_050MA,B24022_051MA,B24022_051EA,B24022_052EA,B24022_052MA,B24022_053MA,B24022_053EA,B24022_054MA,B24022_054EA,B24022_055MA,B24022_055EA,B24022_056MA,B24022_056EA,B24022_057EA,B24022_057MA,B24022_058EA,B24022_058MA,B24022_059MA,B24022_059EA,B24022_060MA,B24022_060EA,B24022_061MA,B24022_061EA,B24022_062MA,B24022_062EA,B24022_063EA,B24022_063MA,B24022_064MA,B24022_064EA,B24022_065EA,B24022_065MA,B24022_066EA,B24022_066MA,B24022_067MA,B24022_067EA,B24022_068EA,B24022_068MA,B24022_069EA,B24022_069MA,B24022_070MA,B24022_070EA,B24022_071MA,B24022_071EA,B24022_072MA,B24022_072EA,B24022_073EA,B24022_073MA,state
0400000US01,39026,803,43245,1758,66111,1217,67143,3095,70582,3563,62033,2301,76461,2432,78951,5930,77194,5756,62348,6050,51591,1497,41923,2216,97453,13201,53576,3218,43712,8289,65937,5965,99689,8660,46356,10097,27062,1083,25829,6946,39167,2346,37069,2364,40761,3444,22047,2222,24124,1424,29663,7742,41921,1929,45600,2860,37314,3972,38527,2119,25040,3666,36740,2571,41407,1320,36845,732,40176,1258,37310,3721,27273,2283,32516,978,46205,886,47443,2401,50442,2649,45615,2280,56327,3536,55945,3391,63070,7601,46850,10485,42181,749,35135,2370,51994,6941,43071,1943,37824,6042,47588,2643,55742,1533,31553,1168,20517,544,22428,1136,34756,7751,22294,8366,41337,1635,17044,839,17982,1813,22856,3866,29171,1181,26712,977,30125,794,40523,12108,16860,4123,47609,32990,43131,7167,24275,1289,24693,1463,24617,4228,22485,2293,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50738,785,57532,4522,76965,3569,81944,5801,85880,9776,77237,3749,78460,11373,51139,12328,101491,6141,60407,20987,60615,8326,46642,4849,91845,32929,65897,8184,39420,12141,91667,22649,121968,88670,42419,41472,38605,5360,30855,8271,72012,5469,71528,7004,73611,9317,35065,10740,31152,1824,33933,3499,47137,5117,56595,6326,42191,3384,62209,4877,77535,56714,61952,3779,62700,8803,47999,4181,45689,9714,52369,5518,31997,3480,42375,1061,56008,2650,56375,4073,64348,10611,53571,3051,66559,13647,63726,11900,77407,16115,61238,10228,50368,3476,47560,9680,60988,20869,51805,6553,26740,10692,66767,14192,79414,3969,40058,5694,28906,3138,35086,7487,50590,19919,42136,12134,63393,28735,24788,6645,21927,10862,24837,2203,40153,1435,42327,14042,38742,2528,61934,67144,24933,11793,100536,68756,60618,19982,31635,6544,26244,4188,41131,1486,27131,17150,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,41093,217,44842,746,68862,2074,71463,1274,73027,3735,65937,2100,76532,2854,73921,4254,81203,2953,60773,8309,48771,3497,42825,2202,105360,17341,44752,2389,44516,4513,71710,4515,90803,3377,47390,7123,29838,1285,29906,2009,50908,1615,40679,4335,56591,2101,21673,799,23599,1769,26892,6150,40931,588,45528,2114,33468,2813,36874,1142,26363,1338,32456,2625,41963,1749,35521,912,36680,1337,40897,998,25218,1401,37092,326,50475,479,52336,1384,54800,2724,51051,1263,65286,4916,67394,6821,72496,12317,56287,5875,39839,809,38113,1139,59444,12566,38749,1215,36401,3408,57434,4018,66816,2107,40476,2083,23386,917,27241,1255,42889,3052,38354,4704,46205,2729,20444,1101,18730,1524,22985,2040,32849,1184,33931,3205,32641,962,28878,2785,14503,5349,37059,11623,29382,2568,25757,1139,25754,1489,32340,6779,22287,3285,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,35718,420,40280,583,58026,3579,60930,1421,61440,1755,59080,5727,60967,3417,60183,7833,63119,6708,51597,14604,47342,2777,40377,4300,90144,35482,50557,3904,31619,9101,75899,16604,122073,13745,42917,14095,26534,1091,24944,4073,36650,2211,36334,2548,36945,3882,19568,1800,25377,2863,31118,2467,40167,1540,41852,1726,34575,3199,35147,1544,25723,3424,32387,1963,40167,2524,35529,762,35419,1071,40026,2901,30295,2194,31072,392,43783,1463,42405,2749,43399,3119,41370,4600,52001,6373,58203,8300,48259,11007,47914,8795,40600,1089,40696,2410,45077,6989,40283,1859,40736,5512,50114,1676,55843,3362,35213,1942,20008,934,22822,1292,30811,5534,21521,16146,32450,3515,16363,995,19164,2067,19987,1902,27326,501,24485,1598,28518,961,26678,3766,21315,1371,26397,7632,29961,6765,24823,1343,24887,1645,22184,3856,25596,2546,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,46938,188,50497,153,82332,462,84394,2464,90423,1189,72772,3215,91765,696,94902,3479,91837,1016,75224,4759,67382,1547,50577,980,121116,3816,65955,1038,62488,2958,87287,3897,110153,8254,47893,3765,30041,433,31876,1214,71422,1305,42303,2449,85101,2644,23749,582,26577,544,26209,1227,44329,1399,50349,567,38788,1482,38706,1002,24017,839,40314,563,44408,2076,35195,550,35843,616,40397,563,26372,445,42291,218,62866,913,63363,1839,68077,1832,60365,535,76227,1508,80032,2897,78389,5120,70333,2547,54954,1210,47790,1568,76940,4086,55179,1438,51806,961,72229,1383,84644,3134,43784,2697,24645,342,30384,482,57671,3767,42073,2623,70358,3733,21345,514,20968,467,23832,592,37205,236,35383,683,38210,659,22201,853,16675,668,32346,13092,47065,7500,23667,826,24485,959,32442,2734,19643,752,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,46347,341,51198,394,74755,1807,75556,1727,77304,3414,67240,4212,83724,2584,85643,3086,85273,5043,73819,5487,52709,2995,50246,5283,101996,16735,51051,1711,47216,4271,80184,12101,110818,22378,45911,4628,32415,1381,30654,2401,55464,3624,46055,4217,64635,3536,25171,1269,29492,2446,31026,6313,46459,1254,52347,2385,40300,1521,41968,894,28046,1575,41897,1134,44638,2178,39352,1435,40256,1428,42305,2129,30317,1833,40711,343,52085,584,55938,1413,59765,3035,53614,1883,65000,3504,70224,4253,63000,7167,53476,7267,42253,1142,41370,1607,60443,8745,40117,1514,47499,6325,57664,4413,65619,1275,40685,1703,25960,656,28652,1951,47607,4614,37938,12655,51694,8704,21278,1147,20134,1099,27576,2760,35405,666,35335,1588,35431,640,35176,7910,25468,6981,43708,8234,38120,15039,30631,1057,30988,1207,35686,5582,26354,1134,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,54206,1081,61228,550,89136,2951,100781,994,101864,1649,91366,3499,82111,4066,88149,5621,81128,3016,74528,6001,73184,3131,50159,5246,151064,12210,75402,2822,65526,3580,91059,12066,121359,15735,45864,8205,39402,3064,35852,5081,69553,4871,52876,10173,75368,4164,24424,1487,35001,5221,40246,5780,53641,2757,62420,5491,45800,2144,50402,790,23968,3043,49902,2730,52123,3546,45010,2458,46500,1528,45627,4660,32912,4542,47757,1115,65424,1074,70889,1643,73434,3791,66923,3957,72538,3590,72965,6287,75876,5691,67268,9018,54530,2129,51810,7755,76279,10009,53188,2586,51680,5242,71043,1810,76997,3033,50551,3170,28561,2520,32874,2233,60959,11037,31139,4744,85810,3842,24128,2264,22158,1745,26027,2837,41471,584,40809,1946,41607,598,40976,3426,18864,18004,50672,6818,40536,6451,30537,1399,30830,1653,32161,4458,21319,3624,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46343,1116,50609,842,69629,3794,75008,4028,76238,3566,67281,8320,74352,4709,70848,9562,81663,3899,71665,4779,50281,5456,40344,3769,86768,27138,50353,4751,55168,26784,73777,11646,98603,22414,51800,11445,33127,4852,32350,18744,53703,6972,35644,15015,65096,15114,27897,4094,31133,5763,21485,9862,46568,5234,50465,2560,39671,4729,43892,4569,35019,8195,43004,5812,45837,4514,38994,4287,45095,9367,44357,6228,25643,8420,41696,1157,53964,2294,57447,5996,61207,4347,52111,3567,51310,7687,52367,14441,53546,31404,43896,11621,45492,4360,40417,5940,81377,18894,42989,4095,50764,10265,63897,4975,70153,8787,49270,13644,26207,1917,28057,3271,41207,18359,36951,22468,51059,14121,19765,3381,17209,7267,27380,6002,35445,1436,30853,3221,35974,1161,43200,16607,-666666666,-222222222,50694,22163,44200,47635,26174,4434,30151,7319,27053,13160,18637,11766,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,65361,2395,70100,3770,86679,3538,85386,4928,86652,8302,82720,8438,88694,5444,79868,6759,77222,19390,102103,19652,85615,8097,61746,11785,141651,14001,55594,6827,62456,9297,127000,96701,179410,62219,39396,17384,30755,2380,36035,1776,55036,19175,43938,15661,86519,25209,26349,1300,30202,2094,31084,8794,49357,6337,46894,10490,50706,6071,41103,1724,-666666666,-222222222,40127,6909,51782,29479,35219,5910,22198,6387,36538,1844,26133,11360,61772,1437,75043,2391,76139,2399,76654,2576,75459,4470,76529,9799,73392,11907,71282,19986,87663,11108,74529,3727,66598,14740,114294,15352,65403,11885,66193,7028,61944,2647,63230,7752,60382,7025,31127,2338,30314,6170,36875,11440,35029,11059,78328,33606,31566,9568,31015,3885,26332,9059,46116,3232,40735,1640,47334,2475,53360,1626,-666666666,-222222222,-666666666,-222222222,54037,18812,41128,11980,22439,55673,41166,767,-666666666,-222222222,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,-,**,null,null,null,null,null,null,null,null,-,**,11
0400000US12,37176,185,40847,245,63927,1217,66532,1064,71061,952,59878,3027,67394,2309,68546,3481,70566,2974,54275,8666,50019,1392,37053,4278,106432,11636,47590,1598,45178,3444,74157,3900,100130,7157,40992,2425,27072,464,28568,2308,41827,837,36196,1074,50453,1768,22404,704,24401,729,26982,1381,40205,667,42443,1737,34388,1489,32160,358,24807,1768,30949,434,36664,737,31984,339,32989,1828,35023,2268,26453,927,34549,519,46585,469,50553,552,52047,758,46541,994,52313,2175,54152,4262,60170,10096,50184,3769,40407,313,37309,1607,49699,3206,39726,606,41172,1285,52331,1156,61615,614,37253,1342,22264,286,25744,537,37989,2580,31649,1803,41758,1707,20916,435,18001,688,21646,733,30977,186,30786,550,31036,217,21672,1182,16258,466,24589,4690,40196,8805,23474,939,22523,905,26786,1634,22163,1619,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
