GEO_ID,C01001H_001E,C01001H_001M,C01001H_002E,C01001H_002M,C01001H_003E,C01001H_003M,C01001H_004E,C01001H_004M,C01001H_005E,C01001H_005M,C01001H_006E,C01001H_006M,C01001H_007E,C01001H_007M,C01001H_008E,C01001H_008M,C01001H_009E,C01001H_009M,NAME,C01001H_001MA,C01001H_001EA,C01001H_002EA,C01001H_002MA,C01001H_003MA,C01001H_003EA,C01001H_004EA,C01001H_004MA,C01001H_005EA,C01001H_005MA,C01001H_006MA,C01001H_006EA,C01001H_007EA,C01001H_007MA,C01001H_008MA,C01001H_008EA,C01001H_009EA,C01001H_009MA,state
0400000US13,5454931,5003,2685685,4180,582516,3474,1714389,2030,388780,600,2769246,3745,553333,3126,1727100,1921,488813,344,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,322726,450,178151,921,22149,811,127382,412,28620,98,144575,821,20113,822,96447,28,28015,70,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1340870,560,669667,1116,168319,1102,402980,274,98368,45,671203,1153,156158,1093,403417,401,111628,108,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8073211,3297,3961343,2674,810655,1521,2559952,1744,590736,377,4111868,2036,768148,1221,2566520,1369,777200,446,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5295482,3007,2602423,2300,591982,2047,1648602,1066,361839,147,2693059,2410,562770,1994,1660765,785,469524,474,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2704424,2726,1331421,1711,295241,1196,833582,1038,202598,31,1373003,1885,283588,1286,827165,762,262250,259,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2229934,997,1102954,1005,251841,899,689908,579,161205,368,1126980,1093,236149,1003,684949,321,205882,221,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3765523,1913,1847422,2150,417650,1906,1171576,953,258196,255,1918101,2101,393722,1829,1193261,851,331118,159,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2753492,1521,1356127,1596,296238,1433,863388,486,196501,138,1397365,1838,281603,1625,867392,457,248370,164,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1247425,1247,608644,1084,118413,976,386749,164,103482,165,638781,771,114195,684,398119,312,126467,41,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3152100,2516,1544425,1701,308929,863,993887,1039,241609,936,1607675,1595,291943,1309,1007395,846,308337,292,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4995261,4686,2417133,2658,464093,1485,1579617,1681,373423,517,2578128,2587,442839,1127,1632936,1965,502353,397,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7514628,2081,3706363,1532,782483,1109,2356888,1021,566992,238,3808265,1372,740562,963,2355543,708,712160,321,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4438070,2394,2196217,1643,469816,1271,1408721,678,317680,207,2241853,1132,448043,627,1396762,877,397048,271,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1716080,2120,845695,2543,188638,2476,522797,556,134260,311,870385,2850,174655,2471,524407,929,171323,354,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4859130,2157,2390274,1832,531586,1658,1500902,685,357786,110,2468856,2063,500003,1830,1514111,922,454742,112,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,883575,384,443512,906,90364,860,278943,242,74205,11,440063,886,87101,826,270890,284,82072,19,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1512709,1097,746885,1032,168590,782,469112,582,109183,47,765824,927,161615,774,465503,535,138706,90,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1453526,2213,741302,1485,129237,981,474464,904,137601,255,712224,1458,120240,1081,446284,652,145700,182,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1209037,2045,595065,1205,118897,875,387543,430,88625,185,613972,1005,114928,565,391143,555,107901,34,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5099422,4698,2483969,2553,507966,1410,1565607,1782,410396,310,2615453,2764,481960,1113,1581625,2234,551868,311,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,819078,878,404546,1256,65138,1386,253881,769,85527,323,414532,1461,63802,1257,251505,569,99225,335,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11185549,7594,5465822,4063,1073627,2174,3519269,2330,872926,721,5719727,4782,1016531,2479,3553041,2897,1150155,759,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6326195,4067,3093293,3165,631641,2847,1966805,1090,494847,145,3232902,3578,594545,3039,2007305,1228,631052,130,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,632146,452,321511,871,65899,771,211526,313,44086,30,310635,747,64454,776,191205,190,54976,154,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9295777,3759,4555870,2472,996732,1659,2884312,1386,674826,164,4739907,2281,945051,1524,2915686,1356,879170,545,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2596766,1021,1277574,1119,267188,1049,804486,179,205900,46,1319192,1002,251886,926,809333,329,257973,158,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3039839,1980,1494670,1409,285830,1328,955909,528,252931,236,1545169,1630,270490,1084,969846,929,304833,302,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9994679,3891,4881529,2718,965095,1251,3111970,2247,804464,298,5113150,2027,916715,1114,3132536,1253,1063899,358,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,784547,2681,377481,1656,66941,1095,248281,978,62259,109,407066,1290,63925,502,258139,895,85002,372,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3047248,1431,1490904,2177,304686,1798,932447,868,253771,262,1556344,1813,288975,1806,957484,413,309885,77,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,705020,1070,352283,1124,79188,799,219933,708,53162,109,352737,970,75292,847,212123,333,65322,33,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4862093,2086,2375931,2651,512278,2478,1496395,871,367258,261,2486162,2354,481575,2317,1541904,792,462683,326,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11623414,4077,5758556,4418,1190543,3642,3688455,3072,879558,1002,5864858,4904,1117421,3885,3669612,2617,1077825,1182,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2306939,2989,1154605,2140,344074,1399,690899,895,119632,6,1152334,1269,325966,950,686291,610,140077,57,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,588831,297,290594,460,57643,452,187720,160,45231,55,298237,519,53528,500,189966,121,54743,45,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5246262,2185,2591824,2826,529994,2555,1678331,1050,383499,519,2654438,2662,500890,2439,1676738,849,476810,419,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4941666,2122,2460693,1873,480538,1396,1604107,800,376048,367,2480973,1718,455531,1292,1575336,1081,450106,237,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1717430,1686,845689,1839,176685,1542,531548,995,137456,143,871741,1587,165513,1361,536476,620,169752,135,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4735896,1917,2346537,1357,484496,734,1506699,941,355342,158,2389359,860,460298,599,1485705,488,443356,59,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,493652,2184,250551,1650,55722,942,160873,1238,33956,120,243101,1357,53172,856,151893,855,38036,92,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22063,3136,11371,2169,2579,1111,6590,1647,2202,846,10692,1733,1533,753,7619,1475,1540,538,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
