GEO_ID,B99163_001E,B99163_002E,B99163_003E,B99163_004E,B99163_005E,NAME,B99163_001EA,B99163_002EA,B99163_003EA,B99163_004EA,B99163_005EA,state
0400000US01,4541368,4309662,231706,16820,214886,Alabama,null,null,null,null,null,01
0400000US02,680427,575025,105402,5153,100249,Alaska,null,null,null,null,null,02
0400000US04,6196543,4535677,1660866,110679,1550187,Arizona,null,null,null,null,null,04
0400000US05,2769171,2578940,190231,9774,180457,Arkansas,null,null,null,null,null,05
0400000US06,35831956,20130999,15700957,924972,14775985,California,null,null,null,null,null,06
0400000US08,4934794,4109040,825754,61177,764577,Colorado,null,null,null,null,null,08
0400000US09,3405334,2671765,733569,42654,690915,Connecticut,null,null,null,null,null,09
0400000US10,869514,764157,105357,8553,96804,Delaware,null,null,null,null,null,10
0400000US11,605388,497028,108360,11099,97261,District of Columbia,null,null,null,null,null,11
0400000US12,18478811,13411845,5066966,297594,4769372,Florida,null,null,null,null,null,12
0400000US13,9335151,8068316,1266835,70860,1195975,Georgia,null,null,null,null,null,13
0400000US15,1313348,983531,329817,22655,307162,Hawaii,null,null,null,null,null,15
0400000US16,1500897,1336975,163922,11011,152911,Idaho,null,null,null,null,null,16
0400000US17,12085046,9346306,2738740,145494,2593246,Illinois,null,null,null,null,null,17
0400000US18,6146838,5645211,501627,28256,473371,Indiana,null,null,null,null,null,18
0400000US19,2897339,2687597,209742,15774,193968,Iowa,null,null,null,null,null,19
0400000US20,2694653,2402216,292437,13536,278901,Kansas,null,null,null,null,null,20
0400000US21,4123458,3917503,205955,14549,191406,Kentucky,null,null,null,null,null,21
0400000US22,4320472,3962762,357710,16723,340987,Louisiana,null,null,null,null,null,22
0400000US23,1264125,1184952,79173,4431,74742,Maine,null,null,null,null,null,23
0400000US24,5562102,4617898,944204,64708,879496,Maryland,null,null,null,null,null,24
0400000US25,6328899,4912432,1416467,94282,1322185,Massachusetts,null,null,null,null,null,25
0400000US26,9325319,8487342,837977,51721,786256,Michigan,null,null,null,null,null,26
0400000US27,5074032,4537827,536205,35280,500925,Minnesota,null,null,null,null,null,27
0400000US28,2793325,2690487,102838,5982,96856,Mississippi,null,null,null,null,null,28
0400000US29,5669938,5339170,330768,20912,309856,Missouri,null,null,null,null,null,29
0400000US30,954022,918317,35705,2074,33631,Montana,null,null,null,null,null,30
0400000US31,1739686,1556320,183366,9500,173866,Nebraska,null,null,null,null,null,31
0400000US32,2612849,1820810,792039,42079,749960,Nevada,null,null,null,null,null,32
0400000US33,1257652,1152468,105184,5152,100032,New Hampshire,null,null,null,null,null,33
0400000US34,8368158,5821869,2546289,143903,2402386,New Jersey,null,null,null,null,null,34
0400000US35,1946891,1245287,701604,28209,673395,New Mexico,null,null,null,null,null,35
0400000US36,18480702,12910762,5569940,427424,5142516,New York,null,null,null,null,null,36
0400000US37,9240578,8219675,1020903,52172,968731,North Carolina,null,null,null,null,null,37
0400000US38,675918,639760,36158,2405,33753,North Dakota,null,null,null,null,null,38
0400000US39,10879145,10158752,720393,41686,678707,Ohio,null,null,null,null,null,39
0400000US40,3587881,3234490,353391,19588,333803,Oklahoma,null,null,null,null,null,40
0400000US41,3701662,3151117,550545,28990,521555,Oregon,null,null,null,null,null,41
0400000US42,12059233,10786163,1273070,88976,1184094,Pennsylvania,null,null,null,null,null,42
0400000US44,997310,784798,212512,9440,203072,Rhode Island,null,null,null,null,null,44
0400000US45,4481196,4172800,308396,19474,288922,South Carolina,null,null,null,null,null,45
0400000US46,786260,735515,50745,4062,46683,South Dakota,null,null,null,null,null,46
0400000US47,6098770,5704298,394472,21700,372772,Tennessee,null,null,null,null,null,47
0400000US48,24521695,16004655,8517040,394668,8122372,Texas,null,null,null,null,null,48
0400000US49,2647463,2274601,372862,18012,354850,Utah,null,null,null,null,null,49
0400000US50,596324,566270,30054,1562,28492,Vermont,null,null,null,null,null,50
0400000US51,7750801,6598515,1152286,70222,1082064,Virginia,null,null,null,null,null,51
0400000US53,6529296,5293368,1235928,70302,1165626,Washington,null,null,null,null,null,53
0400000US54,1751468,1711726,39742,2404,37338,West Virginia,null,null,null,null,null,54
0400000US55,5401273,4933222,468051,28669,439382,Wisconsin,null,null,null,null,null,55
0400000US56,544279,509799,34480,2101,32379,Wyoming,null,null,null,null,null,56
0400000US72,3415739,200854,3214885,114945,3099940,Puerto Rico,null,null,null,null,null,72
