GEO_ID,C17001I_001E,C17001I_001M,C17001I_002E,C17001I_002M,C17001I_003E,C17001I_003M,C17001I_004E,C17001I_004M,C17001I_005E,C17001I_005M,C17001I_006E,C17001I_006M,C17001I_007E,C17001I_007M,C17001I_008E,C17001I_008M,C17001I_009E,C17001I_009M,C17001I_010E,C17001I_010M,C17001I_011E,C17001I_011M,C17001I_012E,C17001I_012M,C17001I_013E,C17001I_013M,C17001I_014E,C17001I_014M,C17001I_015E,C17001I_015M,C17001I_016E,C17001I_016M,C17001I_017E,C17001I_017M,C17001I_018E,C17001I_018M,C17001I_019E,C17001I_019M,NAME,C17001I_001MA,C17001I_001EA,C17001I_002MA,C17001I_002EA,C17001I_003EA,C17001I_003MA,C17001I_004MA,C17001I_004EA,C17001I_005MA,C17001I_005EA,C17001I_006EA,C17001I_006MA,C17001I_007MA,C17001I_007EA,C17001I_008MA,C17001I_008EA,C17001I_009EA,C17001I_009MA,C17001I_010EA,C17001I_010MA,C17001I_011MA,C17001I_011EA,C17001I_012EA,C17001I_012MA,C17001I_013MA,C17001I_013EA,C17001I_014MA,C17001I_014EA,C17001I_015MA,C17001I_015EA,C17001I_016EA,C17001I_016MA,C17001I_017EA,C17001I_017MA,C17001I_018MA,C17001I_018EA,C17001I_019EA,C17001I_019MA,state
0400000US13,881157,3356,270185,16713,128887,9901,68163,6287,59085,5311,1639,825,141298,8825,66657,5510,72024,5039,2617,847,610972,16981,335580,10387,100935,7185,225637,5583,9008,1244,275392,9419,93728,6093,170470,5414,11194,1363,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,133578,957,17832,3700,8629,1959,4498,1421,3880,1013,251,260,9203,2337,2791,1023,5943,1575,469,285,115746,3738,60001,2114,22116,1430,35006,1298,2879,452,55745,2361,21071,1166,31160,1548,3514,489,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,186160,679,44604,5635,19868,3135,10956,2141,8241,1799,671,427,24736,3494,11680,2326,12602,1694,454,302,141556,5727,76465,3489,28561,2486,45194,2041,2710,663,65091,3636,24689,2429,37420,1834,2982,688,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2082129,3492,430159,21530,200781,11152,105587,7293,89886,5119,5308,1129,229378,12075,95987,6644,124280,7071,9111,1459,1651970,21424,869516,11595,259351,7299,571132,5690,39033,1406,782454,11752,253879,6373,484214,6670,44361,1689,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,411800,2301,126359,10393,58179,5203,30362,3225,26580,2963,1237,559,68180,6182,30222,3652,36225,3347,1733,644,285441,10487,153386,6109,50718,3438,97063,3817,5605,925,132055,6153,48640,3638,76077,3554,7338,1024,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,161981,2094,38861,4725,18624,2799,9840,1941,8586,1546,198,179,20237,2727,9697,1740,10348,1760,192,223,123120,4920,65264,2974,23504,1998,39445,1907,2315,656,57856,3551,22391,2229,33499,2357,1966,715,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,313702,1439,81855,7554,36939,3713,20892,2582,15416,2451,631,268,44916,4515,21313,2849,22530,2378,1073,337,231847,7663,125409,4801,43387,3597,77316,2813,4706,698,106438,4634,40169,3107,60396,2330,5873,769,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,136279,3066,42767,5001,20910,2667,11304,2026,9335,1710,271,221,21857,2848,10917,1875,10548,1752,392,309,93512,4656,54491,3019,15656,2041,37242,2378,1593,569,39021,3122,15627,2294,21798,1755,1596,376,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,209048,2910,50808,5592,24782,3456,9714,1856,14408,2627,660,394,26026,3306,7486,1521,17322,2271,1218,527,158240,6424,85739,4585,20868,2488,59571,2980,5300,716,72501,3882,22760,2100,43844,3027,5897,720,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17263,637,4267,1151,2274,802,1021,415,1222,684,31,46,1993,553,927,402,1007,343,59,75,12996,1233,6687,1274,2248,845,3641,879,798,569,6309,951,2138,719,3600,903,571,301,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,523775,1782,68640,8042,30010,4120,13445,2507,15589,2626,976,521,38630,4905,13512,2578,23654,3150,1464,615,455135,8343,243815,4519,71809,2795,165051,2940,6955,913,211320,5083,68978,2786,131859,3457,10483,894,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,680385,1986,202195,12245,90559,6937,43524,3737,43357,4172,3678,986,111636,7134,41805,4081,63078,4168,6753,1107,478190,12213,244091,7059,70876,3753,162107,4520,11108,1184,234099,6888,67569,3931,153192,4265,13338,1046,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,454492,1804,121482,9562,58145,5550,29317,3371,27565,2948,1263,497,63337,5297,26509,2632,34249,3433,2579,695,333010,9427,170335,5376,58823,3210,102302,3506,9210,906,162675,5929,58252,3216,94818,3795,9605,936,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,259576,1742,60784,5480,28827,2882,15110,1808,13365,1907,352,228,31957,3493,14064,2116,17698,1901,195,146,198792,5689,106513,3987,38316,2537,65848,2648,2349,548,92279,3362,37076,2307,51440,2258,3763,747,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,74169,3227,23626,3664,10789,2160,5179,1143,5346,1510,264,266,12837,2441,6293,1787,6170,1339,374,271,50543,4694,27688,2827,7819,1807,18456,1942,1413,712,22855,3305,7735,2198,13194,2047,1926,751,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,222565,2174,57695,6314,27607,3535,15015,2740,12145,1784,447,279,30088,3715,12289,2103,17024,2343,775,391,164870,6369,85278,4050,28150,2773,53455,2466,3673,513,79592,3979,29258,2073,45359,2610,4975,848,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,31889,835,8393,1973,3462,1148,1994,818,1391,589,77,133,4931,1195,1579,823,3013,855,339,248,23496,2144,11885,1526,3947,858,7583,1100,355,260,11611,1653,4106,834,6858,1157,647,346,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,179876,1058,50493,7257,22697,3936,11609,2210,10728,2100,360,261,27796,3983,14096,2558,12880,1920,820,342,129383,7388,69311,4140,24286,2493,42990,2178,2035,501,60072,4045,22360,2651,35060,2016,2652,753,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,756661,1654,174518,14470,82337,7223,40252,4007,40043,4086,2042,687,92181,8501,41183,4545,47620,4662,3378,851,582143,14409,300579,7260,91357,4175,195593,4143,13629,822,281564,8428,89217,4535,175206,4704,17141,954,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,40417,586,7824,2079,4112,1241,1644,863,2352,792,116,148,3712,1103,1329,556,2176,774,207,187,32593,2167,16628,1473,5487,1021,10216,1248,925,559,15965,1462,5670,931,9357,884,938,434,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1658731,2302,359677,15848,164503,8061,75824,4822,80663,4909,8016,1464,195174,9402,66996,5017,112224,5262,15954,1958,1299054,15898,668314,8227,173603,5038,456254,5082,38457,1450,630740,9538,170449,5179,412373,5220,47918,2157,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,964862,1741,260530,11768,120747,6872,54749,4165,59562,4080,6436,1205,139783,7298,52540,3869,77799,4630,9444,1350,704332,11854,354940,7146,97210,4377,221040,4253,36690,1328,349392,7122,92259,3714,214139,4480,42994,1545,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3528011,4041,917670,26193,404050,13040,169234,7777,212624,8460,22192,1896,513620,16653,160723,6289,303628,11611,49269,3575,2610341,25765,1332619,12893,332209,7626,912211,8796,88199,2078,1277722,16549,318044,6865,839706,11602,119972,3803,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,847380,3113,275598,14760,128319,7955,67149,4886,59824,4647,1346,628,147279,8974,67601,5109,76986,4882,2692,871,571782,14611,317598,8783,100586,5182,207980,5290,9032,1499,254184,8600,93626,5640,152047,5128,8511,1240,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,16722,930,4128,1465,1648,755,709,598,902,445,37,67,2480,1395,994,689,1392,836,94,127,12594,1741,7319,1329,2397,669,4798,1041,124,111,5275,945,1651,527,3550,748,74,93,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,370247,2956,101310,7867,45557,4278,22555,2887,22150,2207,852,376,55753,4734,24851,3091,29060,2518,1842,598,268937,8154,142466,5370,48926,3309,87328,3154,6212,1084,126471,4439,42291,2950,75990,2509,8190,909,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,358523,1307,89580,7293,39747,3896,22924,2737,16187,1992,636,338,49833,4078,23786,2231,24754,2215,1293,443,268943,7420,146680,4277,50850,2841,91601,2457,4229,566,122263,4374,46449,2522,71407,2297,4407,532,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,474522,1370,130594,9034,62297,5390,31900,3755,29571,3063,826,516,68297,5394,30853,2847,36235,3745,1209,626,343928,9311,186114,5314,64336,3444,116471,3113,5307,662,157814,5647,55620,3221,95534,3729,6660,884,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,776652,2485,258190,12347,118130,6599,58339,3911,56519,4763,3272,961,140060,7579,57158,4124,77209,4922,5693,1151,518462,12558,273407,7182,83614,4029,176295,5034,13498,1294,245055,7517,78038,4322,152982,4656,14035,1311,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,139344,828,52409,5945,24188,3214,12410,1942,10938,2107,840,495,28221,3509,10890,1905,16605,2207,726,352,86935,5975,46426,3307,11985,2087,32414,2175,2027,590,40509,3659,11086,2053,26580,2284,2843,369,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,243263,1582,72590,8210,34765,4558,17355,2449,17102,3102,308,302,37825,4675,17230,2717,20084,2528,511,323,170673,8430,92501,4887,25104,2824,64176,3553,3221,823,78172,5041,28324,3012,46432,2882,3416,824,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,25845,864,6569,1128,2975,735,1776,520,1199,508,0,155,3594,817,1801,570,1747,513,46,76,19276,1467,10409,1112,3703,693,6576,824,130,110,8867,941,2937,611,5605,805,325,258,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,304380,2199,103302,9218,49730,4792,27119,2902,22280,3022,331,239,53572,5420,26502,3358,26220,2975,850,471,201078,9350,113665,5345,33223,2903,78037,3842,2405,730,87413,5419,30995,3363,52906,2958,3512,805,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9958776,7123,2542820,49395,1155979,26456,586639,16258,517135,14192,52205,3474,1386841,29163,570875,17253,733800,15616,82166,4390,7415956,50726,3827543,26777,1151170,16734,2458293,13709,218080,3500,3588413,30260,1100169,17498,2219218,16139,269026,4627,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,380181,1377,93073,9333,43595,5521,23948,3321,19006,2886,641,410,49478,5036,21713,3054,25801,3104,1964,595,287108,9262,151230,5583,52986,3357,92817,3213,5427,685,135878,4973,50530,3052,79838,3190,5510,847,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8935,387,1541,540,560,314,74,80,469,304,17,36,981,477,47,63,870,445,64,115,7394,631,3747,790,1130,429,2460,588,157,116,3647,621,1426,596,2180,463,41,47,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,688146,3501,99863,8759,45387,4831,22434,3008,21771,2981,1182,700,54476,5372,19271,3196,33658,3363,1547,689,588283,9775,312462,5401,92018,3662,210926,3636,9518,1141,275821,6342,87425,3821,175529,4033,12867,1414,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,815416,2257,216692,13214,101426,7019,54102,4180,44517,4038,2807,1014,115266,8005,51085,4666,60626,4272,3555,1160,598724,13194,319230,6933,105993,4209,202499,4175,10738,1265,279494,8062,104517,4785,162636,4074,12341,1154,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23171,1712,6054,1318,2377,790,1028,492,1349,613,0,190,3677,928,1389,596,2205,611,83,143,17117,1834,8898,1391,1886,625,6451,1302,561,324,8219,1137,3425,897,3939,841,855,545,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,354192,2005,100674,8090,46570,4833,24645,2912,20851,2643,1074,406,54104,4320,25049,2760,27743,2301,1312,582,253518,8071,139737,5232,49110,3242,86294,3005,4333,700,113781,4556,42005,2827,67511,2697,4265,640,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,50130,1203,11549,2508,5281,1244,2521,758,2215,712,545,556,6268,1661,2866,884,3074,919,328,291,38581,2712,20796,1718,6762,940,12598,1317,1436,428,17785,1948,5501,1003,11050,1272,1234,425,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3549628,4404,1615342,24679,740001,13597,238492,7086,405358,8792,96151,3668,875341,14493,222138,5872,511328,10612,141875,4527,1934286,25813,949467,14029,174412,7276,617813,8550,157242,3775,984819,14897,167644,6904,624709,10540,192466,4557,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
