GEO_ID,B19126_001E,B19126_001M,B19126_002E,B19126_002M,B19126_003E,B19126_003M,B19126_004E,B19126_004M,B19126_005E,B19126_005M,B19126_006E,B19126_006M,B19126_007E,B19126_007M,B19126_008E,B19126_008M,B19126_009E,B19126_009M,B19126_010E,B19126_010M,B19126_011E,B19126_011M,NAME,B19126_001MA,B19126_001EA,B19126_002EA,B19126_002MA,B19126_003EA,B19126_003MA,B19126_004EA,B19126_004MA,B19126_005EA,B19126_005MA,B19126_006MA,B19126_006EA,B19126_007MA,B19126_007EA,B19126_008MA,B19126_008EA,B19126_009EA,B19126_009MA,B19126_010EA,B19126_010MA,B19126_011MA,B19126_011EA,state
0400000US01,54045,804,66934,960,72722,1704,63978,963,27512,1162,38353,3341,31510,2554,42462,2857,25011,951,18918,1202,33135,1382,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,85385,2410,96968,3329,92561,5232,99979,4755,51640,4124,62069,6343,54988,13929,69135,11963,44930,3987,35203,7022,60675,5274,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,57163,675,69532,1072,72574,1519,67091,979,32829,1262,40063,2643,36320,1720,43233,2693,30790,978,24765,1167,40629,1707,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,50415,861,61324,947,64350,2029,59402,1418,26915,1023,33497,2458,29326,3724,38040,2569,24605,1017,18469,1310,34294,2038,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,68222,447,83871,617,82484,756,84737,714,38522,510,46651,837,37251,1161,54007,1590,35431,407,25995,521,47123,871,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,72043,784,84833,1182,88944,1775,81794,1120,38459,1219,47817,3405,41715,2370,55578,5220,34717,1235,28477,1799,48679,2777,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,85563,1274,103412,1595,113847,3802,97186,1848,43010,1712,60793,4181,50933,4838,67539,7378,39202,1745,29601,2408,51881,2386,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,69394,2140,82213,2624,92322,5309,78080,3087,43091,2986,51355,2791,45603,9098,55248,9018,40066,4824,28330,3173,50734,5340,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,72337,5358,133600,8251,144303,18591,129823,10372,35289,2884,42022,15551,37182,22876,48945,14450,33624,3110,23771,3623,46489,7702,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,55774,420,66907,540,72073,782,64344,727,33543,786,40381,911,32531,2337,46048,1662,31578,507,25392,710,40293,696,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
