GEO_ID,B01001A_001E,B01001A_001M,B01001A_002E,B01001A_002M,B01001A_003E,B01001A_003M,B01001A_004E,B01001A_004M,B01001A_005E,B01001A_005M,B01001A_006E,B01001A_006M,B01001A_007E,B01001A_007M,B01001A_008E,B01001A_008M,B01001A_009E,B01001A_009M,B01001A_010E,B01001A_010M,B01001A_011E,B01001A_011M,B01001A_012E,B01001A_012M,B01001A_013E,B01001A_013M,B01001A_014E,B01001A_014M,B01001A_015E,B01001A_015M,B01001A_016E,B01001A_016M,B01001A_017E,B01001A_017M,B01001A_018E,B01001A_018M,B01001A_019E,B01001A_019M,B01001A_020E,B01001A_020M,B01001A_021E,B01001A_021M,B01001A_022E,B01001A_022M,B01001A_023E,B01001A_023M,B01001A_024E,B01001A_024M,B01001A_025E,B01001A_025M,B01001A_026E,B01001A_026M,B01001A_027E,B01001A_027M,B01001A_028E,B01001A_028M,B01001A_029E,B01001A_029M,B01001A_030E,B01001A_030M,B01001A_031E,B01001A_031M,NAME,B01001A_001MA,B01001A_001EA,B01001A_002EA,B01001A_002MA,B01001A_003EA,B01001A_003MA,B01001A_004MA,B01001A_004EA,B01001A_005MA,B01001A_005EA,B01001A_006EA,B01001A_006MA,B01001A_007MA,B01001A_007EA,B01001A_008MA,B01001A_008EA,B01001A_009MA,B01001A_009EA,B01001A_010MA,B01001A_010EA,B01001A_011EA,B01001A_011MA,B01001A_012MA,B01001A_012EA,B01001A_013MA,B01001A_013EA,B01001A_014EA,B01001A_014MA,B01001A_015MA,B01001A_015EA,B01001A_016EA,B01001A_016MA,B01001A_017EA,B01001A_017MA,B01001A_018MA,B01001A_018EA,B01001A_019EA,B01001A_019MA,B01001A_020MA,B01001A_020EA,B01001A_021EA,B01001A_021MA,B01001A_022EA,B01001A_022MA,B01001A_023MA,B01001A_023EA,B01001A_024EA,B01001A_024MA,B01001A_025EA,B01001A_025MA,B01001A_026EA,B01001A_026MA,B01001A_027MA,B01001A_027EA,B01001A_028EA,B01001A_028MA,B01001A_029EA,B01001A_029MA,B01001A_030MA,B01001A_030EA,B01001A_031MA,B01001A_031EA,state
0400000US01,3330478,7452,1636606,4826,90238,1750,98826,3760,105777,3907,61786,1421,43328,2561,115323,3289,101647,2833,102085,2145,207884,2105,234831,1648,220923,921,155370,729,76636,1999,21952,1861,1693872,4518,89567,1750,93320,4386,98773,4161,59459,1436,42933,2099,107515,2868,99443,1696,99359,1654,209208,2412,236583,1394,232634,769,176843,759,104457,2902,43778,2641,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,487762,2607,260408,1664,16245,521,14208,1440,15568,1542,9096,792,8375,1212,20908,1321,21780,627,20030,687,32592,481,37892,530,37820,480,18058,610,5826,906,2010,628,227354,1828,14525,651,12529,1431,14766,1482,7893,837,6140,1137,15431,1013,17868,508,16807,299,29340,727,34505,663,32925,415,15619,439,6302,773,2704,724,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5233466,20452,2602090,11044,161143,2638,167925,4968,174829,5708,102967,1952,68790,2046,180387,3124,170992,3067,169290,2359,325740,2795,334913,2638,317997,1834,250636,1629,134235,2849,42246,2757,2631376,12736,147405,2491,166943,4887,161707,4913,96996,2212,64038,2135,170660,2993,158327,2487,164669,2568,317447,2961,337989,2748,348311,2252,278740,1500,151466,4005,66678,3806,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2305726,6481,1136538,4496,70263,1847,76666,3345,71467,2967,43465,1753,31009,2277,77501,2481,70789,1842,73869,1557,141536,1808,155039,1416,145562,836,108573,777,54830,1382,15969,1394,1169188,4616,64546,1245,71639,3530,69553,3387,41174,1717,27585,2131,74420,2296,72375,1985,71523,1877,141902,1808,156648,1176,155252,769,121121,475,71476,1974,29974,1816,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23741019,60867,11875514,35587,715849,7618,752412,12731,758975,12898,471304,5036,323769,4521,889174,9734,868252,9379,844955,6465,1551052,7778,1678506,7663,1464026,5591,914625,3968,456690,5918,185925,5052,11865505,31224,692276,9198,716028,11528,716408,11253,444644,5740,299300,4856,819085,8077,800204,7322,784738,6058,1498465,7846,1633831,6872,1525956,6072,1016782,4066,585608,8106,332180,7505,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4415852,16310,2218289,8895,134702,2979,136506,4845,147887,4375,79216,1630,61678,2074,157088,3552,165902,2651,163393,2012,306415,2714,309860,2733,286136,1547,170051,1211,77086,1733,22369,1664,2197563,9550,121981,2752,136141,4600,136560,4388,78670,2305,54557,1827,140304,2691,152102,2452,156108,2140,290068,2631,309963,2487,297213,1288,181635,1357,95343,2963,46918,2564,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2778681,12024,1353292,7482,65721,1321,77374,3692,86265,3641,54801,1117,40413,1001,85783,2248,79126,1692,73905,1545,160293,2327,220493,1728,199565,1114,120915,879,60641,1824,27997,1818,1425389,6205,60847,1667,71135,3545,81260,3629,51887,1195,39419,832,80684,1527,76261,1286,75851,1391,168825,2032,231775,1677,209784,1227,136748,897,82685,2742,58228,2665,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,637606,5016,310286,3075,17262,540,17027,1594,17252,1632,10468,358,7833,292,20642,956,19623,1177,18464,570,36553,916,45854,677,44705,500,33014,242,16235,917,5354,884,327320,2490,16076,648,17024,1563,16602,1478,9763,384,8240,362,20695,616,19788,486,18385,513,37389,996,47653,555,48122,366,37442,304,20401,1038,9740,1039,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,264080,4748,132675,2898,7445,601,4117,702,2766,545,1398,404,3902,1173,11755,1199,21031,700,19513,730,22386,838,14676,712,11776,406,7331,368,3477,636,1102,339,131405,2459,6472,816,4198,546,2446,706,1282,252,4311,1207,14663,1304,23730,599,18352,619,19267,745,11322,570,11584,456,8039,372,3480,572,2259,550,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14897782,23979,7315145,14779,362682,4712,376865,9719,407544,8740,254284,2915,169469,2708,466690,4699,456438,4933,436930,3349,898527,6294,1053334,4926,972321,2864,815413,2692,475950,5681,168698,5288,7582637,14873,348225,3714,370369,7525,377290,7642,232660,3178,163136,3772,434684,4535,432343,3654,419100,3129,888075,4696,1073555,4423,1073513,3899,918580,2665,565591,7778,285516,7228,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
