GEO_ID,B13014_001E,B13014_001M,B13014_002E,B13014_002M,B13014_003E,B13014_003M,B13014_004E,B13014_004M,B13014_005E,B13014_005M,B13014_006E,B13014_006M,B13014_007E,B13014_007M,B13014_008E,B13014_008M,B13014_009E,B13014_009M,B13014_010E,B13014_010M,B13014_011E,B13014_011M,B13014_012E,B13014_012M,B13014_013E,B13014_013M,B13014_014E,B13014_014M,B13014_015E,B13014_015M,B13014_016E,B13014_016M,B13014_017E,B13014_017M,B13014_018E,B13014_018M,B13014_019E,B13014_019M,B13014_020E,B13014_020M,B13014_021E,B13014_021M,B13014_022E,B13014_022M,B13014_023E,B13014_023M,B13014_024E,B13014_024M,B13014_025E,B13014_025M,B13014_026E,B13014_026M,B13014_027E,B13014_027M,NAME,B13014_001EA,B13014_001MA,B13014_002EA,B13014_002MA,B13014_003EA,B13014_003MA,B13014_004EA,B13014_004MA,B13014_005MA,B13014_005EA,B13014_006MA,B13014_006EA,B13014_007EA,B13014_007MA,B13014_008EA,B13014_008MA,B13014_009MA,B13014_009EA,B13014_010MA,B13014_010EA,B13014_011MA,B13014_011EA,B13014_012EA,B13014_012MA,B13014_013MA,B13014_013EA,B13014_014MA,B13014_014EA,B13014_015MA,B13014_015EA,B13014_016EA,B13014_016MA,B13014_017MA,B13014_017EA,B13014_018MA,B13014_018EA,B13014_019EA,B13014_019MA,B13014_020MA,B13014_020EA,B13014_021MA,B13014_021EA,B13014_022MA,B13014_022EA,B13014_023EA,B13014_023MA,B13014_024EA,B13014_024MA,B13014_025EA,B13014_025MA,B13014_026EA,B13014_026MA,B13014_027MA,B13014_027EA,state
0400000US17,3150687,5595,156818,6280,98126,4261,7331,1470,15575,1990,23715,2015,30292,2829,21213,2255,58692,4905,12792,2158,19735,2763,21454,2661,3826,999,885,487,2993869,8215,1280531,12167,122748,5798,247906,9321,382395,9459,326222,7423,201260,6920,1713338,13531,386479,7424,333479,8721,592040,10114,287755,7753,113585,5317,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1562092,5206,83444,4366,50702,3518,5003,1210,8213,1544,17617,1902,13161,1898,6708,1022,32742,3231,7642,1667,12080,1869,11998,1958,854,474,168,167,1478648,6791,653303,10271,54437,3626,162584,6596,224430,8472,150630,5754,61222,3092,825345,10403,215430,5893,194485,6351,287177,7101,98201,5464,30052,2947,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,708322,3729,37894,2876,26782,2311,2114,761,3975,810,9638,1449,8081,1253,2974,793,11112,1677,2026,585,3836,1025,4827,1090,378,242,45,63,670428,4498,315289,6130,18899,2236,61975,3591,117790,4481,83121,4187,33504,2586,355139,6450,82034,3546,68012,4156,141461,4606,51085,3562,12547,1433,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,667432,3290,43604,3090,29831,2657,3192,841,4744,1246,9426,1597,7844,1150,4625,1170,13773,2258,2832,776,4597,1227,5546,1190,549,460,249,275,623828,4258,298804,5704,23785,2476,52920,3874,103789,4609,78739,3821,39571,2546,325024,6010,81444,2547,57942,3760,127735,5128,43696,2801,14207,1959,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1035388,4563,53643,3689,34915,3109,3184,863,7921,1306,11872,1773,6718,1309,5220,1276,18728,1963,2975,722,6665,1326,7848,1413,960,510,280,212,981745,5676,464903,7545,44241,3105,116315,5410,164368,6252,84504,4110,55475,3543,516842,7622,129712,4607,119817,6080,187524,5848,55143,3572,24646,2163,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1125800,4344,64822,4224,32893,3154,1612,607,7831,1570,10481,1699,9699,2062,3270,981,31929,2787,9496,1553,11232,1606,8974,1643,1856,820,371,290,1060978,5921,429038,9739,42243,2875,117286,6034,135469,5896,96900,5294,37140,3345,631940,11035,166586,6290,160708,7683,210764,7307,69772,4183,24110,2874,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,294461,1868,13667,1696,7982,1328,409,213,1656,634,2223,707,2165,686,1529,675,5685,1161,1030,499,1479,700,2598,890,465,438,113,186,280794,2601,117601,3812,3913,869,29698,2287,39968,3031,29916,2724,14106,1789,163193,4283,32293,1451,44178,3413,56920,3076,21939,2263,7863,1334,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1473312,4028,76852,4352,49936,3429,3292,916,6214,1276,10568,1841,15400,1963,14462,1942,26916,2618,5646,1415,8167,1729,10332,1885,2253,772,518,262,1396460,6107,577114,9400,38130,3068,106694,5042,156905,6594,149546,5572,125839,5062,819346,9920,173132,5368,169973,7256,265597,8376,136168,5512,74476,4167,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1665973,3616,77689,4269,54086,3736,2565,906,7519,1779,12135,1882,16539,2027,15328,1779,23603,2823,4474,1260,7266,1661,8966,1829,2106,861,791,503,1588284,5323,625581,8791,33469,3028,111449,4913,153138,5644,177614,5968,149911,5119,962703,8565,183785,4177,188865,6879,302163,8181,198166,7180,89724,4199,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2313979,4610,121880,5987,70996,3948,5028,1102,10826,1680,23663,2277,19480,1710,11999,1572,50884,4709,10660,1907,16847,2166,19644,2602,2866,786,867,402,2192099,7726,913466,10721,60040,3911,187770,5672,331602,8253,211909,6553,122145,4682,1278633,12218,297652,6185,260100,7156,507535,10223,156917,5475,56429,3782,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1271452,3673,71629,4884,49616,3535,2936,975,6059,1158,16262,1727,16665,1856,7694,1220,22013,2714,5034,1201,6205,1502,8457,1257,2055,724,262,199,1199823,5975,553913,6960,28260,2105,82758,3697,192580,5474,168232,4681,82083,3235,645910,8427,143000,3241,114674,4465,243751,6326,110560,4440,33925,2881,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,721943,4225,38631,3378,19631,2556,2074,787,2964,836,7841,1622,3902,989,2850,1005,19000,2459,4037,1180,5845,1246,8037,1704,909,579,172,182,683312,5885,281621,7098,28267,3025,62744,4112,112479,5306,49516,2688,28615,3013,401691,7994,100436,4694,95073,5112,156885,6671,35949,3487,13348,2367,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1417380,4629,77139,4375,48802,3421,3736,1023,9297,1580,16474,2050,12243,1514,7052,1190,28337,2876,6400,1479,10063,1862,10058,1671,1439,568,377,315,1340241,6289,597595,8073,45895,3176,132184,4710,206106,7066,140937,4772,72473,3721,742646,9774,173732,4059,155385,6184,275008,9401,100677,5298,37844,2647,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,224888,2234,12242,1732,7993,1358,307,201,1370,487,3665,991,2132,745,519,300,4249,1032,1347,632,1739,635,1080,473,83,80,0,165,212646,2661,94657,3804,3857,1034,19527,1994,35280,2612,25720,2037,10273,1411,117989,4248,29251,2079,25240,2852,41571,3169,16028,2079,5899,1165,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,433122,2497,26077,2487,18654,2077,1534,588,2208,681,6167,1081,6298,1037,2447,615,7423,1244,1496,628,1686,501,3558,857,426,236,257,355,407045,3167,190889,4879,18844,2096,30718,2523,66661,2710,51817,2808,22849,1974,216156,4740,52836,2332,38367,2713,85687,3574,29040,2307,10226,1595,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,670257,2466,35476,2943,23896,2526,3729,1122,5641,1316,8143,1526,4222,1028,2161,612,11580,1915,3381,1096,3427,1028,3607,983,882,505,283,233,634781,3726,277517,7438,45593,3552,72695,4282,93311,5112,45086,3173,20832,2318,357264,7516,93711,3669,92847,4746,120255,6009,36622,3559,13829,1791,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,308318,2421,15795,2089,10268,1607,239,201,2576,937,2934,928,2660,762,1859,730,5527,1520,661,414,2563,1162,1821,718,339,321,143,148,292523,3207,129860,4892,4775,1072,27219,2494,38964,2998,39224,3088,19678,2013,162663,5409,33410,1759,36655,2638,57162,3400,26337,2810,9099,1647,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2138567,3887,100877,5095,68097,4088,4047,979,10290,1614,14333,1964,23638,2063,15789,1695,32780,3210,7904,1554,10433,1628,11032,1843,2813,1023,598,285,2037690,6729,898082,10760,60647,4076,186444,6807,218762,7626,264833,8713,167396,6140,1139608,11554,259320,5281,252077,8695,352254,9083,201267,7372,74690,4510,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,481706,2573,28496,2643,15412,2180,2188,898,2457,1066,6392,1261,2946,967,1429,523,13084,1935,3386,1053,4003,1175,5086,1219,393,291,216,328,453210,3290,180101,5150,25751,2591,38140,3320,64340,3876,31765,2631,20105,1959,273109,5551,69534,3586,57605,4136,101467,5096,29195,2972,15308,1768,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4901261,7123,231584,7305,155024,6780,15678,1863,27768,3223,33883,2950,37285,2778,40410,2955,76560,4046,17753,2283,23138,2625,25194,2835,7382,1607,3093,838,4669677,10709,1848966,17013,196466,7290,399445,8652,486264,12157,421163,9304,345628,8763,2820711,20050,601221,8432,526231,10860,884057,13971,547640,10274,261562,8682,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2393153,5751,118248,5759,75086,4486,8596,1836,13437,2011,23523,2592,18236,2242,11294,1669,43162,3560,11043,2352,11111,1767,16125,2331,3293,1168,1590,819,2274905,8243,1014280,12331,95097,4641,194301,7202,358220,8153,244389,7525,122273,4816,1260625,14646,299493,5798,253079,8145,461652,11301,183270,6903,63131,4673,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,165888,1555,10066,1534,6776,1157,261,196,809,391,2450,771,2283,567,973,648,3290,916,583,438,1476,718,1036,464,186,244,9,16,155822,2266,74370,2513,3889,1077,12493,1582,28537,2099,22173,2109,7278,1274,81452,2956,15615,1042,16032,1794,34791,2877,12536,1690,2478,693,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2696291,5702,136831,5775,81830,4380,7271,1440,15465,2136,25112,2560,19966,2125,14016,1511,55001,3754,11282,1497,16760,2028,23806,2405,2630,766,523,341,2559460,8180,1084426,14074,70231,4304,271088,7946,352522,8747,250062,6599,140523,4713,1475034,15025,352950,6187,339658,9574,519795,10550,190632,7547,71999,4498,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,905512,2738,52382,2708,33621,2517,4326,839,7639,1159,10721,1288,8394,1247,2541,680,18761,1770,4926,1125,6535,1074,6217,974,931,424,152,127,853130,3857,405547,5499,44298,2816,107912,3647,136293,4259,84953,3405,32091,1981,447583,6016,117218,3833,109368,4556,154718,4893,51222,3060,15057,1893,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,922053,3861,45186,3949,31315,3092,3078,976,5746,1298,11329,2236,7139,1433,4023,873,13871,2078,3775,1365,3092,1096,5401,1405,1384,680,219,204,876867,5271,392187,8515,40058,4003,79009,4810,138510,5631,85953,4364,48657,3366,484680,8031,110185,5090,97768,5195,176253,6875,72356,4629,28118,2936,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2956073,5528,141870,4883,87048,3666,7169,1468,15663,1671,19825,1862,26083,2253,18308,1765,54822,3957,11766,2106,21367,2343,17120,2228,3302,818,1267,362,2814203,7647,1167316,11361,75138,4689,310677,6663,322840,6938,284392,8042,174269,4976,1646887,11548,363845,6562,414207,10203,519841,11883,250749,7461,98245,5018,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,256478,1857,11650,2018,6424,1354,560,392,1237,663,1153,477,2105,716,1369,545,5226,1350,1170,653,1131,667,2195,756,700,503,30,51,244828,2670,93670,4192,7739,1537,20275,2272,27093,2725,22911,1994,15652,1710,151158,4065,31100,1819,28374,2935,57589,3524,26282,2606,7813,1457,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1139993,4430,58531,4203,32870,3016,3064,1127,6726,1530,8860,1533,9392,1510,4828,1146,25661,3114,5691,1394,8425,2029,10488,1976,1002,635,55,70,1081462,5322,461165,8989,40603,3398,103846,4971,164455,7188,98347,3998,53914,4095,620297,9483,154968,4913,135775,6036,225741,7606,75808,3965,28005,3499,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,188896,1869,13341,1561,8268,1208,380,263,1185,493,3231,773,2642,634,830,304,5073,860,1163,373,1985,657,1445,553,480,296,0,155,175555,2458,81565,2912,4340,1030,16288,1398,31407,2078,21409,1719,8121,1036,93990,3200,23935,1630,19521,1843,35323,2605,12097,1650,3114,800,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1558401,5296,83742,5084,47652,3403,4798,1266,10749,1899,13945,2043,11923,1752,6237,1289,36090,3745,6896,1555,14507,2816,12124,1971,2173,1068,390,301,1474659,7179,679613,9271,58143,3833,189239,6376,213095,7170,140524,5638,78612,4041,795046,9522,189403,5765,198591,6360,265999,7988,98431,5524,42622,4321,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6588884,9281,387079,9902,253350,8681,37781,3285,56961,4400,73188,4883,58698,4533,26722,2762,133729,7399,37380,3346,42194,4077,45683,3870,6479,1385,1993,843,6201805,12773,2871240,22721,480627,12270,632733,12834,858066,15518,631798,12127,268016,8927,3330565,26631,900929,13354,697485,15128,1142665,17916,438867,11335,150619,7753,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
