GEO_ID,B21001I_001E,B21001I_001M,B21001I_002E,B21001I_002M,B21001I_003E,B21001I_003M,B21001I_004E,B21001I_004M,B21001I_005E,B21001I_005M,B21001I_006E,B21001I_006M,B21001I_007E,B21001I_007M,B21001I_008E,B21001I_008M,B21001I_009E,B21001I_009M,B21001I_010E,B21001I_010M,B21001I_011E,B21001I_011M,B21001I_012E,B21001I_012M,B21001I_013E,B21001I_013M,B21001I_014E,B21001I_014M,B21001I_015E,B21001I_015M,B21001I_016E,B21001I_016M,B21001I_017E,B21001I_017M,B21001I_018E,B21001I_018M,B21001I_019E,B21001I_019M,B21001I_020E,B21001I_020M,B21001I_021E,B21001I_021M,B21001I_022E,B21001I_022M,B21001I_023E,B21001I_023M,B21001I_024E,B21001I_024M,B21001I_025E,B21001I_025M,B21001I_026E,B21001I_026M,B21001I_027E,B21001I_027M,B21001I_028E,B21001I_028M,B21001I_029E,B21001I_029M,B21001I_030E,B21001I_030M,B21001I_031E,B21001I_031M,B21001I_032E,B21001I_032M,B21001I_033E,B21001I_033M,NAME,B21001I_001MA,B21001I_001EA,B21001I_002MA,B21001I_002EA,B21001I_003EA,B21001I_003MA,B21001I_004EA,B21001I_004MA,B21001I_005MA,B21001I_005EA,B21001I_006EA,B21001I_006MA,B21001I_007MA,B21001I_007EA,B21001I_008EA,B21001I_008MA,B21001I_009EA,B21001I_009MA,B21001I_010MA,B21001I_010EA,B21001I_011MA,B21001I_011EA,B21001I_012MA,B21001I_012EA,B21001I_013EA,B21001I_013MA,B21001I_014EA,B21001I_014MA,B21001I_015MA,B21001I_015EA,B21001I_016EA,B21001I_016MA,B21001I_017EA,B21001I_017MA,B21001I_018MA,B21001I_018EA,B21001I_019EA,B21001I_019MA,B21001I_020MA,B21001I_020EA,B21001I_021MA,B21001I_021EA,B21001I_022MA,B21001I_022EA,B21001I_023EA,B21001I_023MA,B21001I_024MA,B21001I_024EA,B21001I_025MA,B21001I_025EA,B21001I_026MA,B21001I_026EA,B21001I_027MA,B21001I_027EA,B21001I_028MA,B21001I_028EA,B21001I_029MA,B21001I_029EA,B21001I_030EA,B21001I_030MA,B21001I_031MA,B21001I_031EA,B21001I_032MA,B21001I_032EA,B21001I_033EA,B21001I_033MA,state
0400000US13,563712,2962,304852,3644,148550,3464,2797,844,145753,3626,123752,2842,5542,1234,118210,2950,21842,1519,3675,1295,18167,1576,7561,1231,2182,924,5379,986,3147,1056,1034,532,2113,804,258860,2261,117329,3042,1251,620,116078,2999,107266,2954,1490,673,105776,3156,20247,1499,617,421,19630,1483,8430,1198,98,124,8332,1207,5588,1123,0,214,5588,1123,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,80374,1340,39904,1208,18455,1076,2459,715,15996,1254,14092,725,1929,601,12163,886,4227,385,1421,538,2806,625,1991,382,643,320,1348,443,1139,309,345,185,794,360,40470,646,17879,781,535,348,17344,834,14546,536,65,82,14481,565,3988,274,118,114,3870,295,2469,331,166,136,2303,352,1588,420,0,185,1588,420,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,113551,603,59341,676,27998,1368,689,456,27309,1407,22706,1417,1832,821,20874,1485,5256,756,182,151,5074,737,2697,763,638,453,2059,700,684,323,250,229,434,254,54210,683,26552,1275,68,88,26484,1275,19323,1162,176,203,19147,1163,4840,719,0,193,4840,719,2487,612,0,193,2487,612,1008,426,52,98,956,418,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1388452,1500,719539,1988,315315,1765,3530,945,311785,2032,289182,1513,9501,1452,279681,2171,69702,1156,4096,899,65606,1168,30194,930,3492,777,26702,1102,15146,658,2835,693,12311,818,668913,1420,281673,1523,1100,533,280573,1602,264688,1440,920,508,263768,1581,67821,980,188,181,67633,970,33609,716,74,111,33535,729,21122,566,57,93,21065,587,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,257401,2056,133745,2095,65483,1895,1243,636,64240,1939,50710,1874,2867,953,47843,2027,10706,1140,1838,661,8868,1270,4243,699,1330,453,2913,698,2603,557,838,410,1765,622,123656,1809,59034,1889,229,216,58805,1896,44186,1958,647,420,43539,1855,11356,1019,312,299,11044,963,5972,1077,120,152,5852,1038,3108,539,59,103,3049,515,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,100799,1618,52823,1704,25947,1511,764,480,25183,1518,20362,1597,809,586,19553,1590,3853,891,253,274,3600,859,1642,629,634,432,1008,490,1019,438,487,330,532,259,47976,1793,24726,1772,152,251,24574,1809,17265,1579,112,159,17153,1529,3670,1076,0,157,3670,1076,1229,585,0,157,1229,585,1086,524,0,157,1086,524,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,192681,1414,101354,1381,48330,1651,1380,638,46950,1591,38012,1260,2300,909,35712,1408,9461,921,1129,459,8332,824,3130,639,1126,447,2004,492,2421,451,1133,402,1288,477,91327,1219,41695,1823,278,280,41417,1847,33964,1403,191,168,33773,1385,8150,823,56,93,8094,820,4232,745,88,111,4144,731,3286,660,0,170,3286,660,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,85378,2896,50322,2378,25865,2291,757,483,25108,2309,18462,1847,1326,549,17136,1820,4131,875,773,367,3358,900,998,437,280,242,718,342,866,529,509,389,357,314,35056,1591,16971,1449,120,158,16851,1417,13423,1195,379,269,13044,1182,2605,571,59,95,2546,562,755,369,0,189,755,369,1302,489,56,101,1246,483,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,154593,2225,85637,2059,40758,2771,959,536,39799,2789,30842,2270,1443,526,29399,2224,7925,1110,1837,705,6088,988,4230,748,872,403,3358,741,1882,456,721,316,1161,431,68956,1855,30430,1942,259,235,30171,1953,24107,1749,493,316,23614,1767,7189,1060,180,241,7009,1015,3836,619,92,151,3744,614,3394,619,0,203,3394,619,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11774,996,6384,1058,2942,780,170,287,2772,836,1897,697,468,375,1429,599,716,546,232,210,484,480,286,280,105,179,181,199,543,422,198,192,345,385,5390,901,1971,518,56,88,1915,534,1733,720,5,10,1728,718,1056,523,10,21,1046,524,261,175,49,87,212,151,369,224,0,165,369,224,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,358958,1119,190702,1422,88427,1883,2591,832,85836,2144,78358,1162,4745,1192,73613,1600,15929,1014,2071,699,13858,1028,5512,636,969,528,4543,524,2476,558,694,409,1782,437,168256,1205,72423,1205,741,568,71682,1200,67594,1078,968,439,66626,1023,16141,691,398,301,15743,738,7298,663,0,197,7298,663,4800,438,42,72,4758,443,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,475040,735,231487,950,109999,824,1883,752,108116,1085,85783,1009,2668,727,83115,1185,20742,558,1055,518,19687,745,9994,613,1100,427,8894,753,4969,735,1286,653,3683,544,243553,695,107071,898,276,227,106795,898,90574,801,700,465,89874,919,25079,413,470,512,24609,656,12592,624,43,69,12549,617,8237,620,121,142,8116,639,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,289077,1000,145932,1524,65534,1696,1094,495,64440,1651,55563,1894,3598,948,51965,1933,13967,1008,2978,803,10989,997,6706,729,2231,636,4475,817,4162,716,1775,571,2387,612,143145,1497,62608,1957,351,262,62257,1998,52255,1833,401,296,51854,1867,15918,1092,85,83,15833,1096,7263,952,51,83,7212,955,5101,758,78,85,5023,743,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,159272,1105,84383,1273,42374,1650,716,480,41658,1732,32782,1292,1527,708,31255,1412,6441,810,1045,498,5396,859,2064,472,719,340,1345,369,722,308,364,203,358,241,74889,1346,36264,1366,68,88,36196,1358,28305,1223,52,74,28253,1240,6362,948,39,70,6323,944,2264,513,9,21,2255,512,1694,589,37,73,1657,586,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,52418,2833,30632,2311,15319,2067,558,570,14761,2119,11653,1669,1055,700,10598,1559,1983,666,572,474,1411,562,768,534,384,459,384,229,909,544,524,332,385,367,21786,2079,10610,1589,114,148,10496,1587,7242,1371,20,63,7222,1369,1634,658,102,166,1532,607,1464,646,194,253,1270,566,836,475,0,208,836,475,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,141330,2177,71685,2056,35772,1766,1337,663,34435,1692,24481,1501,1450,647,23031,1391,7294,1050,1919,673,5375,1015,2687,414,727,301,1960,362,1451,313,876,329,575,234,69645,1614,33059,1931,338,252,32721,1890,23690,1422,441,305,23249,1480,7086,1182,0,184,7086,1182,3575,821,6,15,3569,823,2235,511,65,115,2170,526,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,20965,983,9959,1282,4866,1246,205,214,4661,1268,3370,702,165,170,3205,684,1180,431,301,237,879,368,270,233,113,146,157,168,273,203,71,102,202,154,11006,1253,5969,1135,208,217,5761,1155,3358,729,0,165,3358,729,653,292,0,165,653,292,284,222,0,165,284,222,742,394,0,165,742,394,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,109411,1101,57502,1033,28441,1164,717,404,27724,1121,22325,948,1274,560,21051,1038,4320,576,775,426,3545,513,1202,409,576,358,626,264,1214,408,386,269,828,317,51909,853,24022,992,198,218,23824,1031,20234,1020,253,232,19981,1058,4005,489,75,128,3930,522,2052,686,0,157,2052,686,1596,522,0,157,1596,522,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,500266,347,255724,1100,114802,885,3417,1220,111385,1406,101590,672,4296,1209,97294,1376,23347,763,2974,928,20373,1072,10630,433,2799,733,7831,660,5355,367,1516,485,3839,518,244542,993,102896,743,137,145,102759,753,96460,715,891,508,95569,889,24404,655,763,574,23641,841,12813,524,60,58,12753,542,7969,542,0,206,7969,542,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,27499,962,14447,1066,6333,446,313,300,6020,474,6052,954,716,523,5336,884,1021,439,223,207,798,402,777,515,35,62,742,511,264,265,35,67,229,260,13052,922,5369,985,0,185,5369,985,5136,825,0,185,5136,825,1402,456,0,185,1402,456,779,458,0,185,779,458,366,249,0,185,366,249,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1188592,652,594945,791,245513,1120,4718,1302,240795,1627,239547,1013,6579,1592,232968,1692,62555,357,3462,869,59093,903,30133,874,3988,969,26145,1019,17197,807,2858,833,14339,839,593647,478,220779,552,1108,551,219671,685,236083,447,1469,831,234614,854,71057,632,701,430,70356,825,38638,926,0,200,38638,926,27090,882,218,252,26872,891,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,685656,514,337397,447,127810,1401,3224,1081,124586,1492,120096,1352,11834,1772,108262,2429,45475,488,10926,1650,34549,1628,26941,980,8230,1206,18711,1279,17075,927,8027,1129,9048,1079,348259,206,124047,1191,212,171,123835,1221,121451,1161,1703,838,119748,1363,49288,662,213,215,49075,721,30757,914,341,290,30416,962,22716,588,269,246,22447,648,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2601269,1512,1268270,1759,536639,1906,8656,1586,527983,2378,479516,1499,14201,2041,465315,2294,138482,901,9306,1602,129176,1662,72293,729,7200,1243,65093,1346,41340,646,8493,1254,32847,1191,1332999,1304,498569,1858,1938,898,496631,2042,491333,1385,2266,881,489067,1572,168166,938,751,524,167415,974,99436,835,368,315,99068,896,75495,802,406,473,75089,850,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,517738,2872,275685,3389,133642,3544,2922,1043,130720,3455,114438,3533,7422,1407,107016,3471,17210,1703,2314,831,14896,1793,6198,1152,1477,601,4721,888,4197,967,1416,538,2781,840,242053,2635,115284,2640,1728,688,113556,2728,98489,2753,683,409,97806,2715,17003,1336,710,377,16293,1387,6836,1125,59,89,6777,1136,4441,1125,0,201,4441,1125,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US39,240051,1845,121908,2026,58080,2076,1630,546,56450,2143,44798,1921,3176,880,41622,1893,11784,952,2146,592,9638,939,4351,869,1031,443,3320,831,2895,574,773,391,2122,480,118143,1586,54086,2028,264,212,53822,2031,42662,1743,580,334,42082,1807,10988,895,138,159,10850,890,6380,921,262,209,6118,904,4027,693,0,190,4027,693,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,220443,767,117272,1263,58523,1485,1342,508,57181,1539,43792,1307,2769,831,41023,1358,9783,838,1398,471,8385,917,3506,453,738,328,2768,423,1668,422,503,224,1165,440,103171,998,50538,1265,311,323,50227,1295,37936,1224,650,321,37286,1245,8855,849,51,66,8804,865,3734,449,65,103,3669,466,2108,415,12,21,2096,419,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,298391,147,156876,777,76528,1669,828,537,75700,1818,60553,1793,2253,884,58300,1899,13572,970,2451,766,11121,1073,4372,804,1074,479,3298,785,1851,660,520,301,1331,608,141515,762,63877,1491,497,349,63380,1506,56844,1621,714,427,56130,1604,12721,891,0,200,12721,891,5440,774,0,200,5440,774,2633,655,0,200,2633,655,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
