GEO_ID,B19101_001E,B19101_001M,B19101_002E,B19101_002M,B19101_003E,B19101_003M,B19101_004E,B19101_004M,B19101_005E,B19101_005M,B19101_006E,B19101_006M,B19101_007E,B19101_007M,B19101_008E,B19101_008M,B19101_009E,B19101_009M,B19101_010E,B19101_010M,B19101_011E,B19101_011M,B19101_012E,B19101_012M,B19101_013E,B19101_013M,B19101_014E,B19101_014M,B19101_015E,B19101_015M,B19101_016E,B19101_016M,B19101_017E,B19101_017M,NAME,B19101_001EA,B19101_001MA,B19101_002EA,B19101_002MA,B19101_003EA,B19101_003MA,B19101_004MA,B19101_004EA,B19101_005MA,B19101_005EA,B19101_006MA,B19101_006EA,B19101_007EA,B19101_007MA,B19101_008MA,B19101_008EA,B19101_009EA,B19101_009MA,B19101_010MA,B19101_010EA,B19101_011EA,B19101_011MA,B19101_012EA,B19101_012MA,B19101_013EA,B19101_013MA,B19101_014EA,B19101_014MA,B19101_015MA,B19101_015EA,B19101_016MA,B19101_016EA,B19101_017EA,B19101_017MA,state
0400000US01,1222568,14007,82755,4240,47492,3585,58559,4388,68422,3991,62808,3778,64648,4031,61762,4386,60984,3454,57101,4031,104024,5032,138755,6243,160284,5846,106392,5070,54775,3249,52203,2972,41604,3010,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,3791,832,3043,663,2694,538,4180,871,4456,980,4401,847,5940,1270,6246,1175,4374,891,11589,1586,18824,2119,28757,2209,21226,2018,16831,2025,16070,2135,13009,1889,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,92586,5176,55351,4699,62846,4308,80780,4601,78257,5586,83092,5188,76895,3859,80182,4665,70658,4435,138283,6077,170445,6000,212718,5865,139446,5485,79236,4034,80312,3713,71223,4079,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,44310,3637,31600,3060,41704,2623,43902,3524,44162,3163,45700,3271,43911,3136,38167,3353,39092,2999,67769,4460,81095,4284,95935,4628,57021,3610,29248,2575,25818,2221,21690,1927,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,403683,9943,297434,9368,362593,10312,373113,8826,363347,9755,381212,11257,363482,10196,354010,10622,328488,9073,611400,12054,835588,15011,1094375,16620,854346,14199,560369,13011,666836,11422,795694,12770,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,43608,3582,29481,2917,36515,3353,52297,4107,53492,3268,54649,3523,49617,3307,52726,3367,49178,3350,100627,5279,140545,5476,195910,5963,140451,5586,89098,5110,98423,3753,93324,4158,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,30401,2842,18706,2608,21359,2329,26542,2824,28378,2920,29694,2895,28188,2533,30279,2757,27386,2336,64449,4167,83691,4649,122788,4352,103815,5107,74543,4309,88033,4380,112041,4513,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,9075,1764,4746,1026,7745,1485,8313,1402,9415,1630,9962,1656,7298,1126,9537,1429,9565,1382,20646,2371,27311,2362,33723,2733,24624,2722,15656,1585,16123,1718,14625,1432,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,10857,1622,4449,959,5042,1232,4738,1142,4075,1044,6085,1344,3428,1097,3192,878,3290,874,9039,1672,7039,1239,9944,1413,9477,1530,6927,1070,10925,1519,21960,1908,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,246127,9135,167967,6843,201482,8357,234322,7711,241201,8839,261019,8455,246315,8062,251139,8211,206036,7415,416662,9121,507456,11546,596477,12438,391226,9112,210562,7025,211421,6568,236976,7428,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2389803,16893,153094,6631,86029,4982,110396,6457,121297,5829,119659,5914,127499,6742,110257,5342,110994,5838,99841,5296,200418,6851,251854,8485,318385,8508,209959,7972,122108,5166,124688,5702,123325,4427,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311203,4720,10039,1676,6166,1156,6976,1162,9634,1711,10369,1783,9540,1408,10295,1323,13240,1700,9724,1391,24887,2584,35044,3052,46615,3095,41477,2940,26614,2076,25927,2094,24656,2059,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,410061,6537,17121,2217,11318,1679,14972,2238,20058,2241,21857,2053,23476,2451,22806,2407,24988,2279,22683,2293,40539,3348,55382,3973,60725,3781,30289,3090,15629,1786,14814,1900,13404,1819,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3128369,16865,144841,5739,85604,4544,104242,4619,120790,4744,121849,5693,134741,5252,133299,5039,131552,5782,122627,4868,237145,7492,345089,8688,454528,10111,329774,8751,212194,6251,219161,6278,230933,5865,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1647941,12570,87646,4709,52263,3421,64350,4038,71100,4378,77165,4656,80748,4148,80762,3993,82998,4322,85334,4791,148778,6255,204732,6886,251730,7100,154077,5776,80039,3325,67644,3685,58575,3266,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793749,7802,27406,2712,19037,1789,21287,1898,30357,2276,31059,2128,34839,2488,35403,2332,41125,3016,32342,2331,72998,3705,106383,3830,134342,4207,85139,3489,48982,2934,39565,2569,33485,2648,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,735596,7493,29532,2736,19594,2110,21896,2338,30733,2041,30884,2672,34334,2616,33095,2213,37652,2655,32945,2509,63341,3449,91813,3672,116371,4447,77083,3736,39160,2704,41444,3183,35719,2946,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1139596,10907,70986,4145,52782,3105,56462,4152,57618,3862,55841,3734,56834,3630,56352,3398,60161,3779,54027,3704,99742,4406,134479,5276,156094,6165,95370,4219,52427,3128,39282,2816,41139,2863,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129437,12269,80400,4620,49549,3314,58538,3730,59520,3938,55170,3670,55568,3579,52966,4203,49917,3540,46180,3577,88525,5274,113922,5203,150996,5928,105194,5175,55494,3363,54016,3943,53482,2668,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,338609,6098,14584,2100,9907,1395,13545,1822,15565,1964,17598,2053,17722,1847,15830,1658,16451,1713,16472,1797,31193,2655,41593,2239,52360,2314,32825,2668,14486,1487,14777,1936,13701,1577,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1443796,11656,48310,3987,26025,2700,30810,2860,38586,3535,39259,3366,50551,3661,43463,3536,50007,3567,46308,3723,98297,4647,143133,4868,206534,6297,172082,5213,129444,4886,151698,5692,169289,4910,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1620802,11444,63128,4282,40142,2851,45527,3595,50720,3997,52214,3747,58117,3746,52328,3728,52788,3662,51993,3827,103979,5008,151606,5196,226561,7560,188141,6991,139400,6717,162553,5818,181605,4473,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2484558,15688,138381,5154,85554,4364,94840,5278,105157,4314,110646,4286,125554,4486,115501,4435,114962,4670,117490,5170,214127,6034,292343,6395,357879,7949,234430,6233,137609,4314,129362,4361,110723,4468,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
