GEO_ID,B22003_001E,B22003_001M,B22003_002E,B22003_002M,B22003_003E,B22003_003M,B22003_004E,B22003_004M,B22003_005E,B22003_005M,B22003_006E,B22003_006M,B22003_007E,B22003_007M,NAME,B22003_001EA,B22003_001MA,B22003_002EA,B22003_002MA,B22003_003EA,B22003_003MA,B22003_004MA,B22003_004EA,B22003_005MA,B22003_005EA,B22003_006EA,B22003_006MA,B22003_007EA,B22003_007MA,state
0400000US01,1822439,11200,283047,7581,164259,5914,118788,5506,1539392,11859,166712,6642,1372680,11214,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,24098,1853,9436,1296,14662,1478,221917,3164,10278,1442,211639,3233,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,323485,7641,164091,5961,159394,6082,2077324,11851,218230,7423,1859094,13731,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,172725,6435,102924,5012,69801,4405,953174,8189,108294,5365,844880,9054,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,1192254,17617,618045,13562,574209,12154,11458338,23729,1282277,16068,10176061,23513,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,172179,6718,83614,4592,88565,4613,1830621,9817,156303,6106,1674318,10278,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,165367,5592,73069,4154,92298,4825,1174493,7921,67726,3717,1106767,8936,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,46663,3062,19408,2210,27255,2573,292408,3767,18302,2083,274106,4170,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,42612,2327,23049,2110,19563,1963,229039,3443,22323,2239,206716,3536,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,1089738,15353,511215,12040,578523,13520,6121846,26844,612284,14256,5509562,30447,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3546965,15286,575317,10489,298277,7781,277040,8854,2971648,15364,318995,9496,2652653,17070,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450120,4406,51033,3610,19876,2427,31157,2604,399087,5094,27131,2834,371956,4895,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,588489,5467,76343,5069,35173,3473,41170,3386,512146,6084,51243,4195,460903,6418,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4783421,13914,645686,12230,329646,8843,316040,8460,4137735,17095,341022,9107,3796713,16063,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2498395,10688,326546,9256,181951,6544,144595,6221,2171849,12084,190400,6511,1981449,12052,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1236209,7287,150086,5354,70637,3544,79449,4292,1086123,8394,82484,4129,1003639,8984,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1113729,6143,113599,3555,63609,3557,49990,2947,1000130,6972,85311,4678,914819,7237,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1705623,9376,297015,6875,176911,5313,120104,6149,1408608,10898,141322,5124,1267286,10921,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1728149,9677,297204,7881,163828,5736,133376,5677,1430945,10783,164972,6278,1265973,10363,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,547686,5711,98315,4211,47081,3101,51234,3297,449371,6231,30767,2400,418604,5453,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2161680,8942,239645,7580,98951,5477,140694,6102,1922035,10783,111303,5843,1810732,10115,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2536321,9232,328341,8043,150936,6825,177405,6226,2207980,10976,155660,6894,2052320,11818,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3832466,10485,646039,9757,346344,7239,299695,7422,3186427,14000,260294,6360,2926133,12936,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2119954,6871,195586,6210,100256,4514,95330,4386,1924368,9497,130270,4459,1794098,9695,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1091002,7807,211825,7552,127972,6118,83853,4584,879177,8642,118385,5192,760792,10149,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2362853,9949,324821,9273,176539,6750,148282,6713,2038032,11539,182315,7034,1855717,11577,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,406288,3840,43452,2783,26008,2517,17444,2124,362836,3631,37518,2849,325318,4173,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
