GEO_ID,B17013_001E,B17013_001M,B17013_002E,B17013_002M,B17013_003E,B17013_003M,B17013_004E,B17013_004M,B17013_005E,B17013_005M,B17013_006E,B17013_006M,B17013_007E,B17013_007M,B17013_008E,B17013_008M,B17013_009E,B17013_009M,B17013_010E,B17013_010M,B17013_011E,B17013_011M,B17013_012E,B17013_012M,B17013_013E,B17013_013M,B17013_014E,B17013_014M,B17013_015E,B17013_015M,B17013_016E,B17013_016M,B17013_017E,B17013_017M,B17013_018E,B17013_018M,B17013_019E,B17013_019M,B17013_020E,B17013_020M,B17013_021E,B17013_021M,B17013_022E,B17013_022M,B17013_023E,B17013_023M,B17013_024E,B17013_024M,B17013_025E,B17013_025M,B17013_026E,B17013_026M,B17013_027E,B17013_027M,B17013_028E,B17013_028M,B17013_029E,B17013_029M,B17013_030E,B17013_030M,B17013_031E,B17013_031M,B17013_032E,B17013_032M,B17013_033E,B17013_033M,B17013_034E,B17013_034M,B17013_035E,B17013_035M,NAME,B17013_001MA,B17013_001EA,B17013_002EA,B17013_002MA,B17013_003EA,B17013_003MA,B17013_004EA,B17013_004MA,B17013_005MA,B17013_005EA,B17013_006EA,B17013_006MA,B17013_007MA,B17013_007EA,B17013_008EA,B17013_008MA,B17013_009EA,B17013_009MA,B17013_010EA,B17013_010MA,B17013_011EA,B17013_011MA,B17013_012EA,B17013_012MA,B17013_013MA,B17013_013EA,B17013_014MA,B17013_014EA,B17013_015EA,B17013_015MA,B17013_016EA,B17013_016MA,B17013_017EA,B17013_017MA,B17013_018EA,B17013_018MA,B17013_019MA,B17013_019EA,B17013_020MA,B17013_020EA,B17013_021EA,B17013_021MA,B17013_022MA,B17013_022EA,B17013_023MA,B17013_023EA,B17013_024EA,B17013_024MA,B17013_025MA,B17013_025EA,B17013_026MA,B17013_026EA,B17013_027EA,B17013_027MA,B17013_028MA,B17013_028EA,B17013_029MA,B17013_029EA,B17013_030EA,B17013_030MA,B17013_031EA,B17013_031MA,B17013_032EA,B17013_032MA,B17013_033EA,B17013_033MA,B17013_034EA,B17013_034MA,B17013_035MA,B17013_035EA,state
0400000US01,1222568,14007,174593,5454,50938,3329,18383,2182,19698,2305,10946,1855,1911,699,123655,5176,16642,2341,8565,1453,6479,1587,1591,715,7,12,107013,4850,40326,3316,52136,3381,12376,2274,2175,871,1047975,12811,806927,13011,403542,8143,325685,9616,70235,3903,7465,1125,241048,8506,63840,4466,38349,3278,21879,2586,3223,922,389,248,177208,6823,98194,5021,68371,5062,8757,1456,1886,747,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,9814,1095,3224,535,890,360,806,270,936,329,592,205,6590,957,1602,421,562,270,829,309,167,105,44,28,4988,887,1579,411,2689,751,542,218,178,94,155617,3391,123278,3925,53970,2635,50368,2493,15379,1610,3561,722,32339,2400,12502,1764,6864,1328,4416,1107,855,403,367,303,19837,1610,10701,1487,7433,1175,1395,465,308,176,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,213512,6823,91562,4923,28893,2625,26967,2554,26946,2980,8756,1713,121950,5349,25835,2700,10677,1682,11624,1867,2829,844,705,406,96115,4873,31321,2925,44825,3777,15169,1918,4800,1259,1358798,12983,1045031,11565,531804,7832,369261,8344,124833,5256,19133,2312,313767,10077,103626,6418,60963,4871,36165,3535,5114,1112,1384,599,210141,7236,108163,5319,83411,5186,15441,2004,3126,819,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,108793,4870,39058,3020,12294,1806,14091,2189,10092,1504,2581,826,69735,4077,13064,2061,6446,1413,5439,1432,1047,589,132,163,56671,3500,19044,2293,31149,2498,5967,1269,511,287,642331,9468,509479,8797,261061,6790,195623,5712,46123,2899,6672,1543,132852,5003,39438,3104,22641,2294,13830,1926,2593,978,374,308,93414,4501,51849,3389,35777,3120,5393,1139,395,336,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,1092977,14174,462770,10647,102162,4710,173379,6808,146211,6707,41018,3723,630207,11812,136695,5738,54718,3894,59407,3863,18431,2528,4139,1038,493512,9785,158191,5861,242302,8163,75643,4395,17376,1993,7552993,30734,5697544,28260,2163505,17798,2477303,22751,882807,15847,173929,6030,1855449,18633,621667,12504,309173,9513,245403,7933,54770,3449,12321,1527,1233782,13731,578018,11936,518091,11314,110224,5530,27449,2493,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,111594,5324,45912,3809,14055,1923,15542,2232,13899,1822,2416,727,65682,3667,11582,1915,5778,1432,4373,1243,1058,645,373,372,54100,3537,19851,2479,26547,2761,6568,1358,1134,637,1168347,10778,936290,11617,445502,8671,372303,8618,104745,4885,13740,1737,232057,7209,76804,5221,44914,3773,28659,3436,2937,794,294,367,155253,5684,79442,3585,65944,3819,7702,1452,2165,762,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,67625,4089,18952,2417,7470,1353,6473,1335,4441,1353,568,308,48673,3115,6060,1505,2938,1083,2622,874,500,458,0,201,42613,3022,15926,1849,20119,2509,6093,1401,475,317,822668,9009,638933,9589,278850,7197,277701,7635,75627,4052,6755,1254,183735,6411,51208,3549,30939,2797,17028,2004,2588,923,653,485,132527,5470,72341,4060,52346,4079,7119,1392,721,460,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,19335,2274,6207,1349,1842,615,1791,679,1897,924,677,515,13128,1840,1747,768,713,388,928,609,65,109,41,69,11381,1673,4468,1180,4269,953,2258,834,386,242,209029,4873,158526,4790,79504,3342,61356,3676,15900,2061,1766,588,50503,3510,12901,1748,7288,1288,5037,1122,481,355,95,155,37602,3276,19290,2288,16369,2091,1558,523,385,355,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,18901,2027,3481,929,2027,781,988,492,376,269,90,112,15420,2011,2054,714,1192,575,727,418,135,218,0,203,13366,1966,4944,1309,6754,1224,1426,632,242,201,101566,3750,62324,3075,30019,2223,26573,2137,5082,1151,650,384,39242,2530,9715,1504,5502,1338,3938,1025,275,279,0,203,29527,2270,16346,1851,11426,1495,1526,571,229,201,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,573647,14621,233488,8547,93581,4849,80634,5047,49042,4219,10231,1792,340159,11393,62065,4527,31684,3151,24762,3088,4565,1145,1054,593,278094,10488,106763,5945,128809,7182,33855,3685,8667,1802,4052741,29605,3100895,28510,1641375,18194,1136064,18813,287886,9698,35570,3484,951846,17055,273553,9186,163599,7320,92799,5309,15924,2170,1231,634,678293,13031,353815,9502,278298,8272,39827,4150,6353,1518,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
