GEO_ID,B17014_001E,B17014_001M,B17014_002E,B17014_002M,B17014_003E,B17014_003M,B17014_004E,B17014_004M,B17014_005E,B17014_005M,B17014_006E,B17014_006M,B17014_007E,B17014_007M,B17014_008E,B17014_008M,B17014_009E,B17014_009M,B17014_010E,B17014_010M,B17014_011E,B17014_011M,B17014_012E,B17014_012M,B17014_013E,B17014_013M,B17014_014E,B17014_014M,B17014_015E,B17014_015M,B17014_016E,B17014_016M,B17014_017E,B17014_017M,B17014_018E,B17014_018M,B17014_019E,B17014_019M,B17014_020E,B17014_020M,B17014_021E,B17014_021M,B17014_022E,B17014_022M,B17014_023E,B17014_023M,B17014_024E,B17014_024M,B17014_025E,B17014_025M,B17014_026E,B17014_026M,B17014_027E,B17014_027M,B17014_028E,B17014_028M,B17014_029E,B17014_029M,B17014_030E,B17014_030M,B17014_031E,B17014_031M,B17014_032E,B17014_032M,B17014_033E,B17014_033M,B17014_034E,B17014_034M,B17014_035E,B17014_035M,NAME,B17014_001EA,B17014_001MA,B17014_002EA,B17014_002MA,B17014_003EA,B17014_003MA,B17014_004EA,B17014_004MA,B17014_005MA,B17014_005EA,B17014_006MA,B17014_006EA,B17014_007EA,B17014_007MA,B17014_008EA,B17014_008MA,B17014_009EA,B17014_009MA,B17014_010MA,B17014_010EA,B17014_011MA,B17014_011EA,B17014_012MA,B17014_012EA,B17014_013EA,B17014_013MA,B17014_014MA,B17014_014EA,B17014_015MA,B17014_015EA,B17014_016EA,B17014_016MA,B17014_017MA,B17014_017EA,B17014_018MA,B17014_018EA,B17014_019EA,B17014_019MA,B17014_020MA,B17014_020EA,B17014_021MA,B17014_021EA,B17014_022EA,B17014_022MA,B17014_023MA,B17014_023EA,B17014_024EA,B17014_024MA,B17014_025EA,B17014_025MA,B17014_026EA,B17014_026MA,B17014_027MA,B17014_027EA,B17014_028MA,B17014_028EA,B17014_029EA,B17014_029MA,B17014_030EA,B17014_030MA,B17014_031EA,B17014_031MA,B17014_032MA,B17014_032EA,B17014_033MA,B17014_033EA,B17014_034MA,B17014_034EA,B17014_035EA,B17014_035MA,state
0400000US01,1222568,14007,174593,5454,50938,3329,17424,1916,23454,2657,8311,1654,1749,703,123655,5176,16642,2341,5221,1236,9342,1530,1995,892,84,139,107013,4850,45018,2973,56104,4104,5156,1169,735,402,1047975,12811,806927,13011,135445,4979,220532,6722,377733,9131,73217,4112,241048,8506,63840,4466,6498,1595,34518,3309,19384,2290,3440,951,177208,6823,21084,2344,99379,5258,48141,3639,8604,1332,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,9814,1095,3224,535,673,262,1407,377,988,286,156,81,6590,957,1602,421,428,191,939,329,219,148,16,14,4988,887,1476,422,3191,712,269,138,52,33,155617,3391,123278,3925,8441,1075,27623,2373,69241,3192,17973,1735,32339,2400,12502,1764,442,287,6583,1276,4565,1130,912,410,19837,1610,734,324,10177,1369,6772,1192,2154,761,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,213512,6823,91562,4923,29193,2662,42374,3567,17297,2236,2698,789,121950,5349,25835,2700,10230,1686,13660,2115,1618,664,327,270,96115,4873,38134,3212,50320,3638,6703,1448,958,495,1358798,12983,1045031,11565,209829,5301,279226,8418,447040,8372,108936,4940,313767,10077,103626,6418,8079,1333,58081,4761,29536,2877,7930,1368,210141,7236,17167,2221,120801,5425,57978,3766,14195,1933,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,108793,4870,39058,3020,12642,1669,17267,2037,8279,1345,870,446,69735,4077,13064,2061,6076,1503,6445,1474,497,324,46,74,56671,3500,20579,2507,31712,2837,3829,969,551,387,642331,9468,509479,8797,86604,3442,139478,5456,238983,7502,44414,3393,132852,5003,39438,3104,3964,879,22717,2576,11018,1531,1739,759,93414,4501,12018,1716,51633,3495,25241,2308,4522,1013,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,1092977,14174,462770,10647,116018,5504,221492,7226,102949,4788,22311,2294,630207,11812,136695,5738,40183,3135,79526,4224,14092,2109,2894,967,493512,9785,201671,7974,242785,6760,41434,2823,7622,1168,7552993,30734,5697544,28260,659790,9307,1493997,20038,2673480,23293,870277,14421,1855449,18633,621667,12504,41222,3248,313352,10759,191326,6828,75767,4328,1233782,13731,106681,4543,632538,10903,362285,9459,132278,6082,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,111594,5324,45912,3809,10619,1355,20142,2583,13975,2112,1176,568,65682,3667,11582,1915,2722,894,7579,1718,1170,619,111,133,54100,3537,15979,1924,31875,2890,5441,1263,805,607,1168347,10778,936290,11617,104567,4270,236401,6649,493776,9424,101546,4910,232057,7209,76804,5221,3566,866,44018,3991,22802,2529,6418,1470,155253,5684,9225,1545,89478,4512,47393,3351,9157,1493,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,67625,4089,18952,2417,6909,1315,7685,1586,3522,861,836,478,48673,3115,6060,1505,2614,863,3196,1127,250,182,0,201,42613,3022,16839,1953,21826,2489,2967,864,981,472,822668,9009,638933,9589,69537,2768,147433,5308,322547,7187,99416,4514,183735,6411,51208,3549,3412,847,26995,2612,15433,1897,5368,1417,132527,5470,10889,1804,71421,4705,39258,3523,10959,1829,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,19335,2274,6207,1349,1486,560,2842,877,1684,843,195,260,13128,1840,1747,768,684,343,800,591,263,205,0,189,11381,1673,4501,1081,6389,1264,453,304,38,65,209029,4873,158526,4790,27613,1712,35409,2697,75537,4091,19967,1963,50503,3510,12901,1748,973,464,8303,1406,3010,735,615,513,37602,3276,1980,589,20803,2435,11807,1810,3012,815,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,18901,2027,3481,929,1569,711,1270,540,557,376,85,135,15420,2011,2054,714,1082,533,917,545,55,89,0,203,13366,1966,7680,1524,4844,1173,842,389,0,203,101566,3750,62324,3075,4857,850,14345,1536,38489,2597,4633,971,39242,2530,9715,1504,599,346,5591,1244,3062,980,463,363,29527,2270,2231,713,17437,2179,8167,1293,1692,636,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,573647,14621,233488,8547,88079,4658,96346,5855,43572,3593,5491,1062,340159,11393,62065,4527,20765,2649,35819,3659,4936,1236,545,387,278094,10488,111006,6460,142819,7735,22069,2552,2200,794,4052741,29605,3100895,28510,659473,11130,790631,16013,1344850,19208,305941,8774,951846,17055,273553,9186,24726,2756,142291,7343,84840,4741,21696,2866,678293,13031,57874,3808,370654,8878,198533,8242,51232,3847,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2389803,16893,346652,9098,121547,6217,38374,3302,57717,4557,21682,2689,3774,1080,225105,7304,36259,3715,10658,2017,22283,2934,2931,1116,387,472,188846,7307,72627,4509,103261,5430,11868,1901,1090,463,2043151,17369,1551157,16529,200759,6076,410184,10213,774938,13744,165276,8601,491994,12413,139443,6317,10864,1615,78185,5073,38785,3650,11609,1780,352551,9633,29269,2760,203511,8337,95751,4510,24020,3019,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311203,4720,22104,2150,9098,1355,3470,794,3394,858,1800,729,434,266,13006,1611,3288,984,1379,700,1721,673,188,210,0,185,9718,1365,4003,949,4580,818,1111,489,24,41,289099,4979,226092,4799,24532,2068,53457,3010,109991,4690,38112,2756,63007,3971,19756,2125,1242,397,10311,1512,5051,1083,3152,874,43251,3488,3782,869,19210,2009,12314,1617,7945,1576,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,410061,6537,42621,3508,20025,2292,4197,1218,9392,1573,5616,1167,820,441,22596,2518,5339,1542,1581,830,3558,1276,200,154,0,193,17257,2240,5032,1181,10999,1913,813,355,413,426,367440,6439,304897,6146,43479,2306,77073,4109,149812,5739,34533,2455,62543,3665,22279,2407,1674,556,12711,2120,6948,1487,946,637,40264,3045,3337,1050,24274,2781,10689,1414,1964,604,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
