GEO_ID,C08526_001E,C08526_001M,C08526_002E,C08526_002M,C08526_003E,C08526_003M,C08526_004E,C08526_004M,C08526_005E,C08526_005M,C08526_006E,C08526_006M,C08526_007E,C08526_007M,C08526_008E,C08526_008M,C08526_009E,C08526_009M,C08526_010E,C08526_010M,C08526_011E,C08526_011M,C08526_012E,C08526_012M,C08526_013E,C08526_013M,C08526_014E,C08526_014M,C08526_015E,C08526_015M,C08526_016E,C08526_016M,C08526_017E,C08526_017M,C08526_018E,C08526_018M,C08526_019E,C08526_019M,C08526_020E,C08526_020M,C08526_021E,C08526_021M,C08526_022E,C08526_022M,C08526_023E,C08526_023M,C08526_024E,C08526_024M,C08526_025E,C08526_025M,C08526_026E,C08526_026M,C08526_027E,C08526_027M,C08526_028E,C08526_028M,C08526_029E,C08526_029M,C08526_030E,C08526_030M,C08526_031E,C08526_031M,C08526_032E,C08526_032M,C08526_033E,C08526_033M,C08526_034E,C08526_034M,C08526_035E,C08526_035M,C08526_036E,C08526_036M,C08526_037E,C08526_037M,C08526_038E,C08526_038M,C08526_039E,C08526_039M,C08526_040E,C08526_040M,C08526_041E,C08526_041M,C08526_042E,C08526_042M,C08526_043E,C08526_043M,C08526_044E,C08526_044M,C08526_045E,C08526_045M,C08526_046E,C08526_046M,C08526_047E,C08526_047M,C08526_048E,C08526_048M,C08526_049E,C08526_049M,C08526_050E,C08526_050M,C08526_051E,C08526_051M,C08526_052E,C08526_052M,C08526_053E,C08526_053M,C08526_054E,C08526_054M,C08526_055E,C08526_055M,C08526_056E,C08526_056M,C08526_057E,C08526_057M,C08526_058E,C08526_058M,C08526_059E,C08526_059M,C08526_060E,C08526_060M,C08526_061E,C08526_061M,C08526_062E,C08526_062M,C08526_063E,C08526_063M,C08526_064E,C08526_064M,C08526_065E,C08526_065M,C08526_066E,C08526_066M,C08526_067E,C08526_067M,C08526_068E,C08526_068M,C08526_069E,C08526_069M,C08526_070E,C08526_070M,C08526_071E,C08526_071M,C08526_072E,C08526_072M,C08526_073E,C08526_073M,C08526_074E,C08526_074M,C08526_075E,C08526_075M,C08526_076E,C08526_076M,C08526_077E,C08526_077M,C08526_078E,C08526_078M,C08526_079E,C08526_079M,C08526_080E,C08526_080M,C08526_081E,C08526_081M,C08526_082E,C08526_082M,C08526_083E,C08526_083M,C08526_084E,C08526_084M,NAME,C08526_001MA,C08526_001EA,C08526_002EA,C08526_002MA,C08526_003MA,C08526_003EA,C08526_004MA,C08526_004EA,C08526_005EA,C08526_005MA,C08526_006MA,C08526_006EA,C08526_007EA,C08526_007MA,C08526_008EA,C08526_008MA,C08526_009MA,C08526_009EA,C08526_010EA,C08526_010MA,C08526_011EA,C08526_011MA,C08526_012MA,C08526_012EA,C08526_013MA,C08526_013EA,C08526_014EA,C08526_014MA,C08526_015MA,C08526_015EA,C08526_016MA,C08526_016EA,C08526_017EA,C08526_017MA,C08526_018MA,C08526_018EA,C08526_019MA,C08526_019EA,C08526_020EA,C08526_020MA,C08526_021MA,C08526_021EA,C08526_022MA,C08526_022EA,C08526_023MA,C08526_023EA,C08526_024MA,C08526_024EA,C08526_025MA,C08526_025EA,C08526_026MA,C08526_026EA,C08526_027EA,C08526_027MA,C08526_028MA,C08526_028EA,C08526_029EA,C08526_029MA,C08526_030EA,C08526_030MA,C08526_031MA,C08526_031EA,C08526_032MA,C08526_032EA,C08526_033EA,C08526_033MA,C08526_034EA,C08526_034MA,C08526_035MA,C08526_035EA,C08526_036EA,C08526_036MA,C08526_037MA,C08526_037EA,C08526_038MA,C08526_038EA,C08526_039EA,C08526_039MA,C08526_040MA,C08526_040EA,C08526_041MA,C08526_041EA,C08526_042MA,C08526_042EA,C08526_043MA,C08526_043EA,C08526_044MA,C08526_044EA,C08526_045MA,C08526_045EA,C08526_046EA,C08526_046MA,C08526_047MA,C08526_047EA,C08526_048EA,C08526_048MA,C08526_049MA,C08526_049EA,C08526_050EA,C08526_050MA,C08526_051EA,C08526_051MA,C08526_052EA,C08526_052MA,C08526_053EA,C08526_053MA,C08526_054EA,C08526_054MA,C08526_055MA,C08526_055EA,C08526_056EA,C08526_056MA,C08526_057EA,C08526_057MA,C08526_058EA,C08526_058MA,C08526_059EA,C08526_059MA,C08526_060MA,C08526_060EA,C08526_061MA,C08526_061EA,C08526_062EA,C08526_062MA,C08526_063EA,C08526_063MA,C08526_064MA,C08526_064EA,C08526_065MA,C08526_065EA,C08526_066MA,C08526_066EA,C08526_067MA,C08526_067EA,C08526_068MA,C08526_068EA,C08526_069MA,C08526_069EA,C08526_070MA,C08526_070EA,C08526_071MA,C08526_071EA,C08526_072MA,C08526_072EA,C08526_073EA,C08526_073MA,C08526_074EA,C08526_074MA,C08526_075MA,C08526_075EA,C08526_076MA,C08526_076EA,C08526_077EA,C08526_077MA,C08526_078MA,C08526_078EA,C08526_079MA,C08526_079EA,C08526_080EA,C08526_080MA,C08526_081MA,C08526_081EA,C08526_082MA,C08526_082EA,C08526_083EA,C08526_083MA,C08526_084MA,C08526_084EA,state
0400000US01,1932727,18015,33028,3882,119790,5916,273444,8474,45925,3965,237211,8467,95203,4171,136351,5583,176645,7777,437473,10108,163525,8106,99230,4996,106105,5850,8797,1200,1666104,16636,25671,2900,94760,5345,239765,8181,39830,3775,210752,7519,84326,4150,117295,5050,144483,6603,385553,8574,137184,6614,83148,4647,96108,5456,7229,1078,166532,7567,4133,1702,17536,2681,25173,3125,3692,1153,16089,2558,6264,1261,8949,1983,16388,2506,33300,3668,17809,2827,8713,1692,7586,1456,900,490,9328,1493,0,192,117,170,753,497,0,192,1582,711,462,424,232,235,492,293,2858,901,1753,649,687,431,358,269,34,60,40708,3859,1040,535,2862,1412,3842,908,406,426,4460,1093,2385,986,2667,1069,4715,1266,8428,1585,4473,1085,3704,1160,1247,460,479,382,50055,3837,2184,856,4515,1258,3911,1155,1997,664,4328,1187,1766,669,7208,1181,10567,1885,7334,1237,2306,877,2978,826,806,483,155,201,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366809,5441,23794,2509,26191,2559,14116,1970,6817,1531,39756,3626,27680,2335,21674,2512,32515,3271,77079,4422,30690,3789,14181,1962,35904,2668,16412,1999,240883,6349,10838,1659,17291,2193,6701,1312,5359,1308,27321,2986,20653,2194,15470,2243,19806,2369,54352,3663,17191,2677,9895,1617,25049,2152,10957,1820,47159,3880,2527,814,4442,1067,1303,546,589,383,5166,1884,2292,907,2583,804,3815,1114,9526,1608,5255,1898,1999,631,5113,1401,2549,1009,6712,1189,449,334,517,278,610,592,0,147,1290,577,308,236,240,207,757,392,1076,571,941,452,52,80,472,240,0,147,56684,4082,9046,1579,2961,681,5101,1029,601,376,4484,998,3499,760,2772,983,4941,1138,9239,1244,5388,1716,1396,569,4951,925,2305,687,15371,2129,934,441,980,456,401,218,268,401,1495,635,928,585,609,332,3196,1055,2886,697,1915,938,839,425,319,158,601,436,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2727448,17333,41406,4164,181583,6890,206524,7888,63280,4373,333690,9321,129764,6016,260579,7964,322212,10264,599076,12762,292998,9786,134259,6691,147230,6030,14847,1753,2080926,16932,26884,2754,136657,5399,165190,6718,51112,3942,265148,8264,101492,5341,196381,6845,223870,7267,477136,11238,206686,8017,100288,6121,120834,5388,9248,1504,300368,12248,7614,1919,29816,3823,22235,2655,4683,1290,30636,3637,13461,2271,24163,2388,37440,3819,63455,4007,34157,3531,15279,2109,15847,1824,1582,576,64758,5527,527,361,2530,802,2988,965,1085,583,9562,2113,3209,930,4757,1297,7962,1469,9356,1775,15280,2680,3771,1369,3589,1056,142,170,131049,7063,2543,1277,6280,1465,5807,1169,1537,645,16092,2423,5873,1307,9548,1877,15766,2641,24817,2522,29264,3524,6075,1362,4050,1065,3397,830,150347,7170,3838,1348,6300,1283,10304,1618,4863,1190,12252,2088,5729,1423,25730,2615,37174,3352,24312,2328,7611,1572,8846,1734,2910,903,478,335,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225755,12155,35112,3617,81376,4253,172409,6393,28098,2719,166641,6288,68902,3969,77704,4921,86215,4888,293768,8095,98840,5954,59533,4818,53047,3416,4110,1242,1023919,11729,25536,2887,63134,3869,146846,6320,23935,2538,144972,6171,59208,3869,67666,4423,67907,4136,245878,8462,80556,5164,46732,4411,47702,3094,3847,1226,124218,6827,3864,1157,13048,2083,18787,2754,2138,790,13205,1918,5316,1347,5262,1191,9598,1992,32057,3102,10690,1964,6487,1349,3648,1073,118,185,5754,1314,0,192,276,271,568,353,41,71,427,284,40,57,256,234,337,309,2384,850,1366,823,59,91,0,192,0,192,37275,3119,2562,904,1347,447,4585,1276,673,479,5464,1332,2606,849,1265,583,1726,578,8337,1610,5614,1346,2410,930,596,300,90,117,34589,3457,3150,875,3571,1143,1623,600,1311,591,2573,755,1732,800,3255,963,6647,1396,5112,1167,614,276,3845,1177,1101,625,55,97,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16740038,39419,390485,12628,1014078,18061,1636245,21104,515074,10713,1883464,26924,760306,14250,1538050,23279,2132846,25624,3408521,32772,1704892,23832,892638,17876,733508,14051,129931,5376,12262665,43018,239579,9480,728780,13978,1248054,17923,392172,9049,1412328,20592,600897,12123,1133449,18818,1441453,22876,2606411,30590,1194526,21345,637935,14434,552337,12509,74744,5536,1824947,24455,95989,8952,171221,8483,207759,8594,59462,4734,178880,7790,77932,4565,115229,5508,224915,8908,324513,9825,180628,7332,99916,6307,75745,4751,12758,1859,886923,17701,6746,1919,35082,3679,73107,5000,18117,2306,115376,5145,30887,3177,85723,4975,143886,7119,141414,6124,132150,6822,55159,3719,45895,3711,3381,961,887670,18034,31399,4437,37753,4256,54961,3844,15666,2061,110581,6134,28742,2572,71072,5155,107683,5727,176132,6800,145301,7264,50268,4392,31437,2457,26675,3878,877833,17079,16772,2603,41242,4282,52364,3738,29657,2762,66299,4847,21848,2987,132577,6047,214909,8141,160051,5965,52287,4567,49360,4106,28094,2350,12373,2589,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2564044,16271,63768,4205,183327,6746,182120,7569,66822,4431,287906,9668,115641,5960,253653,8298,344513,8875,506106,9868,277098,10037,127443,6419,121997,5086,33650,2643,1917766,18291,41356,2840,136501,5514,144936,6728,51186,3974,224346,8356,93203,5389,190436,6854,232385,8089,396703,8816,190319,8276,94302,5447,99433,4518,22660,2641,247383,8812,9073,2011,32489,3538,16316,2531,5445,1371,25965,3149,9618,1941,18384,1951,30151,3009,40097,2705,33050,3810,13373,2320,10199,1804,3223,1016,85858,4515,2650,860,2434,918,3846,1162,984,465,8317,1393,3560,1074,8132,1621,13878,1755,14850,1985,17515,2672,3663,1112,5964,1180,65,135,135417,5899,4065,1124,3551,884,5850,1207,2663,833,15136,1793,5388,1105,10339,1653,15943,2054,27713,2582,27167,3508,6174,1080,3776,1096,7652,945,177620,7065,6624,1149,8352,1980,11172,1539,6544,1237,14142,1835,3872,1161,26362,2999,52156,3464,26743,2258,9047,1787,9931,1882,2625,884,50,83,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1719042,11585,7887,1476,93835,5219,193597,6942,43146,3716,194256,7959,58486,4359,185283,7406,201846,7746,437001,9999,151522,7900,82145,5371,62240,4555,7798,1176,1362261,13434,5533,1206,73705,4402,161833,6437,35757,3173,145599,6341,49689,3945,148124,6377,146902,6336,359057,8852,110413,6812,65501,4068,56480,4406,3668,1034,146064,6905,1043,603,12078,2195,18177,2844,2643,896,21017,2834,4869,1089,9650,1794,20606,2900,32342,2776,14066,1986,5793,1604,3585,741,195,214,61529,4431,43,71,1665,818,4204,1021,1291,557,12742,2290,1807,715,7435,1806,5871,1287,11694,2000,10826,1972,3222,1251,729,349,0,201,74059,4641,886,576,2641,972,4726,1223,931,481,9674,1804,1487,604,6421,1388,7184,1287,22055,2344,11190,2215,3477,1232,695,375,2692,815,75129,4216,382,302,3746,1121,4657,880,2524,867,5224,1143,634,279,13653,1770,21283,2221,11853,1641,5027,1022,4152,1004,751,387,1243,659,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,424042,7520,2777,1053,23236,2628,38062,3152,7695,1263,49661,3556,19437,2671,50891,3563,43317,3577,108342,5787,36061,3424,20358,2132,21634,2476,2571,988,344378,8116,1544,601,18574,2336,32333,2651,6014,1218,40187,3301,15917,2447,41971,2900,32850,3091,91347,5406,26242,2655,15785,2008,19207,2327,2407,1031,38007,3569,781,718,2863,866,3722,1110,692,363,4520,1082,1844,873,5038,1534,3025,877,7777,1411,4067,1291,2347,960,1317,541,14,31,11755,1913,0,189,95,107,377,229,138,165,2222,993,369,265,1065,404,1411,595,3231,1047,1582,698,764,499,501,322,0,189,14056,1975,293,391,1162,684,641,481,187,236,1410,527,852,675,517,256,1578,703,3379,760,2902,1118,601,309,384,285,150,208,15846,1986,159,137,542,340,989,393,664,390,1322,529,455,353,2300,842,4453,1002,2608,748,1268,815,861,463,225,161,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,799166,13648,795,483,31127,3662,11086,1793,4258,1179,22719,2182,26922,2511,66235,4722,160513,5913,130633,6197,66856,4833,61790,3677,208187,6374,8045,1260,333043,10568,290,367,19982,2879,4574,983,2895,898,9117,1594,17380,2154,26859,2602,52955,3393,67251,4314,23893,2692,21731,2341,82337,5056,3779,824,72349,4666,124,149,4485,1478,1152,614,192,186,2361,804,1521,718,6937,1627,11594,1528,12667,2091,6473,1778,4349,761,20031,2090,463,350,306122,8284,298,213,5283,1479,3536,1059,756,424,7832,1173,6745,1205,23826,2579,73157,4215,35992,2983,28027,3419,26659,2664,91963,4239,2048,526,73178,4633,83,164,659,343,1117,550,152,209,3039,930,1076,614,7184,1372,17926,2259,12643,1975,7657,1624,7559,1222,13007,1968,1076,744,14474,2265,0,203,718,669,707,549,263,212,370,332,200,219,1429,518,4881,1228,2080,660,806,453,1492,575,849,445,679,704,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8313689,34529,85578,6827,561265,16467,427628,12294,240782,9209,1124778,20616,403518,11780,815120,17812,1029916,17716,1718782,23883,1023139,20165,457017,11213,374103,9596,52063,3785,6628307,35438,47207,3649,418916,13820,352691,11085,197557,7643,910157,18879,341170,10303,659510,16483,748395,15530,1451333,22542,785058,18393,351361,10588,329688,8910,35264,4172,783491,19087,17058,3309,83182,7966,38586,3900,19902,3016,100878,6571,30606,3979,55232,5137,102521,6832,150426,7374,111686,7906,44299,4432,25752,2720,3363,1012,174603,7504,4817,1988,10521,3069,5809,1415,3263,1339,28621,3537,6420,1706,6370,1432,20687,2451,28642,2719,38852,4122,15048,2218,5012,1254,541,312,303107,10722,11135,3409,19560,3140,11124,1958,4519,1158,49041,5061,12622,2154,21890,2804,36859,4118,41264,3269,64248,4678,20119,2987,7618,1636,3108,1821,424181,12099,5361,1658,29086,4174,19418,2184,15541,2418,36081,4030,12700,2025,72118,4917,121454,6749,47117,3892,23295,2879,26190,3590,6033,1511,9787,2417,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
