GEO_ID,C16009_001E,C16009_001M,C16009_002E,C16009_002M,C16009_003E,C16009_003M,C16009_004E,C16009_004M,C16009_005E,C16009_005M,C16009_006E,C16009_006M,C16009_007E,C16009_007M,C16009_008E,C16009_008M,C16009_009E,C16009_009M,C16009_010E,C16009_010M,C16009_011E,C16009_011M,C16009_012E,C16009_012M,C16009_013E,C16009_013M,NAME,C16009_001EA,C16009_001MA,C16009_002EA,C16009_002MA,C16009_003MA,C16009_003EA,C16009_004MA,C16009_004EA,C16009_005EA,C16009_005MA,C16009_006MA,C16009_006EA,C16009_007MA,C16009_007EA,C16009_008EA,C16009_008MA,C16009_009MA,C16009_009EA,C16009_010EA,C16009_010MA,C16009_011EA,C16009_011MA,C16009_012MA,C16009_012EA,C16009_013EA,C16009_013MA,state
0400000US19,2801171,2998,347171,12159,304940,11239,22359,3589,7665,2906,7868,2046,4339,2097,2454000,12171,2292253,13750,83016,4867,39437,4812,32660,2687,6634,1482,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2614376,2620,348574,14723,278056,11566,53191,6274,4538,1521,8402,2029,4387,1961,2265802,14685,2051803,12745,136962,7251,30049,4250,36155,2891,10833,2708,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4000529,2846,724143,18174,674027,17662,28187,3912,8907,2537,4393,1457,8629,2603,3276386,18395,3128843,17889,71866,6055,42618,4745,25463,3041,7596,1981,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4193561,2843,796890,21891,724565,21183,37872,5233,23103,4831,6847,1932,4503,3265,3396671,21829,3123932,22319,105678,7505,116497,6423,40835,3737,9729,2903,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1231002,1477,167830,7823,153621,7371,1778,706,6513,1621,822,590,5096,2280,1063172,7928,1001718,8215,8225,1514,44256,3825,7365,1493,1608,536,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5426842,2641,526224,16692,419363,14198,48132,6091,26127,4348,21332,4069,11270,2593,4900618,16615,4077753,20702,341769,10461,208419,12194,177037,7779,95640,9854,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6098204,2656,706929,21245,448045,15770,147594,9958,60276,6892,36978,3906,14036,3333,5391275,21515,4284244,23127,370831,12352,470795,16039,198003,8099,67402,5740,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9109994,3602,1487665,22376,1294779,21544,68849,6793,39059,4755,18577,2642,66401,7235,7622329,23094,6994367,26277,190145,8639,209728,10053,118951,6163,109138,9084,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4951632,2667,540142,14462,426645,14097,41154,4855,12623,2393,29471,3996,30249,5244,4411490,14766,3998846,17280,148434,7465,81373,6767,125413,6857,57424,6429,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2698517,3171,622762,19764,597049,20326,17221,2935,2507,1023,2085,1009,3900,1794,2075755,20216,2004442,22113,37887,4185,13828,2760,14930,2406,4668,1553,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5494525,3881,837323,22073,760430,20978,37591,4859,20960,3421,12469,2754,5873,1919,4657202,22124,4413176,23615,100405,5696,76108,6443,49452,3671,18061,3121,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,931239,1679,149988,8588,142575,8322,1566,614,2476,846,474,442,2897,1030,781251,8868,754801,8852,9680,1485,9121,1607,3455,1004,4194,936,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1688572,1605,210523,9557,164512,7360,31453,5951,4843,1590,3137,1203,6578,2916,1478049,9983,1343918,9527,88590,6692,18033,2711,20734,2610,6774,2133,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2576093,2065,389552,16306,237306,10821,123536,11843,8156,2078,16304,2737,4250,1524,2186541,16365,1555786,14499,413845,13788,58690,5263,134651,5538,23569,4708,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1216494,1610,104106,8092,91393,7113,4370,1332,5121,1836,2802,970,420,432,1112388,8423,1022494,8442,23906,2588,48991,4942,13458,1951,3539,1608,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8195582,2967,896437,23817,513926,19613,270309,12654,58869,5014,25604,3565,27729,4854,7299145,23810,5164562,30313,1026922,15232,636856,17608,365223,9317,105582,9107,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1908365,1696,402262,13088,213933,10711,146747,10247,3337,1221,2131,929,36114,3338,1506103,13125,1012312,15669,396001,11519,19096,2517,16583,2166,62111,4018,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,17985619,4634,2783170,39508,1547011,27267,713199,23150,290110,17200,161665,10525,71185,9903,15202449,39153,10977393,42065,2005392,27013,1315247,27469,708451,18207,195966,14027,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8993160,4254,1549057,28162,1282658,24399,218760,13546,16623,2938,22051,3643,8965,3008,7444103,28709,6711175,27941,456474,15589,127349,8540,118223,5617,30882,4901,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,651460,1239,76065,4491,67787,4007,1607,782,3141,876,1221,929,2309,1051,575395,4891,548144,4811,7854,1577,11626,2337,4308,1286,3463,1060,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10569073,4654,1615673,32870,1468217,32879,58123,5585,36298,4123,18158,2898,34877,7517,8953400,32604,8402222,36688,168059,7260,219400,11399,103406,6083,60313,7952,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3479404,2211,555937,12131,482932,11042,54629,5638,5474,1324,8620,1796,4282,1074,2923467,11889,2653704,13869,181735,7291,26431,3551,41892,2982,19705,2356,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3629966,2991,585754,17350,458191,13721,85473,8148,14712,3866,18611,3548,8767,3994,3044212,17423,2630641,20819,234585,9159,78510,7377,84411,5261,16065,3825,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11650302,3537,1530283,34389,1245365,30166,163280,9484,57893,6230,44433,5528,19312,3613,10120019,34555,9174333,35402,361279,11509,354816,14648,179299,8911,50292,6294,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,957260,1587,130640,8167,76410,6077,42326,5337,6923,2057,2962,1181,2019,1328,826620,8119,677068,7241,70996,5299,55486,4865,17932,2257,5138,1430,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4341756,3425,764757,19217,693809,18428,56147,7283,5044,1269,6277,1638,3480,2037,3576999,19804,3350714,21600,140382,7704,51291,5776,29483,3478,5129,1856,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,757357,1320,103902,5890,91525,5467,2824,859,2537,1161,1301,306,5715,1185,653455,5920,616915,5292,13135,1604,9043,1713,4507,1150,9855,1766,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5945233,3886,1003874,22356,901193,21185,71850,7629,11319,3099,4863,1185,14649,5260,4941359,22524,4656247,22783,151703,8239,59150,5434,48997,4103,25262,4301,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,23935698,6740,4011520,56813,2032009,36739,1808405,38891,59572,6213,78789,7757,32745,5952,19924178,56646,13545931,54010,5261257,45596,428533,19494,569293,15827,119164,10522,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2600847,2298,320922,14538,236437,12960,58945,7538,6882,2172,11196,2962,7462,1984,2279925,14614,1997431,16268,183871,10064,43454,4370,41346,3509,13823,2877,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,572670,780,68319,4738,64743,4618,585,342,1941,729,1050,861,0,151,504351,4783,479450,4999,3756,876,16476,1949,2961,840,1708,730,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7508210,4694,847434,23254,710310,21460,72603,7492,26124,3855,25346,3957,13051,3308,6660776,23934,5670737,26723,423106,11156,232514,11097,240679,8743,93740,8829,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6404248,3111,884732,24313,624780,21200,145896,11398,34721,6822,52975,6339,26360,5878,5519516,24437,4559925,25802,389238,12224,222296,13619,304588,11193,43469,6027,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1699390,1989,299559,10883,292505,10712,4667,1352,1274,506,739,450,374,377,1399831,11237,1371276,11090,12740,1983,9455,1878,5104,1217,1256,608,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5256805,2745,683765,15427,580795,13415,66187,5948,17466,2208,15031,2959,4286,1606,4573040,15161,4218454,16909,181108,7519,83555,5479,75747,4957,14176,3281,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,531171,1239,55939,5434,46237,4881,7148,1935,570,480,808,581,1176,613,475232,5340,452024,5536,13604,2275,5487,1381,1932,600,2185,908,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3384265,1539,1505870,23244,81547,6560,1422973,23281,745,490,407,360,198,277,1878395,23456,118430,8887,1756110,23742,2014,558,1597,1725,244,289,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
