GEO_ID,B19081_001E,B19081_001M,B19081_002E,B19081_002M,B19081_003E,B19081_003M,B19081_004E,B19081_004M,B19081_005E,B19081_005M,B19081_006E,B19081_006M,NAME,B19081_001MA,B19081_001EA,B19081_002EA,B19081_002MA,B19081_003EA,B19081_003MA,B19081_004MA,B19081_004EA,B19081_005MA,B19081_005EA,B19081_006MA,B19081_006EA,state
0400000US01,9089,189,24930,373,43212,529,69172,832,150064,2519,259718,8144,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,18887,924,46024,1536,72626,2041,106954,2972,199299,8054,319926,24409,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,10979,238,29187,320,48540,461,76430,637,166810,3080,293060,10181,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,9369,285,24025,430,40561,723,63796,856,139983,3632,242783,12540,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12707,130,34503,219,60143,295,97342,414,223841,1494,399335,4794,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,13857,333,35333,386,58843,574,91527,741,197344,3073,345857,10845,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,14280,404,39355,708,67667,973,107508,1387,260196,5874,497317,18423,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,13738,834,35785,1197,58148,1527,88893,2248,188411,6893,319855,21591,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9403,681,35684,1831,68222,2481,116191,3305,284910,12252,520912,38606,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10626,154,27846,217,46188,309,73012,434,170967,1767,315508,6145,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9939,223,28034,334,48035,468,76794,744,172867,2389,309251,7456,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,15213,843,41293,1056,68217,1424,103251,2102,205939,6849,341215,21397,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,11680,598,29590,772,46933,922,70235,1172,144885,5018,249524,15964,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11724,162,32735,259,56302,392,88688,522,200593,2380,363159,7704,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,11105,180,28937,345,47680,464,73578,563,154947,2885,274555,10312,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,12808,313,32289,448,52505,577,79395,761,163379,3345,286059,11145,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,12369,323,31278,520,51096,672,78748,918,170645,5671,304513,19528,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,9356,220,25224,383,43697,514,68905,694,149430,3768,262683,13573,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,8851,218,24682,427,44442,654,73943,855,163741,2992,286422,9758,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11541,398,28000,618,47018,844,72975,1049,153362,4393,263466,14467,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,15983,368,44085,552,73022,666,111784,814,235286,3369,404588,11285,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,13072,263,37606,557,66974,725,106310,1065,235246,3132,419978,10185,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,10690,155,28729,216,48428,333,75708,490,162113,1952,280695,6483,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,14285,227,36760,465,60637,502,91502,623,189503,2614,329647,9017,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
