GEO_ID,B18101_001E,B18101_001M,B18101_002E,B18101_002M,B18101_003E,B18101_003M,B18101_004E,B18101_004M,B18101_005E,B18101_005M,B18101_006E,B18101_006M,B18101_007E,B18101_007M,B18101_008E,B18101_008M,B18101_009E,B18101_009M,B18101_010E,B18101_010M,B18101_011E,B18101_011M,B18101_012E,B18101_012M,B18101_013E,B18101_013M,B18101_014E,B18101_014M,B18101_015E,B18101_015M,B18101_016E,B18101_016M,B18101_017E,B18101_017M,B18101_018E,B18101_018M,B18101_019E,B18101_019M,B18101_020E,B18101_020M,B18101_021E,B18101_021M,B18101_022E,B18101_022M,B18101_023E,B18101_023M,B18101_024E,B18101_024M,B18101_025E,B18101_025M,B18101_026E,B18101_026M,B18101_027E,B18101_027M,B18101_028E,B18101_028M,B18101_029E,B18101_029M,B18101_030E,B18101_030M,B18101_031E,B18101_031M,B18101_032E,B18101_032M,B18101_033E,B18101_033M,B18101_034E,B18101_034M,B18101_035E,B18101_035M,B18101_036E,B18101_036M,B18101_037E,B18101_037M,B18101_038E,B18101_038M,B18101_039E,B18101_039M,NAME,B18101_001EA,B18101_001MA,B18101_002MA,B18101_002EA,B18101_003MA,B18101_003EA,B18101_004EA,B18101_004MA,B18101_005EA,B18101_005MA,B18101_006EA,B18101_006MA,B18101_007EA,B18101_007MA,B18101_008MA,B18101_008EA,B18101_009EA,B18101_009MA,B18101_010EA,B18101_010MA,B18101_011EA,B18101_011MA,B18101_012EA,B18101_012MA,B18101_013EA,B18101_013MA,B18101_014MA,B18101_014EA,B18101_015EA,B18101_015MA,B18101_016EA,B18101_016MA,B18101_017MA,B18101_017EA,B18101_018MA,B18101_018EA,B18101_019MA,B18101_019EA,B18101_020MA,B18101_020EA,B18101_021MA,B18101_021EA,B18101_022EA,B18101_022MA,B18101_023MA,B18101_023EA,B18101_024MA,B18101_024EA,B18101_025MA,B18101_025EA,B18101_026MA,B18101_026EA,B18101_027EA,B18101_027MA,B18101_028MA,B18101_028EA,B18101_029EA,B18101_029MA,B18101_030MA,B18101_030EA,B18101_031MA,B18101_031EA,B18101_032EA,B18101_032MA,B18101_033EA,B18101_033MA,B18101_034EA,B18101_034MA,B18101_035MA,B18101_035EA,B18101_036MA,B18101_036EA,B18101_037EA,B18101_037MA,B18101_038EA,B18101_038MA,B18101_039MA,B18101_039EA,state
0400000US01,4755381,1814,2284668,5599,147308,2684,937,614,146371,2599,415809,3961,27903,2576,387906,4343,531617,4933,40032,3651,491585,5890,887106,4678,160901,6055,726205,7436,190180,1968,61119,3374,129061,3774,112648,1728,60266,2458,52382,2454,2470713,5159,145046,2955,704,386,144342,2975,399681,3242,18579,2208,381102,3677,552135,3993,37374,3353,514761,5216,974608,3537,180975,5259,793633,6520,224389,1875,68775,3323,155614,3633,174854,1842,100264,2914,74590,2917,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,27429,1035,537,405,26892,1074,69544,1700,3191,862,66353,1810,94246,2336,4924,1402,89322,2682,143384,1614,21643,2263,121741,2653,22353,942,7964,984,14389,913,9908,768,5818,787,4090,867,345384,2157,27276,991,131,103,27145,1006,63636,1571,3126,1137,60510,1417,87427,1302,4685,1234,82742,1910,134719,1425,15382,1766,119337,2110,20604,843,4841,853,15763,1195,11722,617,7013,789,4709,729,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,221365,1209,851,440,220514,1212,602505,1744,31753,2561,570752,2873,751798,3251,45701,4057,706097,4783,1168289,3029,155937,6277,1012352,6871,275142,1670,71231,4045,203911,4202,187963,1227,88026,3229,99937,3272,3314164,2699,208716,1349,2251,794,206465,1631,580919,1609,18267,2370,562652,2816,744824,2254,43191,3764,701633,4132,1235989,2375,155858,6381,1080131,6602,310038,1235,74901,3730,235137,3838,233678,1241,113761,4019,119917,3830,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,100882,2408,1198,765,99684,2512,268655,3444,24380,2561,244275,4048,326777,4149,28658,3103,298119,4948,535726,3544,107302,4119,428424,4853,119768,1332,43411,2363,76357,2386,76038,1155,41099,1843,34939,1816,1479168,4700,89299,1970,546,438,88753,2019,250289,3194,15232,2239,235057,3742,327371,3255,25610,2921,301761,4090,570026,3297,107446,4499,462580,5103,137191,1477,40621,2554,96570,2809,104992,1495,60499,2807,44493,2550,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,1278807,2755,9668,1588,1269139,3174,3406028,3716,175588,6574,3230440,7246,4752433,6837,246397,9311,4506036,12666,7165481,6126,748474,14649,6417007,14822,1239368,2545,311683,6283,927685,6580,836354,2691,417980,6956,418374,6493,19153082,6595,1221679,3103,6798,1367,1214881,3230,3251441,3540,106946,6165,3144495,7764,4621321,4381,188436,6878,4432885,7981,7437283,4136,803469,14441,6633814,14643,1428312,2553,351210,7835,1077102,8058,1193046,2975,653233,9565,539813,9765,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,172218,2580,1444,550,170774,2533,460882,3139,23961,2552,436921,3972,631231,3992,38514,3356,592717,4563,1021905,3415,120093,5226,901812,6236,181353,1445,47714,2652,133639,2914,103629,1327,51883,2348,51746,2433,2602054,4073,161355,1764,789,568,160566,1703,444736,3321,14487,1861,430249,3550,613076,2786,32236,3247,580840,4372,1038728,2995,112778,5596,925950,6049,197218,1766,43091,2555,154127,2782,146941,1868,73247,2784,73694,2714,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,96985,987,980,634,96005,1139,301805,1678,16983,2267,284822,2762,383635,1995,20711,2541,362924,3386,709888,1833,67367,4276,642521,4809,133728,826,26305,2074,107423,2199,92658,1166,42487,2302,50171,2304,1822710,2714,93753,905,657,386,93096,920,291616,1458,10754,1604,280862,2006,384055,1748,17954,2205,366101,2860,758117,1793,75388,4769,682729,5278,154423,973,28752,2364,125671,2587,140746,1503,69906,2614,70840,2630,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,28729,338,443,325,28286,468,74358,711,4860,999,69498,1244,100496,928,7164,1455,93332,1517,170223,1060,20081,2158,150142,2256,39458,555,8804,1280,30654,1314,24328,538,10939,1102,13389,1178,473910,1235,27506,482,110,112,27396,488,72746,686,3926,1130,68820,1271,105030,1268,6855,1404,98175,2030,189389,1229,25393,2425,163996,2697,45855,526,9740,1048,36115,1199,33384,540,16381,1171,17003,1221,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,20822,3,0,203,20822,3,35045,410,3377,927,31668,1023,101450,559,4367,1112,97083,1271,111773,630,13061,1552,98712,1622,17648,534,4106,721,13542,894,11574,675,4047,645,7527,772,337521,821,20239,270,0,203,20239,270,35181,411,1755,754,33426,868,121093,343,4703,1108,116390,1157,118837,521,17694,2167,101143,2167,22824,392,5823,930,17001,1029,19347,497,9897,1003,9450,1031,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,549923,3628,5123,1350,544800,3847,1510052,5559,103607,6440,1406445,7873,2048451,5131,124743,7650,1923708,8917,3615418,5769,473193,13601,3142225,14775,919338,3041,222438,7491,696900,8388,690763,3082,321237,6112,369526,6571,9911182,7269,524126,3587,4437,1979,519689,3868,1435734,4610,54343,4510,1381391,6062,2064048,4618,103046,7183,1961002,8491,3918978,5631,495493,11218,3423485,11966,1051243,2953,229092,7449,822151,7860,917053,2929,447158,6184,469895,6280,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
