GEO_ID,B01002D_001E,B01002D_001M,B01002D_002E,B01002D_002M,B01002D_003E,B01002D_003M,NAME,B01002D_001MA,B01002D_001EA,B01002D_002MA,B01002D_002EA,B01002D_003EA,B01002D_003MA,state
0400000US01,33.9,1.9,32.3,3.1,34.7,2.1,Alabama,null,null,null,null,null,null,01
0400000US02,32.8,2.4,29.7,1.5,35.7,1.9,Alaska,null,null,null,null,null,null,02
0400000US04,36.0,0.7,33.6,0.8,38.0,1.0,Arizona,null,null,null,null,null,null,04
0400000US05,30.9,1.6,28.9,1.6,32.1,2.6,Arkansas,null,null,null,null,null,null,05
0400000US06,38.8,0.2,37.1,0.2,40.2,0.2,California,null,null,null,null,null,null,06
0400000US08,34.9,1.0,33.7,1.6,36.1,1.1,Colorado,null,null,null,null,null,null,08
0400000US09,34.1,0.6,33.8,0.8,34.5,0.8,Connecticut,null,null,null,null,null,null,09
0400000US10,34.4,1.4,34.6,3.9,34.4,1.3,Delaware,null,null,null,null,null,null,10
0400000US11,32.3,1.2,30.9,1.5,33.1,1.3,District of Columbia,null,null,null,null,null,null,11
0400000US12,37.8,0.6,36.1,0.7,39.6,0.8,Florida,null,null,null,null,null,null,12
0400000US13,34.4,0.5,33.3,0.7,35.6,0.8,Georgia,null,null,null,null,null,null,13
0400000US15,48.0,0.6,46.3,0.8,49.4,0.7,Hawaii,null,null,null,null,null,null,15
0400000US16,35.8,4.6,30.1,3.9,41.0,2.9,Idaho,null,null,null,null,null,null,16
0400000US17,35.5,0.4,34.5,0.5,36.5,0.5,Illinois,null,null,null,null,null,null,17
0400000US18,30.7,0.9,28.7,1.7,32.8,1.0,Indiana,null,null,null,null,null,null,18
0400000US19,30.2,0.8,28.6,0.8,31.5,1.5,Iowa,null,null,null,null,null,null,19
0400000US20,30.9,1.3,30.2,1.6,31.8,1.4,Kansas,null,null,null,null,null,null,20
0400000US21,31.1,1.7,30.0,1.1,32.3,1.8,Kentucky,null,null,null,null,null,null,21
0400000US22,34.6,0.7,33.9,1.9,35.0,1.7,Louisiana,null,null,null,null,null,null,22
0400000US23,31.5,2.4,31.1,6.2,31.6,3.6,Maine,null,null,null,null,null,null,23
0400000US24,37.0,0.4,35.8,0.5,38.1,0.6,Maryland,null,null,null,null,null,null,24
0400000US25,33.2,0.4,32.6,0.5,33.7,0.5,Massachusetts,null,null,null,null,null,null,25
0400000US26,33.1,0.4,31.9,0.6,33.8,0.5,Michigan,null,null,null,null,null,null,26
0400000US27,28.7,0.4,27.8,0.8,29.3,0.5,Minnesota,null,null,null,null,null,null,27
0400000US28,31.7,1.0,28.7,2.2,35.6,1.8,Mississippi,null,null,null,null,null,null,28
0400000US29,32.2,1.0,30.9,0.9,33.9,1.4,Missouri,null,null,null,null,null,null,29
0400000US30,32.7,4.4,30.8,6.9,33.4,10.7,Montana,null,null,null,null,null,null,30
0400000US31,31.4,0.6,31.8,1.3,31.1,1.6,Nebraska,null,null,null,null,null,null,31
0400000US32,40.2,0.5,36.8,1.3,42.6,0.8,Nevada,null,null,null,null,null,null,32
0400000US33,32.3,3.3,31.9,4.3,32.7,4.4,New Hampshire,null,null,null,null,null,null,33
0400000US34,36.4,0.3,35.8,0.3,36.7,0.2,New Jersey,null,null,null,null,null,null,34
0400000US35,36.4,3.9,32.3,4.1,38.8,3.4,New Mexico,null,null,null,null,null,null,35
0400000US36,36.1,0.3,35.4,0.2,37.0,0.3,New York,null,null,null,null,null,null,36
0400000US37,32.6,0.5,31.9,0.6,33.4,0.7,North Carolina,null,null,null,null,null,null,37
0400000US38,30.8,2.2,30.1,7.7,34.5,9.7,North Dakota,null,null,null,null,null,null,38
0400000US39,33.5,0.5,33.1,0.8,33.9,0.7,Ohio,null,null,null,null,null,null,39
0400000US40,32.0,0.9,30.2,1.8,33.8,1.3,Oklahoma,null,null,null,null,null,null,40
0400000US41,35.9,0.7,34.6,1.1,37.2,1.0,Oregon,null,null,null,null,null,null,41
0400000US42,32.9,0.5,32.3,0.5,33.5,0.5,Pennsylvania,null,null,null,null,null,null,42
0400000US44,30.3,1.4,28.9,3.1,30.7,1.4,Rhode Island,null,null,null,null,null,null,44
0400000US45,33.6,1.8,33.4,1.7,34.5,4.3,South Carolina,null,null,null,null,null,null,45
0400000US46,27.0,4.4,24.6,4.4,27.8,7.4,South Dakota,null,null,null,null,null,null,46
0400000US47,33.8,0.8,33.1,1.1,34.7,1.0,Tennessee,null,null,null,null,null,null,47
0400000US48,34.9,0.2,34.1,0.3,35.8,0.4,Texas,null,null,null,null,null,null,48
0400000US49,32.2,1.4,30.4,0.7,33.8,1.3,Utah,null,null,null,null,null,null,49
0400000US50,31.7,10.1,27.8,14.1,31.9,16.0,Vermont,null,null,null,null,null,null,50
0400000US51,35.6,0.4,34.6,0.5,36.5,0.6,Virginia,null,null,null,null,null,null,51
0400000US53,36.4,0.3,34.6,0.6,38.0,0.5,Washington,null,null,null,null,null,null,53
0400000US54,31.3,3.8,28.7,3.8,32.6,7.5,West Virginia,null,null,null,null,null,null,54
0400000US55,27.4,0.5,26.7,0.7,28.0,0.6,Wisconsin,null,null,null,null,null,null,55
0400000US56,32.2,1.1,32.1,2.1,42.0,16.6,Wyoming,null,null,null,null,null,null,56
0400000US72,36.0,6.5,41.0,9.2,35.4,7.9,Puerto Rico,null,null,null,null,null,null,72
