GEO_ID,C27007_001E,C27007_001M,C27007_002E,C27007_002M,C27007_003E,C27007_003M,C27007_004E,C27007_004M,C27007_005E,C27007_005M,C27007_006E,C27007_006M,C27007_007E,C27007_007M,C27007_008E,C27007_008M,C27007_009E,C27007_009M,C27007_010E,C27007_010M,C27007_011E,C27007_011M,C27007_012E,C27007_012M,C27007_013E,C27007_013M,C27007_014E,C27007_014M,C27007_015E,C27007_015M,C27007_016E,C27007_016M,C27007_017E,C27007_017M,C27007_018E,C27007_018M,C27007_019E,C27007_019M,C27007_020E,C27007_020M,C27007_021E,C27007_021M,NAME,C27007_001EA,C27007_001MA,C27007_002MA,C27007_002EA,C27007_003MA,C27007_003EA,C27007_004MA,C27007_004EA,C27007_005MA,C27007_005EA,C27007_006MA,C27007_006EA,C27007_007EA,C27007_007MA,C27007_008MA,C27007_008EA,C27007_009MA,C27007_009EA,C27007_010MA,C27007_010EA,C27007_011EA,C27007_011MA,C27007_012EA,C27007_012MA,C27007_013MA,C27007_013EA,C27007_014MA,C27007_014EA,C27007_015MA,C27007_015EA,C27007_016EA,C27007_016MA,C27007_017MA,C27007_017EA,C27007_018EA,C27007_018MA,C27007_019MA,C27007_019EA,C27007_020MA,C27007_020EA,C27007_021EA,C27007_021MA,state
0400000US13,9800887,3675,4727828,8687,1269050,6733,498757,11528,770293,10809,2952986,6612,205016,7850,2747970,9447,505792,2817,58204,3662,447588,4880,5073059,7882,1218029,6673,481514,13189,736515,12498,3198904,4639,311185,10219,2887719,10802,656126,2761,116179,4974,539947,5381,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1345168,3281,661352,3290,158445,1211,49737,3469,108708,3413,406345,3039,41500,3139,364845,4140,96562,764,12009,1542,84553,1801,683816,2110,148403,1187,45323,2995,103080,2961,416197,1526,56002,3996,360195,4505,119216,740,16560,1416,102656,1537,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1592172,685,796967,2603,221768,2389,74679,5279,147089,5354,472071,2045,33170,3713,438901,3853,103128,1063,9301,1738,93827,1663,795205,2627,204180,2104,66819,4375,137361,4636,474872,1821,44158,3671,430714,3835,116153,1047,13288,2179,102865,1980,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12704616,1398,6216793,5500,1541919,3308,623938,12283,917981,12511,3944682,4452,319285,8844,3625397,9873,730192,1870,68855,3420,661337,3922,6487823,5356,1476041,3833,599459,12744,876582,12199,4066089,3904,573166,10864,3492923,10682,945693,2495,116652,4053,829041,4462,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6471551,786,3165813,4997,808450,3634,273370,7864,535080,7641,1971787,3603,148294,6534,1823493,7391,385576,2103,33262,2507,352314,3073,3305738,5074,775565,4146,265854,8129,509711,8288,2037163,3120,236421,8870,1800742,9527,493010,2060,56117,3153,436893,3358,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3045284,750,1504334,3691,368613,3010,126909,5116,241704,5338,934207,2350,80574,3912,853633,4326,201514,1379,19701,1475,181813,1800,1540950,3674,352651,3173,118037,4118,234614,4388,934645,2397,118113,4755,816532,4490,253654,1437,32748,1855,220906,2335,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2836733,1635,1400355,3591,368449,2713,116869,4658,251580,5294,860822,2848,48716,3324,812106,3971,171084,1296,15717,1679,155367,2024,1436378,3551,350485,2730,110659,5313,239826,4640,869547,2618,70984,4112,798563,4940,216346,1852,25430,2309,190916,3120,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4312100,1403,2105640,4175,518975,3660,205050,6542,313925,7349,1315811,3308,121120,5499,1194691,6739,270854,1649,34677,2420,236177,2533,2206460,4106,493145,3346,203661,7597,289484,6596,1371368,3652,174686,6934,1196682,8115,341947,2192,51303,2628,290644,3020,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4522910,1435,2176147,4812,560191,4134,271159,7861,289032,8259,1359668,3039,135289,5845,1224379,6020,256288,2011,36733,2326,219555,2575,2346763,4938,550786,4471,268112,9411,282674,8368,1465433,2823,210422,7601,1255011,7730,330544,1809,65235,3335,265309,3645,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1314191,575,641305,2085,132959,1581,55714,3408,77245,3352,404804,1749,64607,3746,340197,4125,103542,903,14587,1453,88955,1668,672886,2064,126868,1536,49913,3339,76955,3312,420703,1445,85224,4106,335479,4021,125315,939,25532,2043,99783,2124,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5834039,2085,2808716,3898,684681,2328,216810,7778,467871,8243,1790937,3081,156346,5987,1634591,6595,333098,1601,32347,2527,300751,2771,3025323,3574,658437,2167,210356,7016,448081,7257,1931264,2835,219651,8495,1711613,8948,435622,1752,56729,3427,378893,3633,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6613654,1154,3199534,2499,711741,1820,234945,7744,476796,7616,2077396,2161,349668,11072,1727728,10974,410397,1522,64539,3872,345858,4329,3414120,2292,677424,1689,223426,8248,453998,8525,2195447,1966,452785,10133,1742662,10332,541249,1493,106519,4373,434730,4587,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9784451,851,4782902,4723,1147117,2539,454461,10263,692656,9987,2993301,3793,352453,8511,2640848,9283,642484,2055,69926,3211,572558,3375,5001549,4686,1092886,2761,435369,9094,657517,9278,3103460,3883,506294,10762,2597166,11430,805203,1958,103596,4730,701607,4918,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5362681,492,2657604,4203,653089,3350,172292,6565,480797,6619,1679652,2650,159827,6217,1519825,6858,324863,1570,27834,1863,297029,2244,2705077,4152,627147,3131,156618,7268,470529,7153,1677519,2746,219627,7167,1457892,7010,400411,1589,43003,2808,357408,2823,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2925211,1208,1401940,6050,374912,4448,187760,7090,187152,6122,854907,3621,95144,4911,759763,5157,172121,1842,27361,2350,144760,2532,1523271,5966,359163,4847,189428,6150,169735,6102,935839,3223,148319,6079,787520,6478,228269,1667,53224,2713,175045,3129,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5930677,1536,2885793,5048,712591,4282,239978,8509,472613,8446,1788252,3811,130501,5346,1657751,6312,384950,1563,31479,2014,353471,2565,3044884,4865,681997,3807,227085,9045,454912,8099,1877767,2891,198219,6669,1679548,7639,485120,2001,52015,3118,433105,3621,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,999390,857,496670,2242,112618,1259,44767,2948,67851,2962,308076,1859,22764,2244,285312,2575,75976,747,6324,885,69652,1000,502720,2261,110425,1669,38194,2969,72231,2725,308049,2003,27612,2621,280437,3234,84246,1001,8711,1206,75535,1492,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1840659,988,909423,2444,233653,1863,66954,3638,166699,3869,562421,1713,28673,2174,533748,2451,113349,910,11856,1123,101493,1293,931236,2120,228984,1956,71261,4172,157723,4007,563004,1468,44646,2765,518358,2935,139248,1189,16126,1495,123122,1613,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2757207,1123,1376313,2556,336507,1713,94575,6547,241932,6391,862994,2075,47273,3977,815721,4421,176812,807,18019,1554,158793,1631,1380894,2325,324590,1893,91489,6064,233101,6078,856891,1547,70745,4779,786146,4808,199413,1101,28677,2156,170736,2474,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1308658,377,644859,2213,136956,1301,41205,3801,95751,3624,419117,1905,22389,2639,396728,3462,88786,986,6214,1126,82572,1368,663799,2133,133686,1291,38800,3454,94886,3631,423763,1890,31551,2410,392212,3006,106350,1216,7459,1187,98891,1652,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8791652,1201,4272037,3641,1030738,2142,308764,8873,721974,8580,2709556,2147,196168,7870,2513388,8217,531743,1580,53421,3324,478322,3725,4519615,3370,986974,2293,291610,7796,695364,8413,2819281,1844,286143,7984,2533138,8334,713360,1967,102262,4605,611098,4924,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2051900,1154,1008227,2950,257870,2579,134856,4489,123014,4579,611782,1831,79152,4683,532630,5103,138575,1130,19750,1560,118825,1878,1043673,2686,249081,2225,131729,4713,117352,4230,631571,1549,111099,5532,520472,5634,163021,1077,27760,2285,135261,2555,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19400069,2026,9372524,5325,2163862,3485,867182,12599,1296680,12253,6048931,4143,936238,14888,5112693,15544,1159731,2726,185665,6168,974066,6046,10027545,5101,2067113,3488,832829,14163,1234284,14555,6391044,3547,1268461,20541,5122583,20045,1569388,2475,325786,8631,1243602,8580,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9645320,3881,4640984,8103,1164447,6175,494521,12459,669926,11419,2879124,5487,234990,7884,2644134,9594,597413,2776,63985,3522,533428,3825,5004336,7224,1116102,6731,471350,12075,644752,11656,3121078,4214,353265,8870,2767813,9485,767156,2297,110676,5016,656480,5313,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,708181,783,359898,2199,82017,1592,18953,2195,63064,2265,233881,1813,9721,1458,224160,2228,44000,544,5102,853,38898,905,348283,2069,78413,1564,15514,1577,62899,1836,217423,1290,17146,2112,200277,2314,52447,509,5942,887,46505,1012,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11398298,1524,5549819,4462,1351621,3390,486336,12017,865285,12154,3465095,3632,328251,8312,3136844,9484,733103,2243,64969,3668,668134,4356,5848479,4420,1293331,3169,463092,11654,830239,11505,3607019,3668,525680,11706,3081339,11893,948129,2723,108171,4257,839958,4961,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3770254,1443,1848734,4134,485071,2668,209196,5557,275875,5836,1127344,3140,75382,3381,1051962,4248,236319,1653,20390,1725,215929,2085,1921520,4017,461062,2511,192818,5661,268244,5277,1168390,2823,131190,5106,1037200,5811,292068,1505,37453,2191,254615,2557,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3893092,601,1918225,3306,441242,3039,166084,6837,275158,6922,1207436,2441,114399,5818,1093037,6346,269547,1342,30644,2634,238903,2544,1974867,3282,417017,3122,153466,6685,263551,6543,1233316,2213,153265,6991,1080051,7738,324534,1643,44180,3271,280354,3517,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12569375,1134,6108662,4941,1383436,3287,493689,10683,889747,11102,3853909,3598,355120,8340,3498789,8276,871317,2501,85652,3831,785665,3939,6460713,4826,1325407,3465,462564,10843,862843,10739,3995607,3027,542951,11467,3452656,11937,1139699,2675,146266,4635,993433,5227,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1036046,798,504661,1669,110726,1223,41865,2879,68861,3016,327071,1517,31809,3075,295262,3480,66864,941,8076,1297,58788,1338,531385,1618,101704,1154,36204,3075,65500,3170,341377,1161,51541,3372,289836,3686,88304,885,14483,2053,73821,2011,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4678122,1962,2246037,4871,546923,3646,234734,7807,312189,8172,1386800,3194,118109,6306,1268691,6634,312314,1521,33021,2842,279293,2894,2432085,4421,529698,3623,230356,7980,299342,7760,1507042,2670,193810,7625,1313232,8195,395345,1782,59024,3569,336321,4326,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,827039,886,413194,2009,106081,1514,37607,2535,68474,2114,253068,1506,17979,1586,235089,2260,54045,801,5014,831,49031,1106,413845,1983,101183,1652,32998,2513,68185,2450,248701,1417,23528,2243,225173,2722,63961,644,8141,1176,55820,1219,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6394644,1872,3103674,5207,764808,4717,324609,8063,440199,8313,1932335,3991,183984,7063,1748351,7626,406531,2135,49380,3411,357151,3741,3290970,5173,724766,4407,301365,8498,423401,8601,2051225,3307,306092,9692,1745133,10499,514979,2121,77231,3558,437748,4230,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25976562,4689,12782688,9932,3594206,8019,1438957,21721,2155249,21598,7904075,7323,487157,13219,7416918,15297,1284407,3334,163985,5850,1120422,6639,13193874,8674,3434576,7912,1391652,19607,2042924,18877,8161504,5415,755991,13316,7405513,13201,1597794,3660,276385,7900,1321409,8548,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2874213,958,1437924,2688,459396,2185,90091,5379,369305,5531,849890,1929,47360,3359,802530,3758,128638,892,10504,1194,118134,1399,1436289,2563,434289,2152,87591,4890,346698,4983,851815,1748,67646,4139,784169,4303,150185,936,17729,1642,132456,1546,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,620896,121,305866,1471,63808,1079,30250,2277,33558,2136,196359,1108,36963,2802,159396,3043,45699,541,5514,842,40185,950,315030,1448,60004,1124,26662,1825,33342,1637,201367,950,44113,2394,157254,2538,53659,586,8230,979,45429,1181,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8054191,4117,3895923,7044,948364,4650,244585,7812,703779,8932,2471458,5727,114641,5711,2356817,7899,476101,2235,36921,2852,439180,3467,4158268,6203,913294,4539,242655,8938,670639,9051,2641465,4175,190313,7794,2451152,8487,603509,2952,66830,3387,536679,4190,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6864149,3132,3394143,4633,810743,3116,293075,8473,517668,8702,2159053,4250,165380,6347,1993673,7936,424347,2133,44384,3218,379963,3744,3470006,3595,783760,3139,282145,8209,501615,8466,2180146,3036,224838,7940,1955308,7970,506100,1765,65335,3620,440765,4277,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1824821,505,897692,2815,196279,2184,85427,4643,110852,4711,561062,1961,65195,4220,495867,4433,140351,1024,13294,1622,127057,1768,927129,2771,184877,1998,84098,4420,100779,4101,571641,1874,86972,4301,484669,4708,170611,1305,22441,2117,148170,2397,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5669266,705,2807862,3553,669701,2876,228709,6738,440992,6457,1769993,3074,178317,6029,1591676,6849,368168,1508,43298,2635,324870,3161,2861404,3419,635080,2552,216779,6383,418301,6154,1774110,2069,268210,7966,1505900,8278,452214,1583,63304,2983,388910,3133,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,573210,764,290942,2365,72673,1779,19616,2277,53057,2609,182407,1715,6891,1411,175516,1975,35862,799,3391,734,32471,871,282268,2342,66618,1638,18515,2489,48103,2506,176119,1653,10182,1937,165937,2219,39531,827,4185,974,35346,1072,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3588641,531,1708697,3711,418464,3386,259161,6786,159303,6819,1034322,1076,441353,8270,592969,8239,255911,994,94287,3678,161624,3895,1879944,3695,394803,3433,238867,6094,155936,5779,1148896,1138,545969,10299,602927,10265,336245,1130,136695,3925,199550,3826,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
