GEO_ID,B24011_001E,B24011_001M,B24011_002E,B24011_002M,B24011_003E,B24011_003M,B24011_004E,B24011_004M,B24011_005E,B24011_005M,B24011_006E,B24011_006M,B24011_007E,B24011_007M,B24011_008E,B24011_008M,B24011_009E,B24011_009M,B24011_010E,B24011_010M,B24011_011E,B24011_011M,B24011_012E,B24011_012M,B24011_013E,B24011_013M,B24011_014E,B24011_014M,B24011_015E,B24011_015M,B24011_016E,B24011_016M,B24011_017E,B24011_017M,B24011_018E,B24011_018M,B24011_019E,B24011_019M,B24011_020E,B24011_020M,B24011_021E,B24011_021M,B24011_022E,B24011_022M,B24011_023E,B24011_023M,B24011_024E,B24011_024M,B24011_025E,B24011_025M,B24011_026E,B24011_026M,B24011_027E,B24011_027M,B24011_028E,B24011_028M,B24011_029E,B24011_029M,B24011_030E,B24011_030M,B24011_031E,B24011_031M,B24011_032E,B24011_032M,B24011_033E,B24011_033M,B24011_034E,B24011_034M,B24011_035E,B24011_035M,B24011_036E,B24011_036M,NAME,B24011_001MA,B24011_001EA,B24011_002MA,B24011_002EA,B24011_003EA,B24011_003MA,B24011_004MA,B24011_004EA,B24011_005EA,B24011_005MA,B24011_006EA,B24011_006MA,B24011_007MA,B24011_007EA,B24011_008MA,B24011_008EA,B24011_009EA,B24011_009MA,B24011_010EA,B24011_010MA,B24011_011EA,B24011_011MA,B24011_012EA,B24011_012MA,B24011_013MA,B24011_013EA,B24011_014MA,B24011_014EA,B24011_015EA,B24011_015MA,B24011_016EA,B24011_016MA,B24011_017MA,B24011_017EA,B24011_018MA,B24011_018EA,B24011_019MA,B24011_019EA,B24011_020MA,B24011_020EA,B24011_021EA,B24011_021MA,B24011_022EA,B24011_022MA,B24011_023MA,B24011_023EA,B24011_024MA,B24011_024EA,B24011_025MA,B24011_025EA,B24011_026EA,B24011_026MA,B24011_027EA,B24011_027MA,B24011_028MA,B24011_028EA,B24011_029MA,B24011_029EA,B24011_030MA,B24011_030EA,B24011_031MA,B24011_031EA,B24011_032EA,B24011_032MA,B24011_033EA,B24011_033MA,B24011_034EA,B24011_034MA,B24011_035EA,B24011_035MA,B24011_036MA,B24011_036EA,state
0400000US01,30384,285,47787,882,52321,1502,58331,3895,46785,1673,68826,3319,70015,4792,73610,4817,47299,5479,38961,2057,33317,2219,60353,9971,40815,678,27123,2955,45770,1511,53767,2398,30669,1328,15853,411,19915,908,33506,2805,25316,2592,40179,2290,11602,480,16786,607,12130,776,25091,499,21888,803,26008,441,31912,642,21388,3051,28006,2308,38610,2016,28235,1470,30690,827,30987,777,21185,946,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40635,535,55448,2407,61563,4822,70767,5496,52582,3560,62268,6711,51273,7961,89404,9744,50121,11490,46115,2587,43320,4763,68444,21197,49573,4675,27960,5557,61925,6935,78381,2457,40421,5316,22363,1644,26030,1830,66479,12165,51773,22708,71715,6655,17514,1538,21675,3170,17233,3541,32282,1510,30769,4866,33115,1925,54828,5519,41961,20065,52077,7555,56880,8020,31356,2317,25664,2363,46961,8139,23119,5775,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31386,205,50609,367,56962,1164,61624,951,51210,715,67139,1779,66398,2134,76189,3705,49534,5812,35943,520,36317,1162,70534,11185,34652,1394,30614,2356,53059,2859,63217,3384,37523,2897,18015,654,23391,1143,41167,1573,30965,2496,52187,2623,13729,742,17461,770,15716,782,27084,435,26858,1073,27170,402,30657,561,17968,2088,27788,2111,36681,1226,26482,574,27928,1693,31967,1004,18575,1699,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,28457,691,44469,1300,49272,2084,50576,1360,45197,4020,53855,3976,56135,6616,60049,8943,45594,9029,36389,1067,36896,1708,50352,5932,35945,1725,26067,3908,47963,2724,55151,3720,32439,2278,15021,531,18471,1528,33253,1964,28775,6696,34948,2512,10749,734,15981,857,12102,729,24624,825,21208,1265,25862,534,30841,780,19712,2771,30097,3045,36000,1657,27818,1064,27737,1579,31325,1357,24380,2918,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33410,334,61641,198,66288,581,72149,610,59055,1785,80829,517,83617,3079,84237,2197,60757,1071,44644,964,42273,863,86793,6347,39626,1765,41681,702,67124,1252,81436,513,40140,790,18017,294,24011,527,50244,1851,27124,874,81286,999,15431,275,18245,504,14846,406,29424,428,26650,408,30516,201,29863,630,16326,406,30862,315,39496,1346,26121,267,27032,352,32051,445,19281,554,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,35405,268,52277,397,60210,1020,62465,1709,53419,1752,72576,1999,75932,1850,77223,3515,51493,3018,36209,535,37436,1982,63313,7006,34508,1383,32125,2256,51737,935,60957,1116,37193,3419,19000,596,24576,915,47476,3607,32947,4028,61527,3425,15220,689,17672,1010,14668,1529,30192,402,31172,660,29138,916,35665,725,21569,2462,35242,1723,40913,1353,30044,1263,32126,969,32415,2838,20173,1763,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40940,323,65804,874,79908,2287,82274,2737,71891,2778,75344,1493,76954,2689,76858,2394,63352,5701,48112,1823,41903,4107,91972,8856,46229,2115,43904,5906,61389,1150,71955,1843,41390,1804,20330,421,25759,1034,52452,6348,24986,3131,75601,4357,14624,1201,20799,687,16452,972,32827,1338,30951,924,34686,1261,41649,762,17533,3357,40563,895,48069,2735,31864,745,35947,1452,32042,2104,20662,2180,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,35594,798,54150,2045,61165,1956,64954,6082,51806,2975,64065,5048,61236,3759,75482,13486,62114,10150,40869,1821,34855,6040,72737,19407,39321,5096,41043,3101,60211,5829,66602,8023,42602,5825,17184,1252,24221,3978,35605,7767,21250,5364,56732,11348,14169,1559,14958,2334,13008,3066,29171,2070,25615,2956,30724,900,38156,2152,29481,3906,36633,4958,39982,2230,31162,1486,35206,5470,34586,4132,19561,3914,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,52175,853,73285,2631,77275,2093,79965,4055,75560,3868,77346,4056,76633,5465,69316,11201,86734,8769,63991,5214,51839,7332,120705,10227,49585,3333,60055,5736,61440,3494,69438,15514,46314,10457,21828,1131,25007,5016,36729,7989,31448,7715,83851,8069,19094,3502,21939,3622,15940,3369,37460,1809,30060,8423,40133,1503,36151,4239,61026,662,27030,14650,42133,23648,24722,3570,20851,4999,35292,5442,13201,5343,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,29806,324,47103,379,52305,358,57182,1182,46686,990,60074,1430,60496,1799,62367,2198,46698,2003,37072,495,34520,2292,58688,3973,36801,648,30312,1184,51243,565,61902,559,33381,2205,18263,310,22420,583,35918,948,26222,1124,46445,1925,14771,525,17351,334,16028,508,26214,256,25459,481,26615,266,27425,485,16564,665,26041,492,32271,748,25209,419,26083,480,27490,1261,19270,957,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
