GEO_ID,C17007_001E,C17007_001M,C17007_002E,C17007_002M,C17007_003E,C17007_003M,C17007_004E,C17007_004M,C17007_005E,C17007_005M,C17007_006E,C17007_006M,C17007_007E,C17007_007M,NAME,C17007_001MA,C17007_001EA,C17007_002EA,C17007_002MA,C17007_003MA,C17007_003EA,C17007_004MA,C17007_004EA,C17007_005EA,C17007_005MA,C17007_006MA,C17007_006EA,C17007_007MA,C17007_007EA,state
0400000US18,1200944,18433,336593,9511,146462,6457,190131,6569,864351,14815,438587,10849,425764,8956,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,622296,9569,165629,6226,75822,4865,89807,3843,456667,8212,231181,5137,225486,6059,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,522695,10235,143209,6096,65555,3886,77654,4625,379486,9119,192782,6777,186704,5501,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,784958,14377,259250,8866,110063,5809,149187,5607,525708,11525,269569,8029,256139,6524,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,834630,15920,266046,9677,113851,6670,152195,6042,568584,12032,305630,8979,262954,7894,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,308311,9180,82537,4699,36961,2940,45576,3474,225774,7463,108840,4509,116934,4801,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1070950,16423,225241,8160,100552,6494,124689,6216,845709,16213,405847,10966,439862,10298,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1355754,19379,314197,10287,141885,6770,172312,7786,1041557,17414,508390,11589,533167,10698,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1924704,22556,579439,12583,276917,8925,302522,9566,1345265,17542,673777,11847,671488,11896,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1097421,16670,258914,8565,123043,5857,135871,5659,838507,12766,427305,8312,411202,7118,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,480974,11632,176634,7557,79031,5308,97603,5086,304340,9892,156600,6483,147740,6731,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1167146,14428,324785,9871,150164,6561,174621,6086,842361,12461,418171,8972,424190,8885,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,222123,6352,68400,3993,32663,2236,35737,2918,153723,5933,79037,3900,74686,3742,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,354329,7789,88097,4707,39303,3277,48794,3667,266232,6865,137544,4529,128688,5320,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,570140,15749,146065,7889,69825,5131,76240,4809,424075,12180,233235,7931,190840,7810,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,254048,8343,55145,4742,24776,3263,30369,3064,198903,7917,97462,4714,101441,4763,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1401065,23244,308128,9860,131918,6724,176210,7101,1092937,18723,527587,11573,565350,11842,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,400557,11551,130777,6866,58242,3806,72535,4772,269780,8985,142846,6321,126934,5182,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3909958,36289,1003787,18190,445762,11130,558025,14562,2906171,30985,1424028,22250,1482143,17331,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1839471,23475,538485,13948,233847,7940,304638,10583,1300986,18742,644535,12905,656451,12044,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,167156,6486,42522,2877,20678,2016,21844,1921,124634,5622,68113,4066,56521,3103,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2282715,24158,644508,12084,301411,7997,343097,9043,1638207,18827,808413,14256,829794,11444,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,691608,10337,198259,6307,85259,4130,113000,4528,493349,9421,258701,6659,234648,5757,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,893871,14378,267113,9086,130227,5865,136886,5910,626758,12523,313920,8838,312838,8345,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2493959,22923,652911,15877,296890,10066,356021,9978,1841048,18514,887835,12857,953213,12019,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,207687,8377,50487,3366,22676,2657,27811,2460,157200,7561,81414,4571,75786,4959,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,845769,17310,250648,10086,108344,6211,142304,7502,595121,13906,298066,10746,297055,8189,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,170170,5381,44741,3447,19730,2372,25011,2510,125429,4982,66518,3466,58911,3152,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1150857,17324,340199,10203,153589,7494,186610,7130,810658,15505,401957,11464,408701,9084,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4090164,38318,1109471,22393,487505,13362,621966,14641,2980693,30952,1585436,24462,1395257,20171,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,374263,10447,110489,7179,48894,4679,61595,4480,263774,8743,136342,5879,127432,5528,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,144204,4862,37463,2875,16565,1803,20898,2198,106741,4344,52471,3094,54270,2537,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1484839,22241,346926,10933,150467,7150,196459,7109,1137913,19118,577109,12923,560804,11372,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1462658,19758,386098,13080,182020,8151,204078,8629,1076560,16073,554311,10489,522249,11654,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,356168,7874,120093,5680,51244,2957,68849,4350,236075,6738,117715,4941,118360,4860,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1179153,15925,305517,7421,137477,5242,168040,5703,873636,14393,441201,9709,432435,8106,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,112569,5619,23800,2723,11515,2046,12285,1837,88769,4736,48477,3231,40292,2727,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,509968,11491,289181,7544,125649,4621,163532,5991,220787,8431,113637,5571,107150,5504,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
