GEO_ID,B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,NAME,B19049_001EA,B19049_001MA,B19049_002EA,B19049_002MA,B19049_003EA,B19049_003MA,B19049_004MA,B19049_004EA,B19049_005MA,B19049_005EA,state
0400000US01,42849,641,18104,2071,46239,1035,51839,934,33469,817,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,72237,1892,42252,4605,75102,2908,81934,3185,53822,5290,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,48510,587,24330,1346,52121,751,57348,1050,39097,655,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,40511,710,22715,2203,44164,1371,47760,1321,31959,1029,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,60190,255,28412,1092,62066,395,72091,462,43595,484,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,58823,808,26976,954,62730,995,70732,1219,43281,1100,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,67098,1058,28128,3467,70480,1509,84757,1886,44240,1517,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,57846,1876,34857,5462,62622,2657,69955,2514,43452,1775,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,67572,3383,24146,9363,82903,3493,64536,6488,47632,5856,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,46036,310,24393,1251,49359,855,54591,704,37031,355,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,47829,628,21594,959,50238,695,56764,909,37008,670,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,68020,1523,32874,6738,70310,1987,80452,3533,55650,2228,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,46783,930,22323,2138,50533,1354,56833,2018,36226,1606,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,56210,403,23375,1712,61099,582,69308,860,38304,636,Illinois,null,null,null,null,null,null,null,null,null,null,17
