GEO_ID,B08503_001E,B08503_001M,B08503_002E,B08503_002M,B08503_003E,B08503_003M,B08503_004E,B08503_004M,B08503_005E,B08503_005M,B08503_006E,B08503_006M,B08503_007E,B08503_007M,NAME,B08503_001MA,B08503_001EA,B08503_002EA,B08503_002MA,B08503_003MA,B08503_003EA,B08503_004EA,B08503_004MA,B08503_005EA,B08503_005MA,B08503_006MA,B08503_006EA,B08503_007EA,B08503_007MA,state
0400000US01,42.3,0.2,42.4,0.2,38.7,1.0,38.0,4.4,38.6,3.2,43.6,2.8,48.7,1.5,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40.6,0.5,41.3,0.8,37.0,1.4,43.1,9.2,37.2,2.4,45.0,3.8,44.9,3.9,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,41.1,0.2,41.5,0.3,37.6,0.8,35.2,2.4,31.8,1.5,35.8,1.8,48.7,0.7,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,42.0,0.3,42.3,0.3,38.7,1.2,33.9,12.3,32.5,3.5,37.7,3.6,47.9,2.1,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,41.3,0.1,41.7,0.1,39.5,0.3,38.0,0.5,34.2,0.8,36.4,0.6,47.9,0.4,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41.2,0.2,41.7,0.3,37.2,0.6,35.7,1.4,33.1,1.7,35.7,1.4,47.1,1.0,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,44.3,0.2,45.0,0.3,40.3,1.1,39.1,3.1,31.6,1.2,34.8,3.9,50.0,1.1,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,42.3,0.5,43.3,0.7,35.8,2.1,34.6,3.6,28.8,3.0,38.3,2.4,47.4,1.9,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,42.2,0.3,44.6,0.5,44.3,0.9,39.9,0.6,30.9,1.1,37.1,1.9,42.2,2.0,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,43.1,0.2,43.5,0.2,40.0,0.5,38.5,1.4,35.8,1.9,39.0,1.2,48.2,0.5,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,41.6,0.2,42.0,0.2,38.1,0.7,34.4,1.3,31.5,2.3,40.7,2.1,46.2,0.6,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,42.0,0.3,42.3,0.4,41.7,1.2,43.4,3.7,35.2,1.2,35.3,1.8,48.8,3.2,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,41.6,0.5,41.8,0.5,37.8,2.4,44.0,10.3,33.4,4.6,38.9,4.4,48.6,1.7,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,42.1,0.2,43.0,0.2,40.0,0.6,36.6,0.5,33.3,0.9,39.2,1.2,46.4,0.7,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,42.4,0.2,43.0,0.2,38.5,0.8,35.2,2.5,28.4,1.4,36.7,2.4,46.8,1.0,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,42.1,0.3,42.8,0.3,37.8,0.9,31.6,1.8,31.5,2.4,40.1,2.2,48.6,0.9,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,41.4,0.3,41.8,0.3,37.8,0.8,41.2,4.5,33.5,2.5,39.6,2.0,48.9,1.1,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,41.7,0.2,42.3,0.2,38.4,0.7,36.5,3.1,28.1,1.7,40.7,2.5,47.0,1.4,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,41.5,0.2,42.0,0.3,37.8,1.0,35.4,2.5,35.3,2.9,37.0,3.0,48.6,1.9,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,45.3,0.4,46.0,0.4,41.5,1.4,37.2,4.6,27.9,4.0,42.2,4.5,49.7,1.5,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,43.0,0.2,43.7,0.2,39.3,1.2,36.4,1.1,31.0,1.3,39.2,4.0,48.0,0.7,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,43.1,0.2,44.8,0.2,39.3,0.9,36.0,0.7,29.3,0.8,35.2,1.7,48.8,0.7,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,42.8,0.2,43.3,0.1,38.4,0.7,34.7,1.9,30.0,1.2,39.3,1.8,47.4,0.6,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,42.4,0.2,43.0,0.2,38.5,0.7,36.9,1.6,32.2,1.8,37.3,1.4,47.8,0.8,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,41.9,0.4,42.4,0.3,37.9,1.1,30.6,5.4,33.5,2.3,39.7,2.6,46.8,2.8,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,42.2,0.2,42.7,0.2,38.9,0.7,39.5,1.8,30.5,1.2,39.4,2.4,46.5,1.1,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,43.0,0.4,43.4,0.5,39.7,1.6,46.6,9.1,38.3,2.5,40.9,3.9,47.7,1.7,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,42.1,0.2,42.4,0.3,38.0,1.4,35.5,3.1,32.2,2.1,40.7,5.5,48.9,1.5,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,41.5,0.3,41.7,0.4,39.1,1.0,38.9,2.3,37.6,3.9,36.3,3.2,50.2,1.5,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,44.9,0.3,45.5,0.3,39.5,1.6,29.2,9.0,29.4,4.4,41.4,3.3,50.1,1.9,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,44.0,0.2,44.8,0.2,40.9,0.7,38.1,1.0,39.5,1.3,36.7,1.6,48.5,0.7,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,41.9,0.3,41.7,0.4,38.7,1.4,47.4,5.2,39.5,2.6,41.9,3.4,52.3,1.5,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,42.6,0.1,44.9,0.2,41.9,0.5,39.1,0.3,36.4,0.7,39.0,0.8,47.4,0.6,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,41.9,0.2,42.3,0.2,37.7,0.7,34.6,1.7,32.2,1.4,36.4,1.3,47.2,0.7,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,40.5,0.6,40.6,0.8,36.6,2.5,37.0,13.8,39.9,4.5,41.0,4.1,48.5,2.9,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,42.9,0.1,43.4,0.1,38.5,0.7,37.7,2.1,29.1,1.7,37.5,1.9,48.1,0.9,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,41.3,0.2,41.8,0.3,37.3,0.7,40.3,8.2,33.6,2.0,38.6,2.3,46.2,1.5,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,42.3,0.2,43.0,0.3,39.3,1.0,36.6,1.7,33.0,1.7,36.3,1.3,48.6,1.5,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,43.8,0.2,44.8,0.2,40.0,0.6,38.1,0.7,32.3,0.8,35.2,1.5,47.8,0.6,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,43.3,0.4,43.9,0.5,42.4,1.5,32.7,3.2,26.7,2.5,36.6,3.4,49.2,1.5,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,41.9,0.3,42.3,0.2,39.4,1.0,42.1,9.5,25.2,1.3,38.2,1.9,48.3,0.6,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,41.9,0.4,42.2,0.5,37.7,1.6,51.7,10.4,37.7,4.6,36.6,2.9,49.9,2.2,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,42.3,0.2,42.6,0.2,38.4,0.8,43.8,2.1,34.3,4.1,39.2,2.3,47.2,1.3,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40.7,0.1,41.0,0.2,37.7,0.4,38.2,1.1,33.3,1.0,37.1,1.1,46.2,0.5,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,37.8,0.2,38.2,0.3,35.0,0.9,35.9,2.5,25.6,1.6,34.3,2.5,43.3,1.0,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,45.1,0.4,46.2,0.5,39.4,1.5,25.4,1.7,27.8,2.0,34.0,2.9,51.6,0.9,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,42.2,0.1,42.8,0.2,39.3,0.5,39.1,1.3,28.8,1.4,37.8,1.6,46.2,0.6,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,41.9,0.2,42.6,0.2,39.8,0.8,36.1,0.9,32.7,1.3,39.1,1.7,48.3,0.8,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43.5,0.4,44.0,0.4,40.0,2.3,35.6,9.1,32.0,2.4,41.2,6.0,47.8,2.4,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,42.7,0.1,43.2,0.2,39.7,0.7,32.3,0.9,30.8,1.5,39.2,1.9,47.8,0.9,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,42.3,0.5,43.3,0.6,35.3,2.8,41.5,9.1,38.7,8.5,39.8,2.6,50.2,3.1,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,40.6,0.3,40.5,0.3,40.5,0.9,44.0,4.3,43.0,4.3,39.4,4.2,43.9,2.3,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
