GEO_ID,C14003_001E,C14003_001M,C14003_002E,C14003_002M,C14003_003E,C14003_003M,C14003_004E,C14003_004M,C14003_005E,C14003_005M,C14003_006E,C14003_006M,C14003_007E,C14003_007M,C14003_008E,C14003_008M,C14003_009E,C14003_009M,C14003_010E,C14003_010M,C14003_011E,C14003_011M,C14003_012E,C14003_012M,C14003_013E,C14003_013M,C14003_014E,C14003_014M,C14003_015E,C14003_015M,C14003_016E,C14003_016M,C14003_017E,C14003_017M,C14003_018E,C14003_018M,C14003_019E,C14003_019M,C14003_020E,C14003_020M,C14003_021E,C14003_021M,C14003_022E,C14003_022M,C14003_023E,C14003_023M,C14003_024E,C14003_024M,C14003_025E,C14003_025M,C14003_026E,C14003_026M,C14003_027E,C14003_027M,C14003_028E,C14003_028M,NAME,C14003_001EA,C14003_001MA,C14003_002MA,C14003_002EA,C14003_003EA,C14003_003MA,C14003_004EA,C14003_004MA,C14003_005MA,C14003_005EA,C14003_006EA,C14003_006MA,C14003_007MA,C14003_007EA,C14003_008EA,C14003_008MA,C14003_009EA,C14003_009MA,C14003_010MA,C14003_010EA,C14003_011EA,C14003_011MA,C14003_012EA,C14003_012MA,C14003_013MA,C14003_013EA,C14003_014EA,C14003_014MA,C14003_015EA,C14003_015MA,C14003_016MA,C14003_016EA,C14003_017EA,C14003_017MA,C14003_018EA,C14003_018MA,C14003_019MA,C14003_019EA,C14003_020EA,C14003_020MA,C14003_021EA,C14003_021MA,C14003_022MA,C14003_022EA,C14003_023MA,C14003_023EA,C14003_024EA,C14003_024MA,C14003_025EA,C14003_025MA,C14003_026EA,C14003_026MA,C14003_027EA,C14003_027MA,C14003_028EA,C14003_028MA,state
0400000US01,4666958,5106,1046162,11264,30197,3055,249416,7059,289408,7332,162118,3646,92467,3757,114928,5163,59942,4491,47686,3258,163075,7271,24741,3057,31818,3238,34099,3097,17756,1570,12441,1898,18882,2445,10202,1609,13136,1949,3457721,10711,70652,4009,21064,3113,4565,1207,7293,1756,38219,3577,221447,7701,542629,8063,2551852,6120,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,703375,1716,177364,4882,5983,1090,42997,2480,48178,2585,25445,1418,15156,2194,15176,2074,13345,1961,11084,1658,23420,3450,3478,872,3513,1198,3806,783,2617,734,1286,661,2372,1120,3668,1370,2680,950,502591,4953,13487,1508,4352,912,1202,784,1551,817,6917,1103,43200,2742,96995,2966,334887,2637,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6376529,5428,1553573,12915,42367,3398,397653,7045,416772,7557,240603,2575,120435,3947,156837,5652,97598,5671,81308,5117,186316,9165,23441,2567,36844,3534,29276,3432,16233,1725,9594,1631,19876,3646,24026,2821,27026,2569,4636640,12012,114178,4964,27197,3055,7712,1493,13591,2310,53547,3681,305636,5978,759316,6556,3355463,5614,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2850031,4133,666622,9523,26714,2594,180521,6344,171073,5334,101709,2842,49935,3420,64975,4680,40575,3613,31120,2388,83527,5950,10339,1864,14584,1942,17539,2279,8582,1540,6912,1286,11252,2289,6905,1896,7414,1613,2099882,9350,43807,3476,14945,2753,6630,1561,5837,1570,24157,2513,130017,5101,336373,6231,1538116,5680,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36881228,13300,9078143,35599,291094,9221,2220189,21733,2290208,20142,1419997,6340,727160,9715,1123705,16490,598601,13288,407189,10061,1470312,25224,203874,6709,245200,9174,221794,8424,119055,5131,99792,4316,219543,9475,197095,7263,163959,5985,26332773,32237,554304,11319,93846,5418,27867,2911,35463,3839,262314,7597,1578591,16901,4786876,15088,18993512,11981,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5069903,5463,1224683,10676,39245,3209,301037,7071,329137,7424,179890,2791,100570,3806,127201,6317,86896,5152,60707,3718,175770,6610,28113,2087,30784,3032,25616,2626,11676,1545,10903,1810,21454,2837,21090,2547,26134,2663,3669450,10397,67751,4080,17458,2637,6085,1407,6069,1387,32860,2726,219819,5776,668674,5918,2650734,5431,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3486522,3889,751831,7836,27117,2661,190283,5745,204986,5727,126937,2281,61278,2627,72558,4477,38817,3159,29855,3109,187931,7394,24353,2672,22361,2715,21490,2135,14355,1804,26237,2406,37832,3946,21248,2494,20055,2094,2546760,8266,29718,2807,7282,1601,3601,1105,3301,814,20486,2036,127032,5055,379084,4388,1976256,4155,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,891570,2159,187397,5004,5269,1200,45572,2978,48375,3231,28030,991,18755,1194,20535,1996,10005,2008,10856,1784,41736,4204,4306,981,7706,1522,7881,1638,3768,1039,2197,712,6659,1481,5366,1368,3853,862,662437,4883,12481,1765,3867,977,1301,710,953,461,4230,894,39955,2215,103668,2692,495982,2148,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,620005,1969,91443,4020,8297,1304,25274,1758,19027,1832,11182,879,5652,1405,7002,1285,7530,1828,7479,1559,71067,4035,3177,1139,5934,1185,3461,897,3433,852,11766,2360,22823,2873,15297,2087,5176,1336,457495,4591,3143,1062,979,515,603,330,578,390,4107,1141,30553,2050,121919,2717,295613,1890,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18927019,9442,3842602,26994,119869,6315,909754,14180,1005553,13461,607542,5880,312842,8201,441691,11927,253282,9658,192069,8549,801346,16639,102428,5820,145164,7669,125402,6852,70466,4219,48267,3537,106589,6170,97036,6267,105994,5329,14283071,23455,225911,8180,46723,4407,19719,2690,24358,2774,132682,6971,755063,14852,2085068,11583,10993547,12441,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9613994,7825,2382257,20455,84685,5736,605444,13392,635214,14025,361419,5766,194859,6856,243771,9816,135716,6770,121149,6438,402389,14320,54692,3878,71913,5546,63458,4574,37821,3358,26176,2834,49831,4128,42122,4298,56376,4138,6829348,18727,139466,6665,28760,3416,13979,2476,15357,2375,82927,5149,432050,10479,1169322,12409,4947487,10625,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1350963,2297,257818,6757,7749,1612,64483,2910,67751,3195,34141,1667,15223,1791,31203,2828,21815,2647,15453,1926,80870,4973,11208,1653,12504,1624,17982,1785,11600,1136,4464,1030,7741,1306,8140,1547,7231,1175,1012275,6622,18658,1821,4304,1268,1026,669,2729,855,12112,1476,66182,3062,174212,3491,733052,2613,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1549110,3339,378788,6411,7730,1613,99304,4297,113644,3968,62481,1857,23936,1914,31582,3261,21569,2332,18542,1958,56252,4133,7204,1380,11283,2046,8035,1716,4927,1148,5271,922,9324,1671,5134,1095,5074,1241,1114070,5712,33279,2954,10736,2054,2536,1107,2669,974,14754,1933,73526,3943,180940,3897,795630,3392,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12423909,6427,2811369,19122,107146,4882,698143,9557,759144,10861,459312,4313,224211,5785,287712,7906,153416,7498,122285,6165,630091,13716,70734,3914,107997,6051,91262,5164,49954,3120,57616,3015,112412,5758,79518,4637,60598,3776,8982449,17351,160983,6153,32841,3154,11375,1688,15038,1966,75152,3796,509212,8925,1546776,8822,6631072,7925,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6327888,5016,1446984,12174,35990,2761,356179,6853,390916,6288,234603,3043,117126,4470,158001,5110,82491,4369,71678,4703,279758,7999,31890,2922,62510,4153,49666,3183,23199,2102,26667,2242,43514,3280,20138,2418,22174,2462,4601146,12255,113170,5182,27772,2923,8201,1783,10432,1614,43220,3372,281940,6284,737853,7178,3378558,7869,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2978991,2990,688364,8541,26720,2199,179216,4580,175652,4900,110820,2691,58308,2849,74332,3788,36278,2479,27038,2313,127311,5388,11816,1354,22754,2694,18212,2094,10247,1172,16793,1898,24584,2244,11550,1529,11355,1490,2163316,6906,43116,2438,6931,1162,3082,895,3475,1201,16983,2016,127680,4076,341922,4871,1620127,4459,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2773552,3187,695990,8264,22252,2220,170078,5072,175938,4731,104196,1783,62492,3538,83440,4003,42938,3011,34656,3218,101068,5446,11310,1398,25436,2297,20138,2478,9706,1457,7301,1326,10682,1646,7325,1205,9170,1465,1976494,7738,45337,2975,9333,1382,2802,1003,3611,1008,18656,2516,118399,3993,337295,4732,1441061,5668,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4238627,4630,942633,10745,29186,2528,234155,6308,257061,6595,144061,2532,75743,3940,96814,4612,59806,3994,45807,3358,162615,6945,18850,2240,32417,2569,33419,2548,18180,2279,11612,1515,20822,2388,12507,1201,14808,1857,3133379,8672,67133,3834,14415,1922,3526,837,5514,1094,34468,2920,187598,5995,492321,4968,2328404,5842,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4445465,4724,946635,12881,38612,3444,255520,7357,248258,7093,138695,3454,72094,4107,104603,5723,53500,3633,35353,2860,221526,8041,23347,2458,56092,4077,51223,3327,30407,2840,13960,2243,20782,2531,14782,1949,10933,1567,3277304,10790,63034,3759,11397,2007,6582,1428,9502,1749,40570,4219,225814,6514,590810,7162,2329595,5679,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1291247,1964,251788,4377,6866,1238,62186,3610,69046,3679,42246,1338,22080,1295,22462,2378,14057,1705,12845,1797,48433,3511,4881,1137,6063,1148,6758,1347,5523,911,5543,1039,10896,1708,3662,923,5107,859,991026,4208,15375,1610,2247,713,707,303,1382,493,6198,1130,46826,2477,132458,2794,785833,2671,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5715790,5609,1268094,12059,34105,3516,298695,7008,323331,7511,187822,3232,100379,3806,142531,5669,97806,5839,83425,4781,294569,9634,38362,2739,53792,4150,50628,3419,34476,2624,22013,2182,33223,2928,27318,2710,34757,3231,4153127,11600,81221,4494,15624,2274,5826,1265,7551,1854,38714,2813,228796,6149,690453,6872,3084942,5920,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6478552,5733,1285990,12497,43253,3937,322298,6853,355658,7443,214785,3157,107316,4586,121094,5098,66165,3501,55421,3868,464863,11049,44061,3216,43140,3380,38872,3128,28342,2629,71196,4043,128083,5197,71437,5095,39732,2604,4727699,11509,62339,3599,14131,2205,5010,1212,6794,1333,29438,2926,237947,6084,771750,6263,3600290,5894,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
